I
1050 Generated by WorldEditor 2.2.0r2

1    213 1 0 EGPD Aberdeen Dyce
112  57.20086262 -002.20851271  57.20086112 -002.20852252
111  57.20086262 -002.20851271
112  57.20086262 -002.20851271  57.20085875 -002.20853802
112  57.20086719 -002.20857132  57.20087423 -002.20857667
113  57.20086719 -002.20857132
111  57.20354800 -002.20216364
111  57.20352930 -002.20210350
111  57.20242913 -002.20206986
111  57.20236314 -002.20227509
111  57.20260393 -002.20245569
111  57.20287665 -002.20262731
112  57.20325365 -002.20273528  57.20332936 -002.20264176
113  57.20325365 -002.20273528
111  57.20404543 -002.20349358
112  57.20421148 -002.20305446  57.20427566 -002.20282506
111  57.20421148 -002.20305446
111  57.20390361 -002.20254752
111  57.20365004 -002.20308195
112  57.20365004 -002.20308195  57.20370401 -002.20317321
112  57.20382572 -002.20331921  57.20388556 -002.20338151
113  57.20382572 -002.20331921
112  57.20440772 -002.20363970  57.20441802 -002.20364089
111  57.20440772 -002.20363970
112  57.20440772 -002.20363970  57.20444091 -002.20364353
112  57.20451984 -002.20356559  57.20457073 -002.20348363
111  57.20451984 -002.20356559
111  57.20426345 -002.20314028
112  57.20426345 -002.20314028  57.20423130 -002.20325647
111  57.20411985 -002.20353108
112  57.20432697 -002.20361308  57.20441304 -002.20364527
111  57.20432697 -002.20361308
114  57.20432697 -002.20361308  57.20436574 -002.20362758
111  57.20231195 -002.20714848
111  57.20258230 -002.20761048
112  57.20258230 -002.20761048  57.20268710 -002.20777796
111  57.20275781 -002.20775578
111  57.20250957 -002.20735676
111  57.20250679 -002.20735228
111  57.20254152 -002.20727357
111  57.20250553 -002.20709730
112  57.20230267 -002.20707705  57.20219633 -002.20715715
113  57.20230267 -002.20707705
110 1 0.00 0.0000 New Taxiway 5
111  57.20355817 -002.19808259
112  57.20355817 -002.19808259  57.20351720 -002.19836548
112  57.20372512 -002.19869983  57.20386749 -002.19881589
111  57.20372512 -002.19869983
111  57.20308180 -002.19822695
112  57.20308180 -002.19822695  57.20327197 -002.19828243
111  57.20336113 -002.19807329
113  57.20345222 -002.19814509
110 1 0.00 0.0000 New Taxiway 4
111  57.20361797 -002.19721177
112  57.20361797 -002.19721177  57.20366951 -002.19750847
112  57.20387006 -002.19759598  57.20396020 -002.19759964
111  57.20387006 -002.19759598
112  57.20387006 -002.19759598  57.20389930 -002.19759604
112  57.20424397 -002.19751551  57.20445367 -002.19745496
111  57.20424397 -002.19751551
111  57.20466969 -002.19742338
111  57.20492338 -002.19737576
111  57.20545463 -002.19729316
112  57.20545463 -002.19729316  57.20562263 -002.19721550
112  57.20577793 -002.19701091  57.20587359 -002.19684440
111  57.20577793 -002.19701091
111  57.20631079 -002.19596718
112  57.20631079 -002.19596718  57.20634485 -002.19587560
112  57.20625746 -002.19575595  57.20619738 -002.19576629
111  57.20625746 -002.19575595
112  57.20625746 -002.19575595  57.20625099 -002.19575706
112  57.20623694 -002.19576440  57.20622974 -002.19576900
111  57.20623694 -002.19576440
112  57.20623694 -002.19576440  57.20611987 -002.19593577
112  57.20607216 -002.19547531  57.20616670 -002.19521604
111  57.20607216 -002.19547531
111  57.20611104 -002.19552509
111  57.20615761 -002.19540157
111  57.20624971 -002.19552509
111  57.20639368 -002.19554135
111  57.20631068 -002.19542867
111  57.20638116 -002.19523992
111  57.20644927 -002.19532965
111  57.20646587 -002.19528527
111  57.20648601 -002.19531818
112  57.20648601 -002.19531818  57.20653929 -002.19536786
112  57.20663040 -002.19533795  57.20664257 -002.19532266
111  57.20663040 -002.19533795
112  57.20663040 -002.19533795  57.20664863 -002.19530042
111  57.20661363 -002.19518598
111  57.20658259 -002.19514234
111  57.20655035 -002.19509703
111  57.20635224 -002.19484475
111  57.20633021 -002.19489994
111  57.20623833 -002.19478007
111  57.20633880 -002.19451860
111  57.20666605 -002.19495752
111  57.20679875 -002.19512231
112  57.20679875 -002.19512231  57.20681423 -002.19511860
112  57.20684327 -002.19511860  57.20685747 -002.19511965
111  57.20684327 -002.19511860
112  57.20684327 -002.19511860  57.20693396 -002.19512533
112  57.20703213 -002.19525884  57.20706606 -002.19529934
111  57.20703213 -002.19525884
112  57.20703213 -002.19525884  57.20710081 -002.19530936
111  57.20730362 -002.19529342
112  57.20730362 -002.19529342  57.20753300 -002.19514270
112  57.20792940 -002.19549049  57.20807655 -002.19573944
111  57.20792940 -002.19549049
112  57.20792940 -002.19549049  57.20814147 -002.19584031
112  57.20835969 -002.19674354  57.20843443 -002.19722126
111  57.20835969 -002.19674354
112  57.20835969 -002.19674354  57.20848488 -002.19742500
112  57.20885756 -002.19819877  57.20907884 -002.19857243
111  57.20885756 -002.19819877
112  57.20885756 -002.19819877  57.20894962 -002.19835423
112  57.20917318 -002.19866977  57.20929258 -002.19883443
111  57.20917318 -002.19866977
111  57.20920698 -002.19861931
111  57.20927503 -002.19851772
111  57.20967835 -002.19927918
111  57.20965965 -002.19931419
111  57.20975410 -002.19949130
111  57.20976570 -002.19968187
111  57.20994051 -002.19989556
111  57.21013462 -002.20003746
111  57.21008775 -002.20025156
111  57.21007669 -002.20023762
111  57.20975017 -002.19982582
112  57.20965520 -002.19984281  57.20965964 -002.19991967
111  57.20965520 -002.19984281
111  57.20966328 -002.19987711
111  57.20973792 -002.20019413
112  57.20973792 -002.20019413  57.20974752 -002.20024843
111  57.20975650 -002.20035308
112  57.20980347 -002.20119882  57.20980653 -002.20152293
111  57.20980347 -002.20119882
111  57.20978450 -002.20229865
111  57.20967068 -002.20284346
111  57.20969134 -002.20285685
111  57.20964992 -002.20305823
111  57.20820860 -002.20199820
111  57.20966508 -002.20202397
111  57.20966704 -002.20164232
111  57.20767956 -002.20160845
111  57.20749118 -002.20147017
112  57.20756623 -002.20144300  57.20759708 -002.20142383
111  57.20756623 -002.20144300
111  57.20777542 -002.20129774
111  57.20778165 -002.20132449
111  57.20802473 -002.20149718
111  57.20802474 -002.20148166
111  57.20949916 -002.20148863
112  57.20954050 -002.20145471  57.20955557 -002.20143431
111  57.20954050 -002.20145471
111  57.20966412 -002.20125667
112  57.20967232 -002.20122261  57.20967266 -002.20120030
111  57.20967232 -002.20122261
112  57.20967232 -002.20122261  57.20966259 -002.20081962
112  57.20958737 -002.20011655  57.20954654 -002.19996153
111  57.20958737 -002.20011655
111  57.20957973 -002.20012078
112  57.20957973 -002.20012078  57.20956691 -002.20006947
112  57.20954388 -002.19997756  57.20953273 -002.19993322
111  57.20954388 -002.19997756
112  57.20954388 -002.19997756  57.20944657 -002.19959070
112  57.20927665 -002.19919911  57.20914887 -002.19894937
111  57.20927665 -002.19919911
112  57.20927665 -002.19919911  57.20923451 -002.19911674
112  57.20911721 -002.19890413  57.20905138 -002.19878563
111  57.20911721 -002.19890413
111  57.20909402 -002.19893080
112  57.20909402 -002.19893080  57.20915107 -002.19925975
112  57.20880786 -002.19936198  57.20863772 -002.19919259
111  57.20880786 -002.19936198
112  57.20880786 -002.19936198  57.20862695 -002.19915881
112  57.20894404 -002.19870198  57.20916805 -002.19875693
111  57.20894404 -002.19870198
111  57.20894557 -002.19865271
112  57.20876827 -002.19838630  57.20867312 -002.19822874
111  57.20876827 -002.19838630
112  57.20876827 -002.19838630  57.20870365 -002.19827929
112  57.20857808 -002.19801674  57.20852313 -002.19788365
111  57.20857808 -002.19801674
112  57.20857808 -002.19801674  57.20838226 -002.19748674
112  57.20823324 -002.19682915  57.20815634 -002.19640705
111  57.20823324 -002.19682915
112  57.20823324 -002.19682915  57.20808472 -002.19609280
112  57.20784318 -002.19567506  57.20771154 -002.19545466
111  57.20784318 -002.19567506
112  57.20784318 -002.19567506  57.20765666 -002.19538426
112  57.20734728 -002.19555578  57.20726264 -002.19568222
111  57.20734728 -002.19555578
111  57.20720916 -002.19581543
111  57.20721540 -002.19618077
111  57.20691741 -002.19565078
111  57.20693067 -002.19561503
112  57.20691240 -002.19544517  57.20687763 -002.19537091
111  57.20691240 -002.19544517
112  57.20691240 -002.19544517  57.20690357 -002.19542632
112  57.20687492 -002.19539467  57.20685839 -002.19538049
111  57.20687492 -002.19539467
112  57.20687492 -002.19539467  57.20684948 -002.19537531
111  57.20678829 -002.19540413
111  57.20577251 -002.19735870
112  57.20577251 -002.19735870  57.20576727 -002.19738187
112  57.20576044 -002.19742331  57.20575758 -002.19744325
111  57.20576044 -002.19742331
112  57.20576044 -002.19742331  57.20573428 -002.19760603
112  57.20587009 -002.19765729  57.20593722 -002.19765729
111  57.20587009 -002.19765729
111  57.20566084 -002.19806144
112  57.20566084 -002.19806144  57.20564636 -002.19792910
112  57.20559410 -002.19772874  57.20555410 -002.19765953
111  57.20559410 -002.19772874
111  57.20548469 -002.19754589
111  57.20547696 -002.19754594
111  57.20547696 -002.19753863
111  57.20544002 -002.19754245
111  57.20544002 -002.19753425
111  57.20451946 -002.19769513
111  57.20392451 -002.19783963
112  57.20392451 -002.19783963  57.20385192 -002.19784720
112  57.20379710 -002.19782159  57.20378421 -002.19781634
112  57.20374545 -002.19782652  57.20372272 -002.19783376
111  57.20374545 -002.19782652
112  57.20374545 -002.19782652  57.20365295 -002.19787287
112  57.20356297 -002.19804677  57.20350161 -002.19817461
111  57.20356297 -002.19804677
114  57.20356297 -002.19804677  57.20366305 -002.19762603
110 1 0.00 0.0000 New Taxiway 3
111  57.19921485 -002.19519317
111  57.19922612 -002.19516466
111  57.19869712 -002.19430612
111  57.19888237 -002.19385743
111  57.19872798 -002.19264320
111  57.19869599 -002.19234293
111  57.19836300 -002.19207644
111  57.19844577 -002.19170703
111  57.19876969 -002.19196182
111  57.19873925 -002.19214629
111  57.19878873 -002.19261592
111  57.19893257 -002.19372386
111  57.19948242 -002.19457766
112  57.19948242 -002.19457766  57.19950018 -002.19460051
112  57.19966670 -002.19452033  57.19971277 -002.19447016
111  57.19966670 -002.19452033
111  57.19985499 -002.19413267
112  57.19985499 -002.19413267  57.19998910 -002.19384228
111  57.20018723 -002.19370858
111  57.20024416 -002.19367972
112  57.20024416 -002.19367972  57.20029084 -002.19360403
111  57.20028429 -002.19352027
112  57.20024374 -002.19341359  57.20022154 -002.19338487
111  57.20024374 -002.19341359
111  57.19986615 -002.19312945
111  57.19984819 -002.19311594
111  57.19990826 -002.19283627
111  57.19991781 -002.19284457
111  57.19992142 -002.19282934
111  57.19994220 -002.19284456
111  57.19995341 -002.19279126
111  57.19996984 -002.19280292
111  57.20002840 -002.19255346
111  57.20010380 -002.19260264
112  57.20013733 -002.19262339  57.20014773 -002.19262721
111  57.20013733 -002.19262339
111  57.20023910 -002.19264277
111  57.20023893 -002.19268547
111  57.20023701 -002.19315199
111  57.20073218 -002.19315246
111  57.20073349 -002.19268760
111  57.20094502 -002.19268746
111  57.20094359 -002.19295643
111  57.20095375 -002.19295675
111  57.20095172 -002.19325494
111  57.20145267 -002.19327923
111  57.20147687 -002.19323303
111  57.20147669 -002.19313903
111  57.20187780 -002.19322032
111  57.20204310 -002.19321741
111  57.20203966 -002.19327863
111  57.20217942 -002.19331100
111  57.20231564 -002.19334254
111  57.20232311 -002.19322654
111  57.20257024 -002.19326890
111  57.20256230 -002.19337980
111  57.20278554 -002.19343535
111  57.20280338 -002.19315253
111  57.20294505 -002.19318053
111  57.20292457 -002.19354330
111  57.20313853 -002.19358853
111  57.20334189 -002.19363153
111  57.20338322 -002.19390866
111  57.20337607 -002.19391155
111  57.20339935 -002.19404911
111  57.20287288 -002.19365574
111  57.20277419 -002.19412674
111  57.20338114 -002.19456293
111  57.20348068 -002.19411334
111  57.20364153 -002.19432983
112  57.20364153 -002.19432983  57.20367238 -002.19439949
111  57.20366206 -002.19452536
111  57.20354370 -002.19443405
111  57.20349474 -002.19469780
111  57.20251319 -002.19398690
111  57.20253177 -002.19429385
111  57.20256667 -002.19487075
111  57.20256955 -002.19491826
111  57.20331829 -002.19547674
112  57.20331829 -002.19547674  57.20333321 -002.19549253
111  57.20335871 -002.19549020
111  57.20350615 -002.19545838
111  57.20352495 -002.19575312
111  57.20360718 -002.19704256
111  57.20361797 -002.19721177
111  57.20345284 -002.19724401
111  57.20344318 -002.19707687
111  57.20338327 -002.19604019
112  57.20318548 -002.19564994  57.20300869 -002.19549675
111  57.20318548 -002.19564994
111  57.20284066 -002.19538892
112  57.20282885 -002.19540042  57.20282150 -002.19540743
111  57.20282885 -002.19540042
112  57.20282885 -002.19540042  57.20280552 -002.19542264
112  57.20271979 -002.19547974  57.20268670 -002.19548935
111  57.20271979 -002.19547974
111  57.20271622 -002.19549370
111  57.20264334 -002.19544313
112  57.20264334 -002.19544313  57.20261889 -002.19539715
111  57.20257949 -002.19519676
111  57.20247089 -002.19511819
111  57.20243223 -002.19509021
111  57.20236154 -002.19503907
111  57.20232760 -002.19501451
111  57.20216339 -002.19489570
111  57.20212738 -002.19486964
111  57.20202514 -002.19479568
111  57.20198690 -002.19476801
111  57.20181568 -002.19463991
111  57.20177970 -002.19461300
111  57.20167541 -002.19453559
111  57.20163754 -002.19450865
111  57.20109072 -002.19411960
112  57.20100012 -002.19408729  57.20093501 -002.19407492
111  57.20100012 -002.19408729
112  57.20094228 -002.19407223  57.20090725 -002.19406337
111  57.20094228 -002.19407223
112  57.20094228 -002.19407223  57.20085277 -002.19404959
112  57.20061029 -002.19401067  57.20053719 -002.19401184
111  57.20061029 -002.19401067
111  57.20058829 -002.19407535
111  57.20057488 -002.19427320
112  57.20057488 -002.19427320  57.20057379 -002.19457716
112  57.20035998 -002.19425686  57.20036145 -002.19392600
111  57.20035998 -002.19425686
111  57.20027322 -002.19409728
112  57.20021475 -002.19406369  57.20018213 -002.19406402
111  57.20021475 -002.19406369
111  57.20010346 -002.19409399
112  57.20006526 -002.19412083  57.20005319 -002.19414079
111  57.20006526 -002.19412083
111  57.19995343 -002.19430877
111  57.19978608 -002.19464740
112  57.19979910 -002.19510412  57.19987439 -002.19536392
111  57.19979910 -002.19510412
111  57.20064921 -002.19643859
111  57.20053767 -002.19635588
111  57.19928738 -002.19437668
111  57.19907707 -002.19482951
111  57.19961054 -002.19567407
113  57.19912214 -002.19531450
110 1 0.00 0.0000 New Taxiway 2
111  57.19438599 -002.19183360
111  57.19446193 -002.19151491
111  57.19461725 -002.19162869
111  57.19469012 -002.19129768
111  57.19625891 -002.19244366
113  57.19650291 -002.19338804
110 1 0.00 0.0000 New Taxiway 1
112  57.19444012 -002.19349777  57.19449581 -002.19365368
111  57.19444012 -002.19349777
111  57.19425894 -002.19387425
112  57.19425894 -002.19387425  57.19411795 -002.19360907
112  57.19413351 -002.19296360  57.19420497 -002.19262751
111  57.19413351 -002.19296360
111  57.19423260 -002.19253541
111  57.19457388 -002.19278877
112  57.19446279 -002.19289477  57.19444224 -002.19296703
111  57.19446279 -002.19289477
111  57.19439631 -002.19316395
114  57.19439631 -002.19316395  57.19438049 -002.19327230
110 1 0.00 0.0000 New Taxiway 27
111  57.20241080 -002.20348091
111  57.20240859 -002.20347367
112  57.20240859 -002.20347367  57.20240315 -002.20345635
112  57.20237516 -002.20340274  57.20236176 -002.20339227
111  57.20237516 -002.20340274
111  57.20224816 -002.20332410
111  57.20213381 -002.20380038
112  57.20213381 -002.20380038  57.20212343 -002.20383512
111  57.20209606 -002.20390078
111  57.20204596 -002.20399420
111  57.20194108 -002.20418688
111  57.20196759 -002.20423587
111  57.20191656 -002.20433037
111  57.20113292 -002.20377828
111  57.20110190 -002.20375642
111  57.20107237 -002.20373562
111  57.20105013 -002.20371995
111  57.20105910 -002.20367707
111  57.20103793 -002.20366230
111  57.20108176 -002.20346706
111  57.20102295 -002.20342357
111  57.20105296 -002.20327710
111  57.20109216 -002.20330615
111  57.20109788 -002.20327479
111  57.20112773 -002.20329540
111  57.20117523 -002.20346686
112  57.20113541 -002.20357278  57.20112572 -002.20362147
111  57.20113541 -002.20357278
112  57.20113541 -002.20357278  57.20117523 -002.20356583
111  57.20122735 -002.20352302
111  57.20140400 -002.20364617
111  57.20148837 -002.20375428
111  57.20156712 -002.20370106
111  57.20179189 -002.20386367
111  57.20180920 -002.20393573
111  57.20189314 -002.20399198
111  57.20190598 -002.20402784
111  57.20196000 -002.20397145
111  57.20202852 -002.20401287
111  57.20208639 -002.20388736
111  57.20225143 -002.20317338
111  57.20244778 -002.20330930
113  57.20248555 -002.20334878
110 2 0.00 0.0000 New Taxiway 26
111  57.20013663 -002.20063255
111  57.20215227 -002.20213750
111  57.20215636 -002.20214047
111  57.20235255 -002.20228270
111  57.20246027 -002.20236080
111  57.20244573 -002.20243049
111  57.20240506 -002.20240128
111  57.20238842 -002.20247430
111  57.20242918 -002.20250594
111  57.20237302 -002.20276248
111  57.20236638 -002.20276719
111  57.20237314 -002.20280008
111  57.20232460 -002.20284927
111  57.20230370 -002.20291253
111  57.20226168 -002.20311683
111  57.20228232 -002.20314977
111  57.20245872 -002.20327160
111  57.20244778 -002.20330930
