I
1050 Generated by WorldEditor 2.0.0r4

1   1427 1 0 KDLH Duluth Intl
111  46.83970126 -092.18160301
111  46.83961757 -092.17857135
112  46.83948328 -092.17863259  46.83939294 -092.17864701
111  46.83948328 -092.17863259
111  46.83969230 -092.17828648
112  46.83971059 -092.17812280  46.83970983 -092.17800497
111  46.83971059 -092.17812280
111  46.83969621 -092.17750172
112  46.83967401 -092.17746419  46.83965693 -092.17745982
111  46.83967401 -092.17746419
111  46.83939213 -092.17747934
111  46.83939907 -092.17742503
111  46.83967110 -092.17740530
112  46.83967110 -092.17740530  46.83969518 -092.17740221
111  46.83969528 -092.17737127
112  46.83969528 -092.17737127  46.83969747 -092.17710874
112  46.83973748 -092.17688716  46.83974916 -092.17668173
111  46.83973748 -092.17688716
111  46.83970219 -092.17633756
112  46.83970219 -092.17633756  46.83969209 -092.17582474
111  46.84001283 -092.17575821
111  46.84057652 -092.17567605
111  46.84103153 -092.17564942
112  46.84103153 -092.17564942  46.84104139 -092.17562703
111  46.84106537 -092.17565337
111  46.84193584 -092.17558649
111  46.84194158 -092.17572848
111  46.84148538 -092.17576856
111  46.84145421 -092.17577130
111  46.84147571 -092.17649599
112  46.84147571 -092.17649599  46.84148595 -092.17629250
112  46.84175299 -092.17603821  46.84191003 -092.17600188
111  46.84175299 -092.17603821
111  46.84195361 -092.17602026
111  46.84195963 -092.17616200
111  46.84180642 -092.17617462
112  46.84157462 -092.17653798  46.84156219 -092.17687832
111  46.84157462 -092.17653798
111  46.84160240 -092.17764127
111  46.84163068 -092.17778407
112  46.84163068 -092.17778407  46.84165319 -092.17786322
111  46.84169262 -092.17781584
111  46.84196624 -092.17738252
111  46.84203746 -092.17747476 3 102
111  46.84204356 -092.17746516 3 102
111  46.84284514 -092.17620165 3 102
111  46.84283785 -092.17598257 102
112  46.84282140 -092.17594213  46.84281443 -092.17593039
111  46.84282140 -092.17594213
111  46.84283650 -092.17594082
111  46.84292547 -092.17593312
111  46.84296524 -092.17592968
111  46.84347724 -092.17588536
112  46.84350802 -092.17593418  46.84350823 -092.17596876
111  46.84350802 -092.17593418
111  46.84350582 -092.17601247
111  46.84348234 -092.17601247
111  46.84348309 -092.17602817
111  46.84331289 -092.17604229
111  46.84327410 -092.17604550
111  46.84331009 -092.17725760
111  46.84334469 -092.17725591
111  46.84356408 -092.17723847
111  46.84420605 -092.17719011
111  46.84435068 -092.17706834
111  46.84435499 -092.17707732
112  46.84435499 -092.17707732  46.84438307 -092.17705166
112  46.84444640 -092.17714419  46.84445406 -092.17724204
111  46.84444640 -092.17714419
111  46.84445495 -092.17714399
111  46.84445522 -092.17736278
111  46.84444915 -092.17736286
112  46.84444915 -092.17736286  46.84444974 -092.17747631
111  46.84438694 -092.17746616
111  46.84438683 -092.17747907
111  46.84315037 -092.17747440
111  46.84315139 -092.17742148
111  46.84310809 -092.17742229
111  46.84310927 -092.17727192
111  46.84311533 -092.17727118
111  46.84311387 -092.17721458
111  46.84260995 -092.17725048
111  46.84260984 -092.17730018
112  46.84260984 -092.17730018  46.84252696 -092.17730706 3 102
112  46.84237512 -092.17741861  46.84229360 -092.17750901
111  46.84237512 -092.17741861 3 102
111  46.84227158 -092.17753786 3 102
111  46.84219185 -092.17766353 3 102
111  46.84199637 -092.17797171
111  46.84206462 -092.17806258
111  46.84170365 -092.17863640
112  46.84163768 -092.17890237  46.84163135 -092.17906841
111  46.84163768 -092.17890237
111  46.84173068 -092.18233455
111  46.84178202 -092.18237284
111  46.84213182 -092.18205675
111  46.84218128 -092.18218748
111  46.84218520 -092.18286924
111  46.84223444 -092.18299170
111  46.84179109 -092.18339630
111  46.84176376 -092.18346518
111  46.84180138 -092.18481177
112  46.84180138 -092.18481177  46.84180330 -092.18483278
111  46.84180991 -092.18484645
111  46.84182656 -092.18486623
111  46.84183614 -092.18486867
111  46.84185029 -092.18486472 53 102
111  46.84225348 -092.18441295 3 102
111  46.84226541 -092.18439961 3 102
111  46.84300085 -092.18357783 3 102
111  46.84571275 -092.18054754 3 102
111  46.84573918 -092.18051801
112  46.84573918 -092.18051801  46.84579416 -092.18044721 3 102
112  46.84582072 -092.18029944  46.84582338 -092.18022504
111  46.84582072 -092.18029944
112  46.84582072 -092.18029944  46.84582333 -092.18022637 3 102
112  46.84577638 -092.18007875  46.84574731 -092.18000518
111  46.84577638 -092.18007875
112  46.84577638 -092.18007875  46.84571772 -092.17993028 3 102
112  46.84549696 -092.17991196  46.84539186 -092.17998104
111  46.84549696 -092.17991196
111  46.84547638 -092.17989398
111  46.84584240 -092.17954957
111  46.84585434 -092.17959262
112  46.84585434 -092.17959262  46.84577348 -092.17971072 3 102
111  46.84581777 -092.17982669 3 102
111  46.84592868 -092.18010609
112  46.84592868 -092.18010609  46.84593857 -092.18012869 3 102
112  46.84596136 -092.18015984  46.84597306 -092.18017341
111  46.84596136 -092.18015984
112  46.84596136 -092.18015984  46.84602669 -092.18023558 3 102
111  46.84611109 -092.18018618 3 102
111  46.84915188 -092.17746704 3 102
112  46.84923429 -092.17734713  46.84926740 -092.17726761
111  46.84923429 -092.17734713
112  46.84923429 -092.17734713  46.84926099 -092.17728299 3 102
112  46.84924850 -092.17707904  46.84921982 -092.17696467
111  46.84924850 -092.17707904 3 102
111  46.84915899 -092.17686439
112  46.84915899 -092.17686439  46.84909438 -092.17671870 3 102
111  46.84899059 -092.17677831
111  46.84897774 -092.17609604
111  46.84901666 -092.17606256
111  46.84922467 -092.17657224
111  46.84919711 -092.17659729 3 102
111  46.84936165 -092.17698434
112  46.84936165 -092.17698434  46.84941922 -092.17718743 3 102
112  46.84934851 -092.17744525  46.84930596 -092.17754877
111  46.84934851 -092.17744525
112  46.84934851 -092.17744525  46.84930598 -092.17754872 3 102
111  46.84924908 -092.17760146 3 102
111  46.84761925 -092.17906189 3
111  46.84699120 -092.17962466 3 102
111  46.84579211 -092.18069912 3 102
111  46.84308013 -092.18372801 3 102
111  46.84234665 -092.18454721 3 102
111  46.84233172 -092.18456388 53 102
111  46.84180830 -092.18515168
111  46.84188102 -092.18778187
111  46.84190773 -092.18800620
111  46.84186408 -092.18800916
111  46.84186711 -092.18811312
111  46.84179629 -092.18811545
111  46.84179658 -092.18817651
111  46.84186759 -092.18817307
111  46.84187113 -092.18827653
111  46.84191452 -092.18827622
111  46.84191452 -092.18830635
112  46.84197131 -092.18839142  46.84201546 -092.18840525
111  46.84197131 -092.18839142
111  46.84221747 -092.18837728
112  46.84221747 -092.18837728  46.84227344 -092.18836153
111  46.84227720 -092.18829729
111  46.84227464 -092.18816201
111  46.84227439 -092.18814835
111  46.84232194 -092.18814582
111  46.84232228 -092.18816051
111  46.84232839 -092.18842395
111  46.84228500 -092.18847855
111  46.84227644 -092.18848931
112  46.84223106 -092.18843795  46.84219958 -092.18842590
111  46.84223106 -092.18843795
111  46.84196806 -092.18845027
112  46.84196806 -092.18845027  46.84191393 -092.18845334
111  46.84190376 -092.18854428
111  46.84215196 -092.19767572
112  46.84215196 -092.19767572  46.84217593 -092.19797541
111  46.84236376 -092.19800281
111  46.84304765 -092.19796868
112  46.84304765 -092.19796868  46.84316443 -092.19794474
111  46.84317909 -092.19780411
111  46.84322575 -092.19684049
112  46.84322821 -092.19670319  46.84322793 -092.19663670
111  46.84322821 -092.19670319
111  46.84319777 -092.19546913
112  46.84319777 -092.19546913  46.84318304 -092.19438052
112  46.84347589 -092.19281443  46.84360746 -092.19224188
111  46.84347589 -092.19281443
111  46.84509424 -092.18627112
111  46.84518350 -092.18631715
111  46.84544395 -092.18645148
111  46.84553563 -092.18649877
112  46.84553563 -092.18649877  46.84548307 -092.18670892
111  46.84559749 -092.18677793
111  46.84604324 -092.18701392
112  46.84604324 -092.18701392  46.84620701 -092.18706906
111  46.84626364 -092.18685035
111  46.84634876 -092.18679120
111  46.84643311 -092.18682753
111  46.84625420 -092.18758829
111  46.84624595 -092.18762490
111  46.84615246 -092.18768982
111  46.84550041 -092.18734084
111  46.84544919 -092.18732267
112  46.84544919 -092.18732267  46.84536159 -092.18729865
111  46.84531577 -092.18741197
111  46.84499419 -092.18837865
111  46.84397293 -092.19250249 3
112  46.84402031 -092.19255639  46.84403985 -092.19257191
111  46.84402031 -092.19255639 3
111  46.84420526 -092.19267504
111  46.84436581 -092.19277810
112  46.84436581 -092.19277810  46.84447506 -092.19281924
111  46.84453443 -092.19268833
111  46.84463286 -092.19231062
111  46.84553462 -092.19279527
111  46.84522332 -092.19406621
111  46.84431358 -092.19359005
111  46.84440427 -092.19321984
112  46.84432140 -092.19298985  46.84423021 -092.19292787
111  46.84432140 -092.19298985
111  46.84414828 -092.19291246 3
111  46.84396407 -092.19283502 3 102
111  46.84394943 -092.19283049
112  46.84394943 -092.19283049  46.84391344 -092.19282493 3 102
111  46.84389310 -092.19283069
111  46.84383813 -092.19306754
112  46.84383813 -092.19306754  46.84368365 -092.19385354
112  46.84359518 -092.19552303  46.84358752 -092.19670258
111  46.84359518 -092.19552303
111  46.84365390 -092.19783015
112  46.84365390 -092.19783015  46.84364093 -092.19810974
112  46.84302092 -092.19876634  46.84250670 -092.19886493
111  46.84302092 -092.19876634
111  46.84302217 -092.19884302
111  46.84304040 -092.19886639
111  46.84307762 -092.19886347
111  46.84307911 -092.19891203
111  46.84303791 -092.19891678
111  46.84302617 -092.19894051
111  46.84302717 -092.19898944
111  46.84299570 -092.19899053
111  46.84298739 -092.19876874
111  46.84242223 -092.19880110
112  46.84219187 -092.19913974  46.84216664 -092.19946926
111  46.84219187 -092.19913974
111  46.84259783 -092.21398629
112  46.84265600 -092.21406024  46.84269859 -092.21407209
111  46.84265600 -092.21406024
111  46.84292036 -092.21404146
112  46.84297239 -092.21397056  46.84298262 -092.21390757
111  46.84297239 -092.21397056
111  46.84297343 -092.21393830
111  46.84302505 -092.21393709
111  46.84303570 -092.21428618
111  46.84303605 -092.21429775
111  46.84298759 -092.21430117
111  46.84298662 -092.21428735
111  46.84297824 -092.21416867
112  46.84292394 -092.21410767  46.84288281 -092.21410386
111  46.84292394 -092.21410767
111  46.84266082 -092.21411895
112  46.84262195 -092.21421300  46.84261460 -092.21429378
111  46.84262195 -092.21421300
111  46.84261740 -092.21421329
111  46.84257617 -092.21421593
111  46.84257804 -092.21432121
111  46.84250540 -092.21432486
111  46.84250644 -092.21438481
111  46.84257969 -092.21438171
111  46.84258406 -092.21448669
111  46.84262563 -092.21448430
111  46.84261340 -092.21465676
111  46.84280537 -092.22191521
113  46.84221228 -092.22195529
111  46.84130822 -092.21920419
111  46.84143111 -092.21932727
112  46.84143111 -092.21932727  46.84148709 -092.21937853
112  46.84159755 -092.21951658  46.84168837 -092.21957560
111  46.84159755 -092.21951658
112  46.84159755 -092.21951658  46.84173379 -092.21955531
112  46.84187732 -092.21945187  46.84194216 -092.21937674
111  46.84187732 -092.21945187
112  46.84187732 -092.21945187  46.84199252 -092.21931338
111  46.84205485 -092.21919436
112  46.84205485 -092.21919436  46.84211149 -092.21907661
112  46.84211960 -092.21877733  46.84211968 -092.21854999
111  46.84211960 -092.21877733
111  46.84201258 -092.21475143
111  46.84198848 -092.21452883
111  46.84202896 -092.21452493
111  46.84202922 -092.21442055
111  46.84210526 -092.21441746
111  46.84210336 -092.21435385
111  46.84202626 -092.21435879
111  46.84202275 -092.21425406
111  46.84198051 -092.21425586
112  46.84193591 -092.21415897  46.84189904 -092.21415150
111  46.84193591 -092.21415897
111  46.84165281 -092.21418160
112  46.84165281 -092.21418160  46.84161965 -092.21419939
111  46.84161049 -092.21423201 20
111  46.84161154 -092.21425891
111  46.84161585 -092.21436888
111  46.84161636 -092.21438186
111  46.84155810 -092.21438624
111  46.84155726 -092.21437274
111  46.84154877 -092.21423569
112  46.84150965 -092.21418596  46.84148228 -092.21417669
111  46.84150965 -092.21418596
111  46.84137230 -092.21419401
112  46.84112976 -092.21425470  46.84104251 -092.21428467
111  46.84112976 -092.21425470
111  46.84091017 -092.21432690
111  46.84060095 -092.21442858
112  46.84060095 -092.21442858  46.84056566 -092.21447661
111  46.84056139 -092.21452938 3 102
113  46.84113764 -092.21827158
111  46.84052846 -092.21432114
111  46.84056345 -092.21435506
112  46.84056345 -092.21435506  46.84057964 -092.21436433
111  46.84059566 -092.21436047
111  46.84089998 -092.21426183
111  46.84117793 -092.21417174
112  46.84117793 -092.21417174  46.84132221 -092.21412884
111  46.84144708 -092.21412576
111  46.84193602 -092.21410102
112  46.84199178 -092.21398540  46.84199379 -092.21389255
111  46.84199178 -092.21398540
111  46.84193131 -092.21183906
112  46.84190390 -092.21168363  46.84187939 -092.21165499
111  46.84190390 -092.21168363
112  46.84190390 -092.21168363  46.84187871 -092.21166014
112  46.84178549 -092.21172397  46.84173381 -092.21178869
111  46.84178549 -092.21172397
111  46.84159723 -092.21202783
112  46.84159723 -092.21202783  46.84155331 -092.21209453
112  46.84152651 -092.21208669  46.84151246 -092.21210554
111  46.84152651 -092.21208669
111  46.84141511 -092.21220690
112  46.84102597 -092.21218249  46.84083423 -092.21196349
111  46.84102597 -092.21218249
111  46.84072961 -092.21177662
112  46.84056887 -092.21166264  46.84048915 -092.21165112
111  46.84056887 -092.21166264
111  46.84045200 -092.21167961
112  46.84023440 -092.21206457  46.84022169 -092.21241600
111  46.84023440 -092.21206457
113  46.84034541 -092.21312535 3 102
111  46.83998011 -092.20972106 3 102
111  46.84005009 -092.21077747
112  46.84005009 -092.21077747  46.84012388 -092.21124419
111  46.84040564 -092.21125925 3 102
111  46.84043769 -092.21126002 3 102
111  46.84105341 -092.21127487 3 102
111  46.84139452 -092.21122728 3 102
111  46.84140570 -092.21122572 53 102
111  46.84151010 -092.21121115
111  46.84149946 -092.21106404
111  46.84168333 -092.21103637
112  46.84168333 -092.21103637  46.84191190 -092.21099764
111  46.84190110 -092.21064609
111  46.84158328 -092.19902930
112  46.84143296 -092.19878802  46.84129393 -092.19877880
111  46.84143296 -092.19878802
111  46.84119853 -092.19878879
111  46.84119380 -092.19862974
112  46.84119380 -092.19862974  46.84113179 -092.19860584 53 102
111  46.84106876 -092.19851483 53 102
111  46.84099258 -092.19841316 3 102
111  46.84098310 -092.19840052 3 102
111  46.84069007 -092.19800947
112  46.84069007 -092.19800947  46.84060291 -092.19792046
112  46.84056274 -092.19807180  46.84055923 -092.19814096
111  46.84056274 -092.19807180
111  46.84059900 -092.19968502
112  46.84059900 -092.19968502  46.84059374 -092.19999377 3 102
112  46.84043272 -092.20031834  46.84033953 -092.20048415
111  46.84043272 -092.20031834 3 102
111  46.84031448 -092.20050531 3 102
111  46.83984920 -092.20133590
112  46.83984920 -092.20133590  46.83980283 -092.20142293 3 102
111  46.83980121 -092.20152808 3 102
113  46.83978540 -092.20256179 3 102
111  46.84111019 -092.19817482
111  46.84115759 -092.19808144
111  46.84123463 -092.19813348
112  46.84123463 -092.19813348  46.84157018 -092.19822476
111  46.84155496 -092.19787163
111  46.84137931 -092.19148989
112  46.84133170 -092.19141777  46.84128630 -092.19139101
111  46.84133170 -092.19141777
111  46.84100587 -092.19129092
111  46.84103542 -092.19115171 53 102
111  46.84083502 -092.19107428 3 102
111  46.84082472 -092.19107005 3 102
111  46.84062846 -092.19098931
112  46.84062846 -092.19098931  46.84049723 -092.19094453 3 102
112  46.84036871 -092.19127068  46.84036409 -092.19146692
111  46.84036871 -092.19127068 3 102
111  46.84053157 -092.19724237
112  46.84053157 -092.19724237  46.84053973 -092.19741816 3 102
113  46.84060096 -092.19749503 3 102
112  46.84035708 -092.18848742  46.84040701 -092.18849854
111  46.84035708 -092.18848742
111  46.84079447 -092.18846373
112  46.84085030 -092.18838700  46.84085891 -092.18832919
111  46.84085030 -092.18838700
111  46.84084979 -092.18824906
111  46.84084974 -092.18823470
111  46.84090783 -092.18823212
111  46.84090820 -092.18824533
111  46.84091154 -092.18836244
112  46.84091154 -092.18836244  46.84092263 -092.18843630
111  46.84096998 -092.18845198
111  46.84122409 -092.18843644
112  46.84127368 -092.18831725  46.84127030 -092.18821503
111  46.84127368 -092.18831725
111  46.84131681 -092.18831442
111  46.84131522 -092.18821175
111  46.84139369 -092.18820686
111  46.84139126 -092.18814860
111  46.84131461 -092.18815083
111  46.84131126 -092.18804855
111  46.84126807 -092.18805211
111  46.84127933 -092.18777241
111  46.84124883 -092.18667300
112  46.84124883 -092.18667300  46.84124394 -092.18657941
112  46.84106430 -092.18655881  46.84096700 -092.18666466
111  46.84106430 -092.18655881
111  46.84086373 -092.18679936
111  46.84080314 -092.18668730 3 102
111  46.84046369 -092.18709528 3 102
111  46.84034949 -092.18726749 3 102
112  46.84026556 -092.18754004  46.84026582 -092.18767241
111  46.84026556 -092.18754004 3 102
113  46.84028989 -092.18839386
111  46.84034251 -092.19035883
112  46.84034251 -092.19035883  46.84036623 -092.19057067
111  46.84050267 -092.19063695 3 102
