I
1050 Generated by WorldEditor 1.7.1r2

1   3877 1 0 KHLN Helena Rgnl
1300  46.60248231 -111.98821178  90.75 hangar props Hangar 30
1301 A none 
1300  46.60266657 -111.98822114  89.68 hangar props Hangar 29
1301 A none 
1300  46.60284549 -111.98877509  89.84 hangar props Hangar 28
1301 A none 
1300  46.60260085 -111.99148773   0.00 hangar props Hangar 27
1301 A none 
1300  46.60259120 -111.99175926   0.56 hangar props Hangar 26
1301 A none 
1300  46.60258926 -111.99210637   2.22 hangar jets|turboprops|props Hangar 25
1301 B none 
1300  46.60227740 -111.99258979 358.56 hangar props Hangar 24
1301 A none 
1300  46.60244926 -111.99285680 180.33 hangar props Hangar 22
1301 A none 
1300  46.60255740 -111.99273173   0.00 hangar props Hangar 23
1301 A none 
1300  46.60256030 -111.99298890   0.56 hangar props Hangar 21
1301 A none 
1300  46.60250095 -111.99394346 358.60 hangar jets|turboprops|props Hangar 20
1301 B none 
1300  46.60253502 -111.99688446   0.51 hangar jets|turboprops|props Hangar 19
1301 B none 
1300  46.60236006 -111.99732798   0.32 hangar props Hangar 18
1301 A none 
1300  46.60232878 -111.99787436   0.30 hangar props Hangar 17
1301 A none 
1300  46.60281348 -111.99847776 123.02 hangar jets|turboprops|props Hangar 16
1301 B none 
1300  46.60274323 -111.99714289 270.04 tie_down props GA West 32
1301 A general_aviation 
1300  46.60274132 -111.99748387 270.04 tie_down props GA West 21
1301 A general_aviation 
1300  46.60286772 -111.99714383 270.04 tie_down props GA West 31
1301 A general_aviation 
1300  46.60286324 -111.99782206 270.04 tie_down props GA West 10
1301 A general_aviation 
1300  46.60286581 -111.99748481 270.04 tie_down props GA West 20
1301 A general_aviation 
1300  46.60290530 -111.98404612 269.18 tie_down props Vetter Aviation 04
1301 A general_aviation 
1300  46.60302792 -111.98404871 269.18 tie_down props Vetter Aviation 03
1301 A general_aviation 
1300  46.60304187 -111.98359291 269.18 tie_down props Vetter Aviation 11
1301 A general_aviation 
1300  46.60292401 -111.98850770 269.18 tie_down props GA East 31
1301 A general_aviation 
1300  46.60293792 -111.98793297 269.18 tie_down props GA East 36
1301 A general_aviation 
1300  46.60294950 -111.98748046 269.18 tie_down props GA East 41
1301 A general_aviation 
1300  46.60299456 -111.98313337 269.18 tie_down props Vetter Aviation 17
1301 A general_aviation 
1300  46.60840384 -111.97026458 190.60 hangar jets|turboprops|fighters Military Hangar 07
1301 B none 
1300  46.60811856 -111.96828069 190.60 hangar jets|turboprops|fighters Military Hangar 11
1301 B none 
1300  46.60867963 -111.97455124 191.48 hangar jets|turboprops|fighters Military Hangar 01
1301 B none 
1300  46.60867361 -111.97200083 191.50 hangar jets|turboprops|fighters Military Hangar 03
1301 B none 
1300  46.60854599 -111.97115929 191.50 hangar jets|turboprops|fighters Military Hangar 05
1301 B none 
1300  46.60826072 -111.96917539 191.50 hangar jets|turboprops|fighters Military Hangar 09
1301 B none 
1300  46.60874769 -111.97246421 194.65 hangar jets|turboprops|fighters Military Hangar 02
1301 B none 
1300  46.60862007 -111.97162267 194.65 hangar jets|turboprops|fighters Military Hangar 04
1301 B none 
1300  46.60833479 -111.96963876 194.65 hangar jets|turboprops|fighters Military Hangar 08
1301 B none 
1300  46.60847592 -111.97070173 191.82 hangar jets|turboprops|fighters Military Hangar 06
1301 B none 
1300  46.60819064 -111.96871784 191.82 hangar jets|turboprops|fighters Military Hangar 10
1301 B none 
1300  46.60315247 -111.98405887 269.18 tie_down props Vetter Aviation 02
1301 A general_aviation 
1300  46.60316643 -111.98360308 269.18 tie_down props Vetter Aviation 10
1301 A general_aviation 
1300  46.60304857 -111.98851786 269.18 tie_down props GA East 30
1301 A general_aviation 
1300  46.60306247 -111.98794314 269.18 tie_down props GA East 35
1301 A general_aviation 
1300  46.60307406 -111.98749063 269.18 tie_down props GA East 40
1301 A general_aviation 
1300  46.60311911 -111.98314353 269.18 tie_down props Vetter Aviation 16
1301 A general_aviation 
1300  46.60309360 -111.98391609  88.62 tie_down props Vetter Aviation 06
1301 A general_aviation 
1300  46.60310756 -111.98346029  88.62 tie_down props Vetter Aviation 13
1301 A general_aviation 
1300  46.60284352 -111.98390679  88.62 tie_down props Vetter Aviation 08
1301 A general_aviation 
1300  46.60296924 -111.98391413  88.62 tie_down props Vetter Aviation 07
1301 A general_aviation 
1300  46.60298319 -111.98345834  88.62 tie_down props Vetter Aviation 14
1301 A general_aviation 
1300  46.60298970 -111.98837508  88.62 tie_down props GA East 33
1301 A general_aviation 
1300  46.60300360 -111.98780036  88.62 tie_down props GA East 38
1301 A general_aviation 
1300  46.60301519 -111.98734784  88.62 tie_down props GA East 43
1301 A general_aviation 
1300  46.60306025 -111.98300075  88.62 tie_down props Vetter Aviation 19
1301 A general_aviation 
1300  46.60321701 -111.98392606  88.62 tie_down props Vetter Aviation 05
1301 A general_aviation 
1300  46.60323097 -111.98347026  88.62 tie_down props Vetter Aviation 12
1301 A general_aviation 
1300  46.60311311 -111.98838505  88.62 tie_down props GA East 32
1301 A general_aviation 
1300  46.60312701 -111.98781033  88.62 tie_down props GA East 37
1301 A general_aviation 
1300  46.60313860 -111.98735781  88.62 tie_down props GA East 42
1301 A general_aviation 
1300  46.60318366 -111.98301072  88.62 tie_down props Vetter Aviation 18
1301 A general_aviation 
1300  46.60327548 -111.98406622 269.18 tie_down props Vetter Aviation 01
1301 A general_aviation 
1300  46.60328943 -111.98361042 269.18 tie_down props Vetter Aviation 09
1301 A general_aviation 
1300  46.60317157 -111.98852520 269.18 tie_down props GA East 29
1301 A general_aviation 
1300  46.60318548 -111.98795048 269.18 tie_down props GA East 34
1301 A general_aviation 
1300  46.60319706 -111.98749797 269.18 tie_down props GA East 39
1301 A general_aviation 
1300  46.60324212 -111.98315088 269.18 tie_down props Vetter Aviation 15
1301 A general_aviation 
1300  46.60274910 -111.99463544 270.00 tie_down props GA West 52
1301 A general_aviation 
1300  46.60274595 -111.99497351 270.00 tie_down props GA West 49
1301 A general_aviation 
1300  46.60274174 -111.99531014 270.00 tie_down props GA West 46
1301 A general_aviation 
1300  46.60273772 -111.99564944 270.00 tie_down props GA West 43
1301 A general_aviation 
1300  46.60273304 -111.99598741 270.00 tie_down props GA West 40
1301 A general_aviation 
1300  46.60287156 -111.99464628 270.00 tie_down props GA West 51
1301 A general_aviation 
1300  46.60286841 -111.99498435 270.00 tie_down props GA West 48
1301 A general_aviation 
1300  46.60286420 -111.99532098 270.00 tie_down props GA West 45
1301 A general_aviation 
1300  46.60286018 -111.99566028 270.00 tie_down props GA West 42
1301 A general_aviation 
1300  46.60285550 -111.99599825 270.00 tie_down props GA West 39
1301 A general_aviation 
1300  46.60267408 -111.99336702 270.00 tie_down props GA West 56
1301 A general_aviation 
1300  46.60278778 -111.99337041 270.00 tie_down props GA West 55
1301 A general_aviation 
1300  46.60270745 -111.99348788 270.00 tie_down props GA West 54
1301 A general_aviation 
1300  46.60281882 -111.99349127 270.00 tie_down props GA West 53
1301 A general_aviation 
1300  46.60299572 -111.99465502 270.00 tie_down props GA West 50
1301 A general_aviation 
1300  46.60299257 -111.99499309 270.00 tie_down props GA West 47
1301 A general_aviation 
1300  46.60298836 -111.99532972 270.00 tie_down props GA West 44
1301 A general_aviation 
1300  46.60298434 -111.99566902 270.00 tie_down props GA West 41
1301 A general_aviation 
1300  46.60297966 -111.99600699 270.00 tie_down props GA West 38
1301 A general_aviation 
1300  46.60299065 -111.99714654 270.04 tie_down props GA West 30
1301 A general_aviation 
1300  46.60298617 -111.99782477 270.04 tie_down props GA West 09
1301 A general_aviation 
1300  46.60298874 -111.99748752 270.04 tie_down props GA West 19
1301 A general_aviation 
1300  46.60311544 -111.99714925 270.04 tie_down props GA West 29
1301 A general_aviation 
1300  46.60311096 -111.99782748 270.04 tie_down props GA West 08
1301 A general_aviation 
1300  46.60311353 -111.99749024 270.04 tie_down props GA West 18
1301 A general_aviation 
1300  46.60323837 -111.99715061 270.04 tie_down props GA West 28
1301 A general_aviation 
1300  46.60323389 -111.99782884 270.04 tie_down props GA West 07
1301 A general_aviation 
1300  46.60323646 -111.99749159 270.04 tie_down props GA West 17
1301 A general_aviation 
1300  46.60336129 -111.99715400 270.04 tie_down props GA West 27
1301 A general_aviation 
1300  46.60335681 -111.99783223 270.04 tie_down props GA West 06
1301 A general_aviation 
1300  46.60335938 -111.99749498 270.04 tie_down props GA West 16
1301 A general_aviation 
1300  46.60291474 -111.99681166 270.04 tie_down props GA West 37
1301 A general_aviation 
1300  46.60348608 -111.99715671 270.04 tie_down props GA West 26
1301 A general_aviation 
1300  46.60348160 -111.99783494 270.04 tie_down props GA West 05
1301 A general_aviation 
1300  46.60348417 -111.99749769 270.04 tie_down props GA West 15
1301 A general_aviation 
1300  46.60302416 -111.99681437 270.04 tie_down props GA West 36
1301 A general_aviation 
1300  46.60359550 -111.99715942 270.04 tie_down props GA West 25
1301 A general_aviation 
1300  46.60359103 -111.99783765 270.04 tie_down props GA West 04
1301 A general_aviation 
1300  46.60359360 -111.99750040 270.04 tie_down props GA West 14
1301 A general_aviation 
1300  46.60313219 -111.99681708 270.04 tie_down props GA West 35
1301 A general_aviation 
1300  46.60370353 -111.99716213 270.04 tie_down props GA West 24
1301 A general_aviation 
1300  46.60369905 -111.99784036 270.04 tie_down props GA West 03
1301 A general_aviation 
1300  46.60370162 -111.99750311 270.04 tie_down props GA West 13
1301 A general_aviation 
1300  46.60324440 -111.99681708 270.04 tie_down props GA West 34
1301 A general_aviation 
1300  46.60381575 -111.99716213 270.04 tie_down props GA West 23
1301 A general_aviation 
1300  46.60381127 -111.99784036 270.04 tie_down props GA West 02
1301 A general_aviation 
1300  46.60381384 -111.99750311 270.04 tie_down props GA West 12
1301 A general_aviation 
1300  46.60336686 -111.99681844 270.04 tie_down props GA West 33
1301 A general_aviation 
1300  46.60393821 -111.99716349 270.04 tie_down props GA West 22
1301 A general_aviation 
1300  46.60393373 -111.99784171 270.04 tie_down props GA West 01
1301 A general_aviation 
1300  46.60393630 -111.99750447 270.04 tie_down props GA West 11
1301 A general_aviation 
1300  46.60267956 -111.97663022 186.11 tie_down jets|turboprops Cargo 02
1301 D cargo 
1300  46.60277834 -111.97783620 185.90 tie_down jets|turboprops Cargo 01
1301 D cargo 
1300  46.60782869 -111.97591930 102.76 tie_down jets|turboprops Retardant Pad 01
1301 D cargo 
1300  46.60830810 -111.97556549 102.87 tie_down jets|turboprops Retardant Pad 02
1301 D cargo 
1300  46.60971726 -111.98926841  13.82 gate jets|turboprops Gate 02B
1301 B airline 
1300  46.60981946 -111.98953662  13.04 gate jets|turboprops Gate 02A
1301 B airline 
1300  46.60987269 -111.99036024  48.49 gate jets|turboprops Gate 01B
1301 B airline 
1300  46.60993952 -111.99051166 102.78 gate jets|turboprops Gate 01A
1301 B airline 
1300  46.60772119 -111.96951367 282.84 tie_down jets|turboprops|fighters Military Apron 20
1301 C military 
1300  46.60784876 -111.97033163 282.82 tie_down jets|turboprops|fighters Military Apron 14
1301 C military 
1300  46.60682636 -111.96978225 282.71 tie_down jets|turboprops|fighters Military Apron 24
1301 C military 
1300  46.60706011 -111.96970851 282.71 tie_down jets|turboprops|fighters Military Apron 23
1301 C military 
1300  46.60727723 -111.96963641 282.71 tie_down jets|turboprops|fighters Military Apron 22
1301 C military 
1300  46.60749059 -111.96957432 282.71 tie_down jets|turboprops|fighters Military Apron 21
1301 C military 
1300  46.60695702 -111.97062003 282.71 tie_down jets|turboprops|fighters Military Apron 18
1301 C military 
1300  46.60719192 -111.97055368 282.71 tie_down jets|turboprops|fighters Military Apron 17
1301 C military 
1300  46.60741009 -111.97048834 282.71 tie_down jets|turboprops|fighters Military Apron 16
1301 C military 
1300  46.60762138 -111.97041297 282.71 tie_down jets|turboprops|fighters Military Apron 15
1301 C military 
1300  46.60798571 -111.97120981 282.73 tie_down jets|turboprops|fighters Military Apron 08
1301 C military 
1300  46.60709153 -111.97148256 282.71 tie_down jets|turboprops|fighters Military Apron 12
1301 C military 
1300  46.60732498 -111.97140687 282.71 tie_down jets|turboprops|fighters Military Apron 11
1301 C military 
1300  46.60754335 -111.97134283 282.71 tie_down jets|turboprops|fighters Military Apron 10
1301 C military 
1300  46.60775540 -111.97127232 282.71 tie_down jets|turboprops|fighters Military Apron 09
1301 C military 
1300  46.60722096 -111.97231181 282.71 tie_down jets|turboprops|fighters Military Apron 06
1301 C military 
1300  46.60745396 -111.97223321 282.71 tie_down jets|turboprops|fighters Military Apron 05
1301 C military 
1300  46.60767194 -111.97216671 282.71 tie_down jets|turboprops|fighters Military Apron 04
1301 C military 
1300  46.60788345 -111.97209271 282.71 tie_down jets|turboprops|fighters Military Apron 03
1301 C military 
1300  46.60648021 -111.96878114 192.48 tie_down jets|turboprops|fighters Military Apron 26
1301 C military 
1300  46.60697316 -111.96861827 192.48 tie_down jets|turboprops|fighters Military Apron 25
1301 C military 
1300  46.60796838 -111.96942739 282.71 tie_down jets|turboprops|fighters Military Apron 19
1301 C military 
1300  46.60809973 -111.97026015 282.71 tie_down jets|turboprops|fighters Military Apron 13
1301 C military 
1300  46.60823219 -111.97111731 282.71 tie_down jets|turboprops|fighters Military Apron 07
1301 C military 
1300  46.60836233 -111.97194351 282.71 tie_down jets|turboprops|fighters Military Apron 01
1301 C military 
1300  46.60811460 -111.97203564 282.71 tie_down jets|turboprops|fighters Military Apron 02
1301 C military 
1300  46.60407114 -111.98875704 178.98 tie_down jets|turboprops|props GA East 08
1301 B general_aviation 
1300  46.60414354 -111.98653077 178.98 tie_down jets|turboprops|props GA East 15
1301 B general_aviation 
1300  46.60412154 -111.98716926 178.98 tie_down jets|turboprops|props GA East 13
1301 B general_aviation 
1300  46.60404093 -111.98971193 178.98 tie_down jets|turboprops|props GA East 05
1301 B general_aviation 
1300  46.60406230 -111.98907154 178.98 tie_down jets|turboprops|props GA East 07
1301 B general_aviation 
1300  46.60413470 -111.98684526 178.98 tie_down jets|turboprops|props GA East 14
1301 B general_aviation 
1300  46.60411271 -111.98748375 178.98 tie_down jets|turboprops|props GA East 12
1301 B general_aviation 
1300  46.60403210 -111.99002642 178.98 tie_down jets|turboprops|props GA East 04
1301 B general_aviation 
1300  46.60405297 -111.98938817 178.98 tie_down jets|turboprops|props GA East 06
1301 B general_aviation 
1300  46.60410338 -111.98780039 178.98 tie_down jets|turboprops|props GA East 11
1301 B general_aviation 
1300  46.60402277 -111.99034306 178.98 tie_down jets|turboprops|props GA East 03
1301 B general_aviation 
1300  46.60409159 -111.98811846 178.98 tie_down jets|turboprops|props GA East 10
1301 B general_aviation 
1300  46.60401098 -111.99066112 178.98 tie_down jets|turboprops|props GA East 02
1301 B general_aviation 
1300  46.60408275 -111.98843724 178.98 tie_down jets|turboprops|props GA East 09
1301 B general_aviation 
1300  46.60400214 -111.99097991 178.98 tie_down jets|turboprops|props GA East 01
1301 B general_aviation 
1300  46.60380385 -111.99033037 359.73 tie_down jets|turboprops|props GA East 16
1301 B general_aviation 
1300  46.60381418 -111.99001343 359.73 tie_down jets|turboprops|props GA East 17
1301 B general_aviation 
1300  46.60384403 -111.98905772 359.73 tie_down jets|turboprops|props GA East 20
1301 B general_aviation 
1300  46.60387400 -111.98810809 359.73 tie_down jets|turboprops|props GA East 23
1301 B general_aviation 
1300  46.60390600 -111.98715450 359.73 tie_down jets|turboprops|props GA East 26
1301 B general_aviation 
1300  46.60382447 -111.98969511 359.73 tie_down jets|turboprops|props GA East 18
1301 B general_aviation 
1300  46.60385432 -111.98873940 359.73 tie_down jets|turboprops|props GA East 21
1301 B general_aviation 
1300  46.60388430 -111.98778977 359.73 tie_down jets|turboprops|props GA East 24
1301 B general_aviation 
1300  46.60391630 -111.98683617 359.73 tie_down jets|turboprops|props GA East 27
1301 B general_aviation 
1300  46.60383341 -111.98937581 359.73 tie_down jets|turboprops|props GA East 19
1301 B general_aviation 
1300  46.60386325 -111.98842009 359.73 tie_down jets|turboprops|props GA East 22
1301 B general_aviation 
1300  46.60389323 -111.98747046 359.73 tie_down jets|turboprops|props GA East 25
1301 B general_aviation 
1300  46.60392523 -111.98651687 359.73 tie_down jets|turboprops|props GA East 28
1301 B general_aviation 
18  46.60496342 -111.99177815 1 BCN
19  46.60914173 -111.98267952 0 WS
50 12040 ATIS
51 11830 CTAF
51 12295 Unicom
53 12190 Helena Ground 
54 11830 Helena Tower
55 11950 Helena Approach
56 11950 Helena Departure
99
