A
1000 Generated by WorldEditor

1    808 1 0 KOSH Wittman Rgnl
1201  43.99314605 -088.56621182 both 57 A1_start(split)
1201  43.99318265 -088.55210850 both 58 A1_start
1201  43.99249861 -088.55283742 both 59 A1_stop
1201  43.99256390 -088.56418966 both 60 A1_stop
1201  43.99329411 -088.56673055 both 61 A1_stop
1201  43.99250800 -088.55423137 both 62 A1_stop(split)
1201  43.99151391 -088.55424530 both 63 A1_start(split)(split)
1201  43.98959061 -088.55427178 both 64 A1_start(split)(split)
1201  43.98803828 -088.55429235 both 65 A1_start(split)(split)
1201  43.99379528 -088.55421668 both 66 A1_start
1201  43.99208729 -088.55423612 both 67 A1_stop
1201  43.99083873 -088.55425700 both 68 A1_stop
1201  43.99030057 -088.55426358 both 69 A1_stop
1201  43.98896425 -088.55428028 both 70 A1_stop
1201  43.98856254 -088.55428534 both 71 A1_stop
1201  43.98744399 -088.55430056 both 72 A1_stop
1201  43.96391158 -088.55463758 both 73 A1_stop
1201  43.96391780 -088.55571696 both 74 A1_stop
1201  43.99320718 -088.55039921 both 75 E1_start
1201  43.99303152 -088.55017081 both 76 A1_stop
1201  43.99233744 -088.54929438 both 77 A1_stop
1201  43.99206452 -088.54895581 both 78 A1_stop
1201  43.99185222 -088.54881438 both 79 A1_stop
1201  43.99147568 -088.54893915 both 80 A1_stop
1201  43.99277615 -088.54984983 both 81 A1_stop(split)
1201  43.99077355 -088.54879926 both 82 A1_stop
1201  43.99044602 -088.54880951 both 83 A1_stop
1201  43.99076592 -088.55264672 both 84 A1_start(split)(split)
1201  43.99233603 -088.55047746 both 85 A1_start(split)
1201  43.98897222 -088.55512559 both 86 A1_start(split)(split)(split)
1201  43.98848451 -088.55580081 both 87 A1_start(split)(split)
1201  43.99027265 -088.55332886 both 88 A1_start(split)(split)(split)
1201  43.98825139 -088.55333940 both 89 A1_stop
1201  43.98631251 -088.55004918 both 90 A1_stop
1201  43.98970286 -088.55333570 both 91 A1_start(split)(split)(split)(split)
1201  43.98835348 -088.55333872 both 92 A1_start(split)(split)(split)(split)(split)
1201  43.99020803 -088.54904591 both 93 A1_start
1201  43.98934298 -088.55103759 both 94 A1_start(split)
1201  43.98760085 -088.54831356 both 95 K_stop
1201  43.98668898 -088.54989255 both 96 C3_start
1201  43.98599033 -088.55017887 both 97 C3_stop
1201  43.98572617 -088.55037917 both 98 C3_stop
1201  43.98688248 -088.55236055 both 99 A1_start(split)(split)(split)
1201  43.98726270 -088.55166893 both 100 A1_stop(split)
1201  43.98774818 -088.55071246 both 101 C2_start
1201  43.98706156 -088.55202173 both 102 C2_stop
1201  43.98798589 -088.55420658 both 103 A1_start(split)(split)(split)
1201  43.98818594 -088.55372974 both 104 C1_stop
1201  43.98758032 -088.55429868 both 105 A1_start(split)(split)(split)
1201  43.98744563 -088.55440689 both 106 A1_stop
1201  43.98606232 -088.55551895 both 107 A1_stop
1201  43.98571298 -088.56478967 both 108 P1_start
1201  43.98570608 -088.56139907 both 109 P1_stop
1201  43.98570015 -088.55853484 both 110 P1_stop
1201  43.98569746 -088.55742877 both 111 P1_stop
1201  43.98568203 -088.55643065 both 112 P1_stop
1201  43.98569895 -088.55803922 both 113 P1_stop(split)
1201  43.98681078 -088.55802753 both 114 P1_stop
1201  43.98622742 -088.55803854 both 115 P1_stop
1201  43.97892415 -088.55804795 both 116 P1_stop
1201  43.96746763 -088.55803867 both 117 P1_stop
1201  43.96746646 -088.55738502 both 118 P1_stop
1201  43.97892368 -088.55650927 both 119 A1_start(split)
1201  43.97892509 -088.55983611 both 120 P2_start
1201  43.97892480 -088.55741907 both 121 P2_stop
1201  43.97422898 -088.55804880 both 122 P1_stop(split)
1201  43.97423567 -088.55657149 both 123 A1_start(split)(split)
1201  43.97423492 -088.55739014 both 124 P3_stop
1201  43.97140299 -088.55804788 both 125 P1_stop(split)(split)
1201  43.97138420 -088.55661005 both 126 A1_start(split)(split)(split)
1201  43.97139214 -088.55734322 both 127 P4_stop
1201  43.96745991 -088.55666270 both 128 A1_start(split)(split)(split)(split)
1201  43.97892486 -088.55441896 both 129 A1_stop(split)
1201  43.97892416 -088.55563547 both 130 A2_stop
1201  43.97424275 -088.55448591 both 131 A1_stop(split)(split)
1201  43.97423925 -088.55568799 both 132 A3_stop
1201  43.97137465 -088.55452315 both 133 A1_stop(split)(split)(split)
1201  43.97138284 -088.55558439 both 134 A4_stop
1201  43.97131454 -088.54668949 both 135 D_stop
1201  43.97132913 -088.54864404 both 136 A1_stop(split)(split)(split)(split)
1201  43.97285688 -088.54862934 both 137 G_start
1201  43.96745559 -088.55457731 both 138 A1_stop(split)(split)(split)(split)
1201  43.96745858 -088.55570017 both 139 A5_stop
1201  43.96394394 -088.55670463 both 140 A6_stop
1201  43.99095750 -088.55921066 both 141 A1_start(split)
1201  43.98896578 -088.55585474 both 142 A1_start(split)(split)
1201  43.98852073 -088.55510515 both 143 A1_start(split)(split)
1201  43.99442844 -088.57121410 both 144 _start
1201  43.99442599 -088.57075030 both 145 _stop
1201  43.99329460 -088.56739667 both 146 A1_stop(split)
1201  43.99461656 -088.56794141 both 147 _start
1201  43.99461656 -088.56741306 both 148 _stop
1201  43.99458140 -088.56702761 both 149 _start
1201  43.99457950 -088.56621082 both 150 _stop
1201  43.99484925 -088.56613801 both 151 _start
1201  43.99473520 -088.56623507 both 152 _stop
1201  43.99367217 -088.55761876 both 153 F_start
1201  43.99486195 -088.56105132 both 154 _start
1201  43.99381989 -088.56105994 both 155 _stop
1201  43.99486505 -088.56043554 both 156 _start
1201  43.99381948 -088.56045767 both 157 _stop
1201  43.99367731 -088.55989297 both 158 F_start(split)
1201  43.99486195 -088.55989727 both 159 _start
1201  43.99381960 -088.56057211 both 160 _stop
1201  43.99367806 -088.56057142 both 161 F_stop
1201  43.99367333 -088.55804881 both 162 F_start(split)(split)
1201  43.99473518 -088.55806725 both 163 H_start
1201  43.99395663 -088.55421648 both 164 _stop
1201  43.99396440 -088.55307660 both 165 _stop
1201  43.99344446 -088.55212224 both 166 _stop
1201  43.99329634 -088.55199577 both 167 _stop
1201  43.99313764 -088.55178400 both 168 _stop
1201  43.99313776 -088.55063447 both 169 _stop
1201  43.99326475 -088.55051496 both 170 _stop
1201  43.99345497 -088.55175901 both 171 _stop
1201  43.99382559 -088.55281572 both 172 _stop(split)
1201  43.99400205 -088.55261463 both 173 _stop
1201  43.99437590 -088.55302215 both 174 _stop
1201  43.99502081 -088.55573578 both 175 _stop
1201  43.99419828 -088.55573170 both 176 _stop
1201  43.99451215 -088.55572923 both 177 _stop(split)
1201  43.99377901 -088.55655313 both 178 _stop(split)
1201  43.99452192 -088.55657207 both 179 _start
1201  43.99366996 -088.55722101 both 180 F_start(split)
1201  43.99426633 -088.55721627 both 181 _start
1201  43.98903832 -088.54725511 both 182 _start
1201  43.98956732 -088.54728452 both 183 _stop
1201  43.98956732 -088.54757594 both 184 _stop
1201  43.99025213 -088.54775775 both 185 _stop
1201  43.99029815 -088.54885333 both 186 _stop
1201  43.98946526 -088.54851194 both 187 _start
1201  43.98967619 -088.55026910 both 188 A1_start(split)
1201  43.98950784 -088.55007737 both 189 _stop
1201  43.98950487 -088.54982379 both 190 _stop
1201  43.98753298 -088.55114563 both 191 C2_start(split)
1201  43.98773387 -088.55131436 both 192 _start
1201  43.98800765 -088.55019494 both 193 _start
1201  43.99423911 -088.56045127 both 194 North Hangars
1202 167 58 twoway taxiway 
1202 164 66 twoway taxiway 
1202 153 180 twoway taxiway 
1202 180 1 twoway taxiway 
1202 0 176 twoway taxiway 
1202 2 164 twoway taxiway 
1202 1 178 twoway taxiway 
1202 178 0 twoway taxiway 
1202 176 4 twoway taxiway 
1202 3 112 twoway taxiway A1
1204 departure 18,36
1204 arrival 18,36
1202 112 44 twoway taxiway A1
1204 departure 18,36
1204 arrival 18,36
1202 4 6 twoway taxiway 
1202 5 4 twoway taxiway 
1202 6 8 twoway taxiway 
1202 7 6 twoway taxiway 
1202 8 2 twoway taxiway 
1202 9 8 twoway taxiway 
1202 10 2 twoway taxiway 
1202 11 164 twoway taxiway 
1202 12 165 twoway taxiway 
1202 13 12 twoway taxiway 
1202 14 169 twoway taxiway 
1202 15 14 twoway taxiway 
1202 16 170 twoway taxiway 
1202 17 18 twoway taxiway 
1202 18 19 twoway taxiway 
1202 19 135 twoway taxiway 
1202 20 21 twoway taxiway 
1202 21 19 twoway taxiway 
1202 22 23 twoway taxiway 
1202 23 24 twoway taxiway 
1202 24 137 twoway taxiway 
1202 25 28 twoway taxiway 
1202 26 27 twoway taxiway 
1202 27 96 twoway taxiway 
1202 28 26 twoway taxiway 
1202 29 95 twoway taxiway K
1202 28 32 twoway taxiway 
1202 30 34 twoway taxiway 
1202 31 29 twoway taxiway 
1202 32 30 twoway taxiway 
1202 32 33 twoway taxiway 
1202 34 31 twoway taxiway 
1202 34 35 twoway taxiway 
1202 36 49 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1202 38 141 twoway runway 13/31
1204 departure 09,13,27,31
1204 arrival 09,13,27,31
1202 40 37 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1202 41 143 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 42 85 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 40 84 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 41 87 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 44 119 twoway runway 18/36
1204 departure 18,36
1204 arrival 18,36
1202 48 57 twoway taxiway B2
1202 50 38 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1202 51 56 twoway taxiway B1
1202 52 50 twoway taxiway B1
1204 departure 09,13,27,31
1204 arrival 09,13,27,31
1202 53 47 twoway taxiway B3
1204 departure 09,27
1204 arrival 09,27
1202 46 55 twoway taxiway B3
1202 47 36 twoway taxiway A1
1204 departure 09,27
1204 arrival 09,27
1202 54 49 twoway taxiway B2
1204 departure 09,27
1204 arrival 09,27
1202 55 53 twoway taxiway B3
1202 56 52 twoway taxiway B1
1202 57 54 twoway taxiway B2
1202 58 59 twoway taxiway B
1202 59 62 twoway taxiway B
1202 56 60 twoway taxiway B
1202 60 57 twoway taxiway B
1202 57 61 twoway taxiway B
1202 61 146 twoway taxiway B
1202 62 56 twoway taxiway B
1202 63 40 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1202 64 86 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 65 103 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 66 62 twoway taxiway A
1202 62 67 twoway taxiway A
1202 67 63 twoway taxiway A
1204 departure 09,27
1204 arrival 09,27
1202 63 68 twoway taxiway A
1204 departure 09,27
1204 arrival 09,27
1202 68 69 twoway taxiway A
1202 69 64 twoway taxiway A
1204 departure 04,22
1204 arrival 04,22
1202 64 70 twoway taxiway A
1204 departure 04,22
1204 arrival 04,22
1202 70 71 twoway taxiway A
1202 71 65 twoway taxiway A
1204 departure 13,31
1204 arrival 13,31
1202 65 105 twoway taxiway A
1204 departure 13,31
1204 arrival 13,31
1202 72 129 twoway taxiway A
1202 73 74 twoway taxiway A6
1202 49 50 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1202 75 76 twoway taxiway E
1202 76 81 twoway taxiway E
1204 departure 04,22
1204 arrival 04,22
1202 77 78 twoway taxiway E
1202 78 79 twoway taxiway E
1204 departure 09,27
1204 arrival 09,27
1202 79 80 twoway taxiway E
1204 departure 09,27
1204 arrival 09,27
1202 80 37 twoway taxiway E
1204 departure 09,27
1204 arrival 09,27
1202 81 77 twoway taxiway E
1204 departure 04,22
1204 arrival 04,22
1202 42 81 twoway taxiway E
1204 departure 04,22
1204 arrival 04,22
1202 80 82 twoway taxiway E
1204 departure 09,27
1204 arrival 09,27
1202 82 83 twoway taxiway E
1202 84 88 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 85 40 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 86 41 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 87 43 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 88 64 twoway runway 04/22
1204 departure 04,22
1204 arrival 04,22
1202 88 91 twoway taxiway C
1204 departure 04,22
1204 arrival 04,22
1202 89 100 twoway taxiway C
1202 91 92 twoway taxiway C
1202 92 89 twoway taxiway C
1202 93 188 twoway taxiway J
1202 94 92 twoway taxiway J
1202 94 29 twoway taxiway K
1202 96 90 twoway taxiway C3
1202 90 97 twoway taxiway C3
1202 97 98 twoway taxiway C3
1204 departure 13,31
1204 arrival 13,31
1202 98 39 twoway taxiway C3
1204 departure 13,31
1204 arrival 13,31
1202 99 39 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 100 90 twoway taxiway C
1202 101 191 twoway taxiway C2
1202 100 102 twoway taxiway C2
1202 102 99 twoway taxiway C2
1204 departure 13,31
1204 arrival 13,31
1202 103 99 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 92 104 twoway taxiway C1
1202 104 103 twoway taxiway C1
1204 departure 13,31
1204 arrival 13,31
1202 105 72 twoway taxiway A
1204 departure 13,31
1204 arrival 13,31
1202 105 106 twoway taxiway A1
1204 departure 13,31
1204 arrival 13,31
1202 106 107 twoway taxiway A1
1202 107 3 twoway taxiway A1
1204 departure 18,36
1204 arrival 18,36
1202 108 109 twoway taxiway P1
1202 109 110 twoway taxiway P1
1204 arrival 04
1202 110 113 twoway taxiway P1
1202 111 112 twoway taxiway P1
1204 departure 18,36
1204 arrival 18,36
1202 112 44 twoway taxiway P1
1204 departure 18,36
1204 arrival 18,36
1202 113 111 twoway taxiway P1
1202 43 114 twoway taxiway P
1204 departure 04,22
1204 arrival 04,22
1202 114 115 twoway taxiway P
1204 departure 04,22
1204 arrival 04,22
1202 115 113 twoway taxiway P
1202 113 116 twoway taxiway P
1202 116 122 twoway taxiway P
1202 117 118 twoway taxiway P5
1202 119 123 twoway runway 18/36
1204 departure 18,36
1204 arrival 18,36
1202 120 116 twoway taxiway P2
1202 116 121 twoway taxiway P2
1202 121 119 twoway taxiway P2
1204 departure 18,36
1204 arrival 18,36
1202 122 125 twoway taxiway P
1202 123 126 twoway runway 18/36
1204 departure 18,36
1204 arrival 18,36
1202 122 124 twoway taxiway P3
1202 124 123 twoway taxiway P3
1204 departure 18,36
1204 arrival 18,36
1202 125 117 twoway taxiway P
1202 126 128 twoway runway 18/36
1204 departure 18,36
1204 arrival 18,36
1202 125 127 twoway taxiway P4
1202 127 126 twoway taxiway P4
1204 departure 18,36
1204 arrival 18,36
1202 128 45 twoway runway 18/36
1204 departure 18,36
1204 arrival 18,36
1202 118 128 twoway taxiway P5
1204 departure 18,36
1204 arrival 18,36
1202 129 131 twoway taxiway A
1202 129 130 twoway taxiway A2
1202 130 119 twoway taxiway A2
1204 departure 18,36
1204 arrival 18,36
1202 131 133 twoway taxiway A
1202 131 132 twoway taxiway A3
1202 132 123 twoway taxiway A3
1204 departure 18,36
1204 arrival 18,36
1202 133 138 twoway taxiway A
1202 126 134 twoway taxiway A4
1204 departure 18,36
1204 arrival 18,36
1202 134 133 twoway taxiway A4
1202 133 136 twoway taxiway D
1202 136 135 twoway taxiway D
1202 137 136 twoway taxiway G
1202 138 73 twoway taxiway A
1202 138 139 twoway taxiway A5
1202 139 128 twoway taxiway A5
1204 departure 18,36
1204 arrival 18,36
1202 74 140 twoway taxiway A6
1204 departure 18,36
1204 arrival 18,36
1202 140 45 twoway taxiway A6
1204 departure 18,36
1204 arrival 18,36
1202 38 63 twoway runway 09/27
1204 departure 09,27
1204 arrival 09,27
1202 141 142 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 142 41 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 143 65 twoway runway 13/31
1204 departure 13,31
1204 arrival 13,31
1202 144 145 twoway taxiway 
1202 145 46 twoway taxiway 
1202 146 55 twoway taxiway B
1202 147 148 twoway taxiway 
1202 148 146 twoway taxiway 
1202 149 150 twoway taxiway 
1202 150 48 twoway taxiway 
1202 151 152 twoway taxiway 
1202 152 150 twoway taxiway 
1202 154 155 twoway taxiway 
1202 156 194 twoway taxiway 
1202 194 157 twoway taxiway 
1202 159 158 twoway taxiway 
1202 155 160 twoway taxiway 
1202 157 160 twoway taxiway 
1202 51 161 twoway taxiway F
1202 161 158 twoway taxiway F
1202 158 162 twoway taxiway F
1202 161 160 twoway taxiway 
1202 162 153 twoway taxiway F
1202 163 162 twoway taxiway H
1202 153 180 twoway taxiway 
1202 178 0 twoway taxiway 
1202 164 66 twoway taxiway 
1202 164 12 twoway taxiway 
1202 165 172 twoway taxiway 
1202 166 167 twoway taxiway 
1202 167 168 twoway taxiway 
1202 168 14 twoway taxiway 
1202 169 170 twoway taxiway 
1202 170 75 twoway taxiway 
1202 167 171 twoway taxiway 
1202 172 166 twoway taxiway 
1202 172 173 twoway taxiway 
1202 173 174 twoway taxiway 
1202 175 177 twoway taxiway 
1202 177 176 twoway taxiway 
1202 179 178 twoway taxiway 
1202 181 180 twoway taxiway 
1202 182 183 twoway taxiway 
1202 183 184 twoway taxiway 
1202 184 185 twoway taxiway 
1202 185 186 twoway taxiway 
1202 186 93 twoway taxiway 
1202 187 186 twoway taxiway 
1202 186 83 twoway taxiway 
1202 188 94 twoway taxiway J
1202 188 189 twoway taxiway 
1202 189 190 twoway taxiway 
1202 191 100 twoway taxiway C2
1202 192 191 twoway taxiway 
1202 191 25 twoway taxiway 
1202 193 101 twoway taxiway 
99
