I
1050 Generated by WorldEditor 2.2.0r2

1    839 0 0 KPRB Paso Robles Muni
1300  35.66981852 -120.63866859 180.00 hangar props W GA Hangar 63
1301 A none 
1300  35.66981871 -120.63880955 180.00 hangar props W GA Hangar 62
1301 A none 
1300  35.66982428 -120.63894942 180.00 hangar props W GA Hangar 61
1301 A none 
1300  35.66981834 -120.63910236 180.00 hangar props W GA Hangar 60
1301 A none 
1300  35.66981823 -120.63925082 180.00 hangar props W GA Hangar 59
1301 A none 
1300  35.66981871 -120.63940188 180.00 hangar props W GA Hangar 58
1301 A none 
1300  35.66982689 -120.63955099 180.00 hangar props W GA Hangar 57
1301 A none 
1300  35.66982689 -120.63969701 180.00 hangar props W GA Hangar 56
1301 A none 
1300  35.66982524 -120.63984214 -177.58 hangar props W GA Hangar 55
1301 A none 
1300  35.66958731 -120.63964544  -0.49 hangar props W GA Hangar 54
1301 A none 
1300  35.66959491 -120.63948226  -1.00 hangar props W GA Hangar 53
1301 A none 
1300  35.66959913 -120.63932844  -1.00 hangar props W GA Hangar 52
1301 A none 
1300  35.66959442 -120.63917064  -1.00 hangar props W GA Hangar 51
1301 A none 
1300  35.66959957 -120.63901536  -1.00 hangar props W GA Hangar 50
1301 A none 
1300  35.66959552 -120.63885759   0.29 hangar props W GA Hangar 49
1301 A none 
1300  35.66960227 -120.63870273   0.29 hangar props W GA Hangar 48
1301 A none 
1300  35.66960256 -120.63846905   0.00 hangar props W GA Hangar 47
1301 A none 
1300  35.66960291 -120.63831965   0.00 hangar props W GA Hangar 46
1301 A none 
1300  35.66960294 -120.63816779   0.00 hangar props W GA Hangar 45
1301 A none 
1300  35.66960336 -120.63801657   0.00 hangar props W GA Hangar 44
1301 A none 
1300  35.66960336 -120.63786327   0.00 hangar props W GA Hangar 43
1301 A none 
1300  35.66949690 -120.63794056 180.00 hangar props W GA Hangar 42
1301 A none 
1300  35.66949775 -120.63809646 180.00 hangar props W GA Hangar 41
1301 A none 
1300  35.66949747 -120.63824186 180.00 hangar props W GA Hangar 40
1301 A none 
1300  35.66949832 -120.63839776 180.00 hangar props W GA Hangar 39
1301 A none 
1300  35.66949874 -120.63854742 180.00 hangar props W GA Hangar 38
1301 A none 
1300  35.66943029 -120.63885766 180.00 hangar props W GA Hangar 37
1301 A none 
1300  35.66943071 -120.63901460 -179.44 hangar props W GA Hangar 36
1301 A none 
1300  35.66942564 -120.63917050 -179.03 hangar props W GA Hangar 35
1301 A none 
1300  35.66942691 -120.63932692 -179.03 hangar props W GA Hangar 34
1301 A none 
1300  35.66942860 -120.63948126 180.00 hangar props W GA Hangar 33
1301 A none 
1300  35.66943332 -120.63964724 180.00 hangar props W GA Hangar 32
1301 A none 
1300  35.66928992 -120.63829923   0.00 hangar props W GA Hangar 31
1301 A none 
1300  35.66929076 -120.63815321   0.00 hangar props W GA Hangar 30
1301 A none 
1300  35.66928984 -120.63800604   0.00 hangar props W GA Hangar 29
1301 A none 
1300  35.66928730 -120.63784390   0.00 hangar props W GA Hangar 28
1301 A none 
1300  35.66917058 -120.63793632 180.00 hangar props W GA Hangar 27
1301 A none 
1300  35.66916340 -120.63807673 -181.40 hangar props W GA Hangar 26
1301 A none 
1300  35.66917007 -120.63822817 180.00 hangar props W GA Hangar 25
1301 A none 
1300  35.66917275 -120.63848565 180.00 hangar turboprops|props W GA Hangar 24
1301 A none 
1300  35.66914075 -120.63868967 180.00 hangar turboprops|props W GA Hangar 23
1301 A none 
1300  35.66914136 -120.63886178 180.00 hangar turboprops|props W GA Hangar 22
1301 A none 
1300  35.66914136 -120.63903913 180.00 hangar turboprops|props W GA Hangar 21
1301 A none 
1300  35.66914166 -120.63927685 180.00 hangar turboprops|props W GA Hangar 20
1301 A none 
1300  35.66914227 -120.63944933 180.00 hangar turboprops|props W GA Hangar 19
1301 A none 
1300  35.66914349 -120.63962444 180.00 hangar turboprops|props W GA Hangar 18
1301 A none 
1300  35.66914288 -120.63979506 180.00 hangar turboprops|props W GA Hangar 17
1301 A none 
1300  35.66914675 -120.63998743 180.00 hangar turboprops|props W GA Hangar 16
1301 A none 
1300  35.66894107 -120.63997835   0.00 hangar turboprops|props W GA Hangar 15
1301 A none 
1300  35.66893584 -120.63978025   0.00 hangar turboprops|props W GA Hangar 14
1301 A none 
1300  35.66893401 -120.63960793   0.00 hangar turboprops|props W GA Hangar 13
1301 A none 
1300  35.66893401 -120.63943228   0.00 hangar turboprops|props W GA Hangar 12
1301 A none 
1300  35.66893444 -120.63925664   0.00 hangar turboprops|props W GA Hangar 11
1301 A none 
1300  35.66893353 -120.63908096   0.00 hangar turboprops|props W GA Hangar 10
1301 A none 
1300  35.66893396 -120.63890479   0.00 hangar turboprops|props W GA Hangar 9
1301 A none 
1300  35.66893100 -120.63872863   0.00 hangar turboprops|props W GA Hangar 8
1301 A none 
1300  35.66893142 -120.63855246   0.00 hangar turboprops|props W GA Hangar 7
1301 A none 
1300  35.66893741 -120.63838887   0.00 hangar props W GA Hangar 6
1301 A none 
1300  35.66893699 -120.63823193   0.00 hangar props W GA Hangar 5
1301 A none 
1300  35.66893377 -120.63806731  -0.25 hangar props W GA Hangar 4
1301 A none 
1300  35.66893275 -120.63787400  -0.25 hangar props W GA Hangar 3
1301 A none 
1300  35.66894022 -120.63764938  -0.31 hangar props W GA Hangar 2
1301 A none 
1300  35.66884734 -120.63758806  88.61 hangar props W GA Hangar 1
1301 A none 
1300  35.66578880 -120.63261010  -1.55 hangar turboprops|props S GA Hangar 64-2
1301 A none 
1300  35.66578443 -120.63281303  -1.55 hangar turboprops|props S GA Hangar 64-1
1301 A none 
1300  35.66540126 -120.63307279  88.50 hangar props S GA Hangar 63
1301 A none 
1300  35.66528119 -120.63306303  88.50 hangar props S GA Hangar 62
1301 A none 
1300  35.66515624 -120.63305891  88.50 hangar props S GA Hangar 61
1301 A none 
1300  35.66502214 -120.63305537  88.50 hangar props S GA Hangar 60
1301 A none 
1300  35.66489719 -120.63305125  88.50 hangar props S GA Hangar 59
1301 A none 
1300  35.66477254 -120.63304776  88.50 hangar props S GA Hangar 58
1301 A none 
1300  35.66464336 -120.63304358  88.50 hangar props S GA Hangar 57
1301 A none 
1300  35.66464865 -120.63276638 -91.50 hangar props S GA Hangar 56
1301 A none 
1300  35.66477682 -120.63277074 -91.50 hangar props S GA Hangar 55
1301 A none 
1300  35.66490050 -120.63277438 -91.50 hangar props S GA Hangar 54
1301 A none 
1300  35.66502448 -120.63277868 -91.50 hangar props S GA Hangar 53
1301 A none 
1300  35.66514816 -120.63278232 -91.50 hangar props S GA Hangar 52
1301 A none 
1300  35.66536617 -120.63254104  88.26 hangar turboprops|props S GA Hangar 51
1301 A none 
1300  35.66522683 -120.63252846  88.26 hangar props S GA Hangar 50
1301 A none 
1300  35.66510271 -120.63252472  88.26 hangar props S GA Hangar 49
1301 A none 
1300  35.66497452 -120.63252048  88.26 hangar props S GA Hangar 48
1301 A none 
1300  35.66485107 -120.63250479  88.26 hangar props S GA Hangar 47
1301 A none 
1300  35.66472645 -120.63250030  88.26 hangar props S GA Hangar 46
1301 A none 
1300  35.66460137 -120.63249652  88.26 hangar props S GA Hangar 45
1301 A none 
1300  35.66433867 -120.63265483  87.95 hangar props S GA Hangar 44
1301 A none 
1300  35.66386812 -120.63298002  44.26 hangar props S GA Hangar 43
1301 A none 
1300  35.66412530 -120.63229752 -92.42 hangar props S GA Hangar 42
1301 A none 
1300  35.66430342 -120.63230068 -49.36 hangar props S GA Hangar 41
1301 A none 
1300  35.66433230 -120.63214853  -1.03 hangar props S GA Hangar 40
1301 A none 
1300  35.66458758 -120.63220979 -91.20 hangar props S GA Hangar 39
1301 A none 
1300  35.66471372 -120.63222527 -91.20 hangar props S GA Hangar 38
1301 A none 
1300  35.66483977 -120.63221898 -91.20 hangar props S GA Hangar 37
1301 A none 
1300  35.66496214 -120.63222181 -91.20 hangar props S GA Hangar 36
1301 A none 
1300  35.66508879 -120.63222441 -91.20 hangar props S GA Hangar 35
1301 A none 
1300  35.66523240 -120.63222678 -91.20 hangar props S GA Hangar 34
1301 A none 
1300  35.66536366 -120.63222490 -91.20 hangar props S GA Hangar 33
1301 A none 
1300  35.66548626 -120.63222178 -91.20 hangar props S GA Hangar 32
1301 A none 
1300  35.66561403 -120.63223599 -91.20 hangar props S GA Hangar 31
1301 A none 
1300  35.66573989 -120.63223305 -91.77 hangar props S GA Hangar 30
1301 A none 
1300  35.66580385 -120.63198399  88.55 hangar props S GA Hangar 29
1301 A none 
1300  35.66567671 -120.63198134  88.55 hangar props S GA Hangar 28
1301 A none 
1300  35.66555108 -120.63197771  88.55 hangar props S GA Hangar 27
1301 A none 
1300  35.66542326 -120.63197423  88.55 hangar props S GA Hangar 26
1301 A none 
1300  35.66529763 -120.63197059  88.55 hangar props S GA Hangar 25
1301 A none 
1300  35.66516307 -120.63196600  88.55 hangar props S GA Hangar 24
1301 A none 
1300  35.66503575 -120.63196335  88.55 hangar props S GA Hangar 23
1301 A none 
1300  35.66490994 -120.63195971  88.55 hangar props S GA Hangar 22
1301 A none 
1300  35.66478195 -120.63195624  88.55 hangar props S GA Hangar 21
1301 A none 
1300  35.66465615 -120.63195260  88.55 hangar props S GA Hangar 20
1301 A none 
1300  35.66477359 -120.63164005 -91.22 hangar props S GA Hangar 19
1301 A none 
1300  35.66494369 -120.63164559 -91.22 hangar props S GA Hangar 18
1301 A none 
1300  35.66510758 -120.63165020 -91.22 hangar props S GA Hangar 17
1301 A none 
1300  35.66528242 -120.63165309 -91.22 hangar props S GA Hangar 16
1301 A none 
1300  35.66545252 -120.63165863 -91.22 hangar props S GA Hangar 15
1301 A none 
1300  35.66561641 -120.63166324 -91.22 hangar props S GA Hangar 14
1301 A none 
1300  35.66578651 -120.63166878 -91.22 hangar props S GA Hangar 13
1301 A none 
1300  35.66501039 -120.63121526  88.58 hangar jets|turboprops|props S GA Hangar 12
1301 B none 
1300  35.66485134 -120.63071314  -1.08 hangar turboprops|props S GA Hangar 11-2
1301 A none 
1300  35.66509074 -120.63055208 -90.62 hangar props S GA Hangar 11-1
1301 A none 
1300  35.66543254 -120.63056607 -90.62 hangar props S GA Hangar 10
1301 A none 
1300  35.66574584 -120.63057169 -90.62 hangar props S GA Hangar 9
1301 A none 
1300  35.66579330 -120.63004062  88.66 hangar turboprops|props S GA Hangar 8
1301 A none 
1300  35.66549303 -120.63002985  88.66 hangar turboprops|props S GA Hangar 7
1301 A none 
1300  35.66551191 -120.62929967 -91.15 hangar turboprops|props S GA Hangar 6-2
1301 A none 
1300  35.66575773 -120.62930614 -91.15 hangar turboprops|props S GA Hangar 6-1
1301 A none 
1300  35.66480811 -120.62861101  -1.54 hangar turboprops|props S GA Hangar 5
1301 A none 
1300  35.66481602 -120.62824735  -1.54 hangar turboprops|props S GA Hangar 4
1301 A none 
1300  35.66487934 -120.61884005 -91.85 hangar props S GA Hangar 3
1301 A none 
1300  35.66470088 -120.61884560 -91.85 hangar props S GA Hangar 2
1301 A none 
1300  35.66454829 -120.61885009 -92.44 hangar props S GA Hangar 1
1301 A none 
18  35.67277227 -120.63808486 1 Beacon
19  35.66822981 -120.61956604 0 WS
19  35.66681469 -120.63313065 0 WS
19  35.67623859 -120.62732963 1 WS
50 12012 ASOS
51 12300 Paso Robles Unicom
99
