I
1050 Generated by WorldEditor 2.3.0r2

1   1538 0 0 KAUN Auburn Municipal
1300  38.95373118 -121.07842274  83.79 tie_down props Tie Down 74
1301 A general_aviation 
1300  38.95362858 -121.07378994 -95.53 tie_down props Tie Down 155
1301 A general_aviation 
1300  38.95375334 -121.07380556 -95.53 tie_down props Tie Down 154
1301 A general_aviation 
1300  38.95387744 -121.07382157 -95.53 tie_down props Tie Down 153
1301 A general_aviation 
1300  38.95400253 -121.07383791 -95.53 tie_down props Tie Down 152
1301 A general_aviation 
1300  38.95412609 -121.07385360 -95.53 tie_down props Tie Down 151
1301 A general_aviation 
1300  38.95425016 -121.07386930 -95.53 tie_down props Tie Down 150
1301 A general_aviation 
1300  38.95383940 -121.07245372  83.84 tie_down props Tie Down 180
1301 A general_aviation 
1300  38.95381227 -121.07288940  83.84 tie_down props Tie Down 170
1301 A general_aviation 
1300  38.95377303 -121.07330980  83.84 tie_down props Tie Down 160
1301 A general_aviation 
1300  38.95373507 -121.07394054  83.84 tie_down props Tie Down 149
1301 A general_aviation 
1300  38.95396725 -121.07247227  83.84 tie_down props Tie Down 179
1301 A general_aviation 
1300  38.95394012 -121.07290794  83.84 tie_down props Tie Down 169
1301 A general_aviation 
1300  38.95390088 -121.07332834  83.84 tie_down props Tie Down 159
1301 A general_aviation 
1300  38.95386292 -121.07395908  83.84 tie_down props Tie Down 148
1301 A general_aviation 
1300  38.95409234 -121.07249123  83.84 tie_down props Tie Down 178
1301 A general_aviation 
1300  38.95406521 -121.07292690  83.84 tie_down props Tie Down 168
1301 A general_aviation 
1300  38.95402596 -121.07334730  83.84 tie_down props Tie Down 158
1301 A general_aviation 
1300  38.95398801 -121.07397804  83.84 tie_down props Tie Down 147
1301 A general_aviation 
1300  38.95421681 -121.07250771  83.84 tie_down props Tie Down 177
1301 A general_aviation 
1300  38.95418968 -121.07294338  83.84 tie_down props Tie Down 167
1301 A general_aviation 
1300  38.95415044 -121.07336378  83.84 tie_down props Tie Down 157
1301 A general_aviation 
1300  38.95411248 -121.07399452  83.84 tie_down props Tie Down 146
1301 A general_aviation 
1300  38.95434139 -121.07252560  83.84 tie_down props Tie Down 176
1301 A general_aviation 
1300  38.95431426 -121.07296128  83.84 tie_down props Tie Down 166
1301 A general_aviation 
1300  38.95427502 -121.07338168  83.84 tie_down props Tie Down 156
1301 A general_aviation 
1300  38.95423706 -121.07401241  83.84 tie_down props Tie Down 145
1301 A general_aviation 
1300  38.95377819 -121.07230224 -95.72 tie_down props Tie Down 186
1301 A general_aviation 
1300  38.95390720 -121.07231916 -95.72 tie_down props Tie Down 185
1301 A general_aviation 
1300  38.95381284 -121.07274884 -95.72 tie_down props Tie Down 175
1301 A general_aviation 
1300  38.95378584 -121.07316281 -95.72 tie_down props Tie Down 165
1301 A general_aviation 
1300  38.95374512 -121.07424736 -95.72 tie_down props Tie Down 144
1301 A general_aviation 
1300  38.95403607 -121.07233704 -95.72 tie_down props Tie Down 184
1301 A general_aviation 
1300  38.95394171 -121.07276673 -95.72 tie_down props Tie Down 174
1301 A general_aviation 
1300  38.95391471 -121.07318070 -95.72 tie_down props Tie Down 164
1301 A general_aviation 
1300  38.95387399 -121.07426525 -95.72 tie_down props Tie Down 143
1301 A general_aviation 
1300  38.95416201 -121.07235399 -95.72 tie_down props Tie Down 183
1301 A general_aviation 
1300  38.95406765 -121.07278368 -95.72 tie_down props Tie Down 173
1301 A general_aviation 
1300  38.95404065 -121.07319765 -95.72 tie_down props Tie Down 163
1301 A general_aviation 
1300  38.95399993 -121.07428219 -95.72 tie_down props Tie Down 142
1301 A general_aviation 
1300  38.95429015 -121.07237034 -95.72 tie_down props Tie Down 182
1301 A general_aviation 
1300  38.95419578 -121.07280003 -95.72 tie_down props Tie Down 172
1301 A general_aviation 
1300  38.95416878 -121.07321399 -95.72 tie_down props Tie Down 162
1301 A general_aviation 
1300  38.95412807 -121.07429854 -95.72 tie_down props Tie Down 141
1301 A general_aviation 
1300  38.95441557 -121.07238887 -95.72 tie_down props Tie Down 181
1301 A general_aviation 
1300  38.95432121 -121.07281855 -95.72 tie_down props Tie Down 171
1301 A general_aviation 
1300  38.95429421 -121.07323252 -95.72 tie_down props Tie Down 161
1301 A general_aviation 
1300  38.95425349 -121.07431707 -95.72 tie_down props Tie Down 140
1301 A general_aviation 
1300  38.95348320 -121.07677653  83.79 tie_down props Tie Down 139
1301 A general_aviation 
1300  38.95345583 -121.07717517  83.79 tie_down props Tie Down 124
1301 A general_aviation 
1300  38.95342446 -121.07757507  83.79 tie_down props Tie Down 109
1301 A general_aviation 
1300  38.95339203 -121.07797530  83.79 tie_down props Tie Down 94
1301 A general_aviation 
1300  38.95360266 -121.07679147  83.79 tie_down props Tie Down 137
1301 A general_aviation 
1300  38.95356843 -121.07719021  83.79 tie_down props Tie Down 122
1301 A general_aviation 
1300  38.95353985 -121.07759036  83.79 tie_down props Tie Down 107
1301 A general_aviation 
1300  38.95350742 -121.07799060  83.79 tie_down props Tie Down 92
1301 A general_aviation 
1300  38.95371858 -121.07680641  83.79 tie_down props Tie Down 135
1301 A general_aviation 
1300  38.95368492 -121.07720386  83.79 tie_down props Tie Down 120
1301 A general_aviation 
1300  38.95365329 -121.07760478  83.79 tie_down props Tie Down 105
1301 A general_aviation 
1300  38.95362086 -121.07800501  83.79 tie_down props Tie Down 90
1301 A general_aviation 
1300  38.95383168 -121.07682133  83.79 tie_down props Tie Down 133
1301 A general_aviation 
1300  38.95379944 -121.07721955  83.79 tie_down props Tie Down 118
1301 A general_aviation 
1300  38.95376816 -121.07761985  83.79 tie_down props Tie Down 103
1301 A general_aviation 
1300  38.95373573 -121.07802009  83.79 tie_down props Tie Down 88
1301 A general_aviation 
1300  38.95394553 -121.07683493  83.79 tie_down props Tie Down 131
1301 A general_aviation 
1300  38.95391498 -121.07723116  83.79 tie_down props Tie Down 116
1301 A general_aviation 
1300  38.95388327 -121.07763047  83.79 tie_down props Tie Down 101
1301 A general_aviation 
1300  38.95385084 -121.07803071  83.79 tie_down props Tie Down 86
1301 A general_aviation 
1300  38.95405956 -121.07684978  83.79 tie_down props Tie Down 129
1301 A general_aviation 
1300  38.95402898 -121.07724879  83.79 tie_down props Tie Down 114
1301 A general_aviation 
1300  38.95399729 -121.07764882  83.79 tie_down props Tie Down 99
1301 A general_aviation 
1300  38.95396486 -121.07804906  83.79 tie_down props Tie Down 84
1301 A general_aviation 
1300  38.95417829 -121.07686449  83.79 tie_down props Tie Down 127
1301 A general_aviation 
1300  38.95414051 -121.07725787  83.79 tie_down props Tie Down 112
1301 A general_aviation 
1300  38.95410895 -121.07766428  83.79 tie_down props Tie Down 97
1301 A general_aviation 
1300  38.95407653 -121.07806452  83.79 tie_down props Tie Down 82
1301 A general_aviation 
1300  38.95428942 -121.07687849  83.79 tie_down props Tie Down 125
1301 A general_aviation 
1300  38.95425939 -121.07727225  83.79 tie_down props Tie Down 110
1301 A general_aviation 
1300  38.95422523 -121.07768005  83.79 tie_down props Tie Down 95
1301 A general_aviation 
1300  38.95419280 -121.07808028  83.79 tie_down props Tie Down 80
1301 A general_aviation 
1300  38.95385957 -121.07844236  83.79 tie_down props Tie Down 72
1301 A general_aviation 
1300  38.95399770 -121.07846143  83.79 tie_down props Tie Down 70
1301 A general_aviation 
1300  38.95413582 -121.07848406  83.79 tie_down props Tie Down 68
1301 A general_aviation 
1300  38.95338826 -121.07892168 264.79 tie_down props Tie Down 67
1301 A general_aviation 
1300  38.95345749 -121.07880594  83.79 tie_down props Tie Down 66
1301 A general_aviation 
1300  38.95357969 -121.07883047  83.79 tie_down props Tie Down 65
1301 A general_aviation 
1300  38.95370409 -121.07884178  83.79 tie_down props Tie Down 64
1301 A general_aviation 
1300  38.95381951 -121.07887840  83.79 tie_down props Tie Down 63
1301 A general_aviation 
1300  38.95396443 -121.07890299  83.79 tie_down props Tie Down 62
1301 A general_aviation 
1300  38.95409440 -121.07892349  83.79 tie_down props Tie Down 61
1301 A general_aviation 
1300  38.95368372 -121.07923926 -200.19 tie_down props Tie Down 60
1301 A general_aviation 
1300  38.95365152 -121.07938524 -207.42 tie_down props Tie Down 59
1301 A general_aviation 
1300  38.95359946 -121.07951853 -217.90 tie_down props Tie Down 58
1301 A general_aviation 
1300  38.95300873 -121.07978337  89.39 tie_down props Tie Down 57
1301 A general_aviation 
1300  38.95313072 -121.07978389  89.39 tie_down props Tie Down 55
1301 A general_aviation 
1300  38.95325090 -121.07978000  89.39 tie_down props Tie Down 53
1301 A general_aviation 
1300  38.95337947 -121.07977905  89.39 tie_down props Tie Down 51
1301 A general_aviation 
1300  38.95300925 -121.08013395  89.39 tie_down props Tie Down 50
1301 A general_aviation 
1300  38.95314166 -121.08013473  89.39 tie_down props Tie Down 49
1301 A general_aviation 
1300  38.95326797 -121.08013787  89.39 tie_down props Tie Down 48
1301 A general_aviation 
1300  38.95306351 -121.08054370 269.39 tie_down props Tie Down 47
1301 A general_aviation 
1300  38.95319272 -121.08054596 269.39 tie_down props Tie Down 46
1301 A general_aviation 
1300  38.95331984 -121.08054661 269.39 tie_down props Tie Down 45
1301 A general_aviation 
1300  38.95302047 -121.08081738  89.39 tie_down props Tie Down 44
1301 A general_aviation 
1300  38.95314617 -121.08081816  89.39 tie_down props Tie Down 43
1301 A general_aviation 
1300  38.95327186 -121.08082051  89.39 tie_down props Tie Down 42
1301 A general_aviation 
1300  38.95320071 -121.08303995  -3.97 tie_down props Tie Down 41
1301 A general_aviation 
1300  38.95318982 -121.08318882  -3.97 tie_down props Tie Down 40
1301 A general_aviation 
1300  38.95375210 -121.08016601  -5.92 tie_down props Tie Down 39
1301 A general_aviation 
1300  38.95373921 -121.08031719  -5.92 tie_down props Tie Down 37
1301 A general_aviation 
1300  38.95373061 -121.08048612  -5.92 tie_down props Tie Down 35
1301 A general_aviation 
1300  38.95371773 -121.08063799  -5.92 tie_down props Tie Down 33
1301 A general_aviation 
1300  38.95370519 -121.08079803  -5.92 tie_down props Tie Down 31
1301 A general_aviation 
1300  38.95369213 -121.08095761  -5.92 tie_down props Tie Down 29
1301 A general_aviation 
1300  38.95367942 -121.08111107  -5.92 tie_down props Tie Down 27
1301 A general_aviation 
1300  38.95366794 -121.08126793  -5.92 tie_down props Tie Down 25
1301 A general_aviation 
1300  38.95365294 -121.08142366  -5.92 tie_down props Tie Down 23
1301 A general_aviation 
1300  38.95364199 -121.08158098  -5.92 tie_down props Tie Down 21
1301 A general_aviation 
1300  38.95363052 -121.08174283  -5.92 tie_down props Tie Down 19
1301 A general_aviation 
1300  38.95361216 -121.08189039  -5.92 tie_down props Tie Down 17
1301 A general_aviation 
1300  38.95359874 -121.08204800  -5.92 tie_down props Tie Down 15
1301 A general_aviation 
1300  38.95398431 -121.08005196 -185.92 tie_down props Tie Down 14
1301 A general_aviation 
1300  38.95397082 -121.08019844 -185.92 tie_down props Tie Down 13
1301 A general_aviation 
1300  38.95395856 -121.08034859 -185.92 tie_down props Tie Down 12
1301 A general_aviation 
1300  38.95394487 -121.08050256 -185.92 tie_down props Tie Down 11
1301 A general_aviation 
1300  38.95393047 -121.08066809 -185.92 tie_down props Tie Down 10
1301 A general_aviation 
1300  38.95391954 -121.08081811 -185.92 tie_down props Tie Down 09
1301 A general_aviation 
1300  38.95390677 -121.08097589 -185.92 tie_down props Tie Down 08
1301 A general_aviation 
1300  38.95388911 -121.08114200 -185.92 tie_down props Tie Down 07
1301 A general_aviation 
1300  38.95387663 -121.08129825 -185.92 tie_down props Tie Down 06
1301 A general_aviation 
1300  38.95386915 -121.08145038 -185.92 tie_down props Tie Down 05
1301 A general_aviation 
1300  38.95385260 -121.08161370 -185.92 tie_down props Tie Down 04
1301 A general_aviation 
1300  38.95384390 -121.08176220 -185.92 tie_down props Tie Down 03
1301 A general_aviation 
1300  38.95383021 -121.08192870 -185.92 tie_down props Tie Down 02
1301 A general_aviation 
1300  38.95381715 -121.08207694 -185.92 tie_down props Tie Down 01
1301 A general_aviation 
18  38.95323870 -121.07460819 1 New Airport Beacon 4
19  38.95406868 -121.08169773 1 New Windsock 3
50 11937 Auburn Muni ATIS
51 12270 Auburn Muni Unicom
56 12540 Norcal Departure
55 12540 Norcal Approach
99
