I
1050 Generated by WorldEditor 2.2.0r2

1    335 1 0 KFAT Fresno Yosemite Intl
112  36.78103303 -119.73218958  36.78100474 -119.73223338
112  36.78096470 -119.73236387  36.78096396 -119.73244232
111  36.78096470 -119.73236387
112  36.78096470 -119.73236387  36.78097140 -119.73244419
111  36.78100346 -119.73251775
111  36.78127140 -119.73299094
111  36.78127225 -119.73301906
111  36.78007368 -119.73408562
111  36.77998815 -119.73394240
111  36.77992195 -119.73394214
111  36.77991839 -119.73379897
111  36.78009998 -119.73377685
111  36.77989957 -119.73341639
111  36.77983485 -119.73341916
111  36.77982863 -119.73325349
111  36.77965599 -119.73325803
111  36.77965242 -119.73266927
111  36.77974452 -119.73267028
111  36.77978794 -119.73266356
111  36.77979199 -119.73267080
111  36.77979562 -119.73266775
111  36.78002428 -119.73306857
111  36.77985767 -119.73321614
111  36.77988589 -119.73326742
111  36.77989041 -119.73326376
111  36.78018164 -119.73377351
111  36.78020044 -119.73375844
111  36.78004845 -119.73349148
111  36.78019349 -119.73336515
111  36.78024204 -119.73345025
111  36.78053761 -119.73318973
111  36.78008822 -119.73240116
111  36.78009313 -119.73239733
111  36.78001299 -119.73225445
111  36.77991826 -119.73208624
111  36.77992598 -119.73207993
111  36.77975574 -119.73177940
111  36.77967083 -119.73184948
111  36.77966676 -119.73168597
111  36.77959990 -119.73158496
111  36.77904897 -119.73158795
111  36.77894642 -119.73143587
111  36.77879698 -119.73117321
111  36.77885223 -119.73112572
111  36.77875348 -119.73095421
111  36.77869821 -119.73100341
111  36.77842058 -119.73052648
111  36.77788249 -119.73100376
111  36.77791217 -119.73105394
111  36.77790381 -119.73106421
111  36.77811879 -119.73144039
111  36.77812894 -119.73143161
111  36.77815431 -119.73147566
111  36.77810428 -119.73152240
111  36.77791115 -119.73152074
111  36.77790851 -119.73141992
111  36.77793281 -119.73139933
111  36.77782644 -119.73120918
111  36.77776755 -119.73125777
112  36.77776755 -119.73125777  36.77771104 -119.73120237
111  36.77762904 -119.73121213
112  36.77762904 -119.73121213  36.77761207 -119.73111179
111  36.77753374 -119.73096383
111  36.77735021 -119.73065486
111  36.77811312 -119.72998149
111  36.77803070 -119.72983889
111  36.77743396 -119.73036612
111  36.77741822 -119.73038002
111  36.77740300 -119.73039347
111  36.77726764 -119.73051307
111  36.77717658 -119.73035449
111  36.77794126 -119.72968180
111  36.77785782 -119.72953619
111  36.77709483 -119.73021055
111  36.77700591 -119.73005287
111  36.77776966 -119.72937922
111  36.77768648 -119.72923586
111  36.77692453 -119.72991056
111  36.77682880 -119.72974584
111  36.77760095 -119.72907211
111  36.77715292 -119.72830352
111  36.77684777 -119.72858210
111  36.77675406 -119.72841907
111  36.77706266 -119.72814246
111  36.77694664 -119.72793679
111  36.77663339 -119.72821137
111  36.77626480 -119.72854070
111  36.77614912 -119.72833877
111  36.77683263 -119.72773669
111  36.77674980 -119.72759104
111  36.77598424 -119.72826532
111  36.77587774 -119.72807631
111  36.77664402 -119.72740199
111  36.77656367 -119.72725758
111  36.77647118 -119.72733890
111  36.77638281 -119.72741660
111  36.77629237 -119.72749612
111  36.77620246 -119.72757517
111  36.77611249 -119.72765428
111  36.77603219 -119.72772488
111  36.77602268 -119.72773325
111  36.77601231 -119.72774236
111  36.77593153 -119.72781339
111  36.77584396 -119.72789039
111  36.77579495 -119.72793347
111  36.77572336 -119.72780737
111  36.77594984 -119.72760625
111  36.77578236 -119.72731424
111  36.77555543 -119.72751209
111  36.77531318 -119.72708900
111  36.77605965 -119.72643285
111  36.77597634 -119.72628744
111  36.77533419 -119.72685278
111  36.77524756 -119.72670161
111  36.77536391 -119.72660067
111  36.77525873 -119.72641713
111  36.77512780 -119.72653576
111  36.77508907 -119.72656923
111  36.77520054 -119.72676487
111  36.77518791 -119.72677505
111  36.77520533 -119.72680611
111  36.77518476 -119.72685037
111  36.77497047 -119.72647916
111  36.77507657 -119.72639580
111  36.77502869 -119.72630765
111  36.77506426 -119.72627343
111  36.77512450 -119.72638605
111  36.77522438 -119.72629752
111  36.77515978 -119.72618156
111  36.77527963 -119.72606629
111  36.77568023 -119.72571487
111  36.77554752 -119.72548184
111  36.77497205 -119.72599309
111  36.77484524 -119.72577255
111  36.77541154 -119.72528010
111  36.77529536 -119.72507822
111  36.77462809 -119.72566043
111  36.77459447 -119.72560690
111  36.77451335 -119.72567820
111  36.77410616 -119.72496346
111  36.77435257 -119.72474710
111  36.77453126 -119.72459019
111  36.77469498 -119.72444644
111  36.77471012 -119.72443314
111  36.77472649 -119.72441876
111  36.77486886 -119.72429375
111  36.77478619 -119.72415071
111  36.77402055 -119.72482470
111  36.77392610 -119.72465569
111  36.77433922 -119.72429289
111  36.77425670 -119.72414680
111  36.77390354 -119.72446014
111  36.77385830 -119.72437896
111  36.77379919 -119.72443177
111  36.77371139 -119.72427657
111  36.77447575 -119.72360429
111  36.77442154 -119.72350748
111  36.77365676 -119.72418079
111  36.77358047 -119.72404494
111  36.77434245 -119.72337413
111  36.77428860 -119.72327891
111  36.77352475 -119.72395108
111  36.77328911 -119.72354543
111  36.77338693 -119.72345795
111  36.77331702 -119.72333374
111  36.77329986 -119.72334881
111  36.77308981 -119.72297886
111  36.77318882 -119.72288938
111  36.77349616 -119.72342423
111  36.77357375 -119.72335428
111  36.77326804 -119.72281979
111  36.77360538 -119.72252976
111  36.77351771 -119.72237647
111  36.77369198 -119.72222272
112  36.77369198 -119.72222272  36.77373026 -119.72218103
111  36.77370426 -119.72213096
111  36.77342822 -119.72164751
112  36.77342822 -119.72164751  36.77340018 -119.72161696
111  36.77336514 -119.72163557
111  36.77329011 -119.72169985
111  36.77316232 -119.72147747
111  36.77316635 -119.72147376
111  36.77306775 -119.72129503
111  36.77285967 -119.72147551
111  36.77284112 -119.72144354
111  36.77280774 -119.72147167
111  36.77282695 -119.72150485
111  36.77269868 -119.72161732
111  36.77272127 -119.72165584
111  36.77275261 -119.72162756
111  36.77281226 -119.72173508
111  36.77267460 -119.72185670
111  36.77254346 -119.72162847
111  36.77230901 -119.72183354
111  36.77132867 -119.72011879
111  36.77068014 -119.72069260
111  36.77073070 -119.72078101
111  36.77044064 -119.72103747
111  36.77015883 -119.72054357
111  36.77026052 -119.72045368
111  36.77018086 -119.72030783
111  36.77018854 -119.72030091
111  36.77008820 -119.72012495
111  36.77012343 -119.72009006
111  36.77006244 -119.71998190
111  36.77007823 -119.71996862
111  36.77008257 -119.71994045
111  36.77011098 -119.71991460
111  36.77011497 -119.71992119
111  36.77019431 -119.71985299
111  36.77018140 -119.71983129
111  36.77044703 -119.71959699
111  36.77086236 -119.72032477
111  36.77133299 -119.71991146
111  36.77188912 -119.72088569
111  36.77279165 -119.72008920
111  36.77222849 -119.71910277
111  36.77276255 -119.71863347
111  36.77184701 -119.71703122
111  36.77111131 -119.71767847
111  36.77001753 -119.71864073
111  36.77042458 -119.71935737
111  36.77025345 -119.71950723
111  36.77020741 -119.71942358
111  36.76995514 -119.71964603
111  36.76998137 -119.71969268
111  36.76992618 -119.71974355
111  36.76991552 -119.71972616
111  36.76982358 -119.71980686
111  36.76952327 -119.71927591
111  36.76938445 -119.71939564
111  36.76928579 -119.71922308
111  36.76937611 -119.71914249
111  36.76941766 -119.71910542
111  36.76934062 -119.71897123
111  36.76932830 -119.71898202
111  36.76917583 -119.71871472
111  36.76918776 -119.71870309
111  36.76916828 -119.71866664
111  36.76920122 -119.71863915
111  36.76920397 -119.71839163
111  36.76918845 -119.71835916
111  36.76915183 -119.71813143
111  36.76918870 -119.71782667
111  36.76974498 -119.71792989
111  36.77084648 -119.71696027
111  36.77089097 -119.71704256
111  36.77130420 -119.71667859
111  36.77181584 -119.71610417
112  36.77181584 -119.71610417  36.77186473 -119.71603754
112  36.77184299 -119.71581252  36.77179505 -119.71566950
111  36.77184299 -119.71581252
111  36.77149897 -119.71504943
111  36.76757194 -119.70817486
112  36.76745741 -119.70785413  36.76742482 -119.70769304
111  36.76745741 -119.70785413
112  36.76745741 -119.70785413  36.76742362 -119.70773641
111  36.76730417 -119.70770693
111  36.76730274 -119.70839680
111  36.76702896 -119.70843414
111  36.76702871 -119.70821750
111  36.76702817 -119.70773901
112  36.76702817 -119.70773901  36.76706746 -119.70763731
111  36.76713458 -119.70761735
111  36.76727404 -119.70761700
111  36.76730412 -119.70761837
111  36.76730352 -119.70736170
111  36.76727384 -119.70736541
111  36.76715087 -119.70736570
112  36.76715087 -119.70736570  36.76704735 -119.70735338
111  36.76702459 -119.70721506
111  36.76701796 -119.70588647
111  36.76686462 -119.70560173
111  36.76700574 -119.70548079
111  36.76697967 -119.70542708
111  36.76699172 -119.70541631
111  36.76692505 -119.70529981
111  36.76691374 -119.70531037
111  36.76688548 -119.70526034
111  36.76674608 -119.70538673
111  36.76661911 -119.70550162
111  36.76653452 -119.70539981
111  36.76645848 -119.70526499
111  36.76632257 -119.70502406
111  36.76597284 -119.70502893
111  36.76592680 -119.70502882
112  36.76592680 -119.70502882  36.76603462 -119.70489813
111  36.76607127 -119.70480159
111  36.76613474 -119.70482241
111  36.76614045 -119.70478496
111  36.76614136 -119.70474167
111  36.76612728 -119.70402369
112  36.76612728 -119.70402369  36.76611885 -119.70394014
111  36.76606438 -119.70394113
111  36.76581817 -119.70393762
112  36.76581817 -119.70393762  36.76574547 -119.70394182
111  36.76573095 -119.70400429
111  36.76573132 -119.70380425
111  36.76581918 -119.70380379
111  36.76605854 -119.70380182
111  36.76606870 -119.70378061
111  36.76607479 -119.70351112
111  36.76607444 -119.70342647
111  36.76608398 -119.70342171
111  36.76608154 -119.70285802
111  36.76616155 -119.70256251
111  36.76628007 -119.70238445
111  36.76695297 -119.70357027
112  36.76695297 -119.70357027  36.76703571 -119.70373465
112  36.76707863 -119.70407810  36.76708261 -119.70426226
111  36.76707863 -119.70407810
111  36.76707897 -119.70458211
111  36.76729382 -119.70453252
112  36.76729382 -119.70453252  36.76741571 -119.70448214
111  36.76742701 -119.70430447
111  36.76742753 -119.70396947
111  36.76737938 -119.70386294
111  36.76783875 -119.70345171
111  36.76790447 -119.70356688
111  36.76850230 -119.70369651
111  36.76852257 -119.70369644
111  36.76856886 -119.70365331
111  36.76812800 -119.70289258
111  36.76823872 -119.70280185
111  36.76865394 -119.70357275
111  36.76903394 -119.70322539
113  36.76899827 -119.70263411
111  36.78458964 -119.72773320
111  36.78441448 -119.72742882
111  36.78440270 -119.72743911
111  36.78214987 -119.72349328
111  36.78174349 -119.72291569
112  36.78152950 -119.72288616  36.78140977 -119.72297280
111  36.78152950 -119.72288616
111  36.78081165 -119.72351643
112  36.78081165 -119.72351643  36.78074149 -119.72361799
111  36.78078625 -119.72371563
111  36.78394343 -119.72925812
112  36.78430150 -119.72930205  36.78450253 -119.72913982
111  36.78430150 -119.72930205
111  36.78490754 -119.72876584
112  36.78494422 -119.72852039  36.78488982 -119.72836569
113  36.78494422 -119.72852039
111  36.78127453 -119.71360764
111  36.77864697 -119.71592370
111  36.77897476 -119.71649654
111  36.77898160 -119.71649046
113  36.78159828 -119.71417751
111  36.78033630 -119.71196968
111  36.77946589 -119.71273695
111  36.77946002 -119.71290376
111  36.77960091 -119.71315101
111  36.77966828 -119.71326922
111  36.78060562 -119.71244245
113  36.78054010 -119.71232744
111  36.77634636 -119.71338585
111  36.77611486 -119.71314625
111  36.77583886 -119.71327445
111  36.77559971 -119.71346749
111  36.77535514 -119.71369832
111  36.77519778 -119.71393248
111  36.78028107 -119.72283087
112  36.78028107 -119.72283087  36.78042540 -119.72305136
111  36.78061774 -119.72293177
111  36.78125039 -119.72238273
112  36.78125039 -119.72238273  36.78134850 -119.72226197
111  36.78130057 -119.72214489
111  36.78096010 -119.72138381
111  36.78095176 -119.72138983
113  36.77684016 -119.71418827
111  36.77031429 -119.70318488
111  36.77003625 -119.70309447
111  36.76980680 -119.70321428
111  36.76952251 -119.70346888
112  36.76952251 -119.70346888  36.76945771 -119.70354665
112  36.76942456 -119.70382302  36.76946268 -119.70393205
111  36.76942456 -119.70382302
111  36.77487024 -119.71336015
111  36.77509311 -119.71326019
111  36.77531925 -119.71308368
111  36.77558232 -119.71283712
111  36.77577544 -119.71255383
111  36.77567288 -119.71221439
111  36.77518698 -119.71129255
111  36.77122998 -119.70436336
111  36.77081270 -119.70366761
111  36.77062878 -119.70341073
113  36.77044574 -119.70326467
111  36.77516177 -119.72479299
111  36.77520122 -119.72476096
111  36.77504774 -119.72449262
111  36.77500918 -119.72452787
111  36.77498040 -119.72447833
111  36.77459101 -119.72482117
111  36.77479724 -119.72518333
113  36.77518885 -119.72484058
111  36.77636576 -119.72684487
111  36.77632794 -119.72687734
111  36.77597649 -119.72718482
111  36.77611243 -119.72741978
111  36.77646190 -119.72711175
113  36.77649984 -119.72707857
111  36.78040192 -119.72851089
112  36.78040192 -119.72851089  36.78037525 -119.72846811
111  36.78032128 -119.72848235
111  36.78029575 -119.72849659
111  36.77990767 -119.72883762
112  36.77990767 -119.72883762  36.77985393 -119.72889136
111  36.77988936 -119.72896969
111  36.78012528 -119.72942319
111  36.78098368 -119.73093041
111  36.78146710 -119.73160839
112  36.78146710 -119.73160839  36.78152060 -119.73166251
112  36.78166912 -119.73162771  36.78175854 -119.73156845
111  36.78166912 -119.73162771
111  36.78181743 -119.73149271
112  36.78181743 -119.73149271  36.78197758 -119.73127879
113  36.78185274 -119.73105196
111  36.77969863 -119.72943942
111  36.77926471 -119.72982211
111  36.77927628 -119.72984937
111  36.77939603 -119.73006251
111  36.77937542 -119.73008230
111  36.77987662 -119.73095784
112  36.77987662 -119.73095784  36.77997157 -119.73109893
112  36.78020736 -119.73121689  36.78031871 -119.73123000
111  36.78020736 -119.73121689
111  36.78024706 -119.73118017
111  36.78052085 -119.73086646
113  36.77987349 -119.72972077
111  36.77869350 -119.72551527
112  36.77856839 -119.72548182  36.77849577 -119.72553199
111  36.77856839 -119.72548182
111  36.77830598 -119.72570552
112  36.77830598 -119.72570552  36.77819344 -119.72581169
112  36.77826900 -119.72602170  36.77830599 -119.72611436
111  36.77826900 -119.72602170
111  36.77860132 -119.72675646
111  36.77931009 -119.72799645
111  36.77957991 -119.72842738
112  36.77957991 -119.72842738  36.77961791 -119.72846176
112  36.77972519 -119.72841839  36.77980499 -119.72835511
111  36.77972519 -119.72841839
111  36.78008692 -119.72808232
112  36.78008692 -119.72808232  36.78012176 -119.72802894
113  36.78009236 -119.72796996
111  36.77783654 -119.72618943
112  36.77783654 -119.72618943  36.77778796 -119.72612171
112  36.77769885 -119.72615257  36.77764020 -119.72619164
111  36.77769885 -119.72615257
111  36.77748876 -119.72633539
112  36.77748876 -119.72633539  36.77744606 -119.72639256
111  36.77747012 -119.72647269
111  36.77766960 -119.72694118
111  36.77761195 -119.72698770
111  36.77856221 -119.72865462
111  36.77862078 -119.72861386
111  36.77891487 -119.72900517
112  36.77891487 -119.72900517  36.77895916 -119.72905047
112  36.77904676 -119.72901158  36.77910785 -119.72896835
111  36.77904676 -119.72901158
111  36.77925107 -119.72882356
112  36.77925107 -119.72882356  36.77929145 -119.72877079
111  36.77927012 -119.72871050
111  36.77904464 -119.72826905
111  36.77797324 -119.72639393
113  36.77790241 -119.72628358
111  36.77697390 -119.72250854
112  36.77697390 -119.72250854  36.77693605 -119.72246751
111  36.77688133 -119.72249545
111  36.77650853 -119.72282766
112  36.77650853 -119.72282766  36.77645115 -119.72289777
112  36.77647678 -119.72298940  36.77650168 -119.72305713
111  36.77647678 -119.72298940
111  36.77670896 -119.72343938
111  36.77730580 -119.72448371
111  36.77733937 -119.72452728
111  36.77777918 -119.72516873
112  36.77777918 -119.72516873  36.77789068 -119.72529857
111  36.77798318 -119.72523150
111  36.77810456 -119.72513343
111  36.77817995 -119.72504801
112  36.77817995 -119.72504801  36.77829124 -119.72484588
113  36.77819361 -119.72464302
111  36.77614526 -119.72323999
112  36.77614526 -119.72323999  36.77610799 -119.72319887
111  36.77605098 -119.72323062
111  36.77583019 -119.72342473
112  36.77583019 -119.72342473  36.77579114 -119.72346278
112  36.77582745 -119.72359939  36.77585598 -119.72367151
111  36.77582745 -119.72359939
111  36.77601152 -119.72404105
111  36.77595586 -119.72408739
111  36.77679578 -119.72555895
111  36.77685344 -119.72551072
111  36.77715655 -119.72592133
112  36.77715655 -119.72592133  36.77720682 -119.72597507
111  36.77727151 -119.72593977
111  36.77749359 -119.72575083
112  36.77749359 -119.72575083  36.77752652 -119.72569023
111  36.77750543 -119.72562080
111  36.77741107 -119.72541286
113  36.77642556 -119.72368110
111  36.77483197 -119.72089612
