A
1000 Generated by WorldEditor

1      3 1 0 KPAO Palo Alto
111  37.45720807 -122.11379560 20
111  37.45720807 -122.11379560 20
111  37.45719026 -122.11379549 20
115  37.45719026 -122.11379549
120 Linear Feature 96
111  37.45719897 -122.11379550 20
111  37.45719897 -122.11379550 20
111  37.45719917 -122.11376959 20
115  37.45719917 -122.11376959
120 Linear Feature 97
111  37.45745202 -122.11379228 20
111  37.45745202 -122.11379228 20
111  37.45743421 -122.11379217 20
115  37.45743421 -122.11379217
120 Linear Feature 96
111  37.45744292 -122.11379218 20
111  37.45744292 -122.11379218 20
111  37.45744312 -122.11376627 20
115  37.45744312 -122.11376627
120 Linear Feature 97
111  37.45745202 -122.11379228 20
111  37.45745202 -122.11379228 20
111  37.45743421 -122.11379217 20
115  37.45743421 -122.11379217
120 Linear Feature 96
111  37.45744292 -122.11379218 20
111  37.45744292 -122.11379218 20
111  37.45744312 -122.11376627 20
115  37.45744312 -122.11376627
120 Linear Feature 97
111  37.45766407 -122.11413267 20
111  37.45766407 -122.11413267 20
111  37.45764627 -122.11413256 20
115  37.45764627 -122.11413256
120 Linear Feature 96
111  37.45765498 -122.11413256 20
111  37.45765498 -122.11413256 20
111  37.45765518 -122.11410665 20
115  37.45765518 -122.11410665
120 Linear Feature 97
111  37.45809150 -122.11342308 20
111  37.45809150 -122.11342308 20
111  37.45807369 -122.11342298 20
115  37.45807369 -122.11342298
120 Linear Feature 96
111  37.45808241 -122.11342298 20
111  37.45808241 -122.11342298 20
111  37.45808260 -122.11339707 20
115  37.45808260 -122.11339707
120 Linear Feature 97
111  37.45772049 -122.11304024 20
111  37.45772049 -122.11304024 20
111  37.45770268 -122.11304013 20
115  37.45770268 -122.11304013
120 Linear Feature 96
111  37.45771139 -122.11304014 20
111  37.45771139 -122.11304014 20
111  37.45771159 -122.11301423 20
115  37.45771159 -122.11301423
120 Linear Feature 97
111  37.45745651 -122.11342576 20
111  37.45745651 -122.11342576 20
111  37.45743870 -122.11342565 20
115  37.45743870 -122.11342565
120 Linear Feature 96
111  37.45744742 -122.11342566 20
111  37.45744742 -122.11342566 20
111  37.45744761 -122.11339974 20
115  37.45744761 -122.11339974
120 Linear Feature 97
111  37.45782604 -122.11379228 20
111  37.45782604 -122.11379228 20
111  37.45780823 -122.11379217 20
115  37.45780823 -122.11379217
120 Linear Feature 96
111  37.45781694 -122.11379218 20
111  37.45781694 -122.11379218 20
111  37.45781714 -122.11376627 20
115  37.45781714 -122.11376627
120 Linear Feature 97
111  37.45809150 -122.11342308 20
111  37.45809150 -122.11342308 20
111  37.45807369 -122.11342298 20
115  37.45807369 -122.11342298
120 Linear Feature 96
111  37.45808241 -122.11342298 20
111  37.45808241 -122.11342298 20
111  37.45808260 -122.11339707 20
115  37.45808260 -122.11339707
120 Linear Feature 97
111  37.45772049 -122.11304024 20
111  37.45772049 -122.11304024 20
111  37.45770268 -122.11304013 20
115  37.45770268 -122.11304013
120 Linear Feature 96
111  37.45771139 -122.11304014 20
111  37.45771139 -122.11304014 20
111  37.45771159 -122.11301423 20
115  37.45771159 -122.11301423
120 Linear Feature 97
111  37.45745651 -122.11342576 20
111  37.45745651 -122.11342576 20
111  37.45743870 -122.11342565 20
115  37.45743870 -122.11342565
120 Linear Feature 96
111  37.45744742 -122.11342566 20
111  37.45744742 -122.11342566 20
111  37.45744761 -122.11339974 20
115  37.45744761 -122.11339974
120 Linear Feature 97
111  37.45782604 -122.11379228 20
111  37.45782604 -122.11379228 20
111  37.45780823 -122.11379217 20
115  37.45780823 -122.11379217
120 Linear Feature 96
111  37.45781694 -122.11379218 20
111  37.45781694 -122.11379218 20
111  37.45781714 -122.11376627 20
115  37.45781714 -122.11376627
120 Linear Feature 97
111  37.45809150 -122.11342308 20
111  37.45809150 -122.11342308 20
111  37.45807369 -122.11342298 20
115  37.45807369 -122.11342298
120 Linear Feature 96
111  37.45808241 -122.11342298 20
111  37.45808241 -122.11342298 20
111  37.45808260 -122.11339707 20
115  37.45808260 -122.11339707
120 Linear Feature 97
111  37.45772049 -122.11304024 20
111  37.45772049 -122.11304024 20
111  37.45770268 -122.11304013 20
115  37.45770268 -122.11304013
120 Linear Feature 96
111  37.45771139 -122.11304014 20
111  37.45771139 -122.11304014 20
111  37.45771159 -122.11301423 20
115  37.45771159 -122.11301423
120 Linear Feature 97
111  37.45745651 -122.11342576 20
111  37.45745651 -122.11342576 20
111  37.45743870 -122.11342565 20
115  37.45743870 -122.11342565
120 Linear Feature 96
111  37.45744742 -122.11342566 20
111  37.45744742 -122.11342566 20
111  37.45744761 -122.11339974 20
115  37.45744761 -122.11339974
120 Linear Feature 97
111  37.45782604 -122.11379228 20
111  37.45782604 -122.11379228 20
111  37.45780823 -122.11379217 20
115  37.45780823 -122.11379217
120 Linear Feature 96
111  37.45781694 -122.11379218 20
111  37.45781694 -122.11379218 20
111  37.45781714 -122.11376627 20
115  37.45781714 -122.11376627
120 Linear Feature 97
111  37.45809150 -122.11342308 20
111  37.45809150 -122.11342308 20
111  37.45807369 -122.11342298 20
115  37.45807369 -122.11342298
120 Linear Feature 96
111  37.45808241 -122.11342298 20
111  37.45808241 -122.11342298 20
111  37.45808260 -122.11339707 20
115  37.45808260 -122.11339707
120 Linear Feature 97
111  37.45772049 -122.11304024 20
111  37.45772049 -122.11304024 20
111  37.45770268 -122.11304013 20
115  37.45770268 -122.11304013
120 Linear Feature 96
111  37.45771139 -122.11304014 20
111  37.45771139 -122.11304014 20
111  37.45771159 -122.11301423 20
115  37.45771159 -122.11301423
120 Linear Feature 97
111  37.45745651 -122.11342576 20
111  37.45745651 -122.11342576 20
111  37.45743870 -122.11342565 20
115  37.45743870 -122.11342565
120 Linear Feature 96
111  37.45744742 -122.11342566 20
111  37.45744742 -122.11342566 20
111  37.45744761 -122.11339974 20
115  37.45744761 -122.11339974
120 Linear Feature 97
111  37.45782604 -122.11379228 20
111  37.45782604 -122.11379228 20
111  37.45780823 -122.11379217 20
115  37.45780823 -122.11379217
120 Linear Feature 96
111  37.45781694 -122.11379218 20
111  37.45781694 -122.11379218 20
111  37.45781714 -122.11376627 20
115  37.45781714 -122.11376627
120 Linear Feature 97
111  37.45803809 -122.11413267 20
111  37.45803809 -122.11413267 20
111  37.45802029 -122.11413256 20
115  37.45802029 -122.11413256
120 Linear Feature 96
111  37.45802900 -122.11413256 20
111  37.45802900 -122.11413256 20
111  37.45802920 -122.11410665 20
115  37.45802920 -122.11410665
120 Linear Feature 97
111  37.45820245 -122.11379379 20
111  37.45820245 -122.11379379 20
111  37.45818465 -122.11379368 20
115  37.45818465 -122.11379368
120 Linear Feature 96
111  37.45819336 -122.11379369 20
111  37.45819336 -122.11379369 20
111  37.45819356 -122.11376778 20
115  37.45819356 -122.11376778
120 Linear Feature 97
111  37.45841451 -122.11413418 20
111  37.45841451 -122.11413418 20
111  37.45839670 -122.11413407 20
115  37.45839670 -122.11413407
120 Linear Feature 96
111  37.45840542 -122.11413407 20
111  37.45840542 -122.11413407 20
111  37.45840561 -122.11410816 20
115  37.45840561 -122.11410816
120 Linear Feature 97
111  37.45832832 -122.11379379 20
111  37.45832832 -122.11379379 20
111  37.45831051 -122.11379368 20
115  37.45831051 -122.11379368
120 Linear Feature 96
111  37.45831922 -122.11379369 20
111  37.45831922 -122.11379369 20
111  37.45831942 -122.11376778 20
115  37.45831942 -122.11376778
120 Linear Feature 97
111  37.45854037 -122.11413418 20
111  37.45854037 -122.11413418 20
111  37.45852257 -122.11413407 20
115  37.45852257 -122.11413407
120 Linear Feature 96
111  37.45853128 -122.11413407 20
111  37.45853128 -122.11413407 20
111  37.45853148 -122.11410816 20
115  37.45853148 -122.11410816
120 Linear Feature 97
111  37.45845756 -122.11379379 20
111  37.45845756 -122.11379379 20
111  37.45843976 -122.11379368 20
115  37.45843976 -122.11379368
120 Linear Feature 96
111  37.45844847 -122.11379369 20
111  37.45844847 -122.11379369 20
111  37.45844867 -122.11376778 20
115  37.45844867 -122.11376778
120 Linear Feature 97
111  37.45866962 -122.11413418 20
111  37.45866962 -122.11413418 20
111  37.45865181 -122.11413407 20
115  37.45865181 -122.11413407
120 Linear Feature 96
111  37.45866053 -122.11413407 20
111  37.45866053 -122.11413407 20
111  37.45866072 -122.11410816 20
115  37.45866072 -122.11410816
120 Linear Feature 97
111  37.45914635 -122.11448100 20
111  37.45914635 -122.11448100 20
111  37.45912855 -122.11448089 20
115  37.45912855 -122.11448089
120 Linear Feature 96
111  37.45913726 -122.11448089 20
111  37.45913726 -122.11448089 20
111  37.45913746 -122.11445498 20
115  37.45913746 -122.11445498
120 Linear Feature 97
111  37.45928063 -122.11447687 20
111  37.45928063 -122.11447687 20
111  37.45926283 -122.11447676 20
115  37.45926283 -122.11447676
120 Linear Feature 96
111  37.45927154 -122.11447677 20
111  37.45927154 -122.11447677 20
111  37.45927174 -122.11445086 20
115  37.45927174 -122.11445086
120 Linear Feature 97
111  37.45940345 -122.11448100 20
111  37.45940345 -122.11448100 20
111  37.45938564 -122.11448089 20
115  37.45938564 -122.11448089
120 Linear Feature 96
111  37.45939436 -122.11448089 20
111  37.45939436 -122.11448089 20
111  37.45939455 -122.11445498 20
115  37.45939455 -122.11445498
120 Linear Feature 97
111  37.45953446 -122.11447893 20
111  37.45953446 -122.11447893 20
111  37.45951665 -122.11447883 20
115  37.45951665 -122.11447883
120 Linear Feature 96
111  37.45952536 -122.11447883 20
111  37.45952536 -122.11447883 20
111  37.45952556 -122.11445292 20
115  37.45952556 -122.11445292
120 Linear Feature 97
111  37.45966301 -122.11447790 20
111  37.45966301 -122.11447790 20
111  37.45964520 -122.11447779 20
115  37.45964520 -122.11447779
120 Linear Feature 96
111  37.45965391 -122.11447780 20
111  37.45965391 -122.11447780 20
111  37.45965411 -122.11445189 20
115  37.45965411 -122.11445189
120 Linear Feature 97
111  37.45988670 -122.11481800 20
111  37.45988670 -122.11481800 20
111  37.45986889 -122.11481789 20
115  37.45986889 -122.11481789
120 Linear Feature 96
111  37.45987761 -122.11481790 20
111  37.45987761 -122.11481790 20
111  37.45987780 -122.11479198 20
115  37.45987780 -122.11479198
120 Linear Feature 97
111  37.45995049 -122.11472311 20
115  37.45993044 -122.11472312
120 Linear Feature 96
111  37.45994004 -122.11474788 20
115  37.45994024 -122.11472312
120 Linear Feature 97
111  37.45982385 -122.11472253 20
115  37.45980380 -122.11472254
120 Linear Feature 96
111  37.45981340 -122.11474730 20
115  37.45981360 -122.11472254
120 Linear Feature 97
111  37.45969213 -122.11472661 20
115  37.45967208 -122.11472662
120 Linear Feature 96
111  37.45968168 -122.11475137 20
115  37.45968188 -122.11472662
120 Linear Feature 97
111  37.45956549 -122.11472486 20
115  37.45954544 -122.11472487
120 Linear Feature 96
111  37.45955505 -122.11474963 20
115  37.45955524 -122.11472487
120 Linear Feature 97
111  37.45908422 -122.11437822 20
115  37.45906417 -122.11437823
120 Linear Feature 96
111  37.45907378 -122.11440298 20
115  37.45907397 -122.11437823
120 Linear Feature 97
111  37.45921402 -122.11437822 20
115  37.45919397 -122.11437823
120 Linear Feature 96
111  37.45920357 -122.11440298 20
115  37.45920377 -122.11437823
120 Linear Feature 97
111  37.45934259 -122.11437124 20
115  37.45932254 -122.11437125
120 Linear Feature 96
111  37.45933214 -122.11439601 20
115  37.45933234 -122.11437125
120 Linear Feature 97
111  37.45947116 -122.11437512 20
115  37.45945111 -122.11437513
120 Linear Feature 96
111  37.45946071 -122.11439988 20
115  37.45946091 -122.11437513
120 Linear Feature 97
111  37.45943793 -122.11472486 20
115  37.45941788 -122.11472487
120 Linear Feature 96
111  37.45942748 -122.11474963 20
115  37.45942768 -122.11472487
120 Linear Feature 97
111  37.45931083 -122.11472428 20
115  37.45929078 -122.11472429
120 Linear Feature 96
111  37.45930038 -122.11474905 20
115  37.45930058 -122.11472429
120 Linear Feature 97
111  37.45918373 -122.11472428 20
115  37.45916368 -122.11472429
120 Linear Feature 96
111  37.45917328 -122.11474905 20
115  37.45917348 -122.11472429
120 Linear Feature 97
111  37.45783661 -122.11472410 20
115  37.45781656 -122.11472411
120 Linear Feature 96
111  37.45782616 -122.11474887 20
115  37.45782636 -122.11472411
120 Linear Feature 97
111  37.45795978 -122.11472410 20
115  37.45793973 -122.11472411
120 Linear Feature 96
111  37.45794934 -122.11474887 20
115  37.45794953 -122.11472411
120 Linear Feature 97
111  37.45809783 -122.11472678 20
115  37.45807777 -122.11472679
120 Linear Feature 96
111  37.45808738 -122.11475155 20
115  37.45808757 -122.11472679
120 Linear Feature 97
111  37.45822313 -122.11472678 20
115  37.45820307 -122.11472679
120 Linear Feature 96
111  37.45821268 -122.11475155 20
115  37.45821287 -122.11472679
120 Linear Feature 97
111  37.45820826 -122.11438968 20
115  37.45818821 -122.11438969
120 Linear Feature 96
111  37.45819781 -122.11441445 20
115  37.45819801 -122.11438969
120 Linear Feature 97
111  37.45807659 -122.11438968 20
115  37.45805654 -122.11438969
120 Linear Feature 96
111  37.45806614 -122.11441445 20
115  37.45806634 -122.11438969
120 Linear Feature 97
111  37.45794704 -122.11438166 20
115  37.45792699 -122.11438167
120 Linear Feature 96
111  37.45793659 -122.11440643 20
115  37.45793679 -122.11438167
120 Linear Feature 97
111  37.45781325 -122.11438433 20
115  37.45779320 -122.11438434
120 Linear Feature 96
111  37.45780280 -122.11440910 20
115  37.45780300 -122.11438434
120 Linear Feature 97
111  37.45770494 -122.11438166 20
115  37.45768489 -122.11438167
120 Linear Feature 96
111  37.45769449 -122.11440643 20
115  37.45769469 -122.11438167
120 Linear Feature 97
111  37.45757964 -122.11438166 20
115  37.45755959 -122.11438167
120 Linear Feature 96
111  37.45756919 -122.11440643 20
115  37.45756939 -122.11438167
120 Linear Feature 97
111  37.45744585 -122.11437631 20
115  37.45742579 -122.11437632
120 Linear Feature 96
111  37.45743540 -122.11440108 20
115  37.45743559 -122.11437632
120 Linear Feature 97
111  37.45724409 -122.11437631 20
115  37.45722404 -122.11437632
120 Linear Feature 96
111  37.45723364 -122.11440108 20
115  37.45723384 -122.11437632
120 Linear Feature 97
111  37.45720799 -122.11403119 20
115  37.45718794 -122.11403120
120 Linear Feature 96
111  37.45719754 -122.11405596 20
115  37.45719774 -122.11403120
120 Linear Feature 97
111  37.45714964 -122.11369550 20
115  37.45712958 -122.11369551
120 Linear Feature 96
111  37.45713919 -122.11372027 20
115  37.45713939 -122.11369551
120 Linear Feature 97
111  37.45739359 -122.11369218 20
115  37.45737354 -122.11369219
120 Linear Feature 96
111  37.45738314 -122.11371694 20
115  37.45738334 -122.11369219
120 Linear Feature 97
111  37.45739359 -122.11369218 20
115  37.45737354 -122.11369219
120 Linear Feature 96
111  37.45738314 -122.11371694 20
115  37.45738334 -122.11369219
120 Linear Feature 97
111  37.45760565 -122.11403256 20
115  37.45758559 -122.11403257
120 Linear Feature 96
111  37.45759520 -122.11405733 20
115  37.45759539 -122.11403257
120 Linear Feature 97
111  37.45802110 -122.11332435 20
115  37.45800105 -122.11332436
120 Linear Feature 96
111  37.45801066 -122.11334912 20
115  37.45801085 -122.11332436
120 Linear Feature 97
111  37.45765009 -122.11294151 20
115  37.45763004 -122.11294152
120 Linear Feature 96
111  37.45763964 -122.11296628 20
115  37.45763984 -122.11294152
120 Linear Feature 97
111  37.45738611 -122.11332703 20
115  37.45736606 -122.11332704
120 Linear Feature 96
111  37.45737566 -122.11335180 20
115  37.45737586 -122.11332704
120 Linear Feature 97
111  37.45775564 -122.11369355 20
115  37.45773559 -122.11369356
120 Linear Feature 96
111  37.45774519 -122.11371832 20
115  37.45774539 -122.11369356
120 Linear Feature 97
111  37.45802110 -122.11332435 20
115  37.45800105 -122.11332436
120 Linear Feature 96
111  37.45801066 -122.11334912 20
115  37.45801085 -122.11332436
120 Linear Feature 97
111  37.45765009 -122.11294151 20
115  37.45763004 -122.11294152
120 Linear Feature 96
111  37.45763964 -122.11296628 20
115  37.45763984 -122.11294152
120 Linear Feature 97
111  37.45738611 -122.11332703 20
115  37.45736606 -122.11332704
120 Linear Feature 96
111  37.45737566 -122.11335180 20
115  37.45737586 -122.11332704
120 Linear Feature 97
111  37.45775564 -122.11369355 20
115  37.45773559 -122.11369356
120 Linear Feature 96
111  37.45774519 -122.11371832 20
115  37.45774539 -122.11369356
120 Linear Feature 97
111  37.45802110 -122.11332435 20
115  37.45800105 -122.11332436
120 Linear Feature 96
111  37.45801066 -122.11334912 20
115  37.45801085 -122.11332436
120 Linear Feature 97
111  37.45765009 -122.11294151 20
115  37.45763004 -122.11294152
120 Linear Feature 96
111  37.45763964 -122.11296628 20
115  37.45763984 -122.11294152
120 Linear Feature 97
111  37.45738611 -122.11332703 20
115  37.45736606 -122.11332704
120 Linear Feature 96
111  37.45737566 -122.11335180 20
115  37.45737586 -122.11332704
120 Linear Feature 97
111  37.45775564 -122.11369355 20
115  37.45773559 -122.11369356
120 Linear Feature 96
111  37.45774519 -122.11371832 20
115  37.45774539 -122.11369356
120 Linear Feature 97
111  37.45802110 -122.11332435 20
115  37.45800105 -122.11332436
120 Linear Feature 96
111  37.45801066 -122.11334912 20
115  37.45801085 -122.11332436
120 Linear Feature 97
111  37.45765009 -122.11294151 20
115  37.45763004 -122.11294152
120 Linear Feature 96
111  37.45763964 -122.11296628 20
115  37.45763984 -122.11294152
120 Linear Feature 97
111  37.45738611 -122.11332703 20
115  37.45736606 -122.11332704
120 Linear Feature 96
111  37.45737566 -122.11335180 20
115  37.45737586 -122.11332704
120 Linear Feature 97
111  37.45775564 -122.11369355 20
115  37.45773559 -122.11369356
120 Linear Feature 96
111  37.45774519 -122.11371832 20
115  37.45774539 -122.11369356
120 Linear Feature 97
111  37.45796770 -122.11403393 20
115  37.45794764 -122.11403395
120 Linear Feature 96
111  37.45795725 -122.11405870 20
115  37.45795744 -122.11403395
120 Linear Feature 97
111  37.45855871 -122.11332435 20
111  37.45853866 -122.11332436 20
115  37.45853866 -122.11332436
120 Linear Feature 96
111  37.45854826 -122.11334912 20
115  37.45854846 -122.11332436
120 Linear Feature 96
111  37.45854826 -122.11334912 20
115  37.45854846 -122.11332436
120 Linear Feature 97
111  37.45840580 -122.11332435 20
111  37.45838575 -122.11332436 20
115  37.45838575 -122.11332436
120 Linear Feature 96
111  37.45839536 -122.11334912 20
115  37.45839555 -122.11332436
120 Linear Feature 96
111  37.45839536 -122.11334912 20
115  37.45839555 -122.11332436
120 Linear Feature 97
111  37.45816563 -122.11294151 20
111  37.45814558 -122.11294152 20
115  37.45814558 -122.11294152
120 Linear Feature 96
111  37.45815518 -122.11296628 20
115  37.45815537 -122.11294152
120 Linear Feature 96
111  37.45815518 -122.11296628 20
115  37.45815537 -122.11294152
120 Linear Feature 97
111  37.45803479 -122.11294151 20
111  37.45801474 -122.11294152 20
115  37.45801474 -122.11294152
120 Linear Feature 96
111  37.45802434 -122.11296628 20
115  37.45802454 -122.11294152
120 Linear Feature 96
111  37.45802434 -122.11296628 20
115  37.45802454 -122.11294152
120 Linear Feature 97
111  37.45777081 -122.11332703 20
111  37.45775076 -122.11332704 20
115  37.45775076 -122.11332704
120 Linear Feature 96
111  37.45776036 -122.11335180 20
115  37.45776056 -122.11332704
120 Linear Feature 96
111  37.45776036 -122.11335180 20
115  37.45776056 -122.11332704
120 Linear Feature 97
111  37.45814034 -122.11369355 20
111  37.45812029 -122.11369356 20
115  37.45812029 -122.11369356
120 Linear Feature 96
111  37.45812989 -122.11371832 20
115  37.45813009 -122.11369356
120 Linear Feature 96
111  37.45812989 -122.11371832 20
115  37.45813009 -122.11369356
120 Linear Feature 97
111  37.45835240 -122.11403393 20
115  37.45833234 -122.11403395
120 Linear Feature 96
111  37.45834195 -122.11405870 20
115  37.45834214 -122.11403395
120 Linear Feature 97
111  37.45851305 -122.11369080 20
115  37.45849300 -122.11369081
120 Linear Feature 96
111  37.45850260 -122.11371557 20
115  37.45850280 -122.11369081
120 Linear Feature 97
111  37.45872511 -122.11403119 20
115  37.45870506 -122.11403120
120 Linear Feature 96
111  37.45871466 -122.11405596 20
115  37.45871485 -122.11403120
120 Linear Feature 97
111  37.45888249 -122.11368119 20
115  37.45886244 -122.11368120
120 Linear Feature 96
111  37.45887205 -122.11370596 20
115  37.45887224 -122.11368120
120 Linear Feature 97
111  37.45909455 -122.11402158 20
115  37.45907450 -122.11402159
120 Linear Feature 96
111  37.45908410 -122.11404635 20
115  37.45908430 -122.11402159
120 Linear Feature 97
111  37.45906264 -122.11471962 20
115  37.45904259 -122.11471963
120 Linear Feature 96
111  37.45905219 -122.11474439 20
115  37.45905239 -122.11471963
120 Linear Feature 97
111  37.45708296 -122.11403061 20
115  37.45706291 -122.11403062
120 Linear Feature 96
111  37.45707251 -122.11405538 20
115  37.45707271 -122.11403062
120 Linear Feature 97
111  37.45748700 -122.11403198 20
115  37.45746695 -122.11403199
120 Linear Feature 96
111  37.45747655 -122.11405675 20
115  37.45747675 -122.11403199
120 Linear Feature 97
111  37.45791203 -122.11332377 20
115  37.45789198 -122.11332378
120 Linear Feature 96
111  37.45790158 -122.11334854 20
115  37.45790178 -122.11332378
120 Linear Feature 97
111  37.45754102 -122.11294093 20
115  37.45752096 -122.11294094
120 Linear Feature 96
111  37.45753057 -122.11296570 20
115  37.45753076 -122.11294094
120 Linear Feature 97
111  37.45727704 -122.11332644 20
115  37.45725699 -122.11332646
120 Linear Feature 96
111  37.45726659 -122.11335121 20
115  37.45726679 -122.11332646
120 Linear Feature 97
111  37.45764656 -122.11369297 20
115  37.45762651 -122.11369298
120 Linear Feature 96
111  37.45763612 -122.11371774 20
115  37.45763631 -122.11369298
120 Linear Feature 97
111  37.45791203 -122.11332377 20
115  37.45789198 -122.11332378
120 Linear Feature 96
111  37.45790158 -122.11334854 20
115  37.45790178 -122.11332378
120 Linear Feature 97
111  37.45754102 -122.11294093 20
115  37.45752096 -122.11294094
120 Linear Feature 96
111  37.45753057 -122.11296570 20
115  37.45753076 -122.11294094
120 Linear Feature 97
111  37.45727704 -122.11332644 20
115  37.45725699 -122.11332646
120 Linear Feature 96
111  37.45726659 -122.11335121 20
115  37.45726679 -122.11332646
120 Linear Feature 97
111  37.45764656 -122.11369297 20
115  37.45762651 -122.11369298
120 Linear Feature 96
111  37.45763612 -122.11371774 20
115  37.45763631 -122.11369298
120 Linear Feature 97
111  37.45791203 -122.11332377 20
115  37.45789198 -122.11332378
120 Linear Feature 96
111  37.45790158 -122.11334854 20
115  37.45790178 -122.11332378
120 Linear Feature 97
111  37.45754102 -122.11294093 20
115  37.45752096 -122.11294094
120 Linear Feature 96
111  37.45753057 -122.11296570 20
115  37.45753076 -122.11294094
120 Linear Feature 97
111  37.45727704 -122.11332644 20
115  37.45725699 -122.11332646
120 Linear Feature 96
111  37.45726659 -122.11335121 20
115  37.45726679 -122.11332646
120 Linear Feature 97
111  37.45764656 -122.11369297 20
115  37.45762651 -122.11369298
120 Linear Feature 96
111  37.45763612 -122.11371774 20
115  37.45763631 -122.11369298
120 Linear Feature 97
111  37.45791203 -122.11332377 20
115  37.45789198 -122.11332378
120 Linear Feature 96
111  37.45790158 -122.11334854 20
115  37.45790178 -122.11332378
120 Linear Feature 97
111  37.45754102 -122.11294093 20
115  37.45752096 -122.11294094
120 Linear Feature 96
111  37.45753057 -122.11296570 20
115  37.45753076 -122.11294094
120 Linear Feature 97
111  37.45727704 -122.11332644 20
115  37.45725699 -122.11332646
120 Linear Feature 96
111  37.45726659 -122.11335121 20
115  37.45726679 -122.11332646
120 Linear Feature 97
111  37.45764656 -122.11369297 20
115  37.45762651 -122.11369298
120 Linear Feature 96
111  37.45763612 -122.11371774 20
115  37.45763631 -122.11369298
120 Linear Feature 97
111  37.45785862 -122.11403335 20
115  37.45783857 -122.11403336
120 Linear Feature 96
111  37.45784817 -122.11405812 20
115  37.45784837 -122.11403336
120 Linear Feature 97
111  37.45829673 -122.11332377 20
115  37.45827668 -122.11332378
120 Linear Feature 96
111  37.45828628 -122.11334854 20
115  37.45828648 -122.11332378
120 Linear Feature 97
111  37.45792572 -122.11294093 20
115  37.45790566 -122.11294094
120 Linear Feature 96
111  37.45791527 -122.11296570 20
115  37.45791546 -122.11294094
120 Linear Feature 97
111  37.45766174 -122.11332644 20
115  37.45764168 -122.11332646
120 Linear Feature 96
111  37.45765129 -122.11335121 20
115  37.45765148 -122.11332646
120 Linear Feature 97
111  37.45803126 -122.11369297 20
115  37.45801121 -122.11369298
120 Linear Feature 96
111  37.45802082 -122.11371774 20
115  37.45802101 -122.11369298
120 Linear Feature 97
111  37.45829673 -122.11332377 20
115  37.45827668 -122.11332378
120 Linear Feature 96
111  37.45828628 -122.11334854 20
115  37.45828648 -122.11332378
120 Linear Feature 97
111  37.45792572 -122.11294093 20
115  37.45790566 -122.11294094
120 Linear Feature 96
111  37.45791527 -122.11296570 20
115  37.45791546 -122.11294094
120 Linear Feature 97
111  37.45766174 -122.11332644 20
115  37.45764168 -122.11332646
120 Linear Feature 96
111  37.45765129 -122.11335121 20
115  37.45765148 -122.11332646
120 Linear Feature 97
111  37.45803126 -122.11369297 20
115  37.45801121 -122.11369298
120 Linear Feature 96
111  37.45802082 -122.11371774 20
115  37.45802101 -122.11369298
120 Linear Feature 97
111  37.45824332 -122.11403335 20
115  37.45822327 -122.11403336
120 Linear Feature 96
111  37.45823287 -122.11405812 20
115  37.45823307 -122.11403336
120 Linear Feature 97
111  37.45840398 -122.11369022 20
115  37.45838392 -122.11369023
120 Linear Feature 96
111  37.45839353 -122.11371499 20
115  37.45839372 -122.11369023
120 Linear Feature 97
111  37.45861603 -122.11403061 20
115  37.45859598 -122.11403062
120 Linear Feature 96
111  37.45860558 -122.11405538 20
115  37.45860578 -122.11403062
120 Linear Feature 97
111  37.45877342 -122.11368061 20
115  37.45875337 -122.11368062
120 Linear Feature 96
111  37.45876297 -122.11370538 20
115  37.45876317 -122.11368062
120 Linear Feature 97
111  37.45898548 -122.11402100 20
115  37.45896542 -122.11402101
120 Linear Feature 96
111  37.45897503 -122.11404577 20
115  37.45897522 -122.11402101
120 Linear Feature 97
111  37.45895356 -122.11471904 20
115  37.45893351 -122.11471905
120 Linear Feature 96
111  37.45894311 -122.11474381 20
115  37.45894331 -122.11471905
120 Linear Feature 97
111  37.45700277 -122.11403061 20
115  37.45698272 -122.11403062
120 Linear Feature 96
111  37.45699232 -122.11405538 20
115  37.45699252 -122.11403062
120 Linear Feature 97
111  37.45734298 -122.11403198 20
115  37.45732293 -122.11403199
120 Linear Feature 96
111  37.45733254 -122.11405675 20
115  37.45733273 -122.11403199
120 Linear Feature 97
111  37.45704233 -122.11369961 20
115  37.45702227 -122.11369962
120 Linear Feature 96
111  37.45703188 -122.11372438 20
115  37.45703207 -122.11369962
120 Linear Feature 97
111  37.45728891 -122.11369629 20
115  37.45726886 -122.11369630
120 Linear Feature 96
111  37.45727847 -122.11372106 20
115  37.45727866 -122.11369630
120 Linear Feature 97
111  37.45728891 -122.11369629 20
115  37.45726886 -122.11369630
120 Linear Feature 96
111  37.45727847 -122.11372106 20
115  37.45727866 -122.11369630
120 Linear Feature 97
111  37.45753287 -122.11369297 20
115  37.45751281 -122.11369298
120 Linear Feature 96
111  37.45752242 -122.11371774 20
115  37.45752262 -122.11369298
120 Linear Feature 97
111  37.45753287 -122.11369297 20
115  37.45751281 -122.11369298
120 Linear Feature 96
111  37.45752242 -122.11371774 20
115  37.45752262 -122.11369298
120 Linear Feature 97
111  37.45774492 -122.11403335 20
115  37.45772487 -122.11403336
120 Linear Feature 96
111  37.45773448 -122.11405812 20
115  37.45773467 -122.11403336
120 Linear Feature 97
111  37.45818303 -122.11332377 20
115  37.45816298 -122.11332378
120 Linear Feature 96
111  37.45817258 -122.11334854 20
115  37.45817278 -122.11332378
120 Linear Feature 97
