I
1050 Generated by WorldEditor 2.1.0r1

1   4473 1 0 KOGD Ogden-Hinckley
112  41.18664981 -112.01588707  41.18662925 -112.01590681 7
112  41.18657362 -112.01593185  41.18654309 -112.01594069
111  41.18657362 -112.01593185
112  41.18657362 -112.01593185  41.18656430 -112.01593454 1
112  41.18654413 -112.01593778  41.18653378 -112.01593900
111  41.18654413 -112.01593778 1
111  41.18538324 -112.01595040 1
115  41.18519833 -112.01595240
120 Linear Feature 57
111  41.18724134 -112.01966366 57
111  41.18718752 -112.01959170 51
111  41.18689865 -112.01920546 51
111  41.18687067 -112.01916805 51
112  41.18673336 -112.01870216  41.18673116 -112.01843901
111  41.18673336 -112.01870216 51
111  41.18673649 -112.01617711 51
111  41.18673656 -112.01611389 57
111  41.18673709 -112.01571216 57
111  41.18673720 -112.01562990 51
115  41.18673784 -112.01508442
120 Linear Feature 56
111  41.18766098 -112.02034460 53 102
115  41.18757196 -112.02022938
120 Linear Feature 54
111  41.18804839 -112.02036938 53 102
115  41.18806589 -112.02038246
120 Linear Feature 53
111  41.18787650 -112.02063243 53 102
115  41.18783598 -112.02057797
120 Linear Feature 52
111  41.19041819 -112.01500958 51
112  41.19054750 -112.01494912  41.19062323 -112.01494610
111  41.19054750 -112.01494912 51
115  41.19112824 -112.01495276
120 Linear Feature 51
111  41.19053046 -112.01486193 51
112  41.19043315 -112.01491134  41.19037489 -112.01491469
111  41.19043315 -112.01491134 51
115  41.18985378 -112.01490861
120 Linear Feature 50
112  41.19013231 -112.01538579  41.19027043 -112.01504462 51
111  41.19000265 -112.01494570 51
115  41.18942027 -112.01494204
120 Linear Feature 49
112  41.18678146 -112.01314571  41.18675915 -112.01323971 51
112  41.18688859 -112.01337730  41.18698165 -112.01338887
111  41.18688859 -112.01337730 51
115  41.18692330 -112.01337719
120 Linear Feature 47
111  41.19201289 -112.01291099 51
112  41.19112829 -112.01339257  41.19060881 -112.01340500
111  41.19112829 -112.01339257 51
111  41.19107778 -112.01339238 51
111  41.18692330 -112.01337719
112  41.18692330 -112.01337719  41.18675403 -112.01341676 51
115  41.18674392 -112.01362465
120 Linear Feature 45
112  41.19081759 -112.01448397  41.19071885 -112.01471016 51
112  41.19096452 -112.01491386  41.19109711 -112.01491760
111  41.19096452 -112.01491386 51
115  41.19153534 -112.01491655
120 Linear Feature 41
111  41.19504204 -112.01120149 53 102
115  41.19502933 -112.01117207
120 Linear Feature 41
111  41.19529791 -112.01081822 53
115  41.19532127 -112.01083426
120 Linear Feature 40
112  41.19167233 -112.01054734  41.19166489 -112.01049022 1
115  41.19162211 -112.01047353
120 Linear Feature 39
111  41.19172180 -112.01047405 1
112  41.19167233 -112.01054734  41.19166778 -112.01059820
111  41.19167233 -112.01054734 1
115  41.19167058 -112.01073083
120 Linear Feature 38
111  41.19511776 -112.00611406 1
115  41.19518186 -112.00611366
120 Linear Feature 38
111  41.19515162 -112.00613514 1
115  41.19518215 -112.00613414
120 Linear Feature 38
111  41.19515104 -112.00609540 1
115  41.19518158 -112.00609439
120 Linear Feature 38
111  41.19551264 -112.00609021 1
115  41.19559125 -112.00608921
120 Linear Feature 38
111  41.19551249 -112.00611683 1
115  41.19559110 -112.00611582
120 Linear Feature 38
111  41.19551234 -112.00614194 1
115  41.19559095 -112.00614093
120 Linear Feature 37
111  41.19534430 -112.00516672 1
115  41.19534415 -112.00514956
120 Linear Feature 36
111  41.19518500 -112.00516738 1
115  41.19518566 -112.00501437
120 Linear Feature 36
111  41.19517476 -112.00516742 1
115  41.19517569 -112.00507754
120 Linear Feature 36
111  41.19519663 -112.00516733 1
115  41.19519755 -112.00507745
120 Linear Feature 33
111  41.19395528 -112.00982118 22
111  41.19373063 -112.00976991 22
111  41.19371672 -112.00975247 22
115  41.19368978 -112.00948170
120 Linear Feature 32
111  41.19403165 -112.00970487 51
111  41.19378884 -112.00969232 51
111  41.19378173 -112.00968315 51
111  41.19377498 -112.00967432 51
115  41.19377880 -112.00936692
120 Linear Feature 31
111  41.19399162 -112.00942430 20
115  41.19400576 -112.00940510
120 Linear Feature 30
111  41.19378147 -112.00933375 20
111  41.19400576 -112.00940510 20
111  41.19400755 -112.00940257 20
111  41.19402506 -112.00942528 20
111  41.19400639 -112.00945163 20
111  41.19398825 -112.00942920 20
111  41.19399162 -112.00942430 20
111  41.19378679 -112.00935661 20
111  41.19377880 -112.00936692 20
111  41.19368978 -112.00948170 20
111  41.19367002 -112.00950719 20
115  41.19364130 -112.00950140
120 Linear Feature 29
111  41.19262249 -112.01038694 3
115  41.19258367 -112.01038670
120 Linear Feature 28
111  41.19311565 -112.00976460 9
111  41.19258367 -112.01038670 3
111  41.19071329 -112.01037798 3
111  41.19054475 -112.01037719 3
111  41.18929802 -112.01037138
112  41.18929802 -112.01037138  41.18914527 -112.01037785 3
111  41.18902542 -112.01049848 3
111  41.18681880 -112.01290956
112  41.18681880 -112.01290956  41.18677527 -112.01296198 3
115  41.18673416 -112.01306333
120 Linear Feature 26
112  41.19260866 -112.01142046  41.19264063 -112.01168289 51
116  41.19297790 -112.01164106  41.19311708 -112.01152484
120 Linear Feature 25
112  41.19257918 -112.01120134  41.19261694 -112.01115114 1
112  41.19254805 -112.01104709  41.19249646 -112.01102874 1
114  41.19246309 -112.01116004  41.19247693 -112.01122859 1
120 Linear Feature 25
112  41.19278681 -112.01120134  41.19282457 -112.01115114 1
112  41.19275569 -112.01104709  41.19270409 -112.01102874 1
114  41.19267073 -112.01116004  41.19268456 -112.01122859 1
120 Linear Feature 24
112  41.19340116 -112.01108407  41.19355318 -112.01081643 51
116  41.19317163 -112.01048170  41.19289736 -112.01046712
120 Linear Feature 23
112  41.19361430 -112.01013950  41.19359416 -112.01045410 51
115  41.19336269 -112.01048271
120 Linear Feature 73
112  41.19121413 -112.01054796  41.19121198 -112.01049704 1
115  41.19116380 -112.01047111
120 Linear Feature 72
111  41.19126248 -112.01047163 1
112  41.19121413 -112.01054796  41.19121106 -112.01059847
111  41.19121413 -112.01054796 1
115  41.19121444 -112.01068198
120 Linear Feature 75
112  41.19082959 -112.01055141  41.19082009 -112.01047890 1
115  41.19077748 -112.01046907
120 Linear Feature 74
111  41.19088385 -112.01046963 1
112  41.19082959 -112.01055141  41.19082499 -112.01061862
111  41.19082959 -112.01055141 1
115  41.19082837 -112.01069357
120 Linear Feature 77
112  41.19044458 -112.01054657  41.19044127 -112.01048791 1
115  41.19039412 -112.01046705
120 Linear Feature 79
112  41.19010259 -112.01054209  41.19009615 -112.01048099 1
115  41.19004912 -112.01046523
120 Linear Feature 78
111  41.19015300 -112.01046578 1
112  41.19010259 -112.01054209  41.19009799 -112.01060075
111  41.19010259 -112.01054209 1
115  41.19010289 -112.01065859
120 Linear Feature 76
111  41.19049746 -112.01046759 1
112  41.19044458 -112.01054657  41.19043924 -112.01061144
111  41.19044458 -112.01054657 1
115  41.19044458 -112.01069225
120 Linear Feature 88
112  41.18895087 -112.01076554  41.18894022 -112.01072854 1
115  41.18891045 -112.01073929
120 Linear Feature 87
111  41.18896354 -112.01068034 1
112  41.18895098 -112.01073691  41.18894970 -112.01077188
111  41.18895098 -112.01073691 1
111  41.18895087 -112.01076554 1
115  41.18894993 -112.01099329
120 Linear Feature 22
111  41.19393617 -112.01038000 51
112  41.19365709 -112.01048426  41.19346209 -112.01048685
111  41.19365709 -112.01048426 51
111  41.19336269 -112.01048271 51
111  41.19317163 -112.01048170 51
111  41.19314859 -112.01048158 1
111  41.19172180 -112.01047405 1
111  41.19162211 -112.01047353 1
111  41.19126248 -112.01047163 1
111  41.19116380 -112.01047111 1
111  41.19088385 -112.01046963 1
111  41.19077748 -112.01046907 1
111  41.19049746 -112.01046759 1
111  41.19039412 -112.01046705 1
111  41.19015300 -112.01046578 1
111  41.19004912 -112.01046523 1
111  41.18973257 -112.01046356 1
111  41.18966429 -112.01046320 1
111  41.18963235 -112.01046303 1
111  41.18955819 -112.01046264 1
111  41.18937879 -112.01046169 1
111  41.18929971 -112.01046128
112  41.18929971 -112.01046128  41.18928859 -112.01046147 1
112  41.18926661 -112.01046436  41.18925569 -112.01046617
111  41.18926661 -112.01046436
112  41.18926661 -112.01046436  41.18915732 -112.01048245 1
111  41.18906226 -112.01057301 1
111  41.18896380 -112.01068086 1
111  41.18891045 -112.01073929 1
111  41.18785702 -112.01189319 1
111  41.18776253 -112.01199669 1
111  41.18685810 -112.01298738
112  41.18685810 -112.01298738  41.18684667 -112.01300301 1
112  41.18682715 -112.01303629  41.18681790 -112.01305316
111  41.18682715 -112.01303629
112  41.18682715 -112.01303629  41.18680770 -112.01307178 51
112  41.18678146 -112.01314571  41.18677008 -112.01318213
111  41.18678146 -112.01314571
112  41.18678146 -112.01314571  41.18674628 -112.01325835 51
111  41.18674460 -112.01336060 51
111  41.18674392 -112.01362465 51
111  41.18674386 -112.01364728 57
111  41.18674240 -112.01422073 51
115  41.18674111 -112.01471973
120 Linear Feature 20
111  41.19451438 -112.00961909 51
116  41.19441629 -112.00928062  41.19423527 -112.00916085
120 Linear Feature 19
112  41.19400504 -112.01016385  41.19408885 -112.01007128
111  41.19400504 -112.01016385 53
111  41.19441115 -112.00962920
112  41.19441115 -112.00962920  41.19448413 -112.00951856 53
112  41.19429391 -112.00947377  41.19421192 -112.00956557
111  41.19429391 -112.00947377 53
111  41.19388165 -112.01001621
114  41.19388165 -112.01001621  41.19382251 -112.01010974 53
120 Linear Feature 18
111  41.19369701 -112.00979370 51
112  41.19354005 -112.00990279  41.19343975 -112.00994340
111  41.19354005 -112.00990279 51
111  41.19320994 -112.01001812
112  41.19320994 -112.01001812  41.19313460 -112.01004587 51
111  41.19309028 -112.01009337 1
111  41.19270913 -112.01053301
112  41.19270913 -112.01053301  41.19260891 -112.01065497 1
111  41.19260793 -112.01077592 1
111  41.19260857 -112.01134482 51
111  41.19260866 -112.01142046 51
111  41.19260935 -112.01203139
112  41.19260935 -112.01203139  41.19260747 -112.01210387 51
115  41.19256493 -112.01218452
120 Linear Feature 17
112  41.19361393 -112.01010140  41.19368334 -112.01045931 51
116  41.19400675 -112.01028713  41.19407163 -112.01020965
120 Linear Feature 16
111  41.19477568 -112.00927523 51
112  41.19466526 -112.00930490  41.19460022 -112.00929865
111  41.19466526 -112.00930490 51
111  41.19423052 -112.00924280
112  41.19423052 -112.00924280  41.19412528 -112.00924124 51
111  41.19405906 -112.00932127 51
111  41.19378173 -112.00968315 51
111  41.19369701 -112.00979370
112  41.19369701 -112.00979370  41.19361437 -112.00990809 51
111  41.19361330 -112.01003715 51
111  41.19361393 -112.01010140 51
111  41.19361430 -112.01013950 51
111  41.19361940 -112.01066262
112  41.19361940 -112.01066262  41.19361627 -112.01077822 51
115  41.19356332 -112.01087066
120 Linear Feature 15
112  41.19546907 -112.01140559  41.19532474 -112.01127021 51
111  41.19520989 -112.01140369 51
115  41.19480492 -112.01193590
120 Linear Feature 14
111  41.19587477 -112.01052917 51
111  41.19547794 -112.01105134 51
112  41.19546907 -112.01140559  41.19558097 -112.01159180
111  41.19546907 -112.01140559 51
111  41.19591875 -112.01200513 57
111  41.19615336 -112.01231791 51
111  41.19689505 -112.01330673
112  41.19689505 -112.01330673  41.19696090 -112.01340581 51
111  41.19696157 -112.01352470 51
111  41.19696088 -112.01370165 57
111  41.19695885 -112.01422930 51
111  41.19695696 -112.01470659
112  41.19695696 -112.01470659  41.19697388 -112.01493280 51
111  41.19711949 -112.01494294 51
115  41.19770451 -112.01494570
120 Linear Feature 13
112  41.19519307 -112.01103863  41.19530027 -112.01120425 51
111  41.19519787 -112.01136182 51
115  41.19478360 -112.01190650
120 Linear Feature 10
112  41.19442150 -112.01000861  41.19431768 -112.00989913 51
115  41.19421528 -112.01001270
120 Linear Feature 8
111  41.19441824 -112.00974573 51
112  41.19442150 -112.01000861  41.19449768 -112.01014457
111  41.19442150 -112.01000861 51
111  41.19453716 -112.01016303 57
111  41.19474762 -112.01044400 51
111  41.19519307 -112.01103863
112  41.19519307 -112.01103863  41.19532565 -112.01117354 51
111  41.19546287 -112.01102052 51
115  41.19585606 -112.01050040
120 Linear Feature 7
111  41.19632798 -112.00676925 59
111  41.19632943 -112.00691970 59
112  41.19624152 -112.00721524  41.19616858 -112.00731418
111  41.19624152 -112.00721524 59
111  41.19482824 -112.00907745 59
115  41.19468297 -112.00908829
120 Linear Feature 1
112  41.19804294 -112.00802905  41.19790712 -112.00789434 51
111  41.19778620 -112.00802504 51
115  41.19737911 -112.00855825
120 Linear Feature 18
111  41.19844249 -112.00714538 51
111  41.19803659 -112.00768715 51
112  41.19804294 -112.00802905  41.19815391 -112.00818402
111  41.19804294 -112.00802905 51
111  41.19848729 -112.00862303 57
111  41.19874539 -112.00896806 51
111  41.19997055 -112.01060585
112  41.19997055 -112.01060585  41.20002497 -112.01069023 51
111  41.20006103 -112.01079661 51
111  41.20078661 -112.01321394
112  41.20078661 -112.01321394  41.20081632 -112.01331669 51
111  41.20082199 -112.01342711 51
111  41.20082164 -112.01369484 57
111  41.20082088 -112.01426736 51
115  41.20082019 -112.01478513
120 Linear Feature 17
112  41.19776053 -112.00765010  41.19786313 -112.00781859 51
111  41.19775401 -112.00798943 51
115  41.19735239 -112.00852375
120 Linear Feature 16
111  41.19707054 -112.00625417 51
112  41.19706685 -112.00672316  41.19721154 -112.00698723
111  41.19706685 -112.00672316 51
111  41.19710868 -112.00677906 57
111  41.19731961 -112.00706091 51
111  41.19776053 -112.00765010
112  41.19776053 -112.00765010  41.19790522 -112.00780041 51
111  41.19803325 -112.00764027 51
115  41.19842654 -112.00711834
120 Linear Feature 15
112  41.19640027 -112.00625392  41.19643456 -112.00669063 51
116  41.19684947 -112.00654541  41.19695681 -112.00642606
120 Linear Feature 14
112  41.19556166 -112.00583645  41.19563301 -112.00583410 51
115  41.19563465 -112.00576315
120 Linear Feature 13
111  41.19563434 -112.00592094 51
112  41.19556166 -112.00583645  41.19551448 -112.00582861
111  41.19556166 -112.00583645 51
115  41.19499612 -112.00583403
120 Linear Feature 12
111  41.19572284 -112.00545474 51
112  41.19563507 -112.00554940  41.19563294 -112.00563121
111  41.19563507 -112.00554940 51
111  41.19563465 -112.00576315 51
111  41.19563434 -112.00592094 51
111  41.19563338 -112.00640725 51
112  41.19568711 -112.00652409  41.19574058 -112.00657965
111  41.19568711 -112.00652409 51
115  41.19589375 -112.00669643
120 Linear Feature 11
111  41.19563694 -112.00512093 51
112  41.19556860 -112.00501180  41.19551006 -112.00500897
111  41.19556860 -112.00501180 51
115  41.19549886 -112.00501221
120 Linear Feature 10
111  41.19572284 -112.00545474 51
112  41.19563654 -112.00533557  41.19563371 -112.00522178
111  41.19563654 -112.00533557 51
111  41.19563694 -112.00512093 51
115  41.19563810 -112.00448931
120 Linear Feature 9
111  41.19603827 -112.00545532 51
112  41.19595834 -112.00556601  41.19595446 -112.00566441
111  41.19595834 -112.00556601 51
111  41.19595422 -112.00661111
112  41.19595422 -112.00661111  41.19595705 -112.00667506 51
115  41.19597318 -112.00669643
120 Linear Feature 8
111  41.19603827 -112.00545532 51
112  41.19595886 -112.00530064  41.19595545 -112.00516595
111  41.19595886 -112.00530064 51
115  41.19596112 -112.00449711
120 Linear Feature 7
111  41.19640245 -112.00552266 51
116  41.19634181 -112.00545588  41.19629711 -112.00545089
120 Linear Feature 6
111  41.19640287 -112.00538318 51
112  41.19634181 -112.00545588  41.19629438 -112.00546177
111  41.19634181 -112.00545588 51
111  41.19603827 -112.00545532 51
111  41.19572284 -112.00545474 51
115  41.19476170 -112.00545298
120 Linear Feature 5
111  41.20034457 -112.00011684 1
115  41.20037500 -112.00025321
120 Linear Feature 5
111  41.20038995 -112.00009775 1
115  41.20042038 -112.00023411
120 Linear Feature 4
112  41.20069452 -112.00069521  41.20071762 -112.00089637 51
115  41.20056172 -112.00099677
120 Linear Feature 3
111  41.20090415 -112.00085523 51
112  41.20069452 -112.00069521  41.20062489 -112.00050379
111  41.20069452 -112.00069521 51
115  41.20061907 -112.00037361
120 Linear Feature 2
111  41.20086057 -112.00078103 53
115  41.20090301 -112.00076587
120 Linear Feature 1
111  41.18626767 -112.01378662 53
115  41.18615847 -112.01359882
120 Linear Feature 8
112  41.20024564 -112.00112742  41.20058230 -112.00110395 51
116  41.20052300 -112.00170597  41.20041483 -112.00189815
120 Linear Feature 7
111  41.20133708 -112.00067628 51
111  41.20090415 -112.00085523 51
111  41.20056172 -112.00099677 51
111  41.20024564 -112.00112742 51
111  41.19740069 -112.00230337
112  41.19740069 -112.00230337  41.19730181 -112.00235634 51
111  41.19722484 -112.00244281 51
111  41.19652573 -112.00335753
112  41.19652573 -112.00335753  41.19641344 -112.00350639 51
111  41.19640798 -112.00367169 51
111  41.19640287 -112.00538318 51
111  41.19640245 -112.00552266 51
111  41.19640027 -112.00625392 51
111  41.19639832 -112.00690814
112  41.19639832 -112.00690814  41.19638921 -112.00713083 51
115  41.19630154 -112.00726723
120 Linear Feature 6
112  41.20226278 -112.00004693  41.20213768 -112.00016063 51
112  41.20201576 -112.00001956  41.20193390 -112.00002934
111  41.20201576 -112.00001956 51
111  41.20174072 -112.00006256 1
115  41.20087375 -112.00019798
120 Linear Feature 5
111  41.20342775 -112.00016121 53
115  41.20342207 -112.00011473
120 Linear Feature 5
111  41.19760794 -112.00782266 53 102
115  41.19759579 -112.00779080
120 Linear Feature 5
111  41.19786529 -112.00743334 53 102
115  41.19789110 -112.00745163
120 Linear Feature 5
111  41.19792723 -112.00824139 53
115  41.19789440 -112.00821770
120 Linear Feature 4
111  41.19818798 -112.00783110 53
115  41.19820624 -112.00787690
120 Linear Feature 3
111  41.19781031 -112.00540394 53 102
115  41.19736174 -112.00605595
120 Linear Feature 2
111  41.20360279 -111.99983159 53 102
115  41.20364130 -111.99988236
120 Linear Feature 1
111  41.20316229 -112.00090725 51
111  41.20355531 -112.00038783 51
112  41.20355708 -111.99989140  41.20338768 -111.99964179
111  41.20355708 -111.99989140 51
111  41.20316339 -111.99936570 57
112  41.20285711 -111.99929803  41.20268557 -111.99940656
111  41.20285711 -111.99929803
112  41.20285711 -111.99929803  41.20283379 -111.99931279 51
112  41.20278536 -111.99935924  41.20276092 -111.99938567
111  41.20278536 -111.99935924 51
111  41.20226278 -112.00004693 51
111  41.20214273 -112.00020492
112  41.20214273 -112.00020492  41.20197281 -112.00041688 51
111  41.20174102 -112.00051125 51
111  41.20133708 -112.00067628 51
112  41.20126198 -112.00073697  41.20123687 -112.00076783
111  41.20126198 -112.00073697 51
111  41.20052300 -112.00170597 51
111  41.19707054 -112.00625417 51
111  41.19684947 -112.00654541 51
111  41.19671801 -112.00671858 51
111  41.19630154 -112.00726723 51
111  41.19477568 -112.00927523 51
111  41.19451438 -112.00961909 51
111  41.19421528 -112.01001270 51
111  41.19400675 -112.01028713 51
111  41.19393617 -112.01038000 51
111  41.19356332 -112.01087066 51
111  41.19340116 -112.01108407 51
111  41.19297790 -112.01164106 51
111  41.19256493 -112.01218452 51
111  41.19201289 -112.01291099 51
111  41.19132393 -112.01381765 57
111  41.19120467 -112.01397459 57
111  41.19101794 -112.01422032 51
111  41.19081759 -112.01448397 51
111  41.19053053 -112.01486174 51
111  41.19041819 -112.01500958 51
111  41.19013231 -112.01538579 51
111  41.18993304 -112.01564803 57
111  41.18962623 -112.01605178 51
111  41.18722725 -112.01920878
112  41.18722725 -112.01920878  41.18714658 -112.01936395 51
112  41.18720046 -112.01958182  41.18723076 -112.01966375
111  41.18720046 -112.01958182
112  41.18720046 -112.01958182  41.18721957 -112.01963347 57
111  41.18724134 -112.01966366 57
111  41.18749549 -112.01999933 51
115  41.18792538 -112.02056711
21  41.19087510 -112.01797857 2 44.7300 3.00 3  PAPI-4L
21  41.19842223 -112.01443683 2 179.8000 3.00 17  PAPI-4L
21  41.20027586 -112.00385885 2 224.7300 3.00 21  PAPI-4L
21  41.18954334 -112.01546670 2 359.8200 3.00 35  PAPI-4L
14  41.19358653 -112.00825008  62.34 0 Tower
1300  41.19378173 -112.00968315 224.05 gate jets|turboprops Stand 01
1301 C airline 
1300  41.18717146 -112.01296716 128.66 tie_down props GA Tie-Down 101
1301 A general_aviation 
1300  41.18727381 -112.01285597 128.66 tie_down props GA Tie-Down 100
1301 A general_aviation 
1300  41.18736720 -112.01274776 128.66 tie_down props GA Tie-Down 99
1301 A general_aviation 
1300  41.18745834 -112.01264849 128.66 tie_down props GA Tie-Down 98
1301 A general_aviation 
1300  41.18755994 -112.01253532 128.66 tie_down props GA Tie-Down 97
1301 A general_aviation 
1300  41.18766080 -112.01242909 128.66 tie_down props GA Tie-Down 96
1301 A general_aviation 
1300  41.18775718 -112.01232089 128.66 tie_down props GA Tie-Down 95
1301 A general_aviation 
1300  41.19032733 -112.00944514 359.91 tie_down props GA Tie-Down 94
1301 A general_aviation 
1300  41.19023367 -112.00954330 181.08 tie_down props GA Tie-Down 93
1301 A general_aviation 
1300  41.19032791 -112.00963517   0.62 tie_down props GA Tie-Down 92
1301 A general_aviation 
1300  41.19023341 -112.00973048 180.23 tie_down props GA Tie-Down 91
1301 A general_aviation 
1300  41.19032882 -112.00982440   0.82 tie_down props GA Tie-Down 90
1301 A general_aviation 
1300  41.19023535 -112.00992196 180.40 tie_down props GA Tie-Down 89
1301 A general_aviation 
1300  41.19032852 -112.01001513   0.68 tie_down props GA Tie-Down 88
1301 A general_aviation 
1300  41.19023568 -112.01011133 180.34 tie_down props GA Tie-Down 87
1301 A general_aviation 
1300  41.19032980 -112.01020255   0.68 tie_down props GA Tie-Down 86
1301 A general_aviation 
1300  41.19099970 -112.00945545 359.91 tie_down props GA Tie-Down 85
1301 A general_aviation 
1300  41.19088271 -112.00955084 181.08 tie_down props GA Tie-Down 84
1301 A general_aviation 
1300  41.19100063 -112.00964556   0.62 tie_down props GA Tie-Down 83
1301 A general_aviation 
1300  41.19088892 -112.00973725 180.23 tie_down props GA Tie-Down 82
1301 A general_aviation 
1300  41.19100153 -112.00983538   0.82 tie_down props GA Tie-Down 81
1301 A general_aviation 
1300  41.19088949 -112.00992632 180.40 tie_down props GA Tie-Down 80
1301 A general_aviation 
1300  41.19099986 -112.01002491   0.68 tie_down props GA Tie-Down 79
1301 A general_aviation 
1300  41.19089028 -112.01011147 180.34 tie_down props GA Tie-Down 78
1301 A general_aviation 
1300  41.19100205 -112.01021595   0.68 tie_down props GA Tie-Down 77
1301 A general_aviation 
1300  41.19131177 -112.00945974 359.91 tie_down props GA Tie-Down 76
1301 A general_aviation 
1300  41.19121737 -112.00955369 181.08 tie_down props GA Tie-Down 75
1301 A general_aviation 
1300  41.19131162 -112.00964556   0.62 tie_down props GA Tie-Down 74
1301 A general_aviation 
1300  41.19121712 -112.00974087 180.23 tie_down props GA Tie-Down 73
1301 A general_aviation 
1300  41.19131253 -112.00983479   0.82 tie_down props GA Tie-Down 72
1301 A general_aviation 
1300  41.19121905 -112.00993236 180.40 tie_down props GA Tie-Down 71
1301 A general_aviation 
1300  41.19131223 -112.01002553   0.68 tie_down props GA Tie-Down 70
1301 A general_aviation 
1300  41.19121938 -112.01012173 180.34 tie_down props GA Tie-Down 69
1301 A general_aviation 
1300  41.19131351 -112.01021295   0.68 tie_down props GA Tie-Down 68
1301 A general_aviation 
1300  41.19162661 -112.00945824 359.91 tie_down props GA Tie-Down 67
1301 A general_aviation 
1300  41.19153221 -112.00955219 181.08 tie_down props GA Tie-Down 66
1301 A general_aviation 
1300  41.19162646 -112.00964405   0.62 tie_down props GA Tie-Down 65
1301 A general_aviation 
1300  41.19153196 -112.00973937 180.23 tie_down props GA Tie-Down 64
1301 A general_aviation 
1300  41.19162737 -112.00983329   0.82 tie_down props GA Tie-Down 63
1301 A general_aviation 
1300  41.19153389 -112.00993085 180.40 tie_down props GA Tie-Down 62
1301 A general_aviation 
1300  41.19162707 -112.01002403   0.68 tie_down props GA Tie-Down 61
1301 A general_aviation 
1300  41.19153422 -112.01012023 180.34 tie_down props GA Tie-Down 60
1301 A general_aviation 
1300  41.19162835 -112.01021145   0.68 tie_down props GA Tie-Down 59
1301 A general_aviation 
1300  41.19192674 -112.00946398 359.91 tie_down props GA Tie-Down 58
1301 A general_aviation 
1300  41.19183234 -112.00955793 181.08 tie_down props GA Tie-Down 57
1301 A general_aviation 
1300  41.19192659 -112.00964980   0.62 tie_down props GA Tie-Down 56
1301 A general_aviation 
1300  41.19183208 -112.00974511 180.23 tie_down props GA Tie-Down 55
1301 A general_aviation 
1300  41.19192750 -112.00983903   0.82 tie_down props GA Tie-Down 54
1301 A general_aviation 
1300  41.19183402 -112.00993660 180.40 tie_down props GA Tie-Down 53
1301 A general_aviation 
1300  41.19192719 -112.01002977   0.68 tie_down props GA Tie-Down 52
1301 A general_aviation 
1300  41.19183435 -112.01012597 180.34 tie_down props GA Tie-Down 51
1301 A general_aviation 
1300  41.19192848 -112.01021719   0.68 tie_down props GA Tie-Down 50
1301 A general_aviation 
1300  41.19221973 -112.00946298 359.91 tie_down props GA Tie-Down 49
1301 A general_aviation 
1300  41.19213062 -112.00955744 181.08 tie_down props GA Tie-Down 48
1301 A general_aviation 
1300  41.19221882 -112.00964981   0.62 tie_down props GA Tie-Down 47
1301 A general_aviation 
1300  41.19213225 -112.00974764 180.23 tie_down props GA Tie-Down 46
1301 A general_aviation 
1300  41.19221973 -112.00984507   0.82 tie_down props GA Tie-Down 45
1301 A general_aviation 
1300  41.19213117 -112.00993711 180.40 tie_down props GA Tie-Down 44
1301 A general_aviation 
1300  41.19222018 -112.01002828   0.68 tie_down props GA Tie-Down 43
1301 A general_aviation 
1300  41.19213225 -112.01012297 180.34 tie_down props GA Tie-Down 42
1301 A general_aviation 
1300  41.19222109 -112.01022173   0.68 tie_down props GA Tie-Down 41
1301 A general_aviation 
1300  41.19252103 -112.00946298 359.91 tie_down props GA Tie-Down 40
1301 A general_aviation 
1300  41.19243192 -112.00955743 181.08 tie_down props GA Tie-Down 39
1301 A general_aviation 
1300  41.19252012 -112.00964980   0.62 tie_down props GA Tie-Down 38
1301 A general_aviation 
1300  41.19243355 -112.00974763 180.23 tie_down props GA Tie-Down 37
1301 A general_aviation 
1300  41.19252103 -112.00984507   0.82 tie_down props GA Tie-Down 36
1301 A general_aviation 
1300  41.19243247 -112.00993711 180.40 tie_down props GA Tie-Down 35
1301 A general_aviation 
1300  41.19252148 -112.01002827   0.68 tie_down props GA Tie-Down 34
1301 A general_aviation 
1300  41.19243355 -112.01012297 180.34 tie_down props GA Tie-Down 33
1301 A general_aviation 
1300  41.19252239 -112.01022173   0.68 tie_down props GA Tie-Down 32
1301 A general_aviation 
1300  41.19282303 -112.00946532   0.68 tie_down turboprops|props GA Tie-Down 31
1301 A general_aviation 
1300  41.19282412 -112.00965451   0.68 tie_down turboprops|props GA Tie-Down 30
1301 A general_aviation 
1300  41.19282367 -112.00984736   0.68 tie_down turboprops|props GA Tie-Down 29
1301 A general_aviation 
1300  41.19282639 -112.01003479   0.68 tie_down turboprops|props GA Tie-Down 28
1301 A general_aviation 
1300  41.19463241 -112.00649075 225.96 tie_down turboprops|props GA Tie-Down 27
1301 A general_aviation 
1300  41.19581842 -112.00585726 359.53 tie_down turboprops|props GA Tie-Down 26
1301 A general_aviation 
1300  41.19581853 -112.00606544 359.53 tie_down turboprops|props GA Tie-Down 25
1301 A general_aviation 
1300  41.19581871 -112.00627647 359.53 tie_down turboprops|props GA Tie-Down 24
1301 A general_aviation 
1300  41.19618908 -112.00567875 359.53 tie_down props GA Tie-Down 23
1301 A general_aviation 
1300  41.19609468 -112.00576789 180.01 tie_down props GA Tie-Down 22
1301 A general_aviation 
1300  41.19618893 -112.00585976 359.94 tie_down props GA Tie-Down 21
1301 A general_aviation 
1300  41.19609442 -112.00595508 180.62 tie_down props GA Tie-Down 20
