A
1050 Generated by WorldEditor 2.0.0r4

1   1478 1 0 KDVT Deer Valley
111  33.69404622 -112.07913798
111  33.69404476 -112.07933503
111  33.69404327 -112.07953495
111  33.69404180 -112.07973313
111  33.69404031 -112.07993305
111  33.69403884 -112.08013123
111  33.69403735 -112.08033115
113  33.69403604 -112.08050807
110 2 0.00 0.0000 New Taxiway 30
111  33.69424224 -112.08050467
111  33.69424275 -112.08042631
111  33.69424404 -112.08022862
111  33.69424533 -112.08003094
111  33.69424663 -112.07983114
111  33.69424791 -112.07963346
111  33.69424922 -112.07943367
111  33.69425050 -112.07923598
111  33.69425159 -112.07906964
111  33.69434638 -112.07907038
111  33.69434594 -112.07913788
111  33.69434465 -112.07933478
111  33.69434334 -112.07953458
111  33.69434204 -112.07973261
111  33.69434073 -112.07993240
111  33.69433944 -112.08013044
111  33.69433813 -112.08033023
113  33.69433697 -112.08050703
110 2 0.00 0.0000 New Taxiway 30
111  33.69172739 -112.07848578
111  33.69172749 -112.07838755
111  33.69172776 -112.07813973
111  33.69172802 -112.07789191
111  33.69172828 -112.07764146
111  33.69172855 -112.07739365
111  33.69172881 -112.07714319
111  33.69172891 -112.07705030
111  33.69185688 -112.07705030
111  33.69185664 -112.07726874
111  33.69185637 -112.07751700
111  33.69185609 -112.07776745
111  33.69185582 -112.07801570
111  33.69185555 -112.07826616
113  33.69185530 -112.07848779
110 2 0.00 0.0000 New Taxiway 30
111  33.69206601 -112.07848962
111  33.69206612 -112.07839139
111  33.69206638 -112.07814357
111  33.69206664 -112.07789575
111  33.69206691 -112.07764529
111  33.69206717 -112.07739748
111  33.69206744 -112.07714703
111  33.69206754 -112.07705413
111  33.69219551 -112.07705413
111  33.69219527 -112.07727257
111  33.69219500 -112.07752083
111  33.69219472 -112.07777128
111  33.69219445 -112.07801954
111  33.69219417 -112.07827000
113  33.69219393 -112.07849163
110 2 0.00 0.0000 New Taxiway 30
111  33.69240545 -112.07848976
111  33.69240555 -112.07839153
111  33.69240582 -112.07814371
111  33.69240608 -112.07789589
111  33.69240635 -112.07764543
111  33.69240661 -112.07739762
111  33.69240687 -112.07714716
111  33.69240697 -112.07705427
111  33.69253494 -112.07705427
111  33.69253470 -112.07727271
111  33.69253443 -112.07752097
111  33.69253416 -112.07777142
111  33.69253389 -112.07801968
111  33.69253361 -112.07827014
113  33.69253337 -112.07849177
110 2 0.00 0.0000 New Taxiway 30
111  33.69274234 -112.07849741
111  33.69274242 -112.07841884
111  33.69274264 -112.07822063
111  33.69274285 -112.07802242
111  33.69274307 -112.07782210
111  33.69274329 -112.07762390
111  33.69274351 -112.07742358
111  33.69274372 -112.07722536
111  33.69274391 -112.07705859
111  33.69283590 -112.07705859
111  33.69283582 -112.07712626
111  33.69283560 -112.07732369
111  33.69283538 -112.07752401
111  33.69283515 -112.07772257
111  33.69283493 -112.07792289
111  33.69283471 -112.07812145
111  33.69283448 -112.07832177
113  33.69283428 -112.07849903
110 2 0.00 0.0000 New Taxiway 30
111  33.69303767 -112.07849741
111  33.69303776 -112.07841884
111  33.69303797 -112.07822063
111  33.69303819 -112.07802242
111  33.69303841 -112.07782210
111  33.69303862 -112.07762389
111  33.69303884 -112.07742357
111  33.69303906 -112.07722536
111  33.69303924 -112.07705858
111  33.69313123 -112.07705858
111  33.69313116 -112.07712625
111  33.69313093 -112.07732368
111  33.69313071 -112.07752401
111  33.69313049 -112.07772257
111  33.69313026 -112.07792289
111  33.69313004 -112.07812145
111  33.69312981 -112.07832177
113  33.69312962 -112.07849903
110 2 0.00 0.0000 New Taxiway 30
111  33.69333024 -112.07849741
111  33.69333033 -112.07841884
111  33.69333055 -112.07822063
111  33.69333076 -112.07802242
111  33.69333098 -112.07782210
111  33.69333120 -112.07762389
111  33.69333141 -112.07742357
111  33.69333163 -112.07722535
111  33.69333181 -112.07705858
111  33.69342381 -112.07705858
111  33.69342373 -112.07712625
111  33.69342351 -112.07732368
111  33.69342328 -112.07752400
111  33.69342306 -112.07772257
111  33.69342283 -112.07792288
111  33.69342261 -112.07812145
111  33.69342239 -112.07832177
113  33.69342219 -112.07849903
110 2 0.00 0.0000 New Taxiway 30
111  33.69362282 -112.07850073
111  33.69362290 -112.07842216
111  33.69362312 -112.07822395
111  33.69362333 -112.07802573
111  33.69362355 -112.07782541
111  33.69362377 -112.07762720
111  33.69362399 -112.07742688
111  33.69362420 -112.07722867
111  33.69362438 -112.07706189
111  33.69371638 -112.07706189
111  33.69371630 -112.07712956
111  33.69371608 -112.07732699
111  33.69371586 -112.07752732
111  33.69371563 -112.07772588
111  33.69371541 -112.07792620
111  33.69371519 -112.07812476
111  33.69371496 -112.07832508
113  33.69371476 -112.07850235
110 2 0.00 0.0000 New Taxiway 30
111  33.69391539 -112.07850405
111  33.69391548 -112.07842548
111  33.69391569 -112.07822726
111  33.69391591 -112.07802905
111  33.69391613 -112.07782873
111  33.69391634 -112.07763052
111  33.69391656 -112.07743020
111  33.69391678 -112.07723198
111  33.69391696 -112.07706520
111  33.69400895 -112.07706520
111  33.69400888 -112.07713288
111  33.69400865 -112.07733031
111  33.69400843 -112.07753063
111  33.69400821 -112.07772920
111  33.69400798 -112.07792951
111  33.69400776 -112.07812808
111  33.69400753 -112.07832840
113  33.69400734 -112.07850567
110 2 0.00 0.0000 New Taxiway 30
111  33.69420796 -112.07850405
111  33.69420805 -112.07842548
111  33.69420827 -112.07822726
111  33.69420848 -112.07802905
111  33.69420870 -112.07782873
111  33.69420891 -112.07763052
111  33.69420913 -112.07743020
111  33.69420935 -112.07723198
111  33.69420953 -112.07706520
111  33.69430152 -112.07706520
111  33.69430145 -112.07713287
111  33.69430123 -112.07733030
111  33.69430100 -112.07753063
111  33.69430078 -112.07772919
111  33.69430055 -112.07792951
111  33.69430033 -112.07812808
111  33.69430011 -112.07832840
113  33.69429991 -112.07850567
110 2 0.00 0.0000 New Taxiway 30
111  33.69173093 -112.07671119
111  33.69173104 -112.07661296
111  33.69173130 -112.07636514
111  33.69173156 -112.07611732
111  33.69173183 -112.07586687
111  33.69173209 -112.07561906
111  33.69173236 -112.07536860
111  33.69173246 -112.07527571
111  33.69186043 -112.07527571
111  33.69186019 -112.07549415
111  33.69185992 -112.07574241
111  33.69185964 -112.07599286
111  33.69185937 -112.07624111
111  33.69185909 -112.07649157
113  33.69185885 -112.07671320
110 2 0.00 0.0000 New Taxiway 30
111  33.69206956 -112.07671503
111  33.69206966 -112.07661680
111  33.69206993 -112.07636898
111  33.69207019 -112.07612116
111  33.69207045 -112.07587070
111  33.69207072 -112.07562289
111  33.69207098 -112.07537244
111  33.69207108 -112.07527954
111  33.69219905 -112.07527954
111  33.69219881 -112.07549798
111  33.69219854 -112.07574624
111  33.69219827 -112.07599669
111  33.69219800 -112.07624495
111  33.69219772 -112.07649541
113  33.69219748 -112.07671704
110 2 0.00 0.0000 New Taxiway 30
111  33.69240900 -112.07671517
111  33.69240910 -112.07661694
111  33.69240936 -112.07636912
111  33.69240963 -112.07612130
111  33.69240989 -112.07587084
111  33.69241015 -112.07562303
111  33.69241042 -112.07537257
111  33.69241052 -112.07527968
111  33.69253849 -112.07527968
111  33.69253825 -112.07549812
111  33.69253798 -112.07574638
111  33.69253770 -112.07599683
111  33.69253743 -112.07624509
111  33.69253716 -112.07649555
113  33.69253691 -112.07671718
110 2 0.00 0.0000 New Taxiway 30
111  33.69274588 -112.07672282
111  33.69274597 -112.07664425
111  33.69274618 -112.07644604
111  33.69274640 -112.07624783
111  33.69274662 -112.07604751
111  33.69274684 -112.07584931
111  33.69274705 -112.07564899
111  33.69274727 -112.07545077
111  33.69274745 -112.07528400
111  33.69283944 -112.07528400
111  33.69283937 -112.07535167
111  33.69283915 -112.07554910
111  33.69283892 -112.07574942
111  33.69283870 -112.07594798
111  33.69283847 -112.07614830
111  33.69283825 -112.07634686
111  33.69283803 -112.07654718
113  33.69283783 -112.07672444
110 2 0.00 0.0000 New Taxiway 30
111  33.69304122 -112.07672282
111  33.69304130 -112.07664425
111  33.69304152 -112.07644604
111  33.69304174 -112.07624783
111  33.69304195 -112.07604751
111  33.69304217 -112.07584930
111  33.69304239 -112.07564899
111  33.69304260 -112.07545077
111  33.69304279 -112.07528399
111  33.69313478 -112.07528399
111  33.69313470 -112.07535166
111  33.69313448 -112.07554909
111  33.69313426 -112.07574942
111  33.69313403 -112.07594798
111  33.69313381 -112.07614830
111  33.69313359 -112.07634686
111  33.69313336 -112.07654718
113  33.69313316 -112.07672444
110 2 0.00 0.0000 New Taxiway 30
111  33.69333379 -112.07672282
111  33.69333388 -112.07664425
111  33.69333409 -112.07644604
111  33.69333431 -112.07624783
111  33.69333453 -112.07604751
111  33.69333474 -112.07584930
111  33.69333496 -112.07564898
111  33.69333518 -112.07545076
111  33.69333536 -112.07528399
111  33.69342735 -112.07528399
111  33.69342727 -112.07535166
111  33.69342705 -112.07554909
111  33.69342683 -112.07574941
111  33.69342661 -112.07594798
111  33.69342638 -112.07614829
111  33.69342616 -112.07634686
111  33.69342593 -112.07654718
113  33.69342573 -112.07672444
110 2 0.00 0.0000 New Taxiway 30
111  33.69362636 -112.07672614
111  33.69362645 -112.07664757
111  33.69362666 -112.07644935
111  33.69362688 -112.07625114
111  33.69362710 -112.07605082
111  33.69362732 -112.07585262
111  33.69362753 -112.07565229
111  33.69362775 -112.07545408
111  33.69362793 -112.07528730
111  33.69371992 -112.07528730
111  33.69371985 -112.07535497
111  33.69371963 -112.07555240
111  33.69371940 -112.07575273
111  33.69371918 -112.07595129
111  33.69371895 -112.07615161
111  33.69371873 -112.07635017
111  33.69371851 -112.07655049
113  33.69371831 -112.07672776
110 2 0.00 0.0000 New Taxiway 30
111  33.69391894 -112.07672946
111  33.69391902 -112.07665089
111  33.69391924 -112.07645267
111  33.69391945 -112.07625446
111  33.69391967 -112.07605414
111  33.69391989 -112.07585593
111  33.69392011 -112.07565561
111  33.69392032 -112.07545739
111  33.69392050 -112.07529061
111  33.69401250 -112.07529061
111  33.69401242 -112.07535829
111  33.69401220 -112.07555572
111  33.69401198 -112.07575604
111  33.69401175 -112.07595461
111  33.69401153 -112.07615492
111  33.69401130 -112.07635349
111  33.69401108 -112.07655381
113  33.69401088 -112.07673108
110 2 0.00 0.0000 New Taxiway 30
111  33.69421151 -112.07672946
111  33.69421159 -112.07665089
111  33.69421181 -112.07645267
111  33.69421203 -112.07625446
111  33.69421225 -112.07605414
111  33.69421246 -112.07585593
111  33.69421268 -112.07565560
111  33.69421289 -112.07545739
111  33.69421308 -112.07529061
111  33.69430507 -112.07529061
111  33.69430499 -112.07535828
111  33.69430477 -112.07555571
111  33.69430455 -112.07575604
111  33.69430432 -112.07595460
111  33.69430410 -112.07615492
111  33.69430388 -112.07635349
111  33.69430365 -112.07655381
113  33.69430345 -112.07673108
110 2 0.00 360.0000 New Taxiway 3
111  33.68402302 -112.08831826
111  33.68402018 -112.08812126
111  33.68418411 -112.08812126
113  33.68418885 -112.08831712
110 1 350.00 0.0000 New Taxiway 14
111  33.69121587 -112.06982647
111  33.69095540 -112.07428749
112  33.69095540 -112.07428749  33.69094932 -112.07446539
111  33.69102982 -112.07458933
111  33.69136405 -112.07504242
112  33.69136405 -112.07504242  33.69139041 -112.07508507
111  33.69138927 -112.07514045
111  33.69134305 -112.07598357
112  33.69134305 -112.07598357  33.69133449 -112.07607220
111  33.69127558 -112.07614440
111  33.69086979 -112.07656495
112  33.69083312 -112.07665407  33.69083081 -112.07670380
111  33.69083312 -112.07665407
111  33.69084227 -112.07677053
111  33.69138973 -112.07677621
112  33.69138973 -112.07677621  33.69143231 -112.07677328
111  33.69144085 -112.07669685
111  33.69155750 -112.07483801
111  33.69222680 -112.07483137
111  33.69233543 -112.07499577
111  33.69324396 -112.07500087
111  33.69332914 -112.07485430
111  33.69374400 -112.07486064
111  33.69384253 -112.07500423
111  33.69435444 -112.07500711
111  33.69435373 -112.07502915
111  33.69442360 -112.07502154
111  33.69444108 -112.07499773
111  33.69450501 -112.07499780
111  33.69449954 -112.07673453
111  33.69430345 -112.07673108
111  33.69421151 -112.07672946
111  33.69207130 -112.07671777
111  33.69207117 -112.07704610
111  33.69401501 -112.07705111
111  33.69449861 -112.07703108
111  33.69449299 -112.07881732
111  33.69454190 -112.07882342
111  33.69454264 -112.08051128
111  33.69208689 -112.08049788
111  33.69208697 -112.08081226
111  33.69454278 -112.08083736 3
111  33.69453126 -112.08246409 3
111  33.69343802 -112.08245512 3
111  33.69331768 -112.08256254 3
111  33.69311174 -112.08255926 3
111  33.69301089 -112.08245539 3
111  33.69059182 -112.08242049
112  33.69059182 -112.08242049  33.69049276 -112.08242741
112  33.69047337 -112.08253480  33.69046515 -112.08261954
111  33.69047337 -112.08253480
111  33.69019166 -112.08731296 53 102
111  33.69028594 -112.08733413 53 102
111  33.69035057 -112.08733800 53 102
111  33.69035753 -112.08722049 53 102
111  33.69036368 -112.08711687 53
111  33.69080725 -112.08715521 3
111  33.69081127 -112.09043126 3
111  33.69063467 -112.09041605 3
111  33.69011042 -112.09036990
112  33.69011042 -112.09036990  33.69004341 -112.09038454
112  33.69000515 -112.09048464  33.68999297 -112.09056371
111  33.69000515 -112.09048464
111  33.68991720 -112.09206849
111  33.69082471 -112.09218922
111  33.69081457 -112.09238052
111  33.68934056 -112.09221187
111  33.68931609 -112.09217127 3 102
111  33.68813781 -112.09203717
111  33.68795337 -112.09221181
111  33.68779556 -112.09219112
111  33.68752645 -112.09215585
111  33.68737525 -112.09194986
112  33.68737525 -112.09194986  33.68725115 -112.09194284
111  33.68721350 -112.09206177
111  33.68694643 -112.09207480
112  33.68694643 -112.09207480  33.68690419 -112.09191403 3 102
111  33.68682350 -112.09189649 3 102
111  33.68668752 -112.09188430 3 102
111  33.68667238 -112.09188294 3 102
111  33.68651309 -112.09216860 3 102
111  33.68641528 -112.09215807
112  33.68641528 -112.09215807  33.68633248 -112.09217127 3 102
111  33.68629994 -112.09224404 3 102
111  33.68612171 -112.09517091
112  33.68612171 -112.09517091  33.68612142 -112.09525862 3 102
112  33.68624176 -112.09535135  33.68633470 -112.09536320
111  33.68624176 -112.09535135 3 102
111  33.68648107 -112.09537128 3 102
111  33.68664000 -112.09538453
112  33.68664000 -112.09538453  33.68671299 -112.09538306 102
111  33.68676038 -112.09525750
111  33.68673524 -112.09567713 102
112  33.68663641 -112.09552261  33.68654638 -112.09546559
111  33.68663641 -112.09552261 3 102
111  33.68647406 -112.09550580 3 102
111  33.68623490 -112.09548103
112  33.68623490 -112.09548103  33.68612743 -112.09548712 3 102
111  33.68610050 -112.09560764 3 102
111  33.68608025 -112.09593848
112  33.68608025 -112.09593848  33.68608785 -112.09607047 3 102
111  33.68619077 -112.09608687 3 102
111  33.68643856 -112.09610859 3 102
111  33.68656848 -112.09611997
112  33.68656848 -112.09611997  33.68668090 -112.09611997 102
111  33.68671779 -112.09598591
111  33.68670604 -112.09626053 3 102
111  33.68643098 -112.09623844 3 102
111  33.68621381 -112.09622099 3 102
111  33.68609012 -112.09625644 3 102
111  33.68605639 -112.09636431 3 102
111  33.68603993 -112.09641693 3 102
111  33.68601143 -112.09672808 3 102
111  33.68597034 -112.09741060
112  33.68597034 -112.09741060  33.68595452 -112.09757582 3 102
111  33.68582233 -112.09757463 3 102
111  33.68568485 -112.09756586
112  33.68568485 -112.09756586  33.68556441 -112.09754978 3 102
111  33.68555106 -112.09739828 3 102
111  33.68561176 -112.09632783 3 102
111  33.68561596 -112.09625381
112  33.68561596 -112.09625381  33.68567983 -112.09607105 3 102
111  33.68568490 -112.09591753 3 102
111  33.68573039 -112.09511982 3 102
111  33.68584529 -112.09513505
112  33.68584529 -112.09513505  33.68585989 -112.09534209 3 102
112  33.68601765 -112.09513709  33.68606436 -112.09490549
111  33.68601765 -112.09513709 3 102
111  33.68619404 -112.09213655
112  33.68619404 -112.09213655  33.68617232 -112.09200330 3 102
111  33.68607772 -112.09198405 3
111  33.68599034 -112.09197755
111  33.68570169 -112.09195611
112  33.68570169 -112.09195611  33.68567833 -112.09195786
111  33.68567006 -112.09197716
111  33.68547555 -112.09290249
111  33.68539723 -112.09287751
111  33.68538754 -112.09292408
111  33.68527737 -112.09288904
111  33.68532378 -112.09266084
111  33.68516923 -112.09261272
112  33.68516923 -112.09261272  33.68517653 -112.09252938
111  33.68514902 -112.09252916
111  33.68506386 -112.09252944
112  33.68506386 -112.09252944  33.68501909 -112.09253858
112  33.68495498 -112.09260546  33.68489162 -112.09261155
111  33.68495498 -112.09260546
111  33.68488728 -112.09260692
111  33.68488173 -112.09263564
111  33.68480257 -112.09261055
111  33.68482232 -112.09252245
111  33.68473035 -112.09249279
111  33.68471091 -112.09258006
111  33.68455677 -112.09253245
111  33.68454443 -112.09258158
111  33.68446009 -112.09255625
111  33.68447344 -112.09249599
111  33.68437831 -112.09246740
111  33.68436462 -112.09252756
111  33.68428800 -112.09250455
111  33.68426594 -112.09253676
111  33.68412486 -112.09249543
