A
1000 Generated by WorldEditor

1     78 1 0 KNFG Camp Pendleton MCAS
112  33.30890429 -117.34450112  33.30888358 -117.34447633 51
112  33.30875039 -117.34445622  33.30869214 -117.34451507 51
112  33.30834913 -117.34492836  33.30833230 -117.34494849 51
112  33.30835674 -117.34509144  33.30842405 -117.34518283 51
112  33.30894390 -117.34583957  33.30897313 -117.34588066 51
112  33.30914683 -117.34586967  33.30923378 -117.34576825 51
114  33.30947205 -117.34548391  33.30956655 -117.34537084 51
120 Linear Feature 195
112  33.30888910 -117.34576852  33.30878943 -117.34564151 51
112  33.30835554 -117.34509426  33.30833483 -117.34506947 51
112  33.30820968 -117.34507646  33.30815143 -117.34513531 51
112  33.30780842 -117.34554860  33.30779159 -117.34556873 51
112  33.30781603 -117.34571168  33.30788334 -117.34580307 51
112  33.30840183 -117.34646252  33.30843105 -117.34650361 51
112  33.30860340 -117.34648389  33.30869035 -117.34638247 51
114  33.30892879 -117.34609843  33.30902329 -117.34598536 51
120 Linear Feature 195
112  33.30857930 -117.34797604  33.30847963 -117.34784903 51
112  33.30805535 -117.34730959  33.30803464 -117.34728481 51
112  33.30790186 -117.34728443  33.30784361 -117.34734329 51
112  33.30750060 -117.34775657  33.30748377 -117.34777671 51
112  33.30750821 -117.34791966  33.30757552 -117.34801104 51
112  33.30809400 -117.34867049  33.30812323 -117.34871159 51
112  33.30829830 -117.34869294  33.30838525 -117.34859152 51
114  33.30862143 -117.34831129  33.30871592 -117.34819822 51
120 Linear Feature 195
112  33.30912590 -117.34736801  33.30902623 -117.34724100 51
112  33.30860168 -117.34669949  33.30858097 -117.34667470 51
112  33.30845144 -117.34667382  33.30839319 -117.34673268 51
112  33.30805017 -117.34714596  33.30803335 -117.34716610 51
112  33.30805669 -117.34730773  33.30812400 -117.34739912 51
112  33.30864139 -117.34805660  33.30867061 -117.34809769 51
112  33.30884788 -117.34808233  33.30893483 -117.34798091 51
114  33.30917100 -117.34770068  33.30926550 -117.34758761 51
120 Linear Feature 195
112  33.30965525 -117.34673620  33.30955558 -117.34660919 51
112  33.30913924 -117.34607846  33.30911853 -117.34605368 51
112  33.30897946 -117.34604201  33.30892121 -117.34610087 51
112  33.30857820 -117.34651415  33.30856137 -117.34653429 51
112  33.30858581 -117.34667724  33.30865312 -117.34676862 51
112  33.30917161 -117.34742807  33.30920083 -117.34746917 51
112  33.30937591 -117.34745052  33.30946285 -117.34734910 51
114  33.30969903 -117.34706887  33.30979352 -117.34695580 51
120 Linear Feature 195
112  33.31019812 -117.34612262  33.31009845 -117.34599561 51
112  33.30967665 -117.34547205  33.30965594 -117.34544727 51
112  33.30952275 -117.34542846  33.30946450 -117.34548732 51
112  33.30912148 -117.34590060  33.30910466 -117.34592074 51
112  33.30912910 -117.34606369  33.30919641 -117.34615507 51
112  33.30971489 -117.34681452  33.30974412 -117.34685562 51
112  33.30991919 -117.34683698  33.31000614 -117.34673556 51
114  33.31024232 -117.34645532  33.31033681 -117.34634225 51
120 Linear Feature 195
112  33.31074487 -117.34550750  33.31064521 -117.34538049 51
112  33.31022299 -117.34485980  33.31020227 -117.34483502 51
112  33.31006909 -117.34481490  33.31001084 -117.34487376 51
112  33.30966782 -117.34528704  33.30965099 -117.34530718 51
112  33.30966885 -117.34545736  33.30973616 -117.34554874 51
112  33.31025987 -117.34620097  33.31028910 -117.34624206 51
112  33.31046553 -117.34622342  33.31055248 -117.34612200 51
114  33.31078865 -117.34584176  33.31088315 -117.34572869 51
120 Linear Feature 194
112  33.31035799 -117.34502421  33.31029605 -117.34494496 51
111  33.31034563 -117.34486014 51
111  33.31061561 -117.34454557 51
116  33.31077522 -117.34457706  33.31083258 -117.34464498
120 Linear Feature 194
112  33.31052439 -117.34523429  33.31046038 -117.34515553 51
111  33.31054154 -117.34508290 51
111  33.31081254 -117.34476741 51
116  33.31092602 -117.34476780  33.31098339 -117.34483572
120 Linear Feature 194
112  33.31067702 -117.34542202  33.31061302 -117.34534326 51
111  33.31067849 -117.34528531 51
111  33.31094950 -117.34496983 51
116  33.31105805 -117.34497307  33.31111541 -117.34504099
120 Linear Feature 193
112  33.31103621 -117.34542097  33.31099229 -117.34548964 51
112  33.31073742 -117.34549549  33.31067151 -117.34541663 51
112  33.31035534 -117.34502105  33.31032320 -117.34497585 51
112  33.31034642 -117.34486031  33.31037722 -117.34480619
111  33.31034642 -117.34486031
112  33.31034642 -117.34486031  33.31039150 -117.34480437 51
116  33.31061562 -117.34454545  33.31064408 -117.34451139
120 Linear Feature 192
111  33.31085783 -117.34592270 51
112  33.31108579 -117.34523038  33.31110650 -117.34507394 51
112  33.31101436 -117.34488983  33.31096129 -117.34480619 51
115  33.31077530 -117.34457719
120 Linear Feature 190
111  33.31032391 -117.34765745 51
112  33.31028583 -117.34713384  33.31018989 -117.34699298 51
116  33.30992461 -117.34702598  33.30982281 -117.34711031
120 Linear Feature 189
112  33.30959637 -117.34803118  33.30954976 -117.34803026 51
116  33.30945527 -117.34758093  33.30961441 -117.34736089
120 Linear Feature 185
111  33.30992391 -117.34822343 4
115  33.30992628 -117.34787940
120 Linear Feature 183
112  33.30904019 -117.34807091  33.30913379 -117.34799432 51
112  33.31014398 -117.34804772  33.31020444 -117.34804522 51
112  33.31053611 -117.34827163  33.31063409 -117.34843876 51
112  33.31044096 -117.34880347  33.31034506 -117.34891323 51
115  33.31029753 -117.34897141
120 Linear Feature 180
111  33.31041810 -117.34989436 4
115  33.31005445 -117.35032381
120 Linear Feature 177
112  33.31036552 -117.35044141  33.31036617 -117.35040493 51
112  33.30989495 -117.35011041  33.30958317 -117.35013131
111  33.30989495 -117.35011041
112  33.30989495 -117.35011041  33.30978169 -117.35012265 51
116  33.30936886 -117.35017563  33.30928473 -117.35026392
120 Linear Feature 178
111  33.30925557 -117.35030822 51
115  33.30936888 -117.35017561
120 Linear Feature 178
111  33.31015241 -117.34925029 51
115  33.31030059 -117.34907379
120 Linear Feature 176
112  33.31046689 -117.35017653  33.31038416 -117.35017726 51
116  33.31030672 -117.35009275  33.31029223 -117.35003567
120 Linear Feature 175
112  33.31046689 -117.35017653  33.31042347 -117.35017713 51
116  33.31036552 -117.35044145  33.31036905 -117.35061453
120 Linear Feature 174
112  33.31036554 -117.35044143  33.31037936 -117.35013060 51
116  33.31015242 -117.34925028  33.31027459 -117.34908723
120 Linear Feature 173
111  33.31175696 -117.35038142 21
115  33.31244421 -117.34923708
120 Linear Feature 172
111  33.30972385 -117.35319630 21
111  33.31105962 -117.35154373 21
115  33.31166934 -117.35052339
120 Linear Feature 171
111  33.31160417 -117.34987122 51
116  33.31143320 -117.34986573  33.31137171 -117.34996098
120 Linear Feature 171
111  33.31177155 -117.34959707 51
116  33.31160470 -117.34958370  33.31155100 -117.34967313
120 Linear Feature 171
111  33.31193203 -117.34932017 51
116  33.31176956 -117.34931273  33.31170808 -117.34940798
120 Linear Feature 170
111  33.31186148 -117.35010032 51
115  33.31160416 -117.34987122
120 Linear Feature 170
111  33.31203066 -117.34982161 51
115  33.31177144 -117.34959704
120 Linear Feature 170
111  33.31218934 -117.34954926 51
115  33.31193202 -117.34932015
120 Linear Feature 169
112  33.31102225 -117.35054229  33.31108123 -117.35044620 51
116  33.31097187 -117.35018490  33.31077990 -117.35018808
120 Linear Feature 168
112  33.31127846 -117.35012039  33.31122703 -117.35020523 51
112  33.31110429 -117.35018638  33.31108404 -117.35018695
111  33.31110429 -117.35018638
112  33.31110429 -117.35018638  33.31107452 -117.35018720 51
115  33.31046688 -117.35017654
120 Linear Feature 167
111  33.31129872 -117.35029936 51
116  33.31115392 -117.35032551  33.31109654 -117.35042442
120 Linear Feature 166
111  33.31157898 -117.35054708 51
111  33.31119018 -117.35020299 51
116  33.31115631 -117.35018753  33.31114217 -117.35018847
120 Linear Feature 165
111  33.31118152 -117.35049064 51
116  33.31114901 -117.35033347  33.31118941 -117.35026417
120 Linear Feature 164
111  33.31118152 -117.35049064 51
116  33.31102223 -117.35054226  33.31095098 -117.35066083
120 Linear Feature 163
111  33.31104272 -117.35071877 51
116  33.31102219 -117.35054230  33.31107106 -117.35046005
120 Linear Feature 162
111  33.31104268 -117.35071873 51
116  33.31089015 -117.35075970  33.31082372 -117.35087358
120 Linear Feature 161
111  33.31146299 -117.35073299 51
115  33.31118152 -117.35049064
120 Linear Feature 161
111  33.31132695 -117.35095984 51
115  33.31104267 -117.35071875
120 Linear Feature 160
111  33.31014034 -117.35200005 51
116  33.31016189 -117.35176230  33.31028469 -117.35161499
120 Linear Feature 159
111  33.30991023 -117.35228125 51
116  33.30993003 -117.35204212  33.31004133 -117.35190856
120 Linear Feature 158
111  33.30991023 -117.35228124 51
115  33.31013107 -117.35253613
120 Linear Feature 158
111  33.31014028 -117.35200002 51
115  33.31036130 -117.35225501
120 Linear Feature 157
111  33.31090004 -117.35094376 51
116  33.31089014 -117.35075981  33.31095593 -117.35065721
120 Linear Feature 156
111  33.31090003 -117.35094375 51
116  33.31074641 -117.35099654  33.31069087 -117.35109995
120 Linear Feature 155
111  33.31118745 -117.35118414 51
115  33.31090003 -117.35094375
120 Linear Feature 154
111  33.31075094 -117.35116962 51
116  33.31074641 -117.35099654  33.31080281 -117.35090637
120 Linear Feature 153
111  33.31103172 -117.35140317 51
112  33.31075093 -117.35116961  33.31072787 -117.35114925 51
112  33.31061427 -117.35121414  33.31057200 -117.35127917
111  33.31061427 -117.35121414
112  33.31061427 -117.35121414  33.31051146 -117.35135341 51
112  33.31043380 -117.35124661  33.31043345 -117.35124641
111  33.31043380 -117.35124661
112  33.31043380 -117.35124661  33.31043279 -117.35124628 51
116  33.31038315 -117.35115797  33.31038009 -117.35112394
120 Linear Feature 152
111  33.31039364 -117.35171104 51
112  33.31035506 -117.35163268  33.31034345 -117.35158240
111  33.31035506 -117.35163268
112  33.31035506 -117.35163268  33.31035166 -117.35157699 51
115  33.31037804 -117.35142423
120 Linear Feature 151
111  33.31039362 -117.35171102 51
115  33.31060026 -117.35195593
120 Linear Feature 149
111  33.31031524 -117.35157658 51
112  33.31037029 -117.35145841  33.31038550 -117.35140785 51
111  33.31038730 -117.35132270 51
115  33.31036554 -117.35044139
120 Linear Feature 148
111  33.31081284 -117.35169946 51
115  33.31042267 -117.35123367
120 Linear Feature 147
111  33.31061373 -117.35121507 51
112  33.31190197 -117.34909635  33.31195157 -117.34901838 51
112  33.31206006 -117.34906132  33.31212911 -117.34912300
111  33.31206006 -117.34906132
112  33.31206006 -117.34906132  33.31215342 -117.34914046 51
115  33.31233626 -117.34931385
120 Linear Feature 145
111  33.31042791 -117.35040500 1
112  33.31044503 -117.35030843  33.31046645 -117.35027110
111  33.31044503 -117.35030843
112  33.31044503 -117.35030843  33.31046855 -117.35027277 1
111  33.31050943 -117.35027195 1
111  33.31099379 -117.35027648 1
112  33.31102778 -117.35031862  33.31103761 -117.35035425
111  33.31102778 -117.35031862
112  33.31102778 -117.35031862  33.31103544 -117.35034491 1
111  33.31102267 -117.35038447 1
111  33.31101524 -117.35040519 1
111  33.31055978 -117.35114875 1
112  33.31047736 -117.35115574  33.31042375 -117.35114239
111  33.31047736 -117.35115574
112  33.31047736 -117.35115574  33.31044358 -117.35114832 1
114  33.31044217 -117.35107156  33.31044146 -117.35106942 1
120 Linear Feature 187
111  33.31017383 -117.34763939 4
115  33.31046510 -117.34773431
120 Linear Feature 132
112  33.31073179 -117.34803623  33.31062397 -117.34803689 1
112  33.31048125 -117.34792564  33.31045217 -117.34785395
111  33.31048125 -117.34792564
112  33.31048125 -117.34792564  33.31044492 -117.34784171 1
112  33.31048294 -117.34764677  33.31050262 -117.34758276
111  33.31048294 -117.34764677
112  33.31048294 -117.34764677  33.31051826 -117.34756948 1
112  33.31138599 -117.34506729  33.31136959 -117.34486926
111  33.31138599 -117.34506729
112  33.31138599 -117.34506729  33.31136075 -117.34491434 1
112  33.31119656 -117.34467620  33.31116096 -117.34463230
111  33.31119656 -117.34467620
112  33.31119656 -117.34467620  33.31117903 -117.34465416 1
115  33.31073527 -117.34405268
120 Linear Feature 144
112  33.31048525 -117.34924866  33.31048314 -117.34925235 1
112  33.31046022 -117.34930571  33.31043887 -117.34935815 1
112  33.31041507 -117.34952867  33.31041502 -117.34955061 1
111  33.31041961 -117.35001312 1
112  33.31044345 -117.35006675  33.31046730 -117.35008241 1
111  33.31048494 -117.35008207 1
111  33.31074250 -117.35009121 1
111  33.31112897 -117.35010435 1
112  33.31118690 -117.35008713  33.31122018 -117.35006572 1
111  33.31122888 -117.35004786 1
111  33.31159668 -117.34944577 1
111  33.31198170 -117.34881441 1
111  33.31251795 -117.34930457 1
111  33.31224818 -117.34974364 1
111  33.31207963 -117.35001796 1
111  33.31191811 -117.35028071 1
111  33.31182167 -117.35043795 1
112  33.31144925 -117.35011227  33.31144064 -117.35010432 1
112  33.31136527 -117.35012976  33.31133403 -117.35018113
111  33.31136527 -117.35012976
112  33.31136527 -117.35012976  33.31132747 -117.35019954 1
111  33.31137646 -117.35024884 1
111  33.31173229 -117.35058229 1
111  33.31138031 -117.35116978 1
111  33.31104481 -117.35172965 1
111  33.31032839 -117.35260991 1
111  33.31024790 -117.35270961 1
111  33.30994566 -117.35308124 1
111  33.30978809 -117.35327511 1
111  33.30929783 -117.35269281 1
111  33.31032793 -117.35143065 1
111  33.31032255 -117.35110583 1
111  33.31031534 -117.35062829 1
112  33.31028783 -117.35053835  33.31026837 -117.35049544
111  33.31028783 -117.35053835
112  33.31028783 -117.35053835  33.31027426 -117.35051414 1
112  33.31005475 -117.35032388  33.30988091 -117.35028359
111  33.31005475 -117.35032388
112  33.31005475 -117.35032388  33.30988179 -117.35027513 1
116  33.30958494 -117.35031234  33.30950449 -117.35032715
120 Linear Feature 131
112  33.30497726 -117.35482573  33.30496589 -117.35483274 1
112  33.30495586 -117.35483441  33.30493759 -117.35484142 1
112  33.30489891 -117.35482975  33.30489167 -117.35482769 1
111  33.30480780 -117.35477742 1
111  33.30462732 -117.35466982 1
112  33.30442497 -117.35454970  33.30438416 -117.35452218
111  33.30442497 -117.35454970
112  33.30442497 -117.35454970  33.30429318 -117.35447237 1
112  33.30422553 -117.35438974  33.30418321 -117.35431314
111  33.30422553 -117.35438974
112  33.30422553 -117.35438974  33.30420064 -117.35433809 1
112  33.30420565 -117.35426316  33.30420582 -117.35426281
111  33.30420565 -117.35426316
112  33.30420565 -117.35426316  33.30421406 -117.35422085 1
112  33.30428487 -117.35415005  33.30431585 -117.35410611
111  33.30428487 -117.35415005
112  33.30428487 -117.35415005  33.30430475 -117.35413054 1
112  33.30923248 -117.34824467  33.30923786 -117.34824516
111  33.30923248 -117.34824467
112  33.30923248 -117.34824467  33.30927853 -117.34820912 1
112  33.30946647 -117.34822177  33.30947375 -117.34822023 1
112  33.30997549 -117.34822546  33.30999475 -117.34822904
111  33.30997549 -117.34822546
112  33.30997549 -117.34822546  33.31002450 -117.34823493 1
112  33.31006351 -117.34828849  33.31006649 -117.34829243
111  33.31006351 -117.34828849
112  33.31006351 -117.34828849  33.31009785 -117.34832531 1
112  33.31013751 -117.34841392  33.31014891 -117.34843911
111  33.31013751 -117.34841392
112  33.31013751 -117.34841392  33.31015227 -117.34844313 1
112  33.31018272 -117.34858541  33.31018681 -117.34862774
111  33.31018272 -117.34858541
112  33.31018272 -117.34858541  33.31018769 -117.34862669 1
116  33.31018819 -117.34867914  33.31018439 -117.34868876
120 Linear Feature 130
111  33.30148844 -117.35894484 1
112  33.30143948 -117.35896967  33.30141240 -117.35897784 1
112  33.30132894 -117.35897939  33.30127014 -117.35897005
111  33.30132894 -117.35897939
112  33.30132894 -117.35897939  33.30123536 -117.35896988 1
112  33.30121068 -117.35895011  33.30118685 -117.35893751
111  33.30121068 -117.35895011
112  33.30121068 -117.35895011  33.30118568 -117.35893738 1
112  33.30114126 -117.35888449  33.30111392 -117.35884770
111  33.30114126 -117.35888449
112  33.30114126 -117.35888449  33.30112336 -117.35886517 1
112  33.30105743 -117.35874452  33.30105586 -117.35874018 1
112  33.30089614 -117.35843556  33.30089010 -117.35842307
111  33.30089614 -117.35843556
112  33.30089614 -117.35843556  33.30087777 -117.35840384 1
112  33.30082841 -117.35822335  33.30083193 -117.35819170
111  33.30082841 -117.35822335
112  33.30082841 -117.35822335  33.30082833 -117.35821909 1
112  33.30087222 -117.35817147  33.30087692 -117.35816485 1
111  33.30090044 -117.35813812 1
112  33.30378294 -117.35474498  33.30379950 -117.35472178 1
112  33.30389611 -117.35463155  33.30394487 -117.35462025
111  33.30389611 -117.35463155
112  33.30389611 -117.35463155  33.30392882 -117.35462025 1
112  33.30398573 -117.35463805  33.30400756 -117.35464266
111  33.30398573 -117.35463805
112  33.30398573 -117.35463805  33.30407369 -117.35466007 1
112  33.30419555 -117.35472926  33.30421782 -117.35474506
111  33.30419555 -117.35472926
112  33.30419555 -117.35472926  33.30421704 -117.35474413 1
112  33.30466769 -117.35501187  33.30472324 -117.35505130 1
112  33.30472088 -117.35509054  33.30472265 -117.35509732 1
116  33.30470980 -117.35514181  33.30470202 -117.35514816
120 Linear Feature 129
112  33.29939347 -117.35903314  33.29933630 -117.35914139 51
112  33.29933656 -117.35938223  33.29934098 -117.35946005 51
112  33.29938709 -117.35957914  33.29942008 -117.35962722 51
116  33.29949655 -117.35966119  33.29955115 -117.35966663
120 Linear Feature 128
112  33.30014185 -117.35889486  33.30014110 -117.35888263 51
112  33.30006419 -117.35876266  33.30002959 -117.35873894 51
116  33.29997625 -117.35877391  33.29994047 -117.35880433
120 Linear Feature 127
112  33.29912084 -117.36000000  33.29914234 -117.35986500 51
112  33.29949655 -117.35966119  33.29962752 -117.35966279 51
112  33.29989317 -117.35955410  33.30003710 -117.35947281 51
112  33.30012053 -117.35924244  33.30015451 -117.35913548 51
112  33.30014185 -117.35889487  33.30013673 -117.35881794 51
116  33.30016112 -117.35855876  33.30020403 -117.35845715
120 Linear Feature 125
111  33.29902372 -117.36075521 4
115  33.29922217 -117.36075545
120 Linear Feature 122
111  33.29981580 -117.36136940 51
112  33.29966219 -117.36154899  33.29962895 -117.36158523 51
112  33.29952889 -117.36164891  33.29946461 -117.36167542 51
112  33.29933746 -117.36165812  33.29927983 -117.36163867 51
112  33.29915091 -117.36148648  33.29909254 -117.36137334 51
111  33.29911047 -117.36109944 51
111  33.29911862 -117.36050610 51
112  33.29914334 -117.35966835  33.29917826 -117.35946042 51
112  33.29939346 -117.35903315  33.29954048 -117.35889968 51
112  33.29997639 -117.35877376  33.30009144 -117.35865494 51
116  33.31085779 -117.34592258  33.31085782 -117.34592235
120 Linear Feature 120
112  33.30059814 -117.35847655  33.30060659 -117.35847062 1
112  33.30062949 -117.35846466  33.30063867 -117.35846493
111  33.30062949 -117.35846466
112  33.30062949 -117.35846466  33.30063924 -117.35846466 1
112  33.30067738 -117.35848145  33.30069719 -117.35849923 1
112  33.30073552 -117.35855580  33.30074931 -117.35858212 1
112  33.30097895 -117.35899758  33.30099156 -117.35902668 1
112  33.30106011 -117.35919876  33.30106859 -117.35929001 1
112  33.30105382 -117.35936677  33.30105252 -117.35938542
111  33.30105382 -117.35936677
112  33.30105382 -117.35936677  33.30105226 -117.35938464 1
116  33.30102878 -117.35948435  33.30102141 -117.35949476
120 Linear Feature 121
112  33.29948836 -117.35946439  33.29955005 -117.35959381 1
112  33.29975879 -117.35946982  33.29976687 -117.35946549
111  33.29975879 -117.35946982
112  33.29975879 -117.35946982  33.29976801 -117.35946446 1
112  33.29994123 -117.35933969  33.30000773 -117.35927693 1
112  33.30004831 -117.35909281  33.30004831 -117.35903005 1
112  33.30002548 -117.35897509  33.30000406 -117.35893708 1
112  33.29994363 -117.35898878  33.29990743 -117.35901442 1
111  33.29978811 -117.35909603 1
114  33.29956481 -117.35923814  33.29948524 -117.35929162 1
120 Linear Feature 119
112  33.29923957 -117.36014169  33.29924328 -117.36011334 1
112  33.29928468 -117.36000234  33.29930044 -117.35996859 1
112  33.29936188 -117.35988244  33.29936828 -117.35987405 1
112  33.29945186 -117.35980741  33.29947463 -117.35979554 1
112  33.29964475 -117.35977251  33.29967821 -117.35976273 1
112  33.29987373 -117.35968969  33.29991925 -117.35966804 1
112  33.30006058 -117.35955243  33.30010806 -117.35950168 1
112  33.30020839 -117.35933942  33.30023235 -117.35929184 1
112  33.30026757 -117.35913330  33.30027535 -117.35907907 1
112  33.30027375 -117.35892293  33.30027268 -117.35887326 1
112  33.30027554 -117.35884341  33.30028040 -117.35883340 1
116  33.30059818 -117.35847628  33.30062986 -117.35845606
120 Linear Feature 114
111  33.30236099 -117.36044636 4
115  33.30206401 -117.36079512
120 Linear Feature 111
111  33.30236129 -117.36044645 1
112  33.30181637 -117.35976324  33.30178259 -117.35970133
111  33.30181637 -117.35976324
112  33.30181637 -117.35976324  33.30177914 -117.35970921 1
112  33.30176386 -117.35959463  33.30176454 -117.35957973
111  33.30176386 -117.35959463
112  33.30176386 -117.35959463  33.30176172 -117.35957374 1
116  33.30177528 -117.35952585  33.30178200 -117.35951379
120 Linear Feature 110
111  33.30206395 -117.36079484 1
112  33.30148591 -117.36010163  33.30146973 -117.36009882
111  33.30148591 -117.36010163
112  33.30148591 -117.36010163  33.30147460 -117.36008939 1
112  33.30139699 -117.36005232  33.30136822 -117.36004633 1
116  33.30131954 -117.36006384  33.30129076 -117.36008081
120 Linear Feature 109
111  33.30041704 -117.36272457 4
115  33.30012445 -117.36306730
120 Linear Feature 106
111  33.30163431 -117.35923227 1
116  33.30155438 -117.35933015  33.30154432 -117.35934987
120 Linear Feature 106
112  33.30111812 -117.35984761  33.30110623 -117.35985299 1
115  33.30105009 -117.35992093
120 Linear Feature 105
111  33.30164273 -117.35993584 1
112  33.30152168 -117.35963679  33.30149420 -117.35949433 1
115  33.30155444 -117.35933003
120 Linear Feature 104
111  33.30164261 -117.35993583 1
112  33.30139182 -117.35979027  33.30127886 -117.35977128 1
115  33.30111811 -117.35984761
120 Linear Feature 103
112  33.30231528 -117.36199112  33.30241059 -117.36187797 1
112  33.30228942 -117.36166222  33.30217565 -117.36152520 1
112  33.30207873 -117.36139892  33.30194892 -117.36124361 1
116  33.30201798 -117.36113711  33.30202617 -117.36112749
120 Linear Feature 102
112  33.30187846 -117.36250980  33.30195713 -117.36241247 1
112  33.30190435 -117.36216564  33.30176399 -117.36199558 1
112  33.30166677 -117.36187490  33.30158284 -117.36177827 1
116  33.30161460 -117.36160308  33.30163236 -117.36157773
120 Linear Feature 101
112  33.30146140 -117.36300215  33.30147178 -117.36298949 1
112  33.30147645 -117.36268535  33.30135909 -117.36253579 1
112  33.30120491 -117.36235799  33.30113423 -117.36226560 1
116  33.30117980 -117.36211136  33.30119585 -117.36208719
120 Linear Feature 99
111  33.30080237 -117.36353649 1
112  33.30105935 -117.36348618  33.30119751 -117.36332176 1
111  33.30110277 -117.36316683 1
111  33.30110277 -117.36316683 1
112  33.30084569 -117.36284256  33.30077661 -117.36274338 1
112  33.30084569 -117.36284256  33.30077661 -117.36274338 1
112  33.30078446 -117.36260677  33.30081453 -117.36251051 1
111  33.30222508 -117.36089957 1
112  33.30226036 -117.36068653  33.30218783 -117.36059492 1
115  33.30164268 -117.35993589
120 Linear Feature 98
112  33.29968341 -117.36218465  33.29964239 -117.36213243 1
112  33.29961564 -117.36203267  33.29959856 -117.36195930 1
112  33.29961891 -117.36173733  33.29963208 -117.36163381 1
112  33.29967298 -117.36156226  33.29968780 -117.36153009 1
111  33.29977574 -117.36143103 1
111  33.29986959 -117.36131981 1
115  33.29986958 -117.36131982
120 Linear Feature 97
111  33.30080234 -117.36353644 1
111  33.29968653 -117.36218910 1
115  33.29968346 -117.36218478
120 Linear Feature 96
112  33.29988692 -117.36209087  33.29987391 -117.36206971 1
112  33.29984986 -117.36201742  33.29984074 -117.36199118 1
112  33.29983380 -117.36191478  33.29983238 -117.36188922 1
116  33.29983931 -117.36182093  33.29984187 -117.36180593
120 Linear Feature 95
111  33.29988659 -117.36209119 1
115  33.30041704 -117.36272458
120 Linear Feature 95
111  33.29945152 -117.36227155 1
115  33.30012443 -117.36306729
120 Linear Feature 146
111  33.31061370 -117.35121508 51
112  33.30967310 -117.35235583  33.30965559 -117.35237911 51
112  33.30968729 -117.35259243  33.30976801 -117.35268669 51
115  33.30988899 -117.35283110
120 Linear Feature 6
112  33.30075591 -117.35837591  33.30074636 -117.35835791 51
116  33.30076965 -117.35784247  33.30089261 -117.35769819
120 Linear Feature 5
112  33.30167986 -117.35913809  33.30161161 -117.35920631 51
116  33.30115753 -117.35911628  33.30110656 -117.35902221
120 Linear Feature 4
112  33.30106060 -117.35987631  33.30124203 -117.35966957 51
112  33.30115754 -117.35911626  33.30115586 -117.35911244 51
112  33.30075591 -117.35837591  33.30075086 -117.35836743 51
116  33.30036005 -117.35832512  33.30022955 -117.35849106
120 Linear Feature 188
112  33.31045701 -117.34817812  33.31042379 -117.34815811 51
112  33.31032398 -117.34765750  33.31035525 -117.34747603
111  33.31032398 -117.34765750
112  33.31032398 -117.34765750  33.31034802 -117.34734428 51
115  33.31085787 -117.34592262
120 Linear Feature 199
111  33.30970192 -117.34550221 51
115  33.30942631 -117.34514850
120 Linear Feature 198
111  33.30913752 -117.34607530 51
115  33.30890252 -117.34578581
120 Linear Feature 197
111  33.30860358 -117.34670134 51
115  33.30840166 -117.34646343
120 Linear Feature 100
111  33.30105917 -117.36348632 1
111  33.30105917 -117.36348632 1
111  33.30105917 -117.36348632 1
111  33.30105917 -117.36348632 1
111  33.30265206 -117.36158894 1
112  33.30275450 -117.36139337  33.30275666 -117.36129501 1
111  33.30268974 -117.36122342 1
115  33.30226037 -117.36068656
120 Linear Feature 117
111  33.29963623 -117.36113039 1
112  33.29938051 -117.36110511  33.29923849 -117.36100951
111  33.29938051 -117.36110511
112  33.29938051 -117.36110511  33.29923766 -117.36100659 1
111  33.29922152 -117.36079837 1
111  33.29923046 -117.36024188 1
115  33.29923957 -117.36014167
120 Linear Feature 116
111  33.29905572 -117.36181304 1
112  33.29904571 -117.36179348  33.29904320 -117.36178300 1
111  33.29903768 -117.36173006 1
111  33.29903023 -117.36158151 1
111  33.29902399 -117.36119371 1
111  33.29902448 -117.36061245 1
115  33.29903539 -117.35959447
21  33.30917365 -117.35154319 2 224.3815 3.0 New Light Fixture 15
21  33.30166557 -117.35800922 3 42.4851 3.0 New Light Fixture 12
14  33.30587105 -117.34847869  98.43 0 ATC Tower
1300  33.31010469 -117.35250574 -43.76 gate jets|turboprops|props Hazardous Cargo
1300  33.30139362 -117.36258326 136.86 hangar jets|turboprops|props|helos Refueling
1300  33.31199695 -117.34979186 -35.17 gate jets|turboprops|props North Arm/Dearm Area
1300  33.30952433 -117.34591284  42.83 gate turboprops|props|helos North Ramp
1300  33.30038819 -117.35634749 132.27 gate jets|turboprops|helos South Ramp
1300  33.30548155 -117.34953060 -222.71 gate jets|turboprops|props|helos VIP Parking
18  33.30554753 -117.34832241 1 BCN
19  33.29958010 -117.36066873 1 WS
19  33.30968910 -117.34872073 1 WS
52 12620 CLNC DEL
53 12877 GND
54 12877 TWR
55 12845 APP/DEP
55 12730 SOCAL APP/DEP
99
