I
1050 Generated by WorldEditor

1    232 1 0 KNLC LEMOORE NAS
120 Linear Feature 68
111  36.33490433 -119.94965163 20
112  36.33495049 -119.94962899  36.33496175 -119.94959242 20
115  36.33493281 -119.94957507
120 Linear Feature 68
111  36.33391686 -119.95085728 20
112  36.33387060 -119.95087961  36.33385918 -119.95091610 20
115  36.33388805 -119.95093365
120 Linear Feature 68
111  36.33490433 -119.94965163 20
112  36.33495049 -119.94962899  36.33496175 -119.94959242 20
115  36.33493281 -119.94957507
120 Linear Feature 68
111  36.33570989 -119.95536218 20
112  36.33575605 -119.95533954  36.33576731 -119.95530297 20
115  36.33573837 -119.95528562
120 Linear Feature 68
111  36.33485505 -119.95488652 20
112  36.33490121 -119.95486389  36.33491247 -119.95482732 20
115  36.33488354 -119.95480996
120 Linear Feature 68
111  36.33476921 -119.95638126 20
112  36.33472302 -119.95640379  36.33471170 -119.95644033 20
115  36.33474061 -119.95645775
120 Linear Feature 68
111  36.33562724 -119.95685151 20
112  36.33558104 -119.95687405  36.33556973 -119.95691059 20
115  36.33559864 -119.95692801
120 Linear Feature 68
111  36.33318952 -119.94871186 20
112  36.33323568 -119.94868922  36.33324694 -119.94865265 20
115  36.33321801 -119.94863530
120 Linear Feature 68
111  36.33397990 -119.94935337 20
112  36.33402606 -119.94933073  36.33403732 -119.94929416 20
115  36.33400839 -119.94927681
120 Linear Feature 68
111  36.33398082 -119.95068594 20
112  36.33393456 -119.95070827  36.33392314 -119.95074476 20
115  36.33395200 -119.95076230
120 Linear Feature 68
111  36.33484112 -119.94982340 20
112  36.33488728 -119.94980076  36.33489854 -119.94976419 20
115  36.33486961 -119.94974684
120 Linear Feature 68
111  36.33398082 -119.95068594 20
112  36.33393456 -119.95070827  36.33392314 -119.95074476 20
115  36.33395200 -119.95076230
120 Linear Feature 68
111  36.33484112 -119.94982340 20
112  36.33488728 -119.94980076  36.33489854 -119.94976419 20
115  36.33486961 -119.94974684
120 Linear Feature 68
111  36.33564668 -119.95553395 20
112  36.33569284 -119.95551131  36.33570410 -119.95547474 20
115  36.33567517 -119.95545739
120 Linear Feature 68
111  36.33479184 -119.95505829 20
112  36.33483800 -119.95503566  36.33484926 -119.95499909 20
115  36.33482033 -119.95498173
120 Linear Feature 68
111  36.33482925 -119.95620962 20
112  36.33478306 -119.95623215  36.33477175 -119.95626870 20
115  36.33480066 -119.95628612
120 Linear Feature 68
111  36.33568728 -119.95667988 20
112  36.33564109 -119.95670241  36.33562978 -119.95673895 20
115  36.33565868 -119.95675638
120 Linear Feature 68
111  36.33312973 -119.94888363 20
112  36.33317589 -119.94886100  36.33318715 -119.94882443 20
115  36.33315821 -119.94880707
120 Linear Feature 68
111  36.33392011 -119.94952514 20
112  36.33396627 -119.94950251  36.33397753 -119.94946594 20
115  36.33394859 -119.94944858
120 Linear Feature 68
111  36.33404135 -119.95051457 20
112  36.33399510 -119.95053689  36.33398368 -119.95057338 20
115  36.33401254 -119.95059094
120 Linear Feature 68
111  36.33478133 -119.94999517 20
112  36.33482749 -119.94997254  36.33483875 -119.94993597 20
115  36.33480981 -119.94991861
120 Linear Feature 68
111  36.33404135 -119.95051457 20
112  36.33399510 -119.95053689  36.33398368 -119.95057338 20
115  36.33401254 -119.95059094
120 Linear Feature 68
111  36.33478133 -119.94999517 20
112  36.33482749 -119.94997254  36.33483875 -119.94993597 20
115  36.33480981 -119.94991861
120 Linear Feature 68
111  36.33558689 -119.95570572 20
112  36.33563305 -119.95568309  36.33564431 -119.95564652 20
115  36.33561537 -119.95562916
120 Linear Feature 68
111  36.33473205 -119.95523006 20
112  36.33477821 -119.95520743  36.33478947 -119.95517086 20
115  36.33476054 -119.95515350
120 Linear Feature 68
111  36.33379647 -119.95420360 20
112  36.33384286 -119.95418172  36.33385450 -119.95414533 20
115  36.33382575 -119.95412751
120 Linear Feature 68
111  36.33377076 -119.95551922 20
112  36.33372433 -119.95554097  36.33371262 -119.95557731 20
115  36.33374133 -119.95559522
120 Linear Feature 68
111  36.33290959 -119.95505506 20
112  36.33286315 -119.95507681  36.33285144 -119.95511316 20
115  36.33288016 -119.95513106
120 Linear Feature 68
111  36.33293701 -119.95372807 20
112  36.33298339 -119.95370614  36.33299501 -119.95366974 20
115  36.33296625 -119.95365195
120 Linear Feature 68
111  36.33205609 -119.95458234 20
112  36.33200990 -119.95460490  36.33199861 -119.95464146 20
115  36.33202753 -119.95465886
120 Linear Feature 68
111  36.33206999 -119.95325365 20
112  36.33211625 -119.95323136  36.33212769 -119.95319487 20
115  36.33209884 -119.95317730
120 Linear Feature 68
111  36.33489053 -119.95603840 20
112  36.33484434 -119.95606093  36.33483303 -119.95609748 20
115  36.33486194 -119.95611490
120 Linear Feature 68
111  36.33574856 -119.95650866 20
112  36.33570237 -119.95653119  36.33569106 -119.95656773 20
115  36.33571996 -119.95658516
120 Linear Feature 68
111  36.33306870 -119.94905499 20
112  36.33311486 -119.94903235  36.33312612 -119.94899578 20
115  36.33309719 -119.94897843
120 Linear Feature 68
111  36.33385908 -119.94969650 20
112  36.33390524 -119.94967386  36.33391650 -119.94963729 20
115  36.33388757 -119.94961994
120 Linear Feature 68
111  36.33410313 -119.95034362 20
112  36.33405687 -119.95036595  36.33404545 -119.95040244 20
115  36.33407431 -119.95041999
120 Linear Feature 68
111  36.33472030 -119.95016653 20
112  36.33476646 -119.95014389  36.33477772 -119.95010732 20
115  36.33474879 -119.95008997
120 Linear Feature 68
111  36.33410313 -119.95034362 20
112  36.33405687 -119.95036595  36.33404545 -119.95040244 20
115  36.33407431 -119.95041999
120 Linear Feature 68
111  36.33472030 -119.95016653 20
112  36.33476646 -119.95014389  36.33477772 -119.95010732 20
115  36.33474879 -119.95008997
120 Linear Feature 68
111  36.33552586 -119.95587708 20
112  36.33557202 -119.95585444  36.33558328 -119.95581787 20
115  36.33555435 -119.95580052
120 Linear Feature 68
111  36.33467103 -119.95540142 20
112  36.33471719 -119.95537879  36.33472844 -119.95534222 20
115  36.33469951 -119.95532486
120 Linear Feature 68
111  36.33373365 -119.95437396 20
112  36.33378004 -119.95435208  36.33379168 -119.95431569 20
115  36.33376293 -119.95429787
120 Linear Feature 68
111  36.33383391 -119.95534905 20
112  36.33378748 -119.95537080  36.33377577 -119.95540715 20
115  36.33380448 -119.95542505
120 Linear Feature 68
111  36.33297274 -119.95488489 20
112  36.33292630 -119.95490664  36.33291459 -119.95494299 20
115  36.33294331 -119.95496089
120 Linear Feature 68
111  36.33287431 -119.95389849 20
112  36.33292069 -119.95387656  36.33293230 -119.95384016 20
115  36.33290354 -119.95382237
120 Linear Feature 68
111  36.33211728 -119.95441107 20
112  36.33207110 -119.95443364  36.33205981 -119.95447019 20
115  36.33208872 -119.95448759
120 Linear Feature 68
111  36.33200815 -119.95342456 20
112  36.33205441 -119.95340226  36.33206584 -119.95336578 20
115  36.33203700 -119.95334821
120 Linear Feature 68
111  36.33495181 -119.95586718 20
112  36.33490562 -119.95588971  36.33489431 -119.95592626 20
115  36.33492321 -119.95594368
120 Linear Feature 68
111  36.33580984 -119.95633744 20
112  36.33576365 -119.95635997  36.33575233 -119.95639651 20
115  36.33578124 -119.95641394
120 Linear Feature 68
111  36.33275428 -119.94837745 20
112  36.33270772 -119.94839880  36.33269581 -119.94843505 20
115  36.33272442 -119.94845320
120 Linear Feature 68
111  36.33269218 -119.94854828 20
112  36.33264563 -119.94856963  36.33263372 -119.94860587 20
115  36.33266233 -119.94862403
120 Linear Feature 68
111  36.33263177 -119.94872327 20
112  36.33258521 -119.94874462  36.33257330 -119.94878087 20
115  36.33260191 -119.94879902
120 Linear Feature 68
111  36.33256967 -119.94889201 20
112  36.33252311 -119.94891336  36.33251121 -119.94894961 20
115  36.33253982 -119.94896776
120 Linear Feature 68
111  36.33300768 -119.94922635 20
112  36.33305384 -119.94920371  36.33306509 -119.94916714 20
115  36.33303616 -119.94914979
120 Linear Feature 68
111  36.33379806 -119.94986786 20
112  36.33384422 -119.94984522  36.33385547 -119.94980865 20
115  36.33382654 -119.94979130
120 Linear Feature 68
111  36.33416489 -119.95017267 20
112  36.33411863 -119.95019500  36.33410722 -119.95023150 20
115  36.33413608 -119.95024904
120 Linear Feature 68
111  36.33465928 -119.95033789 20
112  36.33470544 -119.95031525  36.33471669 -119.95027868 20
115  36.33468776 -119.95026133
120 Linear Feature 68
111  36.33416489 -119.95017267 20
112  36.33411863 -119.95019500  36.33410722 -119.95023150 20
115  36.33413608 -119.95024904
120 Linear Feature 68
111  36.33465928 -119.95033789 20
112  36.33470544 -119.95031525  36.33471669 -119.95027868 20
115  36.33468776 -119.95026133
120 Linear Feature 68
111  36.33546484 -119.95604844 20
112  36.33551100 -119.95602580  36.33552225 -119.95598923 20
115  36.33549332 -119.95597188
120 Linear Feature 68
111  36.33461000 -119.95557278 20
112  36.33465616 -119.95555015  36.33466742 -119.95551358 20
115  36.33463848 -119.95549622
120 Linear Feature 68
111  36.33367083 -119.95454432 20
112  36.33371723 -119.95452243  36.33372886 -119.95448605 20
115  36.33370012 -119.95446823
120 Linear Feature 68
111  36.33389706 -119.95517888 20
112  36.33385063 -119.95520063  36.33383892 -119.95523698 20
115  36.33386763 -119.95525488
120 Linear Feature 68
111  36.33303589 -119.95471472 20
112  36.33298945 -119.95473647  36.33297774 -119.95477282 20
115  36.33300646 -119.95479073
120 Linear Feature 68
111  36.33281160 -119.95406891 20
112  36.33285798 -119.95404698  36.33286959 -119.95401058 20
115  36.33284083 -119.95399279
120 Linear Feature 68
111  36.33217848 -119.95423980 20
112  36.33213229 -119.95426237  36.33212100 -119.95429892 20
115  36.33214992 -119.95431632
120 Linear Feature 68
111  36.33194631 -119.95359547 20
112  36.33199257 -119.95357317  36.33200400 -119.95353669 20
115  36.33197515 -119.95351912
120 Linear Feature 68
111  36.33501311 -119.95570031 20
112  36.33496691 -119.95572284  36.33495560 -119.95575938 20
115  36.33498451 -119.95577680
120 Linear Feature 68
111  36.33587113 -119.95617056 20
112  36.33582494 -119.95619310  36.33581363 -119.95622964 20
115  36.33584253 -119.95624706
120 Linear Feature 68
111  36.33373701 -119.95003487 20
112  36.33378317 -119.95001224  36.33379443 -119.94997567 20
115  36.33376549 -119.94995831
120 Linear Feature 68
111  36.33422667 -119.95000607 20
112  36.33418041 -119.95002839  36.33416899 -119.95006489 20
115  36.33419785 -119.95008244
120 Linear Feature 68
111  36.32703848 -119.95236853 20
112  36.32699211 -119.95239050  36.32698051 -119.95242691 20
115  36.32700929 -119.95244468
120 Linear Feature 68
111  36.32734786 -119.95151120 20
112  36.32730149 -119.95153316  36.32728989 -119.95156957 20
115  36.32731867 -119.95158734
120 Linear Feature 68
111  36.32791986 -119.95285972 20
112  36.32787349 -119.95288168  36.32786190 -119.95291809 20
115  36.32789067 -119.95293586
120 Linear Feature 68
111  36.32823284 -119.95199791 20
112  36.32818648 -119.95201988  36.32817488 -119.95205629 20
115  36.32820365 -119.95207406
120 Linear Feature 68
111  36.32802914 -119.95114343 20
112  36.32807531 -119.95112085  36.32808660 -119.95108429 20
115  36.32805766 -119.95106690
120 Linear Feature 68
111  36.32772335 -119.95200524 20
112  36.32776953 -119.95198265  36.32778081 -119.95194609 20
115  36.32775188 -119.95192870
120 Linear Feature 68
111  36.32858631 -119.95248782 20
112  36.32863248 -119.95246523  36.32864377 -119.95242867 20
115  36.32861484 -119.95241128
120 Linear Feature 68
111  36.32889210 -119.95161708 20
112  36.32893827 -119.95159449  36.32894955 -119.95155793 20
115  36.32892062 -119.95154054
120 Linear Feature 68
111  36.33202640 -119.94875551 20
112  36.33198017 -119.94877790  36.33196879 -119.94881442 20
115  36.33199767 -119.94883192
120 Linear Feature 68
111  36.33172314 -119.94961541 20
112  36.33167691 -119.94963780  36.33166553 -119.94967431 20
115  36.33169441 -119.94969182
120 Linear Feature 68
111  36.33178970 -119.94793891 20
112  36.33183610 -119.94791706  36.33184776 -119.94788068 20
115  36.33181901 -119.94786284
120 Linear Feature 68
111  36.33148015 -119.94879041 20
112  36.33152655 -119.94876855  36.33153820 -119.94873217 20
115  36.33150945 -119.94871433
120 Linear Feature 68
111  36.33012757 -119.94699667 20
112  36.33017397 -119.94697481  36.33018562 -119.94693843 20
115  36.33015687 -119.94692059
120 Linear Feature 68
111  36.32981484 -119.94785620 20
112  36.32986124 -119.94783435  36.32987290 -119.94779797 20
115  36.32984415 -119.94778013
120 Linear Feature 68
111  36.33063043 -119.94832967 20
112  36.33067683 -119.94830781  36.33068848 -119.94827143 20
115  36.33065973 -119.94825359
120 Linear Feature 68
111  36.33093963 -119.94747704 20
112  36.33098603 -119.94745518  36.33099768 -119.94741880 20
115  36.33096893 -119.94740096
120 Linear Feature 68
111  36.32995155 -119.94868024 20
112  36.32990531 -119.94870262  36.32989392 -119.94873913 20
115  36.32992280 -119.94875665
120 Linear Feature 68
111  36.33025534 -119.94782071 20
112  36.33020910 -119.94784309  36.33019771 -119.94787960 20
115  36.33022659 -119.94789711
120 Linear Feature 68
111  36.33109923 -119.94828326 20
112  36.33105299 -119.94830564  36.33104160 -119.94834215 20
115  36.33107048 -119.94835966
120 Linear Feature 68
111  36.33079094 -119.94914152 20
112  36.33074470 -119.94916390  36.33073331 -119.94920041 20
115  36.33076219 -119.94921793
120 Linear Feature 68
111  36.33336544 -119.94953654 20
112  36.33331920 -119.94955892  36.33330781 -119.94959543 20
115  36.33333669 -119.94961295
120 Linear Feature 68
111  36.33306121 -119.95038587 20
112  36.33301497 -119.95040825  36.33300358 -119.95044476 20
115  36.33303246 -119.95046228
120 Linear Feature 68
111  36.33459823 -119.95050490 20
112  36.33464439 -119.95048227  36.33465565 -119.95044570 20
115  36.33462671 -119.95042834
120 Linear Feature 68
111  36.33459823 -119.95050490 20
112  36.33464439 -119.95048227  36.33465565 -119.95044570 20
115  36.33462671 -119.95042834
120 Linear Feature 68
111  36.33422667 -119.95000607 20
112  36.33418041 -119.95002839  36.33416899 -119.95006489 20
115  36.33419785 -119.95008244
120 Linear Feature 68
111  36.33459823 -119.95050490 20
112  36.33464439 -119.95048227  36.33465565 -119.95044570 20
115  36.33462671 -119.95042834
120 Linear Feature 68
111  36.33459823 -119.95050490 20
112  36.33464439 -119.95048227  36.33465565 -119.95044570 20
115  36.33462671 -119.95042834
120 Linear Feature 68
111  36.33540379 -119.95621545 20
112  36.33544995 -119.95619282  36.33546121 -119.95615625 20
115  36.33543227 -119.95613889
120 Linear Feature 68
111  36.33454895 -119.95573980 20
112  36.33459511 -119.95571716  36.33460637 -119.95568059 20
115  36.33457744 -119.95566323
120 Linear Feature 68
111  36.33360804 -119.95471034 20
112  36.33365443 -119.95468845  36.33366607 -119.95465206 20
115  36.33363732 -119.95463424
120 Linear Feature 68
111  36.33396018 -119.95501305 20
112  36.33391374 -119.95503480  36.33390203 -119.95507115 20
115  36.33393075 -119.95508906
120 Linear Feature 68
111  36.33309901 -119.95454889 20
112  36.33305257 -119.95457064  36.33304086 -119.95460699 20
115  36.33306957 -119.95462490
120 Linear Feature 68
111  36.33274891 -119.95423499 20
112  36.33279529 -119.95421306  36.33280691 -119.95417666 20
115  36.33277815 -119.95415887
120 Linear Feature 68
111  36.33223969 -119.95407288 20
112  36.33219350 -119.95409545  36.33218221 -119.95413200 20
115  36.33221113 -119.95414940
120 Linear Feature 68
111  36.33188446 -119.95376203 20
112  36.33193073 -119.95373974  36.33194216 -119.95370325 20
115  36.33191331 -119.95368568
120 Linear Feature 68
111  36.33507321 -119.95552765 20
112  36.33502702 -119.95555018  36.33501571 -119.95558672 20
115  36.33504462 -119.95560414
120 Linear Feature 68
111  36.33593124 -119.95599790 20
112  36.33588505 -119.95602043  36.33587374 -119.95605698 20
115  36.33590264 -119.95607440
120 Linear Feature 68
111  36.33367716 -119.95020767 20
112  36.33372332 -119.95018503  36.33373457 -119.95014846 20
115  36.33370564 -119.95013111
120 Linear Feature 68
111  36.33428727 -119.94983368 20
112  36.33424101 -119.94985601  36.33422960 -119.94989250 20
115  36.33425846 -119.94991004
120 Linear Feature 68
111  36.32709993 -119.95219660 20
112  36.32705356 -119.95221858  36.32704197 -119.95225499 20
115  36.32707074 -119.95227275
120 Linear Feature 68
111  36.32740931 -119.95133926 20
112  36.32736294 -119.95136124  36.32735135 -119.95139765 20
115  36.32738012 -119.95141541
120 Linear Feature 68
111  36.32798131 -119.95268778 20
112  36.32793495 -119.95270976  36.32792336 -119.95274617 20
115  36.32795212 -119.95276393
120 Linear Feature 68
111  36.32829429 -119.95182598 20
112  36.32824793 -119.95184796  36.32823634 -119.95188437 20
115  36.32826510 -119.95190213
120 Linear Feature 68
