I
1050 Generated by WorldEditor 1.6.1r1

1    147 1 0 FACT Cape Town International Airport
111 -33.97279147  018.59926214 20
111 -33.97297679  018.59909407 20
111 -33.97300520  018.59897327 20
111 -33.97314353  018.59902072 20
111 -33.97310008  018.59922601 20
115 -33.97324733  018.59951757
120 Linear Feature 4
111 -33.96602039  018.59760391 20
111 -33.96996816  018.59886050 20
111 -33.97005368  018.59847519 20
111 -33.96995478  018.59830168 20
111 -33.97001132  018.59808407 20
111 -33.96983425  018.59802557 20
111 -33.96979250  018.59818047 20
111 -33.96968929  018.59826153 20
111 -33.96959857  018.59807441 20
111 -33.96963693  018.59791893 20
111 -33.96945600  018.59786244 20
111 -33.96940634  018.59807370 20
111 -33.96930176  018.59814985 20
111 -33.96929473  018.59818014 20
111 -33.96920036  018.59798499 20
111 -33.96931449  018.59793091 20
111 -33.96933206  018.59786035 20
111 -33.96921549  018.59771412 20
111 -33.96893914  018.59762321 20
111 -33.96889260  018.59779998 20
111 -33.96865383  018.59795924 20
111 -33.96864458  018.59799635 20
111 -33.96853935  018.59776472 20
111 -33.96865448  018.59771431 20
111 -33.96866727  018.59764580 20
111 -33.96855070  018.59749828 20
111 -33.96827686  018.59741024 20
111 -33.96823674  018.59757775 20
111 -33.96800378  018.59773073 20
111 -33.96791650  018.59756966 20
111 -33.96803745  018.59754750 20
111 -33.96805665  018.59747433 20
111 -33.96794985  018.59731370 20
111 -33.96764716  018.59721790 20
111 -33.96760984  018.59737067 20
111 -33.96737721  018.59752897 20
111 -33.96725395  018.59727184 20
111 -33.96729920  018.59710390 20
111 -33.96704640  018.59702528 20
111 -33.96702101  018.59713355 20
111 -33.96675110  018.59733749 20
111 -33.96660905  018.59703485 20
111 -33.96663664  018.59690151 20
111 -33.96645369  018.59684310 20
111 -33.96643804  018.59691689 20
113 -33.96610266  018.59714826 20
120 Linear Feature 3
111 -33.96989833  018.59976872 20
111 -33.96630218  018.59859866 20
111 -33.96619287  018.59860481 20
115 -33.96609078  018.59856808
120 Linear Feature 1
111 -33.96989833  018.59976872 20
111 -33.96979697  018.60023754 20
111 -33.96964336  018.60038125 20
111 -33.96961014  018.60051876 20
111 -33.96905667  018.60034325 20
111 -33.96885578  018.60027954 20
111 -33.96829310  018.60010111 20
111 -33.96809074  018.60003694 20
111 -33.96753350  018.59986023 20
111 -33.96733285  018.59979661 20
111 -33.96677863  018.59962086 20
111 -33.96657487  018.59955624 20
111 -33.96602300  018.59938124 20
111 -33.96605559  018.59924115 20
111 -33.96598825  018.59903080 20
115 -33.96609078  018.59856808
120 Linear Feature 26
111 -33.96601028  018.59865608 20
111 -33.96568702  018.59855181 20
111 -33.96563322  018.59878207 20
112 -33.96564600  018.59883017 -33.96567050  018.59883915 20
115 -33.96595052  018.59892828
120 Linear Feature 41
111 -33.97275551  018.60059069 20
111 -33.97262494  018.60117878 20
112 -33.97260585  018.60123908 -33.97259184  018.60127213
111 -33.97260585  018.60123908
112 -33.97260585  018.60123908 -33.97257996  018.60130018 20
112 -33.97240481  018.60134014 -33.97229370  018.60130562
111 -33.97240481  018.60134014
112 -33.97240481  018.60134014 -33.97223360  018.60128694 20
112 -33.97135783  018.60100891 -33.97130030  018.60098966
111 -33.97135783  018.60100891
112 -33.97135783  018.60100891 -33.97132433  018.60099770 20
112 -33.97128712  018.60095450 -33.97127146  018.60092984
111 -33.97128712  018.60095450
112 -33.97128712  018.60095450 -33.97127588  018.60093681 20
112 -33.97126072  018.60089172 -33.97125392  018.60086716
111 -33.97126072  018.60089172
112 -33.97126072  018.60089172 -33.97125557  018.60087311 20
112 -33.97123925  018.60080664 -33.97123063  018.60077091
111 -33.97123925  018.60080664
112 -33.97123925  018.60080664 -33.97122063  018.60072946 20
112 -33.97118677  018.60057777 -33.97117584  018.60052647
111 -33.97118677  018.60057777
112 -33.97118677  018.60057777 -33.97117079  018.60050272 20
112 -33.97124315  018.60037010 -33.97129428  018.60032328 20
112 -33.97124754  018.60012821 -33.97119328  018.60007364 20
112 -33.97107393  018.60011223 -33.97101933  018.60015874 20
112 -33.97092898  018.60013593 -33.97088948  018.60012737 20
112 -33.97070075  018.60012671 -33.97063043  018.60015237 20
112 -33.97005088  018.60035813 -33.96998504  018.60037506 20
112 -33.96989815  018.60016468 -33.96992564  018.60003075 20
111 -33.96997574  018.59980220 20
111 -33.97005656  018.59889238 20
112 -33.97077243  018.59912597 -33.97086576  018.59915522 20
112 -33.97119512  018.59915992 -33.97134645  018.59919827 20
113 -33.97315617  018.59974958 20
120 Linear Feature 40
111 -33.97480562  018.60209734 20
112 -33.97282953  018.60147970 -33.97271905  018.60144548 20
112 -33.97270970  018.60120701 -33.97272632  018.60111388
111 -33.97270970  018.60120701
112 -33.97270970  018.60120701 -33.97271536  018.60117530 20
112 -33.97275212  018.60100758 -33.97277196  018.60091814
111 -33.97275212  018.60100758
112 -33.97275212  018.60100758 -33.97279056  018.60083436 20
111 -33.97283999  018.60061923 20
111 -33.97311587  018.60005705 20
115 -33.97315107  018.59998336
120 Linear Feature 39
111 -33.97518974  018.60156515 20
111 -33.97524079  018.60158029 20
111 -33.97526373  018.60161415 20
111 -33.97514075  018.60219892 20
111 -33.97508725  018.60218441 20
114 -33.97506691  018.60212428 -33.97507492  018.60207788 20
120 Linear Feature 38
111 -33.97504497  018.60151600 20
111 -33.97512487  018.60154165 20
111 -33.97500084  018.60211990 20
112 -33.97495108  018.60214812 -33.97491704  018.60213788 20
113 -33.97491852  018.60209333 20
120 Linear Feature 37
111 -33.97480562  018.60209734 20
111 -33.97488804  018.60170127 20
111 -33.97493465  018.60171552 20
114 -33.97485562  018.60207380 -33.97484756  018.60211470 20
120 Linear Feature 36
111 -33.96985824  018.60055391 20
111 -33.97017325  018.60043451 20
112 -33.97070235  018.60023694 -33.97076672  018.60021717 20
112 -33.97085166  018.60022626 -33.97090122  018.60023561
111 -33.97085166  018.60022626
112 -33.97085166  018.60022626 -33.97087800  018.60023123 20
112 -33.97096958  018.60025743 -33.97101243  018.60028226
111 -33.97096958  018.60025743
112 -33.97096958  018.60025743 -33.97100734  018.60027931 20
112 -33.97105700  018.60039619 -33.97107407  018.60047299
111 -33.97105700  018.60039619
112 -33.97105700  018.60039619 -33.97109343  018.60056013 20
112 -33.97118345  018.60095228 -33.97120491  018.60102934 20
112 -33.97134615  018.60111754 -33.97141274  018.60113871 20
115 -33.97511724  018.60229613
120 Linear Feature 35
111 -33.97345158  018.59894693 20
111 -33.97338889  018.59902007 20
111 -33.97338889  018.59905838 20
112 -33.97354218  018.59924778 -33.97363381  018.59926894 20
111 -33.97388799  018.59932285 20
111 -33.97404990  018.59935611 20
111 -33.97412439  018.59936795 20
111 -33.97416988  018.59927083 20
111 -33.97452629  018.59927253 20
111 -33.97452666  018.59925115 20
111 -33.97464062  018.59925159 20
111 -33.97473099  018.59922875 20
111 -33.97501986  018.59928221 20
111 -33.97501773  018.59918792 20
111 -33.97513889  018.59918639 20
115 -33.97509300  018.59964809
120 Linear Feature 34
111 -33.97149714  018.59835005 20
112 -33.97281710  018.59874975 -33.97291938  018.59877900 20
112 -33.97307342  018.59872914 -33.97312882  018.59871246 20
112 -33.97329639  018.59867978 -33.97339706  018.59867657 20
115 -33.97346213  018.59867354
120 Linear Feature 53
111 -33.97422684  018.59933570 20
111 -33.97442463  018.59939203 20
111 -33.97472607  018.59927976 20
111 -33.97492887  018.59934753 20
111 -33.97491644  018.59940206 20
111 -33.97494441  018.59940954 20
111 -33.97491689  018.59951859 20
111 -33.97448201  018.59937084 20
115 -33.97448201  018.59937084
120 Linear Feature 52
111 -33.97412439  018.59936795 20
112 -33.97440159  018.59945419 -33.97450131  018.59948652 20
112 -33.97511188  018.59969149 -33.97513497  018.59970004 20
112 -33.97524460  018.59975245 -33.97528766  018.59977544 20
112 -33.97625791  018.60032787 -33.97629120  018.60034606 20
112 -33.97637938  018.60038530 -33.97643886  018.60040989 20
112 -33.97702438  018.60066136 -33.97706507  018.60068141 20
112 -33.97708597  018.60075693 -33.97708856  018.60080861 20
112 -33.97713960  018.60090920 -33.97718044  018.60094929 20
112 -33.97720853  018.60105352 -33.97721334  018.60111677 20
112 -33.97729435  018.60118197 -33.97734185  018.60120496 20
115 -33.97770147  018.60135089
120 Linear Feature 51
111 -33.97112698  018.60023192 20
112 -33.97114886  018.60027943 -33.97118092  018.60028852 20
111 -33.97118585  018.60025530 20
114 -33.97116243  018.60020668 -33.97113098  018.60019814 20
120 Linear Feature 50
111 -33.97114457  018.60060045 20
112 -33.97111634  018.60046757 -33.97110709  018.60041709 20
111 -33.97111141  018.60039481 20
111 -33.97114532  018.60040187 20
114 -33.97113753  018.60048448 -33.97113753  018.60053303 20
120 Linear Feature 49
111 -33.97332561  018.59935363 20
111 -33.97328743  018.59952628 20
112 -33.97334514  018.59943916 -33.97337621  018.59939532 20
111 -33.97339219  018.59937555 20
114 -33.97335890  018.59935791 -33.97334425  018.59935416 20
120 Linear Feature 48
111 -33.97349188  018.59927314 20
112 -33.97352345  018.59929087 -33.97354454  018.59930067 20
111 -33.97356821  018.59931226 20
112 -33.97352013  018.59931760 -33.97350126  018.59931894 20
111 -33.97348017  018.59932295 20
114 -33.97348710  018.59929628 -33.97348839  018.59928674 20
120 Linear Feature 47
111 -33.97340445  018.59923794 20
112 -33.97343620  018.59927321 -33.97343805  018.59930847 20
111 -33.97341061  018.59931070 20
114 -33.97337547  018.59927655 -33.97337424  018.59923720 20
120 Linear Feature 46
111 -33.97332380  018.59904242 20
112 -33.97336473  018.59910506 -33.97337805  018.59912689 20
111 -33.97340489  018.59916891 20
112 -33.97337961  018.59917560 -33.97336975  018.59917931 20
111 -33.97336050  018.59918933 20
114 -33.97334390  018.59910381 -33.97333312  018.59906916 20
120 Linear Feature 45
111 -33.97375437  018.59980803 20
112 -33.97383104  018.59980339 -33.97389230  018.59983118 20
115 -33.97396963  018.59980869
120 Linear Feature 44
111 -33.97357486  018.59958895 20
112 -33.97350119  018.59956207 -33.97346827  018.59953446 20
111 -33.97344348  018.59949437 20
111 -33.97338092  018.59946456 20
112 -33.97357822  018.59937034 -33.97370095  018.59938512 20
112 -33.97400813  018.59945024 -33.97402056  018.59945398 20
112 -33.97402456  018.59949353 -33.97402012  018.59951224 20
112 -33.97397319  018.59966884 -33.97396147  018.59970283 20
112 -33.97387624  018.59970796 -33.97382617  018.59968936 20
116 -33.97380592  018.59960918 -33.97382190  018.59954440
120 Linear Feature 43
111 -33.97319330  018.59988422 20
112 -33.97332266  018.59969974 -33.97339883  018.59963816 20
116 -33.97353594  018.59967969 -33.97357989  018.59971978
120 Linear Feature 33
111 -33.97023739  018.59810424 20
112 -33.97018177  018.59826819 -33.97016068  018.59836440
111 -33.97018177  018.59826819
112 -33.97018177  018.59826819 -33.97017444  018.59830163 20
112 -33.97014957  018.59842031 -33.97013685  018.59848132
111 -33.97014957  018.59842031
112 -33.97014957  018.59842031 -33.97012569  018.59853479 20
111 -33.97009978  018.59866101 20
112 -33.97020464  018.59882571 -33.97032034  018.59886343 20
112 -33.97077288  018.59901303 -33.97087963  018.59905152 20
112 -33.97127270  018.59906784 -33.97144501  018.59911412 20
111 -33.97307838  018.59961935 20
112 -33.97324733  018.59951757 -33.97329836  018.59938298
111 -33.97324733  018.59951757
112 -33.97324733  018.59951757 -33.97331626  018.59926753 20
111 -33.97331626  018.59926753 20
112 -33.97329694  018.59909013 -33.97325368  018.59900354
111 -33.97329694  018.59909013
112 -33.97329694  018.59909013 -33.97327498  018.59904617 20
112 -33.97316753  018.59897426 -33.97310648  018.59895149
111 -33.97316753  018.59897426
112 -33.97316753  018.59897426 -33.97298620  018.59890664 20
115 -33.97147830  018.59843900
120 Linear Feature 32
112 -33.96996816  018.59886050 -33.96995292  018.59893817 20
116 -33.96989833  018.59976872 -33.96988419  018.59982684
120 Linear Feature 31
111 -33.97005368  018.59847519 20
112 -33.97010992  018.59818609 -33.97012004  018.59812965 20
115 -33.97010992  018.59805140
120 Linear Feature 30
111 -33.96637990  018.59667462 20
112 -33.96765143  018.59708369 -33.96771151  018.59710216 20
115 -33.96975113  018.59774988
120 Linear Feature 29
111 -33.96570391  018.59647092 20
115 -33.96623844  018.59663575
120 Linear Feature 42
111 -33.97309360  018.59883786 20
112 -33.97322046  018.59879449 -33.97327480  018.59878295 20
112 -33.97332753  018.59884837 -33.97332594  018.59890546 20
111 -33.97329824  018.59893946 20
114 -33.97319758  018.59887323 -33.97314920  018.59885505 20
120 Linear Feature 28
111 -33.96586329  018.59770130 20
112 -33.96606160  018.59681301 -33.96608069  018.59673070 20
112 -33.96621790  018.59673658 -33.96630739  018.59676223 20
115 -33.96972566  018.59785715
120 Linear Feature 27
111 -33.96584795  018.59939888 20
112 -33.96953549  018.60057128 -33.96963137  018.60060176 20
112 -33.96975742  018.60041300 -33.96978362  018.60029851 20
115 -33.96979697  018.60023754
120 Linear Feature 25
111 -33.96602101  018.59860720 20
111 -33.96601028  018.59865608 20
111 -33.96595052  018.59892828 20
111 -33.96584745  018.59939778 20
112 -33.96569850  018.59935187 -33.96554956  018.59930595
111 -33.96569850  018.59935187
112 -33.96569850  018.59935187 -33.96557129  018.59930595 20
112 -33.96556468  018.59909502 -33.96558309  018.59900728 20
111 -33.96560034  018.59892779 20
112 -33.96563528  018.59891406 -33.96566302  018.59892222 20
115 -33.96593277  018.59900939
120 Linear Feature 24
111 -33.96570494  018.59844593 20
111 -33.96603486  018.59855011 20
115 -33.96609078  018.59856808
120 Linear Feature 23
111 -33.96585713  018.59773449 20
112 -33.96570494  018.59844593 -33.96569939  018.59846931 20
112 -33.96572750  018.59851045 -33.96576257  018.59852328 20
111 -33.96602101  018.59860720 20
115 -33.96603486  018.59855011
120 Linear Feature 22
111 -33.96577454  018.59770962 20
111 -33.96569091  018.59810320 20
115 -33.96562235  018.59842588
120 Linear Feature 21
111 -33.96569515  018.59747669 20
116 -33.96580061  018.59757236 -33.96579691  018.59765164
120 Linear Feature 20
112 -33.96567706  018.59739610 -33.96571861  018.59740380 20
116 -33.96585968  018.59732450 -33.96589963  018.59721448
120 Linear Feature 19
111 -33.96268695  018.59582285 22
115 -33.96257175  018.59663841
120 Linear Feature 18
111 -33.96273597  018.59569652 20
111 -33.96259907  018.59665481 20
116 -33.96261325  018.59674014 -33.96263234  018.59676152
120 Linear Feature 17
111 -33.96211279  018.59564319 22
115 -33.96260067  018.59574465
120 Linear Feature 16
111 -33.96371204  018.59706480 20
115 -33.96392511  018.59710585
120 Linear Feature 15
111 -33.96372152  018.59698144 20
115 -33.96394429  018.59702888
120 Linear Feature 14
111 -33.96204320  018.59558426 20
115 -33.96263350  018.59570978
120 Linear Feature 13
111 -33.96173646  018.59612108 20
112 -33.96185253  018.59604642 -33.96191763  018.59597560 20
112 -33.96199680  018.59581094 -33.96201529  018.59572988 20
112 -33.96209652  018.59568522 -33.96215459  018.59569420 20
111 -33.96263481  018.59579296 20
112 -33.96264183  018.59586155 -33.96263592  018.59591410 20
111 -33.96253597  018.59663695 20
116 -33.96245873  018.59670493 -33.96238682  018.59671070
120 Linear Feature 12
111 -33.97260585  018.60123908 20
111 -33.97246333  018.60119270 20
111 -33.97243315  018.60131637 20
111 -33.97230980  018.60127787 20
111 -33.97233285  018.60118357 20
111 -33.97211286  018.60111540 20
111 -33.97209385  018.60120906 20
111 -33.97196533  018.60116722 20
111 -33.97199227  018.60104837 20
111 -33.97176371  018.60097464 20
111 -33.97173750  018.60109625 20
111 -33.97161028  018.60105550 20
111 -33.97162952  018.60097537 20
111 -33.97142941  018.60090914 20
111 -33.97141059  018.60099668 20
111 -33.97128712  018.60095450 20
111 -33.97131475  018.60083587 20
115 -33.97123925  018.60080664
120 Linear Feature 11
111 -33.97096981  018.60000467 20
115 -33.97275551  018.60059069
120 Linear Feature 10
111 -33.97491590  018.60132684 20
112 -33.97463172  018.60119325 -33.97452863  018.60115667 20
115 -33.97283999  018.60061923
120 Linear Feature 9
111 -33.97499157  018.60144282 20
111 -33.97494949  018.60163333 20
111 -33.97467928  018.60190356 20
111 -33.97466370  018.60198560 20
111 -33.97280733  018.60140549 20
111 -33.97283736  018.60125844 20
115 -33.97275212  018.60100758
120 Linear Feature 56
111 -33.97582986  018.60070102 20
112 -33.97615569  018.60089091 -33.97621829  018.60091862 20
111 -33.97680110  018.60115705 20
116 -33.97686196  018.60115132 -33.97688231  018.60113684
120 Linear Feature 55
111 -33.97409985  018.59954239 20
112 -33.97421221  018.59949773 -33.97430277  018.59952531 20
112 -33.97506319  018.59978522 -33.97510740  018.59980447 20
112 -33.97520624  018.59984827 -33.97524213  018.59986608 20
112 -33.97599032  018.60029055 -33.97605584  018.60032839 20
112 -33.97621998  018.60042605 -33.97626280  018.60045145 20
112 -33.97634918  018.60048838 -33.97639446  018.60050826 20
112 -33.97693907  018.60073635 -33.97696311  018.60074637 20
112 -33.97696817  018.60081054 -33.97695615  018.60085249 20
112 -33.97690534  018.60092188 -33.97686908  018.60094905 20
112 -33.97685010  018.60107071 -33.97685187  018.60111668
111 -33.97685010  018.60107071
112 -33.97685010  018.60107071 -33.97685082  018.60108952 20
112 -33.97686196  018.60115132 -33.97687102  018.60118315
111 -33.97686196  018.60115132
112 -33.97686196  018.60115132 -33.97687503  018.60119725 20
112 -33.97696162  018.60127298 -33.97702062  018.60129887
111 -33.97696162  018.60127298
112 -33.97696162  018.60127298 -33.97706150  018.60131682 20
112 -33.97720743  018.60125573 -33.97727402  018.60128620 20
115 -33.97771065  018.60144783
21 -33.97079243  018.60785625 2 314.7500 3.00 New Light Fixture 6
21 -33.96271594  018.59984520 2 135.3600 3.00 New Light Fixture 5
21 -33.98375868  018.60828625 2 343.4700 3.00 New Light Fixture 4
21 -33.98402128  018.60704423 2 345.1500 3.00 New Light Fixture 3
21 -33.96355078  018.60189271 2 164.0600 3.00 New Light Fixture 2
14 -33.97558493  018.59791232 144.36 0 Cape Town Tower
1300 -33.96783032  018.59985112  75.86 gate heavy|jets Remote B23
1301 E airline 
1300 -33.97464798  018.60187628  76.29 gate jets Remote B01
1301 C airline 
1300 -33.97448530  018.60181837  75.27 gate heavy|jets Remote B02
1301 E airline 
1300 -33.97429597  018.60176406  75.33 gate jets Remote B03
1301 C airline 
1300 -33.97394651  018.60164884  76.32 gate jets Remote B04
1301 C airline 
1300 -33.97378301  018.60159466  76.24 gate heavy|jets Remote B05
1301 E airline 
1300 -33.97359093  018.60155304  76.01 gate jets Remote B06
1301 C airline 
1300 -33.97324391  018.60144712  76.46 gate jets Remote B07
1301 C airline 
1300 -33.97308181  018.60137151  75.40 gate heavy|jets Remote B08
1301 E airline 
1300 -33.97288879  018.60134834  73.93 gate jets Remote B09
1301 C airline 
1300 -33.97240430  018.60123702  76.94 gate jets Remote B10
1301 C airline 
1300 -33.97224070  018.60118402  75.69 gate heavy|jets Remote B11
1301 E airline 
1300 -33.97204785  018.60114516  75.27 gate jets Remote B12
1301 C airline 
1300 -33.97170255  018.60102918  75.19 gate jets Remote B13
1301 C airline 
1300 -33.97153895  018.60097619  75.77 gate heavy|jets Remote B14
1301 E airline 
1300 -33.97134609  018.60093733  75.23 gate jets Remote B15
1301 C airline 
1300 -33.96955472  018.60038723  74.74 gate jets Remote B16
1301 C airline 
1300 -33.96935705  018.60033000  75.46 gate heavy|jets Remote B17
1301 E airline 
1300 -33.96914533  018.60026371  75.82 gate jets Remote B18
1301 C airline 
1300 -33.96879107  018.60014214  75.28 gate jets Remote B19
1301 C airline 
1300 -33.96859072  018.60008524  74.99 gate heavy|jets Remote B20
1301 E airline 
1300 -33.96838169  018.60001862  76.00 gate jets Remote B21
1301 C airline 
1300 -33.96802351  018.59989896  75.60 gate jets Remote B22
1301 C airline 
1300 -33.96761413  018.59979850  75.94 gate jets Remote B24
1301 C airline 
1300 -33.96726643  018.59965980  75.77 gate jets Remote B25
1301 C airline 
1300 -33.96707299  018.59964248  75.75 gate heavy|jets Remote B26
1301 E airline 
1300 -33.96685048  018.59955341  74.62 gate jets Remote B27
1301 C airline 
1300 -33.96651896  018.59939412  75.27 gate jets Remote B28
1301 C airline 
1300 -33.96631608  018.59939470  75.55 gate heavy|jets Remote B29
1301 E airline 
1300 -33.96610301  018.59928773  75.08 gate jets Remote B30
1301 C airline 
1300 -33.97579233  018.60023565 -115.32 gate jets Gate C05
1301 C airline 
1300 -33.97543919  018.60003486 -115.36 gate jets Gate C04
1301 C airline 
1300 -33.97504558  018.59985756 -109.40 gate jets Gate C03
1301 C airline 
1300 -33.97466263  018.59969456 -105.98 gate jets Gate C02
1301 C airline 
1300 -33.97399308  018.59705928  82.80 gate jets SAA Technical Apron 02
1301 C none 
1300 -33.97445484  018.59857644  -0.59 gate jets SAA Technical Apron 01
1301 C none 
1300 -33.97428201  018.59957570 -105.69 gate jets Gate C01
1301 C none 
1300 -33.97153712  018.59863340 -105.31 gate jets Gate A13
1301 C airline 
1300 -33.97114825  018.59854989 -105.25 gate jets Gate A12
1301 C airline 
1300 -33.97076135  018.59840616 -104.42 gate jets Gate A11
1301 C airline 
1300 -33.97037937  018.59831840 -104.67 gate jets Gate A10
1301 C airline 
1300 -33.96990286  018.59818855 -104.63 gate jets Gate A09
1301 C airline 
1300 -33.96955724  018.59797671 -105.81 gate jets Gate A08
1301 C airline 
1300 -33.96905266  018.59779000 -105.66 gate heavy Gate A07
1301 E airline 
1300 -33.96375280  018.61123798 -64.21 gate jets|turboprops|props SAAF Apron 06
1301 C military 
1300 -33.96385728  018.61071188 -64.21 gate jets|turboprops|props SAAF Apron 05
1301 C military 
1300 -33.96238890  018.61079289 345.70 gate jets|turboprops|props SAAF Apron 04
1301 C military 
1300 -33.96250368  018.61026395 345.70 gate jets|turboprops|props SAAF Apron 03
1301 C military 
1300 -33.96183480  018.61063087 163.30 gate jets|turboprops|props SAAF Apron 02
1301 C military 
1300 -33.96194309  018.61013681 163.30 gate jets|turboprops|props SAAF Apron 01
1301 C military 
1300 -33.96840009  018.59753957 -105.34 gate heavy Gate A06
1301 E airline 
1300 -33.96776119  018.59733057 -104.52 gate heavy Gate A05
1301 E airline 
1300 -33.96714323  018.59714339 -105.67 gate heavy Gate A04
1301 E airline 
1300 -33.96651162  018.59694641 -105.41 gate heavy Gate A03
1301 E airline 
1300 -33.97304425  018.59912376 -104.63 gate jets Gate A17
1301 C airline 
1300 -33.97266854  018.59900275 -105.11 gate jets Gate A16
1301 C airline 
1300 -33.97229478  018.59885006 -104.63 gate jets Gate A15
1301 C airline 
1300 -33.97192241  018.59873724 -105.50 gate jets Gate A14
1301 C airline 
1300 -33.96432545  018.59587082 -98.81 gate jets|turboprops|props SAA Cargo Apron 01
1301 D cargo 
1300 -33.96355853  018.59567958 -98.81 gate jets|turboprops|props SAA Cargo Apron 02
1301 D cargo 
1300 -33.96244647  018.59582441 -98.81 gate jets|turboprops|props Cargo Apron 02
1301 C cargo 
1300 -33.96206225  018.59586846 -87.50 gate jets|turboprops|props Cargo Apron 01
1301 C cargo 
1300 -33.98397393  018.60292891 114.87 tie_down jets|turboprops|props FBO Sky Services Cape Town 02
1301 B general_aviation 
1300 -33.98410586  018.60327449 -55.73 tie_down jets|turboprops|props FBO Sky Services Cape Town 01
1301 B general_aviation 
1300 -33.98483399  018.60367635 -108.00 tie_down jets|turboprops|props FBO ExecuJet Business Centre 02
1301 B general_aviation 
1300 -33.98505617  018.60375359 -108.00 tie_down jets|turboprops|props FBO ExecuJet Business Centre 01
1301 B general_aviation 
1300 -33.97945648  018.59704527 -37.99 gate jets|turboprops|props FBO Signature Flight Support CPT 01
1301 B general_aviation 
1300 -33.97955497  018.59679702  22.54 gate jets|turboprops|props FBO Signature Flight Support CPT 02
1301 B general_aviation 
1300 -33.97715845  018.59507445  10.56 tie_down jets|turboprops|props FBO Helicopter Pilot Training 02
1301 A general_aviation 
1300 -33.97706346  018.59506248 152.11 tie_down jets|turboprops|props FBO Helicopter Pilot Training 01
1301 A general_aviation 
1300 -33.97629890  018.59699230 152.11 tie_down jets|turboprops|props FBO Absolute Aviation Group 01
1301 A general_aviation 
1300 -33.97622931  018.59713862 152.11 tie_down jets|turboprops|props FBO Absolute Aviation Group 02
1301 A general_aviation 
1300 -33.97700565  018.59804649 192.27 tie_down jets|turboprops|props FBO Flicape 02
1301 A general_aviation 
1300 -33.97689571  018.59794720 192.27 tie_down jets|turboprops|props FBO Flicape 01
1301 A general_aviation 
1300 -33.97588026  018.59895981 103.68 tie_down jets|turboprops|props FBO Overberg Aviation 02
1301 A general_aviation 
1300 -33.97569257  018.59891767 103.68 tie_down jets|turboprops|props FBO Overberg Aviation 01
1301 A general_aviation 
18 -33.97558493  018.59791232 1 New Airport Beacon 1
50 12700 ATIS
53 12190 Cape Town Ground
54 11810 Cape Town Tower
55 11970 ARSA RDR
99
