I
1050 Generated by WorldEditor

1   2882 0 0 KSGU St George Rgnl
115  37.03950475 -113.50237732
120 Linear Feature 42
111  37.03912909 -113.50282179 51
112  37.03898061 -113.50281032  37.03891517 -113.50277011 51
115  37.03888469 -113.50270253
120 Linear Feature 42
111  37.03849875 -113.50315265 51
112  37.03835756 -113.50313577  37.03829464 -113.50309715 51
115  37.03826351 -113.50302830
120 Linear Feature 41
111  37.03941219 -113.50267252 51
112  37.03949542 -113.50254869  37.03952185 -113.50247222 51
111  37.03950475 -113.50237732 51
115  37.03910187 -113.50118940
120 Linear Feature 41
111  37.03879419 -113.50299398 51
112  37.03887536 -113.50287390  37.03890179 -113.50279743 51
111  37.03888469 -113.50270253 51
115  37.03848181 -113.50152269
120 Linear Feature 41
111  37.03817965 -113.50332175 51
112  37.03825722 -113.50320095  37.03828365 -113.50312448 51
111  37.03826351 -113.50302830 51
115  37.03786231 -113.50184952
120 Linear Feature 40
111  37.03724348 -113.50217668 51
111  37.03763778 -113.50334086 51
112  37.03776035 -113.50347583  37.03784487 -113.50351207 51
111  37.03792095 -113.50346305 51
111  37.03817965 -113.50332175 51
111  37.03849875 -113.50315265 51
111  37.03864442 -113.50307517 51
111  37.03879419 -113.50299398 51
111  37.03888795 -113.50294668 51
115  37.03899596 -113.50289179
120 Linear Feature 39
111  37.04034499 -113.50750206 51
112  37.04063205 -113.50783934  37.04084893 -113.50795107 51
111  37.04104973 -113.50783826 51
115  37.04156202 -113.50756478
120 Linear Feature 38
111  37.03968728 -113.50634385 51
112  37.03988220 -113.50636657  37.03997098 -113.50642638 51
111  37.04000523 -113.50650441 51
112  37.04001956 -113.50626794  37.04005976 -113.50615147 51
115  37.04014464 -113.50610154
120 Linear Feature 37
111  37.03974659 -113.50631154 51
112  37.03983278 -113.50618610  37.03986042 -113.50610320 51
115  37.03983933 -113.50601492
120 Linear Feature 36
111  37.03953723 -113.50863615 51
111  37.04004128 -113.50837048 51
112  37.04033242 -113.50801558  37.04042829 -113.50774185 51
111  37.04034499 -113.50750206 51
111  37.04028955 -113.50733945 57
111  37.04012034 -113.50684037 51
111  37.04000523 -113.50650441 51
111  37.03983933 -113.50601492 51
111  37.03969170 -113.50558119 51
111  37.03955684 -113.50518501 51
111  37.03941226 -113.50476385 51
111  37.03926716 -113.50433449 51
111  37.03888917 -113.50322536 51
112  37.03888731 -113.50302681  37.03892249 -113.50292188 51
111  37.03899596 -113.50289179 51
111  37.03912909 -113.50282179 51
111  37.03922081 -113.50277500 51
111  37.03941219 -113.50267252 51
111  37.03974399 -113.50249765 51
111  37.04006615 -113.50232597 51
112  37.04017501 -113.50218407  37.04021270 -113.50207284 51
111  37.04016243 -113.50195623 51
115  37.03978259 -113.50083814
120 Linear Feature 35
111  37.03705627 -113.50772775 51
112  37.03689847 -113.50770366  37.03682918 -113.50765501 51
111  37.03680660 -113.50756964 51
111  37.03667571 -113.50718889 51
111  37.03653664 -113.50677975 51
111  37.03639149 -113.50635395 51
111  37.03624759 -113.50592662 51
111  37.03587144 -113.50482587 51
112  37.03586307 -113.50464750  37.03588819 -113.50455021 51
115  37.03594639 -113.50450025
120 Linear Feature 34
111  37.03626807 -113.50432848 51
112  37.03613429 -113.50430679  37.03606318 -113.50426817 51
115  37.03603442 -113.50419010
120 Linear Feature 33
111  37.03594639 -113.50450025 51
112  37.03603002 -113.50437158  37.03606346 -113.50427383 51
111  37.03603442 -113.50419010 51
115  37.03563939 -113.50303410
120 Linear Feature 32
111  37.03718427 -113.50388646 20
111  37.03716473 -113.50383039 20
111  37.03717075 -113.50382598 20
111  37.03716473 -113.50383039 20
115  37.03713027 -113.50382950
120 Linear Feature 31
111  37.03565280 -113.50503412 51
112  37.03561317 -113.50480470  37.03562764 -113.50468330 51
115  37.03571334 -113.50462406
120 Linear Feature 30
111  37.03538682 -113.50477620 51
112  37.03547525 -113.50474949  37.03551540 -113.50472695 51
111  37.03571334 -113.50462406 51
111  37.03594639 -113.50450025 51
111  37.03626807 -113.50432848 51
111  37.03663971 -113.50413301 51
112  37.03675069 -113.50399757  37.03678782 -113.50388957 51
111  37.03674898 -113.50379260 51
115  37.03636306 -113.50265496
120 Linear Feature 29
111  37.03648507 -113.50803356 51
112  37.03657044 -113.50790064  37.03660367 -113.50780525 51
111  37.03656421 -113.50771074 51
111  37.03643486 -113.50733181 51
111  37.03628880 -113.50690604 51
111  37.03614621 -113.50648288 51
111  37.03600430 -113.50606232 51
111  37.03565280 -113.50503412 51
112  37.03552483 -113.50485401  37.03544661 -113.50479071 51
111  37.03538682 -113.50477620 51
112  37.03526455 -113.50472023  37.03521541 -113.50467427 51
111  37.03519175 -113.50459095 51
115  37.03480851 -113.50346461
120 Linear Feature 28
111  37.03150132 -113.51220039 51
112  37.03179101 -113.51252363  37.03200728 -113.51263534 51
111  37.03220411 -113.51251971 51
115  37.03271210 -113.51224724
120 Linear Feature 27
111  37.03300881 -113.50926158 1
115  37.03308092 -113.50922643
120 Linear Feature 26
111  37.03216314 -113.50866091 20
115  37.03214939 -113.50862107
120 Linear Feature 25
111  37.03220319 -113.50844129 20
111  37.03221386 -113.50846493 20
115  37.03226286 -113.50843855
120 Linear Feature 24
111  37.03159957 -113.51014689 20
111  37.03158636 -113.51010905 20
111  37.03631342 -113.50760741 20
115  37.03629778 -113.50756853
120 Linear Feature 23
111  37.03152772 -113.51009313 20
115  37.03052220 -113.51062801
120 Linear Feature 23
111  37.03154078 -113.51013097 22
115  37.03053540 -113.51066561
120 Linear Feature 23
111  37.03155425 -113.51016998 20
115  37.03054996 -113.51070711
120 Linear Feature 22
111  37.03120195 -113.50945517 1
111  37.03116447 -113.50935701 1
112  37.03109243 -113.50935879  37.03104168 -113.50938772 1
115  37.03104630 -113.50945566
120 Linear Feature 22
111  37.03110843 -113.50982246 1
115  37.03078471 -113.50972285
120 Linear Feature 21
111  37.03119790 -113.50920401 22
111  37.03137708 -113.50973110 22
112  37.03137982 -113.50982645  37.03136390 -113.50987240 22
111  37.03132129 -113.50989159 22
111  37.03054877 -113.51030082 22
112  37.03047218 -113.51030438  37.03043442 -113.51028933 22
111  37.03041308 -113.51022857 22
111  37.03028826 -113.50985902 22
112  37.03028732 -113.50975539  37.03030528 -113.50970623 22
111  37.03034878 -113.50968787 22
115  37.03047312 -113.50962213
120 Linear Feature 20
111  37.03117982 -113.50921561 20
111  37.03135685 -113.50973592 20
112  37.03135557 -113.50982559  37.03133524 -113.50986053 20
111  37.03131004 -113.50987012 20
111  37.03054466 -113.51027418 20
112  37.03047706 -113.51027864  37.03044444 -113.51026146 20
111  37.03043408 -113.51021857 20
111  37.03031033 -113.50985779 20
112  37.03030486 -113.50977018  37.03031814 -113.50972760 20
111  37.03035839 -113.50971144 20
115  37.03048264 -113.50964586
120 Linear Feature 19
111  37.03121648 -113.50919542 20
111  37.03139797 -113.50972802 20
112  37.03139548 -113.50984193  37.03137208 -113.50989860 20
111  37.03132799 -113.50991445 20
111  37.03055802 -113.51032360 20
112  37.03047128 -113.51033094  37.03042239 -113.51031466 20
111  37.03040485 -113.51026291 20
111  37.03026856 -113.50986911 20
112  37.03026816 -113.50974592  37.03028802 -113.50968729 20
111  37.03033482 -113.50966893 20
115  37.03046595 -113.50959732
120 Linear Feature 18
111  37.03038846 -113.50916778 1
111  37.03049360 -113.50947390 1
111  37.03017652 -113.50964205 1
111  37.03050588 -113.51060997 1
111  37.03152972 -113.51006611 1
111  37.03123292 -113.50919669 1
111  37.03135868 -113.50912917 1
111  37.03125561 -113.50881884 1
115  37.03113418 -113.50888330
120 Linear Feature 17
111  37.03037632 -113.50917591 1
111  37.03047331 -113.50946523 1
111  37.03015718 -113.50963105 1
111  37.03049875 -113.51063380 1
111  37.03154778 -113.51007521 1
111  37.03125272 -113.50920669 1
111  37.03137815 -113.50913719 1
111  37.03126249 -113.50879604 1
115  37.03112906 -113.50886675
120 Linear Feature 16
111  37.02192610 -113.51467290 20
111  37.02517845 -113.51295500 20
112  37.02545916 -113.51286048  37.02560012 -113.51284561 20
111  37.02573016 -113.51287123 20
111  37.02588575 -113.51289772 20
112  37.02620486 -113.51291241  37.02635027 -113.51289197 20
111  37.02649131 -113.51280855 20
111  37.03049233 -113.51068835 20
115  37.03047987 -113.51065106
120 Linear Feature 15
111  37.03116152 -113.51119624 51
112  37.03101488 -113.51103701  37.03091437 -113.51099504 51
111  37.03084522 -113.51102409 51
112  37.03095877 -113.51085131  37.03099227 -113.51074324 51
111  37.03097126 -113.51063856 51
112  37.03110702 -113.51077786  37.03119161 -113.51081878 51
111  37.03128226 -113.51079175 51
114  37.03116565 -113.51096567  37.03112879 -113.51108212 51
120 Linear Feature 14
111  37.03095569 -113.51058968 51
111  37.03097126 -113.51063856 51
111  37.03116152 -113.51119624 51
111  37.03127395 -113.51152870 57
111  37.03144061 -113.51201807 51
111  37.03150132 -113.51220039 51
112  37.03147057 -113.51273077  37.03136244 -113.51297794 51
111  37.03120904 -113.51304817 51
115  37.03068880 -113.51332240
120 Linear Feature 13
111  37.02502749 -113.51410394 51
111  37.02431171 -113.51448261 51
112  37.02415638 -113.51466381  37.02410993 -113.51480019 51
115  37.02414654 -113.51491380
120 Linear Feature 12
111  37.04753520 -113.50254060 51
112  37.04735531 -113.50235643  37.04722947 -113.50232140 51
111  37.04715458 -113.50238875 51
115  37.04645059 -113.50276688
120 Linear Feature 11
111  37.04799397 -113.50389391 51
115  37.04788598 -113.50358020
120 Linear Feature 10
111  37.02472702 -113.51620976 51
112  37.02460179 -113.51610099  37.02451970 -113.51601213 51
111  37.02447719 -113.51588818 51
111  37.02442550 -113.51573427 57
111  37.02425731 -113.51524210 51
111  37.02414654 -113.51491380 51
111  37.02398227 -113.51443080 51
112  37.02399265 -113.51418717  37.02403903 -113.51405712 51
111  37.02412486 -113.51401550 51
111  37.02441766 -113.51386204 51
112  37.02457756 -113.51385251  37.02466508 -113.51388251 51
111  37.02472361 -113.51397042 51
111  37.02474646 -113.51400683 51
112  37.02486275 -113.51409874  37.02494751 -113.51413451 51
111  37.02502749 -113.51410394 51
111  37.03084522 -113.51102409 51
111  37.03128226 -113.51079175 51
111  37.03648507 -113.50803356 51
111  37.03705627 -113.50772775 51
111  37.03968728 -113.50634385 51
111  37.03974659 -113.50631154 51
111  37.04014464 -113.50610154 51
111  37.04032129 -113.50600408 51
111  37.04348135 -113.50433222 51
111  37.04645059 -113.50276688 51
112  37.04656273 -113.50261442  37.04660156 -113.50250662 51
112  37.04658655 -113.50240535  37.04658122 -113.50236815 51
112  37.04662287 -113.50217743  37.04667084 -113.50207821 51
111  37.04674303 -113.50204426 51
111  37.04701047 -113.50190112 51
112  37.04722719 -113.50189438  37.04734418 -113.50195162 51
111  37.04737797 -113.50207647 51
111  37.04753520 -113.50254060 51
111  37.04764082 -113.50285518 57
111  37.04781119 -113.50335465 51
111  37.04788598 -113.50358020 51
112  37.04789930 -113.50378321  37.04789722 -113.50387509 51
115  37.04787174 -113.50396045
120 Linear Feature 9
111  37.04795502 -113.50455657 53 102
116  37.04787060 -113.50453008  37.04784395 -113.50453104
120 Linear Feature 8
111  37.04821838 -113.50434104 53 102
115  37.04824372 -113.50441829
120 Linear Feature 8
111  37.03862011 -113.51179752 53
115  37.03859288 -113.51171780
120 Linear Feature 8
111  37.04473078 -113.50849863 53
115  37.04458190 -113.50857740
120 Linear Feature 8
111  37.04443503 -113.50815098 53
115  37.04458440 -113.50807133
120 Linear Feature 8
111  37.04563347 -113.50688942 53 102
115  37.04570449 -113.50688424
120 Linear Feature 8
111  37.04843490 -113.50498319 53 102
115  37.04844651 -113.50501714
120 Linear Feature 7
111  37.04018723 -113.50802835 53 102
112  37.04024387 -113.50786925  37.04026789 -113.50775601 53 102
111  37.04025079 -113.50766133 53 102
111  37.04019309 -113.50739228 53 102
111  37.04011315 -113.50703690 53 102
111  37.03991549 -113.50662195 53 102
112  37.03983658 -113.50650508  37.03978669 -113.50647002 53 102
111  37.03973654 -113.50648733 53 102
111  37.03930298 -113.50663419 53 102
111  37.03356981 -113.50966495 53 102
111  37.03173252 -113.51064175 53 102
111  37.03135964 -113.51091601 53 102
112  37.03128423 -113.51100461  37.03125969 -113.51106767 53 102
111  37.03127071 -113.51112252 53 102
111  37.03138928 -113.51165411 53 102
111  37.03153906 -113.51196811 53 102
111  37.03164359 -113.51219417 53 102
112  37.03176112 -113.51233749  37.03183574 -113.51239662 53 102
115  37.03190570 -113.51241045
120 Linear Feature 6
111  37.03133970 -113.51271025 53 102
112  37.03139850 -113.51253460  37.03141789 -113.51242089 53 102
111  37.03140343 -113.51234660 53 102
111  37.03134404 -113.51207262 53 102
111  37.03126499 -113.51171833 53 102
111  37.03104363 -113.51125839 53 102
112  37.03096371 -113.51117385  37.03091451 -113.51115809 53 102
111  37.03087526 -113.51117341 53 102
111  37.03045661 -113.51132032 53 102
111  37.02471115 -113.51436270 53 102
111  37.02434051 -113.51463922 53 102
112  37.02426865 -113.51471904  37.02424359 -113.51477174 53 102
111  37.02425314 -113.51483007 53 102
111  37.02437347 -113.51536718 53 102
111  37.02452158 -113.51568266 53 102
111  37.02461257 -113.51587586 53 102
112  37.02473855 -113.51604406  37.02482900 -113.51611540 53 102
115  37.02489291 -113.51612209
120 Linear Feature 5
111  37.02454739 -113.51630735 53 102
111  37.02436379 -113.51576675 53 102
111  37.02379601 -113.51409708 53 102
111  37.02437437 -113.51379536 53 102
112  37.02468521 -113.51381933  37.02486256 -113.51393992 53 102
111  37.02488179 -113.51394765 53 102
112  37.02499116 -113.51395719  37.02505900 -113.51393516 53 102
111  37.02538385 -113.51382670 53 102
111  37.03014022 -113.51130961 53 102
111  37.03048736 -113.51105029 53 102
112  37.03058289 -113.51092803  37.03060550 -113.51084829 53 102
111  37.03056450 -113.51075415 53
111  37.03054996 -113.51070711 53
111  37.03053540 -113.51066561 53
111  37.03052220 -113.51062801 53
111  37.03018860 -113.50965002 53
111  37.03050395 -113.50948095 53
115  37.03039303 -113.50915474
120 Linear Feature 4
111  37.03113524 -113.50889585 53
111  37.03115151 -113.50888705 53
111  37.03124860 -113.50883629 53
111  37.03134570 -113.50912326 53
111  37.03121731 -113.50918860 53
111  37.03152772 -113.51009313 53
111  37.03154078 -113.51013097 53
111  37.03155425 -113.51016998 53
111  37.03157149 -113.51021774 53 102
112  37.03164381 -113.51034309  37.03169725 -113.51039041 53 102
111  37.03175823 -113.51036874 53 102
111  37.03216926 -113.51023155 53 102
111  37.03641160 -113.50797734 53 102
112  37.03651370 -113.50779221  37.03650609 -113.50765581 53 102
115  37.03640745 -113.50762355
120 Linear Feature 3
111  37.03687064 -113.50737885 53 102
112  37.03689498 -113.50759032  37.03696467 -113.50768283 53 102
111  37.03706452 -113.50763527 53 102
111  37.03968816 -113.50625400 53 102
112  37.03977645 -113.50606393  37.03976399 -113.50593905 53 102
115  37.03966935 -113.50589837
120 Linear Feature 2
111  37.04013145 -113.50565376 53 102
112  37.04015662 -113.50586231  37.04022699 -113.50596050 53 102
111  37.04031794 -113.50591750 53 102
111  37.04342038 -113.50427350 53 102
111  37.04601128 -113.50290990 53 102
111  37.04638026 -113.50264263 53 102
112  37.04646124 -113.50251861  37.04648135 -113.50243361 53 102
111  37.04652285 -113.50226537 53 102
112  37.04659692 -113.50208238  37.04665638 -113.50199423 53 102
111  37.04673674 -113.50195750 53 102
111  37.04730457 -113.50164993 53 102
111  37.04787130 -113.50332201 53 102
115  37.04805299 -113.50385660
120 Linear Feature 1
111  37.04770637 -113.50405315 53 102
112  37.04776638 -113.50387623  37.04779269 -113.50375725 53 102
111  37.04776659 -113.50366115 53 102
111  37.04771191 -113.50340617 53 102
111  37.04763715 -113.50306273 53 102
111  37.04741980 -113.50259441 53 102
112  37.04733397 -113.50250508  37.04727790 -113.50248429 53 102
111  37.04722667 -113.50251202 53 102
111  37.04685654 -113.50264046 53 102
111  37.04057478 -113.50596086 53 102
111  37.04019293 -113.50624381 53 102
112  37.04012503 -113.50634665  37.04010521 -113.50641962 53 102
111  37.04012714 -113.50647099 53 102
111  37.04023870 -113.50697554 53 102
111  37.04038686 -113.50728801 53 102
111  37.04049509 -113.50751798 53 102
112  37.04061492 -113.50766161  37.04069925 -113.50772468 53 102
115  37.04075273 -113.50772941
21  37.02696936 -113.51594135 2 22.9000 3.00 New Light Fixture 2
21  37.04517967 -113.50503124 2 202.9000 3.00 New Light Fixture 2
14  37.03074933 -113.50921731  82.02 0 New Tower Viewpoint 2
1300  37.03955123 -113.50092624  22.06 hangar props GA Hangar East 40
1301 A none 
1300  37.03962082 -113.50109937  23.18 hangar props GA Hangar East 39
1301 A none 
1300  37.03968942 -113.50131324  22.64 hangar props GA Hangar East 38
1301 A none 
1300  37.03979921 -113.50163779  21.97 hangar props GA Hangar East 37
1301 A none 
1300  37.03990687 -113.50195522  21.40 hangar props GA Hangar East 36
1301 A none 
1300  37.03963900 -113.50218724 203.53 hangar props GA Hangar East 35
1301 A none 
1300  37.03957182 -113.50192302 203.53 hangar props GA Hangar East 34
1301 A none 
1300  37.03950152 -113.50172142 203.53 hangar props GA Hangar East 33
1301 A none 
1300  37.03945465 -113.50143566 203.53 hangar props GA Hangar East 32
1301 A none 
1300  37.03933606 -113.50125222 203.53 hangar props GA Hangar East 31
1301 A none 
1300  37.03893127 -113.50125364  24.02 hangar props GA Hangar East 30
1301 A none 
1300  37.03900626 -113.50145328  24.02 hangar props GA Hangar East 29
1301 A none 
1300  37.03909375 -113.50173708  24.02 hangar props GA Hangar East 28
1301 A none 
1300  37.03920155 -113.50209133  24.02 hangar props GA Hangar East 27
1301 A none 
1300  37.03928436 -113.50238883  22.79 hangar props GA Hangar East 26
1301 A none 
1300  37.03904063 -113.50251997 203.57 hangar props GA Hangar East 25
1301 A none 
1300  37.03886565 -113.50203653 202.30 hangar props GA Hangar East 24
1301 A none 
1300  37.03878285 -113.50179579 202.30 hangar props GA Hangar East 23
1301 A none 
1300  37.03871255 -113.50159224 202.30 hangar props GA Hangar East 22
1301 A none 
1300  37.03870473 -113.50137891 202.30 hangar props GA Hangar East 21
1301 A none 
1300  37.03832509 -113.50162552  24.52 hangar props GA Hangar East 20
1301 A none 
1300  37.03843946 -113.50194854  24.52 hangar props GA Hangar East 19
1301 A none 
1300  37.03853733 -113.50224145  24.52 hangar props GA Hangar East 18
1301 A none 
1300  37.03862498 -113.50249334  24.52 hangar props GA Hangar East 17
1301 A none 
1300  37.03869716 -113.50270648  24.52 hangar props GA Hangar East 16
1301 A none 
1300  37.03827855 -113.50243070 203.35 hangar props GA Hangar East 15
1301 A none 
1300  37.03806147 -113.50303010  22.99 hangar props GA Hangar East 14
1301 A none 
1300  37.03706946 -113.50222420  22.99 hangar props GA Hangar East 13
1301 A none 
1300  37.03729441 -113.50287071  22.99 hangar props GA Hangar East 12
1301 A none 
1300  37.03736930 -113.50313922  22.99 hangar props GA Hangar East 11
1301 A none 
1300  37.03764042 -113.50381329 111.98 hangar props GA Hangar East 10
1301 A none 
1300  37.03787164 -113.50371543 111.98 hangar props GA Hangar East 09
1301 A none 
1300  37.03832128 -113.50366317  21.65 hangar props GA Hangar East 08
1301 A none 
1300  37.03844049 -113.50401175  23.72 hangar props GA Hangar East 07
1301 A none 
1300  37.03662496 -113.50279548 203.42 hangar props GA Hangar East 06
1301 A none 
1300  37.03456840 -113.50412263 112.64 hangar props GA Hangar East 05
1301 A none 
1300  37.03450278 -113.50370772 -65.90 hangar props GA Hangar East 04
1301 A none 
1300  37.03499180 -113.50477746  22.39 hangar props GA Hangar East 03
1301 A none 
1300  37.03509836 -113.50512191  22.39 hangar props GA Hangar East 02
1301 A none 
1300  37.03530458 -113.50540393  22.39 hangar jets|turboprops GA Hangar East 01
1301 B none 
1300  37.04447508 -113.50954811 113.19 hangar props GA Hangar West 23
1301 A none 
1300  37.04433669 -113.50961746 113.19 hangar props GA Hangar West 22
1301 A none 
1300  37.04341226 -113.51010639 113.19 hangar props GA Hangar West 21
1301 A none 
1300  37.04287808 -113.51042887 109.62 hangar props GA Hangar West 20
1301 A none 
1300  37.04276168 -113.51048632 109.62 hangar props GA Hangar West 19
1301 A none 
1300  37.04265761 -113.51054157 109.62 hangar props GA Hangar West 18
1301 A none 
1300  37.04253856 -113.51060344 109.62 hangar props GA Hangar West 17
1301 A none 
1300  37.04243185 -113.51066199 109.62 hangar props GA Hangar West 16
1301 A none 
1300  37.04232073 -113.51072166 109.62 hangar props GA Hangar West 15
1301 A none 
1300  37.04221314 -113.51078353 109.62 hangar props GA Hangar West 14
1301 A none 
1300  37.04210290 -113.51084319 109.62 hangar props GA Hangar West 13
1301 A none 
1300  37.04199002 -113.51090175 109.62 hangar props GA Hangar West 12
1301 A none 
1300  37.04188331 -113.51095920 109.62 hangar props GA Hangar West 11
1301 A none 
1300  37.04176514 -113.51102218 109.62 hangar props GA Hangar West 10
1301 A none 
1300  37.04165490 -113.51107631 109.62 hangar props GA Hangar West 09
1301 A none 
1300  37.04154467 -113.51113818 109.62 hangar props GA Hangar West 08
1301 A none 
1300  37.04142826 -113.51119785 109.62 hangar props GA Hangar West 07
1301 A none 
1300  37.04131538 -113.51126082 109.62 hangar props GA Hangar West 06
1301 A none 
1300  37.04047074 -113.51105325 109.62 hangar props GA Hangar West 05
1301 A none 
1300  37.04079894 -113.51087704 109.62 hangar props GA Hangar West 04
1301 A none 
1300  37.04243324 -113.51000016 109.62 hangar props GA Hangar West 03
1301 A none 
1300  37.04375369 -113.50928995 109.62 hangar props GA Hangar West 02
1301 A none 
1300  37.04409472 -113.50910498 109.62 hangar props GA Hangar West 01
1301 A none 
1300  37.04449646 -113.50819170 202.75 tie_down props Fuel Station West 01
1301 A general_aviation 
1300  37.04460119 -113.50849577 202.75 tie_down props Fuel Station West 01
1301 A general_aviation 
1300  37.03882648 -113.51129579 112.14 tie_down props GA Apron West 234
1301 A general_aviation 
1300  37.03894049 -113.51123694 112.14 tie_down props GA Apron West 232
1301 A general_aviation 
1300  37.03905304 -113.51117502 112.14 tie_down props GA Apron West 230
1301 A general_aviation 
1300  37.03916803 -113.51111495 112.14 tie_down props GA Apron West 228
1301 A general_aviation 
1300  37.03928156 -113.51105426 112.14 tie_down props GA Apron West 226
1301 A general_aviation 
1300  37.03939557 -113.51099602 112.14 tie_down props GA Apron West 224
1301 A general_aviation 
1300  37.03950807 -113.51093668 112.14 tie_down props GA Apron West 222
1301 A general_aviation 
1300  37.03962234 -113.51087437 112.14 tie_down props GA Apron West 220
1301 A general_aviation 
1300  37.03973603 -113.51081429 112.14 tie_down props GA Apron West 218
1301 A general_aviation 
1300  37.03985030 -113.51075643 112.14 tie_down props GA Apron West 216
1301 A general_aviation 
1300  37.03996339 -113.51069338 112.14 tie_down props GA Apron West 214
1301 A general_aviation 
1300  37.04007707 -113.51063478 112.14 tie_down props GA Apron West 212
1301 A general_aviation 
1300  37.04019075 -113.51057395 112.14 tie_down props GA Apron West 210
1301 A general_aviation 
1300  37.04030562 -113.51051461 112.14 tie_down props GA Apron West 208
1301 A general_aviation 
1300  37.04041871 -113.51045527 112.14 tie_down props GA Apron West 206
1301 A general_aviation 
1300  37.04053299 -113.51039370 112.14 tie_down props GA Apron West 204
1301 A general_aviation 
1300  37.04064762 -113.51033536 112.14 tie_down props GA Apron West 202
1301 A general_aviation 
1300  37.03880736 -113.51143955 -67.47 tie_down props GA Apron West 235
1301 A general_aviation 
1300  37.03892138 -113.51137825 -67.47 tie_down props GA Apron West 233
1301 A general_aviation 
1300  37.03903392 -113.51131756 -67.47 tie_down props GA Apron West 231
1301 A general_aviation 
1300  37.03914843 -113.51125810 -67.47 tie_down props GA Apron West 229
1301 A general_aviation 
1300  37.03926244 -113.51119802 -67.47 tie_down props GA Apron West 227
1301 A general_aviation 
1300  37.03937597 -113.51113733 -67.47 tie_down props GA Apron West 225
1301 A general_aviation 
1300  37.03948944 -113.51107698 -67.47 tie_down props GA Apron West 223
1301 A general_aviation 
1300  37.03960252 -113.51101764 -67.47 tie_down props GA Apron West 221
1301 A general_aviation 
1300  37.03971680 -113.51095830 -67.47 tie_down props GA Apron West 219
1301 A general_aviation 
1300  37.03983226 -113.51089599 -67.47 tie_down props GA Apron West 217
1301 A general_aviation 
1300  37.03994476 -113.51083814 -67.47 tie_down props GA Apron West 215
1301 A general_aviation 
1300  37.04005903 -113.51077657 -67.47 tie_down props GA Apron West 213
1301 A general_aviation 
1300  37.04017212 -113.51071723 -67.47 tie_down props GA Apron West 211
1301 A general_aviation 
1300  37.04028580 -113.51065640 -67.47 tie_down props GA Apron West 209
1301 A general_aviation 
1300  37.04039948 -113.51059632 -67.47 tie_down props GA Apron West 207
1301 A general_aviation 
1300  37.04051376 -113.51053623 -67.47 tie_down props GA Apron West 205
1301 A general_aviation 
1300  37.04062700 -113.51047758 -67.47 tie_down props GA Apron West 203
1301 A general_aviation 
1300  37.04074092 -113.51041655 -67.47 tie_down props GA Apron West 201
1301 A general_aviation 
1300  37.04153701 -113.50999600 -67.85 tie_down props GA Apron West 146
1301 A general_aviation 
1300  37.04165069 -113.50993592 -67.85 tie_down props GA Apron West 144
1301 A general_aviation 
1300  37.04176497 -113.50987880 -67.85 tie_down props GA Apron West 142
1301 A general_aviation 
1300  37.04187865 -113.50981501 -67.85 tie_down props GA Apron West 140
1301 A general_aviation 
1300  37.04199292 -113.50975641 -67.85 tie_down props GA Apron West 138
1301 A general_aviation 
1300  37.04210838 -113.50969410 -67.85 tie_down props GA Apron West 136
1301 A general_aviation 
1300  37.04222029 -113.50963327 -67.85 tie_down props GA Apron West 134
1301 A general_aviation 
1300  37.04233456 -113.50957393 -67.85 tie_down props GA Apron West 132
1301 A general_aviation 
1300  37.04244765 -113.50951384 -67.85 tie_down props GA Apron West 130
1301 A general_aviation 
1300  37.04256133 -113.50945450 -67.85 tie_down props GA Apron West 128
1301 A general_aviation 
1300  37.04267620 -113.50939070 -67.85 tie_down props GA Apron West 126
1301 A general_aviation 
1300  37.04279166 -113.50933729 -67.85 tie_down props GA Apron West 124
1301 A general_aviation 
1300  37.04290385 -113.50927987 -67.85 tie_down props GA Apron West 122
1301 A general_aviation 
1300  37.04301818 -113.50921226 -67.85 tie_down props GA Apron West 120
1301 A general_aviation 
1300  37.04312939 -113.50915224 -67.85 tie_down props GA Apron West 118
1301 A general_aviation 
1300  37.04324307 -113.50909141 -67.85 tie_down props GA Apron West 116
1301 A general_aviation 
1300  37.04335734 -113.50903059 -67.85 tie_down props GA Apron West 114
1301 A general_aviation 
1300  37.04347162 -113.50897050 -67.85 tie_down props GA Apron West 112
1301 A general_aviation 
1300  37.04358530 -113.50891041 -67.85 tie_down props GA Apron West 110
1301 A general_aviation 
1300  37.04369839 -113.50885181 -67.85 tie_down props GA Apron West 108
1301 A general_aviation 
1300  37.04381030 -113.50879024 -67.85 tie_down props GA Apron West 106
1301 A general_aviation 
1300  37.04392457 -113.50873090 -67.11 tie_down props GA Apron West 104
1301 A general_aviation 
1300  37.04403944 -113.50867229 -68.38 tie_down props GA Apron West 102
1301 A general_aviation 
1300  37.04144791 -113.50991437 113.36 tie_down props GA Apron West 147
1301 A general_aviation 
1300  37.04155742 -113.50985495 113.36 tie_down props GA Apron West 145
1301 A general_aviation 
1300  37.04167110 -113.50979561 113.36 tie_down props GA Apron West 143
1301 A general_aviation 
1300  37.04178419 -113.50973478 113.36 tie_down props GA Apron West 141
1301 A general_aviation 
1300  37.04189787 -113.50967396 113.36 tie_down props GA Apron West 139
1301 A general_aviation 
1300  37.04201156 -113.50961313 113.36 tie_down props GA Apron West 137
1301 A general_aviation 
1300  37.04212642 -113.50955230 113.36 tie_down props GA Apron West 135
1301 A general_aviation 
1300  37.04223951 -113.50948925 113.36 tie_down props GA Apron West 133
1301 A general_aviation 
