I
1050 Generated by WorldEditor

1    649 1 0 KCNO Chino
1301 B general_aviation 
1300  33.98255478 -117.63841854 178.38 hangar props FBO DUBOIS AVIATION
1301 A general_aviation 
1300  33.97949604 -117.64612392 359.53 hangar jets|turboprops FBO YANKS AIR MUSEUM
1301 B general_aviation 
1300  33.98251907 -117.63967857 201.94 tie_down jets|turboprops FBO PLANES OF FLAME
1301 B general_aviation 
1300  33.97095045 -117.62384883 270.61 hangar jets|turboprops FBO THRESHOLD AVIATION 01
1301 B general_aviation 
1300  33.97040980 -117.62378673 267.28 hangar jets|turboprops FBO THRESHOLD AVIATION 02
1301 B general_aviation 
1300  33.97867901 -117.64445891 180.00 tie_down props GA W01
1301 A general_aviation 
1300  33.98005241 -117.64364899  90.00 tie_down props GA W02
1301 A general_aviation 
1300  33.98007155 -117.64403682  90.00 tie_down props GA W03
1301 A general_aviation 
1300  33.98005146 -117.64437926  90.00 tie_down props GA W04
1301 A general_aviation 
1300  33.98005110 -117.64479070  90.00 tie_down props GA W05
1301 A general_aviation 
18  33.97799846 -117.63709388 1 Airport Beacon
19  33.97482204 -117.64056067 1 Windsock
50 12585 ATIS
51 11850 CTAF
51 12295 UNICOM
53 12160 GND
54 11850 TWR
55 13540 SOCAL APP/DEP
99
