A
1000 Generated by WorldEditor

1     17 1 0 KFMY Page Fld
111  26.59127020 -081.85986405 2
111  26.59091771 -081.86030018 2
113  26.58991047 -081.86153012 2
110 1 0.25 90.0000 D
111  26.58240008 -081.86544411
112  26.58240322 -081.86536363  26.58240421 -081.86531971
111  26.58240322 -081.86536363
111  26.58241091 -081.86441758
111  26.58241145 -081.86408641
111  26.58241553 -081.86236130 1
112  26.58225782 -081.86217301  26.58209835 -081.86218994
111  26.58225782 -081.86217301 1
111  26.58225970 -081.86237897 1
111  26.58204797 -081.86237749
111  26.58202405 -081.86230373
111  26.58170248 -081.86230593
111  26.58170304 -081.86191940
111  26.58199232 -081.86192291
111  26.58198478 -081.86146451
111  26.58198273 -081.86136591
111  26.58198127 -081.86106435
111  26.58212780 -081.86106882
111  26.58221346 -081.86106597
111  26.58221144 -081.86090765
111  26.58222028 -081.86089248
112  26.58222685 -081.86077684  26.58222584 -081.86073846
111  26.58221117 -081.86073194
111  26.58176751 -081.86070905
111  26.58176757 -081.86065062
111  26.58176820 -081.86059580
111  26.58188888 -081.86059648
111  26.58189784 -081.86037917
111  26.58190012 -081.86021907
111  26.58187392 -081.86021886
111  26.58187379 -081.86013945
111  26.58164000 -081.86013641
112  26.58164000 -081.86013641  26.58164775 -081.86006277
111  26.58161864 -081.85998620
111  26.58161992 -081.85984174
111  26.58181459 -081.85980290
111  26.58187287 -081.85976896
111  26.58187192 -081.85938555
112  26.58182468 -081.85934650  26.58176616 -081.85934468
111  26.58182468 -081.85934650
112  26.58182468 -081.85934650  26.58176616 -081.85934468
111  26.58174703 -081.85934820
111  26.58174582 -081.85914552
111  26.58176381 -081.85914733
111  26.58177046 -081.85877535
111  26.58196290 -081.85878413
111  26.58195650 -081.85922492
111  26.58195571 -081.85929407
111  26.58195540 -081.85965185
112  26.58195540 -081.85965185  26.58196028 -081.85969911
111  26.58199884 -081.85971900
111  26.58200674 -081.85966837
112  26.58237538 -081.85962919  26.58244365 -081.85961465
111  26.58245358 -081.85942672
111  26.58245283 -081.85857665
112  26.58227968 -081.85842836  26.58209933 -081.85842438
111  26.58227968 -081.85842836
111  26.58212745 -081.85842573
111  26.58212842 -081.85846871
111  26.58159708 -081.85846575
111  26.58159858 -081.85841709
111  26.58094942 -081.85840357
111  26.58088812 -081.85836917
111  26.58088754 -081.85828478
111  26.58053178 -081.85803745
111  26.58034040 -081.85787616
111  26.58034001 -081.85661296
111  26.58033939 -081.85653845
112  26.58033939 -081.85653845  26.58034134 -081.85647852
111  26.58033940 -081.85645507
111  26.58060849 -081.85626036
111  26.58158899 -081.85625891
111  26.58159066 -081.85679539
112  26.58159066 -081.85679539  26.58159066 -081.85688184
111  26.58164784 -081.85683885
111  26.58196421 -081.85684098
111  26.58211082 -081.85694868
111  26.58240848 -081.85728572
112  26.58257754 -081.85730865  26.58264595 -081.85725735 102
111  26.58275329 -081.85716098 102
111  26.58298369 -081.85693112
111  26.58303994 -081.85688553
111  26.58318702 -081.85711332
111  26.58318656 -081.85718007 102
112  26.58299194 -081.85717506  26.58284582 -081.85721663
111  26.58299194 -081.85717506 102
111  26.58284365 -081.85728117 102
112  26.58273189 -081.85738715  26.58264572 -081.85746348 102
112  26.58259665 -081.85759802  26.58259441 -081.85769687
111  26.58259665 -081.85759802 102
111  26.58259571 -081.85877736
111  26.58259229 -081.85905186
111  26.58259193 -081.85940306 102
111  26.58305782 -081.85940560 102
111  26.58377848 -081.85940752
112  26.58377848 -081.85940752  26.58392008 -081.85940272
111  26.58396646 -081.85929649
111  26.58396747 -081.85929624
111  26.58396629 -081.85970022 102
112  26.58377963 -081.85954236  26.58366575 -081.85953507
111  26.58377963 -081.85954236 102
111  26.58322992 -081.85954441
112  26.58322992 -081.85954441  26.58311837 -081.85954201 102
112  26.58308045 -081.85967699  26.58307830 -081.85973457 102
111  26.58315270 -081.85974176
111  26.58315331 -081.85986861
112  26.58315331 -081.85986861  26.58311469 -081.85982974
112  26.58307231 -081.85994613  26.58307446 -081.86006368
111  26.58307231 -081.85994613
111  26.58305470 -081.86293069
112  26.58312675 -081.86303508  26.58318468 -081.86307346 102
111  26.58380534 -081.86322683
111  26.58378966 -081.86335130 102
111  26.58306332 -081.86315570 102
112  26.58273628 -081.86307776  26.58260112 -081.86307856 102
111  26.58256279 -081.86319062 102
111  26.58255852 -081.86524035
113  26.58256031 -081.86531208
111  26.58245640 -081.85784331
112  26.58245640 -081.85784331  26.58241171 -081.85765252 1
112  26.58228118 -081.85778455  26.58223492 -081.85781962
111  26.58228118 -081.85778455
112  26.58228118 -081.85778455  26.58218081 -081.85785557 1
111  26.58217946 -081.85801030 1
112  26.58221816 -081.85823759  26.58227148 -081.85827178
111  26.58221816 -081.85823759
112  26.58221816 -081.85823759  26.58229265 -081.85828757 1
114  26.58245557 -081.85804567  26.58245546 -081.85789902 1 102
111  26.58228762 -081.85730337 1
111  26.58207734 -081.85704952 1
111  26.58218954 -081.85742525 1
112  26.58229529 -081.85743195  26.58236361 -081.85742254
111  26.58229529 -081.85743195
114  26.58229529 -081.85743195  26.58241715 -081.85740642 1
110 1 0.00 0.0000 E
111  26.59026684 -081.86629557
111  26.59021086 -081.86634425 3 102
112  26.59010711 -081.86634161  26.59005541 -081.86639668
111  26.59010711 -081.86634161 3 102
111  26.58991801 -081.86652161 3 102
111  26.58952959 -081.86689304 3 102
111  26.58914043 -081.86727635
111  26.58907478 -081.86715796 3 102
111  26.58915068 -081.86709227 3 102
111  26.58946478 -081.86680031 3 102
111  26.58952652 -081.86673445
112  26.58952652 -081.86673445  26.58957127 -081.86668265 3 102
112  26.58951053 -081.86654869  26.58946507 -081.86649481 3 102
111  26.58875752 -081.86556674
112  26.58875752 -081.86556674  26.58866156 -081.86545944 3 102
111  26.58862822 -081.86549593 3 102
111  26.58850156 -081.86535134 3 102
112  26.58845003 -081.86521302  26.58837225 -081.86515979
111  26.58845003 -081.86521302 3 102
111  26.58838969 -081.86517199 3 102
111  26.58731853 -081.86435712
112  26.58731853 -081.86435712  26.58727145 -081.86432703 3 102
111  26.58721595 -081.86431841
111  26.58740651 -081.86413566 3
112  26.58742891 -081.86425943  26.58746213 -081.86428575
111  26.58742891 -081.86425943 3 102
111  26.58748717 -081.86430430 3 102
111  26.58848093 -081.86507708
112  26.58848093 -081.86507708  26.58863795 -081.86522095 3 102
111  26.58881439 -081.86544857 3 102
111  26.58962246 -081.86649344
112  26.58962246 -081.86649344  26.58964233 -081.86650711 3 102
112  26.58978303 -081.86649645  26.58979832 -081.86648278
111  26.58978303 -081.86649645 3 102
111  26.58984493 -081.86643015 3 102
111  26.59003220 -081.86624887
112  26.59003220 -081.86624887  26.59008513 -081.86619794 3 102
111  26.59005138 -081.86613601
113  26.59009468 -081.86608053
110 1 0.00 50.0000 NORTH RAMP
111  26.58997973 -081.86269809
111  26.58949361 -081.86219552
111  26.58933578 -081.86220206
111  26.59165406 -081.85923214
112  26.59172428 -081.85937196  26.59182180 -081.85946562
111  26.59172428 -081.85937196
111  26.59175848 -081.85940380
111  26.59192725 -081.85957060
111  26.59223026 -081.85988715
111  26.59140728 -081.86089861
111  26.59130996 -081.86101956
111  26.59132216 -081.86103162
111  26.59085590 -081.86161454
111  26.59081496 -081.86166478
113  26.59076533 -081.86172605
110 1 0.25 90.0000 B HANGERS
111  26.58162770 -081.86449625
111  26.58145603 -081.86431990
111  26.58147918 -081.86355082
111  26.58167300 -081.86354615
111  26.58167745 -081.86301834
111  26.58168428 -081.86270341
111  26.58176136 -081.86265436
111  26.58213498 -081.86266842
111  26.58230947 -081.86266569
111  26.58230920 -081.86414442
112  26.58230920 -081.86414442  26.58236255 -081.86424461
111  26.58241145 -081.86408641
111  26.58241091 -081.86441758
112  26.58231658 -081.86435070  26.58227479 -081.86441004
111  26.58231658 -081.86435070
113  26.58231541 -081.86450353
110 1 0.00 0.0000 L RAMP
111  26.58378210 -081.85913061
111  26.58276915 -081.85912446
111  26.58276754 -081.85899669
112  26.58276754 -081.85899669  26.58260453 -081.85898912
111  26.58259229 -081.85905186
111  26.58259571 -081.85877736
112  26.58274537 -081.85885613  26.58287976 -081.85885795
111  26.58274537 -081.85885613
112  26.58274537 -081.85885613  26.58281172 -081.85885765
111  26.58283237 -081.85874745
111  26.58281129 -081.85762035
111  26.58293071 -081.85762821
111  26.58317655 -081.85796987
111  26.58319060 -081.85871997
111  26.58368229 -081.85871211
113  26.58378063 -081.85885742
110 1 0.00 0.0000 WEST RAMP
112  26.58622166 -081.86806715  26.58622166 -081.86807034
111  26.58566765 -081.86808610
112  26.58566765 -081.86808610  26.58566474 -081.86793355
111  26.58558488 -081.86777977
111  26.58560607 -081.86721146
111  26.58562201 -081.86698469
111  26.58596466 -081.86671008
112  26.58596466 -081.86671008  26.58610859 -081.86675032
111  26.58614456 -081.86659194
111  26.58623879 -081.86609701
111  26.58681146 -081.86623428
112  26.58681146 -081.86623428  26.58696978 -081.86627720
112  26.58697105 -081.86606590  26.58696820 -081.86606590
111  26.58840611 -081.86640035
111  26.58836042 -081.86662386
111  26.58876669 -081.86671928
111  26.58884442 -081.86674466
111  26.58899960 -081.86698091
111  26.58899719 -081.86702939
112  26.58898494 -081.86713988  26.58901852 -081.86717744
111  26.58898494 -081.86713988
112  26.58898494 -081.86713988  26.58903532 -081.86720426
111  26.58907471 -081.86715796
111  26.58914043 -081.86727635
112  26.58911301 -081.86748665  26.58919457 -081.86760200
111  26.58933700 -081.86745408
111  26.59001378 -081.86838499
111  26.58960541 -081.86874732
111  26.58890582 -081.86776063
111  26.58803415 -081.86755520
111  26.58778771 -081.86749582
111  26.58701555 -081.86730494
111  26.58697681 -081.86729467
113  26.58670644 -081.86721993
110 2 0.00 0.0000 WEST RAMP HELIPAD
111  26.58899719 -081.86702939
111  26.58876669 -081.86671928
111  26.58912569 -081.86641312
113  26.58933700 -081.86670050
110 2 0.25 0.0000 HANGER SOUTH
111  26.58315079 -081.85974176
111  26.58386385 -081.85974155
112  26.58386385 -081.85974155  26.58395429 -081.85974953
111  26.58396438 -081.85970022
111  26.58401215 -081.85992869
112  26.58386383 -081.85992047  26.58376870 -081.86001799
111  26.58386383 -081.85992047
111  26.58386529 -081.86007580
112  26.58386529 -081.86007580  26.58396763 -081.86011838
111  26.58401146 -081.86002632
111  26.58401211 -081.86028587
112  26.58386534 -081.86021152  26.58377177 -081.86023093
111  26.58386534 -081.86021152
111  26.58386303 -081.86046966
112  26.58386303 -081.86046966  26.58397159 -081.86051983
111  26.58401207 -081.86040363
111  26.58401162 -081.86069930
112  26.58386546 -081.86061338  26.58375502 -081.86064149
111  26.58386546 -081.86061338
111  26.58386625 -081.86085732
112  26.58386625 -081.86085732  26.58399421 -081.86089583
111  26.58401178 -081.86078878
111  26.58401437 -081.86108284
112  26.58386564 -081.86101193  26.58373512 -081.86106204
111  26.58386564 -081.86101193
111  26.58386527 -081.86124485
112  26.58386527 -081.86124485  26.58399379 -081.86127679
111  26.58401430 -081.86115916
111  26.58400983 -081.86149340
112  26.58386415 -081.86140112  26.58373359 -081.86143401
111  26.58386415 -081.86140112
111  26.58386378 -081.86164862
112  26.58386378 -081.86164862  26.58399468 -081.86167257
111  26.58401018 -081.86156802
111  26.58401058 -081.86188365
112  26.58386798 -081.86179232  26.58373538 -081.86182849
111  26.58386798 -081.86179232
111  26.58386683 -081.86204250
112  26.58386683 -081.86204250  26.58401201 -081.86205847
111  26.58401084 -081.86194568
111  26.58401362 -081.86227270
112  26.58401362 -081.86227270  26.58398789 -081.86216217
111  26.58386729 -081.86217978
111  26.58386777 -081.86244344
112  26.58386777 -081.86244344  26.58399099 -081.86244344
111  26.58401447 -081.86235769
111  26.58401181 -081.86257643
112  26.58401181 -081.86257643  26.58394546 -081.86254009
111  26.58386696 -081.86255144
111  26.58314628 -081.86255248
113  26.58315140 -081.85986861
110 1 0.25 47.7100 SOUTHWEST RAMP
111  26.57959475 -081.86878905
111  26.57990973 -081.86840372
111  26.58002813 -081.86832755
111  26.58027575 -081.86801288
111  26.58032757 -081.86788898
111  26.58093295 -081.86713420
112  26.58105917 -081.86674105  26.58106910 -081.86645249
111  26.58105917 -081.86674105
111  26.58109045 -081.86650532
111  26.58099092 -081.86638839
111  26.58086866 -081.86652398
111  26.58067049 -081.86629838
111  26.58076170 -081.86571441
111  26.58081353 -081.86538994
111  26.58090482 -081.86540975
112  26.58094898 -081.86535689  26.58096418 -081.86528891
111  26.58094898 -081.86535689
111  26.58107450 -081.86483806
111  26.58113109 -081.86454485
111  26.58140245 -081.86460406
111  26.58134332 -081.86489828
111  26.58208545 -081.86505484
111  26.58234128 -081.86496109
111  26.58240848 -081.86486956
111  26.58241242 -081.86500338
111  26.58213629 -081.86510321
111  26.58209084 -081.86516013
111  26.58202076 -081.86551813
112  26.58218261 -081.86550848  26.58232885 -081.86549996
111  26.58239241 -081.86539829
111  26.58226526 -081.86605848
112  26.58214771 -081.86588913  26.58206279 -081.86589029
112  26.58201230 -081.86595825  26.58197147 -081.86601599
112  26.58199475 -081.86627428  26.58205394 -081.86634344
112  26.58213854 -081.86632161  26.58217273 -081.86631679
111  26.58221887 -081.86625562
111  26.58223215 -081.86623817
112  26.58214407 -081.86647436  26.58206877 -081.86664722
111  26.58194171 -081.86678996
112  26.58193327 -081.86662563  26.58187966 -081.86653461
111  26.58182082 -081.86661489
111  26.58177620 -081.86661716
111  26.58067496 -081.86804995
113  26.57986188 -081.86905767
110 2 0.00 0.0000 New Taxiway 1
111  26.58828971 -081.85797939
111  26.58810372 -081.85815939
111  26.58769764 -081.85764666
113  26.58788551 -081.85746814
110 2 0.00 0.0000 New Taxiway 1
111  26.58799082 -081.85830219
111  26.58780948 -081.85848480
111  26.58737055 -081.85795147
113  26.58755842 -081.85777295
110 2 0.00 0.0000 New Taxiway 1
111  26.58768350 -081.85865686
111  26.58750192 -081.85884332
111  26.58700481 -081.85819809
113  26.58719268 -081.85801957
110 1 0.00 0.0000 F HANGERS
111  26.58769151 -081.85971824
112  26.58763269 -081.85946965  26.58752905 -081.85937417
111  26.58763269 -081.85946965 1
111  26.58734169 -081.85909647
112  26.58712517 -081.85905609  26.58702258 -081.85915208
111  26.58712517 -081.85905609
111  26.58664198 -081.85950461
111  26.58619927 -081.85892564
112  26.58619927 -081.85892564  26.58616668 -081.85895507
111  26.58616751 -081.85903080
111  26.58618768 -081.85911316
111  26.58594821 -081.85879752
112  26.58594821 -081.85879752  26.58607796 -081.85888753
111  26.58610774 -081.85879759
111  26.58591100 -081.85854098
112  26.58640388 -081.85806455  26.58642664 -081.85804092
112  26.58641851 -081.85788842  26.58639413 -081.85784661
111  26.58591928 -081.85723675
112  26.58576105 -081.85721421  26.58568179 -081.85728031
111  26.58576105 -081.85721421
111  26.58526467 -081.85768566
111  26.58518593 -081.85757521
111  26.58542545 -081.85734855
112  26.58544119 -081.85716060  26.58539148 -081.85708098
111  26.58528566 -081.85693857
111  26.58521043 -081.85685186
111  26.58517435 -081.85688507
111  26.58514759 -081.85685838
111  26.58511598 -081.85686378
111  26.58505105 -081.85680432
111  26.58489478 -081.85659206
111  26.58513175 -081.85637551
111  26.58536666 -081.85668132
111  26.58556682 -081.85649071
111  26.58581621 -081.85683300
111  26.58555694 -081.85708146
112  26.58569171 -081.85709716  26.58578441 -081.85706712
112  26.58585955 -081.85704524  26.58590389 -081.85702421
111  26.58589672 -081.85695942
111  26.58587480 -081.85645713
111  26.58594099 -081.85645766
111  26.58594980 -081.85682576
111  26.58596745 -081.85695442
111  26.58600924 -081.85710001
111  26.58619400 -081.85692706
111  26.58631991 -081.85710001
111  26.58612568 -081.85729355
111  26.58649649 -081.85777609
111  26.58660740 -081.85791784
111  26.58672291 -081.85806978
112  26.58672291 -081.85806978  26.58680216 -081.85814692
111  26.58690153 -081.85808338
111  26.58840784 -081.85666461
112  26.58855028 -081.85666640  26.58859284 -081.85669840
111  26.58862703 -081.85674806
111  26.58878636 -081.85659390
111  26.58911338 -081.85702153
111  26.58903018 -081.85730082
111  26.58896333 -081.85741702
112  26.58851737 -081.85787728  26.58849752 -081.85789646
111  26.58849420 -081.85796423
111  26.58867544 -081.85819440
112  26.58867544 -081.85819440  26.58877447 -081.85833921
111  26.58892205 -081.85819924
111  26.58865076 -081.85853402
112  26.58861036 -081.85826486  26.58849690 -081.85812605
111  26.58861036 -081.85826486
111  26.58843793 -081.85803484
112  26.58836780 -081.85803282  26.58833079 -081.85807421
111  26.58836780 -081.85803282
111  26.58750159 -081.85900083
111  26.58750515 -081.85910463 1
111  26.58771735 -081.85938403
112  26.58771735 -081.85938403  26.58782437 -081.85951188
113  26.58794447 -081.85940450
111  26.58710531 -081.85891757
112  26.58712591 -081.85881399  26.58710013 -081.85874551
112  26.58702530 -081.85871370  26.58699736 -081.85870409
111  26.58695308 -081.85870550
113  26.58695467 -081.85873564
111  26.58687161 -081.85860950
112  26.58688530 -081.85850926  26.58687287 -081.85846259
112  26.58681762 -081.85841576  26.58677766 -081.85838299
113  26.58672860 -081.85842244
111  26.58665115 -081.85831635
111  26.58667235 -081.85827844
