I
1050 Generated by WorldEditor 2.0.0r4

1   4517 1 0 FALA Lanseria
1300 -25.93545084  027.92629056 -132.24 gate jets|turboprops Gate B5
1301 B airline 
1300 -25.93530189  027.92614880 -128.79 gate jets|turboprops Gate B6
1301 B airline 
1300 -25.93495310  027.92651382 317.86 gate jets|turboprops Gate B1
1301 D airline 
1300 -25.93525207  027.92620923 316.13 gate jets Gate B4
1301 D airline 
1300 -25.93549035  027.92584724 315.78 gate jets|turboprops Gate B7
1301 C airline 
1300 -25.93575351  027.92552600 320.86 gate jets|turboprops Gate B8
1301 C airline 
1300 -25.93601673  027.92520942 317.06 gate jets|turboprops Gate B9
1301 C airline 
1300 -25.93628513  027.92488664 318.81 gate jets|turboprops Gate B10
1301 C airline 
1300 -25.93643868  027.92386559 249.26 gate jets|turboprops Gate C4R
1301 B airline 
1300 -25.93627096  027.92379075 248.35 gate jets|turboprops Gate C7L
1301 B airline 
1300 -25.93610712  027.92370795 247.39 gate jets|turboprops Gate C7R
1301 B airline 
1300 -25.93609435  027.92450796  48.65 gate jets|turboprops Gate C5R
1301 B airline 
1300 -25.93594476  027.92439382  41.38 gate jets|turboprops Gate C6
1301 B airline 
1300 -25.93681110  027.92404766 246.21 gate jets|turboprops Gate C3R
1301 B airline 
1300 -25.93696109  027.92411443 248.36 gate jets|turboprops Gate C3L
1301 B airline 
1300 -25.93711115  027.92418210 248.53 gate jets|turboprops Gate C2R
1301 B airline 
1300 -25.93726185  027.92424876 247.19 gate jets|turboprops Gate C2L
1301 B airline 
1300 -25.93741306  027.92431612 249.23 gate jets|turboprops Gate C1R
1301 B airline 
1300 -25.93756342  027.92438399 246.90 gate jets|turboprops Gate C1L
1301 B airline 
1300 -25.93752856  027.92413065 -113.85 gate jets|turboprops Gate C1
1301 C airline 
1300 -25.93724930  027.92400417 245.21 gate jets|turboprops Gate C2
1301 C airline 
1300 -25.93697011  027.92387882 251.78 gate jets|turboprops Gate C3
1301 C airline 
1300 -25.93579717  027.92427606  46.36 gate jets|turboprops Gate C8L
1301 B airline 
1300 -25.93660309  027.92381347 247.25 gate jets|turboprops Gate C4
1301 C airline 
1300 -25.93629669  027.92367574 248.22 gate jets|turboprops Gate C7
1301 C airline 
1300 -25.93599259  027.92453328  46.77 gate jets|turboprops Gate C5
1301 C airline 
1300 -25.93580307  027.92433918  48.46 gate jets|turboprops Gate C8
1301 C airline 
1300 -25.93425659  027.92642728 224.69 gate jets|turboprops Gate A2
1301 B airline 
1300 -25.93452583  027.92669971 229.76 gate jets|turboprops Gate A1
1301 B airline 
1300 -25.93461973  027.92680815 221.86 gate jets|turboprops Gate A1L
1301 B airline 
1300 -25.93432045  027.92650383 229.76 gate jets|turboprops Gate A2L
1301 B airline 
1300 -25.93417113  027.92635192 229.18 gate jets|turboprops Gate A2R
1301 B airline 
1300 -25.93447070  027.92665642 225.00 gate jets|turboprops Gate A1R
1301 B airline 
1300 -25.93168278  027.92802009 135.26 hangar turboprops|props Wits Flying Club Hangar 22
1301 A none 
1300 -25.93078627  027.92883708 -43.95 hangar turboprops|props Wits Flying Club Hangar 23
1301 A none 
1300 -25.93105240  027.92911534 315.73 hangar turboprops|props Wits Flying Club Hangar 1
1301 A none 
1300 -25.93161405  027.92810135 140.13 hangar turboprops|props Wits Flying Club Hangar 20
1301 A none 
1300 -25.93085767  027.92875156 320.60 hangar turboprops|props Wits Flying Club Hangar 24
1301 A none 
1300 -25.93112053  027.92903346 320.60 hangar turboprops|props Wits Flying Club Hangar 3
1301 A none 
1300 -25.93154647  027.92818125 135.75 hangar turboprops|props Wits Flying Club Hangar 18
1301 A none 
1300 -25.93092478  027.92867117 316.22 hangar turboprops|props Wits Flying Club Hangar 25
1301 A none 
1300 -25.93118752  027.92895295 316.22 hangar turboprops|props Wits Flying Club Hangar 5
1301 A none 
1300 -25.93147654  027.92826393 138.25 hangar turboprops|props Wits Flying Club Hangar 16
1301 A none 
1300 -25.93099422  027.92858798 318.72 hangar turboprops|props Wits Flying Club Hangar 26
1301 A none 
1300 -25.93125685  027.92886964 318.72 hangar turboprops|props Wits Flying Club Hangar 7
1301 A none 
1300 -25.93140756  027.92834547 134.53 hangar turboprops|props Wits Flying Club Hangar 14
1301 A none 
1300 -25.93106272  027.92850594 315.00 hangar turboprops|props Wits Flying Club Hangar 27
1301 A none 
1300 -25.93132522  027.92878747 315.00 hangar turboprops|props Wits Flying Club Hangar 9
1301 A none 
1300 -25.93131843  027.92845085 137.80 hangar turboprops|props Wits Flying Club Hangar 12
1301 A none 
1300 -25.93115123  027.92839992 318.27 hangar turboprops|props Wits Flying Club Hangar 28
1301 A none 
1300 -25.93141357  027.92868128 318.27 hangar turboprops|props Wits Flying Club Hangar 11
1301 A none 
1300 -25.93124060  027.92854287 137.17 hangar turboprops|props Wits Flying Club Hangar 10
1301 A none 
1300 -25.93122852  027.92830733 317.64 hangar turboprops|props Wits Flying Club Hangar 29
1301 A none 
1300 -25.93149072  027.92858856 317.64 hangar turboprops|props Wits Flying Club Hangar 13
1301 A none 
1300 -25.93115281  027.92864666 141.11 hangar turboprops|props Wits Flying Club Hangar 8
1301 A none 
1300 -25.93131570  027.92820291 321.58 hangar turboprops|props Wits Flying Club Hangar 30
1301 A none 
1300 -25.93157774  027.92848397 321.58 hangar turboprops|props Wits Flying Club Hangar 15
1301 A none 
1300 -25.93106488  027.92875061 138.03 hangar turboprops|props Wits Flying Club Hangar 6
1301 A none 
1300 -25.93140872  027.92798203  47.45 hangar turboprops|props Wits Flying Club Hangar 32
1301 A none 
1300 -25.93141428  027.92808482 318.50 hangar turboprops|props Wits Flying Club Hangar 31
1301 A none 
1300 -25.93166491  027.92837922 318.50 hangar turboprops|props Wits Flying Club Hangar 17
1301 A none 
1300 -25.93097681  027.92885474 136.92 hangar turboprops|props Wits Flying Club Hangar 4
1301 A none 
1300 -25.93175221  027.92827430 317.39 hangar turboprops|props Wits Flying Club Hangar 19
1301 A none 
1300 -25.93089450  027.92895204 137.35 hangar turboprops|props Wits Flying Club Hangar 2
1301 A none 
1300 -25.93183380  027.92817624 317.82 hangar turboprops|props Wits Flying Club Hangar 21
1301 A none 
1300 -25.93130672  027.92936373 135.36 hangar turboprops|props AEC Hangar 1
1301 B none 
1300 -25.93137397  027.92928258 136.97 hangar turboprops|props AEC Hangar 2
1301 B none 
1300 -25.93145761  027.92918165 137.95 hangar turboprops|props AEC Hangar 3
1301 B none 
1300 -25.93155814  027.92906035 143.53 hangar turboprops|props AEC Hangar 4
1301 B none 
1300 -25.93167218  027.92892275 131.82 hangar turboprops|props AEC Hangar 5
1301 B none 
1300 -25.93177815  027.92879488 133.32 hangar turboprops|props AEC Hangar 6
1301 B none 
1300 -25.93188856  027.92866165 -224.29 hangar turboprops|props AEC Hangar 7
1301 B none 
1300 -25.93200340  027.92852569 -222.32 hangar turboprops|props Century Avionics Hangar 1
1301 B none 
1300 -25.93359661  027.92889094 -42.19 hangar turboprops|props Skyhawk Aviation Hangar 1B
1301 A none 
1300 -25.93370115  027.92874502 -42.19 hangar turboprops|props Skyhawk Aviation Hangar 1A
1301 A none 
1300 -25.93441223  027.92792552 -41.17 hangar jets|turboprops|props Guardian Air Hangar 1
1301 B none 
1300 -25.93397004  027.92746579 -223.93 hangar turboprops|props Absolute Aviation Hangar 1
1301 B none 
1300 -25.93370432  027.92776250 136.48 hangar turboprops|props Absolute Aviation Hangar 2
1301 B none 
1300 -25.94119101  027.92765852 316.97 hangar turboprops|props Absolute Aviation Hangar 3
1301 A none 
1300 -25.94170356  027.92802338 228.18 hangar turboprops|props Absolute Aviation Hangar 4
1301 A none 
1300 -25.93345762  027.92807658 136.48 hangar jets|turboprops|props Fortune Air Hangar 1
1301 B none 
1300 -25.93318332  027.92841060 139.20 hangar jets|turboprops|props Zenith Air Hangar 1
1301 B none 
1300 -25.93066978  027.93010789 136.85 hangar turboprops|props MCC Aviation Hangar 2
1301 B none 
1300 -25.93085749  027.92986737 142.13 hangar turboprops|props MCC Aviation Hangar 1
1301 B none 
1300 -25.92921287  027.93165632 227.12 hangar jets|turboprops|props Aeronautical Aviation Hangar 1
1301 B none 
1300 -25.92946256  027.93134943  46.80 hangar jets|turboprops|props Lanseria Jet Centre Hangar 1
1301 B none 
1300 -25.92926836  027.93305735 137.86 hangar jets|turboprops|props Aeroparts Africa Hangar 1
1301 B none 
1300 -25.94010198  027.92861799  45.73 hangar turboprops|props 43 Advanced Training Hangar 1
1301 B none 
1300 -25.94068297  027.92920914  43.99 hangar turboprops|props Awesome Flight Services Hangar 2
1301 B none 
1300 -25.94070801  027.92853747 -133.42 hangar turboprops|props Awesome Flight Services Hangar 1
1301 B none 
1300 -25.94081175  027.92995265 -41.91 hangar turboprops|props National Airways Corporation Hangar 1
1301 B none 
1300 -25.94097264  027.92954511  45.26 hangar turboprops|props National Airways Corporation Hangar 2
1301 A none 
1300 -25.94043865  027.93040726 316.85 hangar turboprops|props Comair Flight Services Hangar 1
1301 A none 
1300 -25.94017917  027.93133285 -220.84 hangar turboprops|props Out of the Blue Air Safaris Hangar 1
1301 B none 
1300 -25.93934425  027.92971883 318.37 hangar turboprops|props MPT Maintainence Hangar 1
1301 A none 
1300 -25.93922656  027.92985716 318.37 hangar turboprops|props MPT Maintainence Hangar 2
1301 B none 
1300 -25.93966996  027.93004206 -224.32 hangar turboprops|props Lanseria Aircraft Interiors Hangar 1
1301 A none 
1300 -25.93956012  027.93019140 -224.32 hangar turboprops|props Lanseria Aircraft Interiors Hangar 2
1301 A none 
1300 -25.93833154  027.92352416 -111.15 hangar jets|turboprops|props Execujet Hangar 8
1301 B none 
1300 -25.93812177  027.92343128 244.13 hangar jets|turboprops|props Execujet Hangar 7
1301 B none 
1300 -25.93793775  027.92334981 244.98 hangar jets|turboprops|props Execujet Hangar 6
1301 B none 
1300 -25.93776478  027.92327323 247.93 hangar jets|turboprops|props Execujet Hangar 5
1301 B none 
1300 -25.93756971  027.92318687 249.08 hangar jets|turboprops|props Execujet Hangar 4
1301 B none 
1300 -25.93736242  027.92309509 -113.61 hangar jets|turboprops|props Execujet Hangar 3
1301 B none 
1300 -25.93718228  027.92301533 247.52 hangar jets|turboprops|props Execujet Hangar 2
1301 B none 
1300 -25.93696710  027.92292006 -111.15 hangar jets|turboprops|props Execujet Hangar 1
1301 B none 
1300 -25.92991951  027.93033381 -39.90 hangar turboprops|props Hangar 13
1301 A none 
1300 -25.93923176  027.93140506 218.10 hangar turboprops|props Hangar 52
1301 A none 
1300 -25.93860748  027.93040988 218.10 hangar turboprops|props Hangar 43
1301 A none 
1300 -25.93041575  027.92938386 140.13 hangar turboprops|props Hangar 4
1301 A none 
1300 -25.92998713  027.93025395 -44.28 hangar turboprops|props Hangar 14
1301 A none 
1300 -25.93928820  027.93149503 213.72 hangar turboprops|props Hangar 53
1301 A none 
1300 -25.93866391  027.93049984 213.72 hangar turboprops|props Hangar 44
1301 A none 
1300 -25.93034854  027.92946415 135.75 hangar turboprops|props Hangar 5
1301 A none 
1300 -25.93005711  027.93017132 -41.79 hangar turboprops|props Hangar 15
1301 A none 
1300 -25.93934660  027.93158812 216.21 hangar turboprops|props Hangar 54
1301 A none 
1300 -25.93872231  027.93059294 216.21 hangar turboprops|props Hangar 45
1301 A none 
1300 -25.93027899  027.92954723 138.25 hangar turboprops|props Hangar 6
1301 A none 
1300 -25.93012612  027.93008982 -45.50 hangar turboprops|props Hangar 16
1301 A none 
1300 -25.93940420  027.93167994 212.50 hangar turboprops|props Hangar 55
1301 A none 
1300 -25.93877991  027.93068475 212.50 hangar turboprops|props Hangar 46
1301 A none 
1300 -25.93021040  027.92962916 134.53 hangar turboprops|props Hangar 7
1301 A none 
1300 -25.93021531  027.92998450 -42.23 hangar turboprops|props Hangar 17
1301 A none 
1300 -25.93947862  027.93179859 215.77 hangar turboprops|props Hangar 56
1301 A none 
1300 -25.93885434  027.93080340 215.77 hangar turboprops|props Hangar 47
1301 A none 
1300 -25.93012176  027.92973505 137.80 hangar turboprops|props Hangar 8
1301 A none 
1300 -25.93029319  027.92989253 -42.86 hangar turboprops|props Hangar 18
1301 A none 
1300 -25.93954362  027.93190221 215.14 hangar turboprops|props Hangar 57
1301 A none 
1300 -25.93891934  027.93090702 215.14 hangar turboprops|props Hangar 48
1301 A none 
1300 -25.93004435  027.92982751 137.17 hangar turboprops|props Hangar 9
1301 A none 
1300 -25.93038103  027.92978880 -38.92 hangar turboprops|props Hangar 19
1301 A none 
1300 -25.93961693  027.93201907 219.08 hangar turboprops|props Hangar 58
1301 A none 
1300 -25.93899265  027.93102388 219.08 hangar turboprops|props Hangar 49
1301 A none 
1300 -25.92995705  027.92993180 141.11 hangar turboprops|props Hangar 10
1301 A none 
1300 -25.93046902  027.92968490 -42.00 hangar turboprops|props Hangar 20
1301 A none 
1300 -25.93906607  027.93114093 216.00 hangar turboprops|props Hangar 50
1301 A none 
1300 -25.92986961  027.93003625 138.03 hangar turboprops|props Hangar 11
1301 A none 
1300 -25.93055715  027.92958083 -43.12 hangar turboprops|props Hangar 21
1301 A none 
1300 -25.93914538  027.93126735 214.88 hangar turboprops|props Hangar 51
1301 A none 
1300 -25.92977516  027.93014907 136.92 hangar turboprops|props Hangar 12
1301 A none 
1300 -25.93063950  027.92948358 -42.69 hangar turboprops|props Hangar 22
1301 A none 
1300 -25.93388778  027.92851841 -42.19 hangar jets|turboprops|props Hangar 2
1301 B none 
1300 -25.93417133  027.92822299 -40.95 hangar jets|turboprops|props Hangar 1
1301 B none 
1300 -25.93045877  027.93034390 141.01 hangar turboprops|props Hangar 23
1301 B none 
1300 -25.93062359  027.93121276  47.99 hangar turboprops|props Hangar 25
1301 B none 
1300 -25.93155627  027.93121669 317.63 hangar turboprops|props Hangar 27
1301 B none 
1300 -25.93177478  027.93093445 317.63 hangar turboprops|props Hangar 26
1301 B none 
1300 -25.93084262  027.93058614 316.98 hangar turboprops|props Hangar 24
1301 B none 
1300 -25.92960534  027.93267470 136.98 hangar jets|turboprops|props Hangar 28
1301 B none 
1300 -25.93282586  027.92962127 317.05 hangar jets|turboprops|props Hangar 33
1301 B none 
1300 -25.93254132  027.92992011 -43.53 hangar jets|turboprops|props Hangar 34
1301 B none 
1300 -25.93230671  027.93023313 -37.01 hangar jets|turboprops|props Hangar 35
1301 B none 
1300 -25.93201210  027.92988135 135.00 hangar jets|turboprops|props Hangar 32
1301 B none 
1300 -25.93229739  027.92953183 136.27 hangar jets|turboprops|props Hangar 31
1301 B none 
1300 -25.93245318  027.92921251 137.29 hangar jets|turboprops|props Hangar 30
1301 B none 
1300 -25.92895492  027.93347346 -221.54 hangar jets|turboprops|props Hangar 29
1301 B none 
1300 -25.94012286  027.93064561 -45.52 hangar turboprops|props Hangar 36
1301 B none 
1300 -25.93958968  027.92951877 318.37 hangar turboprops|props Hangar 37
1301 A none 
1300 -25.93987679  027.93155779  49.28 hangar turboprops|props Hangar 41
1301 A none 
1300 -25.93928664  027.93042165  47.12 hangar turboprops|props Hangar 40
1301 A none 
1300 -25.93912990  027.93025890  43.53 hangar turboprops|props Hangar 39
1301 A none 
1300 -25.93902817  027.93015327  47.91 hangar turboprops|props Hangar 38
1301 A none 
1300 -25.93854819  027.93031537 213.22 hangar turboprops|props Hangar 42
1301 A none 
1300 -25.93048635  027.92929953 135.26 hangar turboprops|props Hangar 3
1301 A none 
1300 -25.94007575  027.93206695 270.00 hangar turboprops|props Hangar 60
1301 A none 
1300 -25.94041899  027.93187611 -54.07 hangar turboprops|props Hangar 62
1301 A none 
1300 -25.94024290  027.93200831 304.82 hangar turboprops|props Hangar 61
1301 A none 
1300 -25.93987466  027.93208079 274.09 hangar turboprops|props Hangar 59
1301 A none 
1300 -25.93139722  027.93064112 320.44 tie_down props Tie-down 5
1301 A general_aviation 
1300 -25.93147248  027.93055439 -40.06 tie_down props Tie-down 4
1301 A general_aviation 
1300 -25.93154466  027.93046836 -37.56 tie_down props Tie-down 3
1301 A general_aviation 
1300 -25.93161686  027.93038075 -42.17 tie_down props Tie-down 2
1301 A general_aviation 
1300 -25.93697216  027.92262879 -21.85 tie_down jets|turboprops|props Execujet Tie-down 1
1301 B airline 
1300 -25.93119355  027.93227420 -44.85 tie_down turboprops|props Tie-down 24
1301 A general_aviation 
1300 -25.93028199  027.93275570 136.22 tie_down turboprops|props Tie-down 23
1301 A general_aviation 
1300 -25.92997498  027.93244487 136.22 tie_down turboprops|props Tie-down 14
1301 A general_aviation 
1300 -25.93111013  027.93237195 -47.04 tie_down turboprops|props Tie-down 25
1301 A general_aviation 
1300 -25.93036375  027.93265623 134.03 tie_down turboprops|props Tie-down 22
1301 A general_aviation 
1300 -25.93005675  027.93234540 134.03 tie_down turboprops|props Tie-down 13
1301 A general_aviation 
1300 -25.93102614  027.93247038 -46.07 tie_down turboprops|props Tie-down 26
1301 A general_aviation 
1300 -25.93044608  027.93255608 135.00 tie_down turboprops|props Tie-down 21
1301 A general_aviation 
1300 -25.93013907  027.93224525 135.00 tie_down turboprops|props Tie-down 12
1301 A general_aviation 
1300 -25.93094496  027.93256552 -39.73 tie_down turboprops|props Tie-down 27
1301 A general_aviation 
1300 -25.93052566  027.93245927 141.34 tie_down turboprops|props Tie-down 20
1301 A general_aviation 
1300 -25.93021865  027.93214845 141.34 tie_down turboprops|props Tie-down 11
1301 A general_aviation 
1300 -25.93086094  027.93266396 -44.22 tie_down turboprops|props Tie-down 28
1301 A general_aviation 
1300 -25.93060800  027.93235910 136.85 tie_down turboprops|props Tie-down 19
1301 A general_aviation 
1300 -25.93030099  027.93204828 136.85 tie_down turboprops|props Tie-down 10
1301 A general_aviation 
1300 -25.93077756  027.93276168 -42.42 tie_down turboprops|props Tie-down 29
1301 A general_aviation 
1300 -25.93068974  027.93225967 138.65 tie_down turboprops|props Tie-down 18
1301 A general_aviation 
1300 -25.93038273  027.93194885 138.65 tie_down turboprops|props Tie-down 9
1301 A general_aviation 
1300 -25.93069313  027.93286061 -49.88 tie_down turboprops|props Tie-down 30
1301 A general_aviation 
1300 -25.93077249  027.93215901 131.19 tie_down turboprops|props Tie-down 17
1301 A general_aviation 
1300 -25.93046548  027.93184819 131.19 tie_down turboprops|props Tie-down 8
1301 A general_aviation 
1300 -25.93055233  027.93302561 -43.16 tie_down turboprops|props Tie-down 32
1301 A general_aviation 
1300 -25.93091050  027.93199113 137.91 tie_down turboprops|props Tie-down 15
1301 A general_aviation 
1300 -25.93060349  027.93168031 137.91 tie_down turboprops|props Tie-down 6
1301 A general_aviation 
1300 -25.93060814  027.93296022 -43.16 tie_down turboprops|props Tie-down 31
1301 A general_aviation 
1300 -25.93085580  027.93205767 137.91 tie_down turboprops|props Tie-down 16
1301 A general_aviation 
1300 -25.93054879  027.93174684 137.91 tie_down turboprops|props Tie-down 7
1301 A general_aviation 
1300 -25.94062260  027.92757334 315.00 tie_down turboprops|props Africa Flight Group Tie-down 3
1301 A general_aviation 
1300 -25.94076916  027.92739694 315.00 tie_down turboprops|props Africa Flight Group Tie-down 2
1301 A general_aviation 
1300 -25.94091572  027.92722197 315.00 tie_down turboprops|props Africa Flight Group Tie-down 1
1301 A general_aviation 
18 -25.93799596  027.92569547 1 BCN
53 12165 Lanseria Ground Control
54 12400 Lanseria Tower
55 12370 JOHANNESBURG APP
55 12450 JOHANNESBURG APP
99
