I
1050 Generated by WorldEditor 2.2.0r2

1     13 1 0 KFXE Fort Lauderdale Executive
111  26.19009246 -080.16931467
111  26.19008292 -080.16930151
111  26.19007438 -080.16928974
111  26.19006667 -080.16927909
111  26.18999356 -080.16917825
111  26.18995539 -080.16912561
111  26.18988312 -080.16902593
111  26.18984918 -080.16897912
111  26.18977515 -080.16887701
111  26.18973895 -080.16882708
111  26.18966728 -080.16872823
111  26.18965723 -080.16871436
111  26.18964984 -080.16870416
111  26.18964086 -080.16869178
113  26.18963084 -080.16867796
110 2 0.00 0.0000 New Taxiway 13
111  26.18988271 -080.16840750
111  26.19000479 -080.16829482
111  26.19003309 -080.16833519
111  26.19006692 -080.16838344
111  26.19013486 -080.16848035
111  26.19015892 -080.16851467
111  26.19022219 -080.16860491
111  26.19024443 -080.16863663
111  26.19032450 -080.16875046
111  26.19035258 -080.16879090
111  26.19040687 -080.16886833
113  26.19028849 -080.16897196
110 2 0.00 0.0000 New Taxiway 12
111  26.19071774 -080.16931529
111  26.19061424 -080.16940845
111  26.19058443 -080.16936650
111  26.19054819 -080.16931547
111  26.19045624 -080.16918602
111  26.19042065 -080.16913592
111  26.19032145 -080.16899626
111  26.19042432 -080.16890816
111  26.19045397 -080.16894929
111  26.19049246 -080.16900270
111  26.19058609 -080.16913262
113  26.19062882 -080.16919190
110 2 0.00 0.0000 New Taxiway 11
111  26.18957837 -080.16843089
111  26.18963281 -080.16841879
111  26.18968610 -080.16843604
111  26.18971546 -080.16847514
113  26.18954019 -080.16847845
110 2 0.00 0.0000 New Taxiway 10
111  26.18961597 -080.16788753
111  26.18946924 -080.16788472
111  26.18948303 -080.16714366
113  26.18963179 -080.16714951
110 2 0.00 0.0000 New Taxiway 9
111  26.18963379 -080.16705632
111  26.18948698 -080.16705196
111  26.18949276 -080.16666136
113  26.18964219 -080.16666476
110 2 0.00 0.0000 New Taxiway 8
111  26.18995532 -080.16667203
111  26.19009945 -080.16667783
111  26.19009677 -080.16704928
113  26.18994772 -080.16704254
110 2 0.00 0.0000 New Taxiway 7
111  26.18994523 -080.16716433
111  26.19004920 -080.16716971
111  26.19004182 -080.16779624
113  26.18993234 -080.16779240
110 2 0.00 0.0000 New Taxiway 5
111  26.19096730 -080.16837725
111  26.19095611 -080.16838730
111  26.19068156 -080.16863399
111  26.19066033 -080.16865307
111  26.19043503 -080.16834433
113  26.19074267 -080.16806892
110 2 0.00 0.0000 New Taxiway 36
111  26.19525961 -080.16316950
111  26.19555005 -080.16311471
111  26.19560873 -080.16354977
111  26.19531558 -080.16359865
111  26.19530620 -080.16352675
113  26.19526822 -080.16323547
110 2 0.00 0.0000 New Taxiway 35
111  26.19533985 -080.16377779
111  26.19563401 -080.16372650
111  26.19569105 -080.16415220
111  26.19539612 -080.16420238
111  26.19538492 -080.16411791
113  26.19534568 -080.16382185
110 2 0.00 0.0000 New Taxiway 34
111  26.19464723 -080.16366696
111  26.19466534 -080.16310271
111  26.19494429 -080.16310859
111  26.19494272 -080.16315496
111  26.19492771 -080.16361188
113  26.19492566 -080.16367433
110 2 0.00 0.0000 New Taxiway 33
111  26.19464042 -080.16385647
111  26.19492120 -080.16385916
111  26.19491978 -080.16391154
111  26.19490780 -080.16435146
111  26.19490557 -080.16443345
113  26.19462527 -080.16442683
110 2 0.00 0.0000 New Taxiway 24
111  26.18952944 -080.16908294
111  26.18960602 -080.16901671
111  26.18962947 -080.16904912
111  26.18966760 -080.16910181
111  26.18973588 -080.16919615
111  26.18977035 -080.16924379
111  26.18984515 -080.16934715
111  26.18985374 -080.16935902
111  26.18986329 -080.16937222
111  26.18987354 -080.16938639
111  26.18988377 -080.16940053
111  26.18995470 -080.16949855
111  26.18996355 -080.16951077
111  26.18997227 -080.16952281
111  26.18998105 -080.16953496
111  26.18999086 -080.16954851
111  26.19006326 -080.16964855
111  26.19008094 -080.16967299
111  26.19010121 -080.16970100
111  26.19017314 -080.16980039
111  26.19009650 -080.16986624
111  26.19007463 -080.16983604
111  26.19004472 -080.16979472
111  26.18996893 -080.16969002
111  26.18993268 -080.16963996
111  26.18986148 -080.16954160
111  26.18982455 -080.16949058
111  26.18975297 -080.16939171
111  26.18973362 -080.16936498
111  26.18971656 -080.16934141
111  26.18964374 -080.16924082
113  26.18960543 -080.16918791
110 2 0.00 0.0000 New Taxiway 47
111  26.19739920 -080.16192774
111  26.19744829 -080.16143179
111  26.19771777 -080.16146138
113  26.19767254 -080.16195791
110 2 0.00 0.0000 New Taxiway 46
111  26.19729978 -080.16264246
111  26.19733489 -080.16228309
111  26.19738148 -080.16228768
111  26.19756810 -080.16230608
111  26.19753315 -080.16266993
113  26.19732173 -080.16264505
110 2 0.00 0.0000 New Taxiway 45
111  26.19671346 -080.16344953
111  26.19672195 -080.16310046
111  26.19710512 -080.16311635
111  26.19718659 -080.16311973
113  26.19718420 -080.16346409
110 2 0.00 0.0000 New Taxiway 44
111  26.19638636 -080.16317783
111  26.19651602 -080.16336114
111  26.19607483 -080.16374484
113  26.19593702 -080.16354384
110 2 0.00 0.0000 New Taxiway 43
111  26.19653813 -080.16421483
111  26.19624610 -080.16448691
111  26.19593797 -080.16405959
113  26.19623502 -080.16380021
110 2 0.00 0.0000 New Taxiway 1
111  26.19515559 -080.17333277
111  26.19516412 -080.17310387
111  26.19535450 -080.17311147
113  26.19535199 -080.17333677
110 2 0.00 0.0000 New Taxiway 9
111  26.19071555 -080.16437409
111  26.19084922 -080.16421403
111  26.19111512 -080.16452038
113  26.19098472 -080.16468154
110 2 0.00 0.0000 New Taxiway 8
111  26.19033046 -080.16393423
111  26.19046058 -080.16378035
111  26.19073316 -080.16408983
113  26.19060366 -080.16424627
110 2 0.00 0.0000 New Taxiway 7
111  26.19009774 -080.16427246
111  26.18991440 -080.16427499
111  26.18992087 -080.16382653
113  26.19010479 -080.16383493
110 2 0.00 0.0000 New Taxiway 6
111  26.18980250 -080.16458211
111  26.19006028 -080.16459010
111  26.19004470 -080.16512108
113  26.18979417 -080.16511277
110 2 0.00 0.0000 New Taxiway 5
111  26.18978759 -080.16545542
111  26.18997157 -080.16545957
111  26.18996879 -080.16568246
113  26.18978435 -080.16568140
110 2 0.00 0.0000 New Taxiway 4
111  26.18996181 -080.16624234
111  26.18976980 -080.16623717
111  26.18977627 -080.16580685
113  26.18996723 -080.16580747
110 2 0.00 0.0000 New Taxiway 3
111  26.19072893 -080.16523677
111  26.19071162 -080.16544515
111  26.19037240 -080.16540248
113  26.19039380 -080.16519466
110 2 0.00 0.0000 New Taxiway 2
111  26.19081857 -080.16546033
111  26.19083663 -080.16525030
111  26.19105463 -080.16527769
113  26.19103781 -080.16548239
110 2 0.00 0.0000 New Taxiway 37
111  26.20000431 -080.17732425
111  26.20014211 -080.17734972
111  26.20021721 -080.17741286
111  26.20030519 -080.17753372
112  26.20030519 -080.17753372  26.20030638 -080.17767148
111  26.20038424 -080.17763989
111  26.20058346 -080.17791038
111  26.20058247 -080.17792246
111  26.20053830 -080.17846330
111  26.20059004 -080.17846915
111  26.20058353 -080.17852851
111  26.20009543 -080.17847218
111  26.20010578 -080.17836590
111  26.20019065 -080.17837625
111  26.20020540 -080.17814256
112  26.20008041 -080.17798597  26.19996677 -080.17794522
111  26.20008041 -080.17798597
111  26.19994166 -080.17796644
111  26.19997166 -080.17766252
111  26.19999467 -080.17766488
111  26.20000255 -080.17756890
113  26.19998320 -080.17756515
110 2 0.00 0.0000 New Taxiway 6
111  26.20105235 -080.15970941
111  26.20110486 -080.15794630
111  26.20164545 -080.15795254
111  26.20164079 -080.15825999
111  26.20212041 -080.15828770
111  26.20212015 -080.15831011
111  26.20237357 -080.15831644
111  26.20237971 -080.15814737
111  26.20252586 -080.15814412
111  26.20252230 -080.15857615
111  26.20246498 -080.15857683
111  26.20244454 -080.15915917
111  26.20251751 -080.15916219
111  26.20251204 -080.15939389
111  26.20250771 -080.15957692
111  26.20244468 -080.15957741
111  26.20244767 -080.15934531
111  26.20205685 -080.15934731
111  26.20205665 -080.15939613
111  26.20188461 -080.15938854
111  26.20188461 -080.15937478
111  26.20157929 -080.15937146
111  26.20157420 -080.15964963
111  26.20160508 -080.15964959
111  26.20160440 -080.15971850
111  26.20149624 -080.15971728
111  26.20146066 -080.15972302
111  26.20143928 -080.15972210
113  26.20132106 -080.15971822
110 1 0.00 0.0000 New Taxiway 3
111  26.19190377 -080.16448332
111  26.19164873 -080.16412751
111  26.19194788 -080.16385868
111  26.19220724 -080.16421742 53
111  26.19222092 -080.16420449 53 102
111  26.19247580 -080.16396368 53 102
111  26.19257631 -080.16386871
112  26.19257631 -080.16386871  26.19264330 -080.16379320 53 102
111  26.19266289 -080.16372203 53 102
111  26.19266835 -080.16369077 53 102
111  26.19267115 -080.16367468 53 102
112  26.19266795 -080.16365183  26.19266481 -080.16364799
111  26.19266795 -080.16365183 53
111  26.19258102 -080.16363696 53
111  26.19251469 -080.16354900
112  26.19251469 -080.16354900  26.19251161 -080.16354369 53
111  26.19251120 -080.16353165 53
111  26.19251693 -080.16337199 53
111  26.19275468 -080.16316365 53
111  26.19292296 -080.16317011 53
111  26.19301004 -080.16326844 53
111  26.19312878 -080.16327180 53
111  26.19312895 -080.16328636
112  26.19312895 -080.16328636  26.19315166 -080.16331762 53
112  26.19327342 -080.16329305  26.19328893 -080.16326702
111  26.19327342 -080.16329305 53
111  26.19327412 -080.16327809 53
111  26.19336300 -080.16328134 53
111  26.19336337 -080.16332122 53
112  26.19337193 -080.16335712  26.19338169 -080.16337152
111  26.19337193 -080.16335712 53
111  26.19342790 -080.16343218 53
111  26.19344877 -080.16346017
112  26.19344877 -080.16346017  26.19345594 -080.16347189 53
111  26.19345710 -080.16348164 53
111  26.19343150 -080.16422591 53
111  26.19343048 -080.16425580 53 102
111  26.19342361 -080.16445550 53 102
111  26.19343201 -080.16459576 53 102
111  26.19350672 -080.16474811 53 102
111  26.19367299 -080.16500386 53 102
111  26.19420091 -080.16573477 53 102
111  26.19436888 -080.16594403 53 102
111  26.19455665 -080.16609767 53 102
111  26.19475279 -080.16599594
112  26.19475279 -080.16599594  26.19478695 -080.16597765 53 102
111  26.19483845 -080.16592835 53 102
111  26.19506184 -080.16567500 53 102
112  26.19514825 -080.16551286  26.19517160 -080.16543777
111  26.19514825 -080.16551286
112  26.19514825 -080.16551286  26.19515940 -080.16547699 53 102
112  26.19518676 -080.16534209  26.19519926 -080.16527795
111  26.19518676 -080.16534209
112  26.19518676 -080.16534209  26.19520042 -080.16527195 53 102
111  26.19521124 -080.16520974
112  26.19521124 -080.16520974  26.19520792 -080.16520336
111  26.19519831 -080.16520474
112  26.19496777 -080.16528539  26.19483226 -080.16528881
111  26.19496777 -080.16528539
111  26.19499923 -080.16458325
111  26.19500229 -080.16451458
111  26.19500530 -080.16444754 1
111  26.19500799 -080.16438760
112  26.19500799 -080.16438760  26.19500678 -080.16435735 1
111  26.19499060 -080.16435307 1
111  26.19490780 -080.16435146
111  26.19491978 -080.16391154
111  26.19496526 -080.16391117
112  26.19496526 -080.16391117  26.19497022 -080.16391049
111  26.19497104 -080.16390415
111  26.19498031 -080.16363358
112  26.19497022 -080.16361400  26.19496289 -080.16361050
111  26.19497022 -080.16361400
111  26.19492771 -080.16361188
111  26.19494272 -080.16315496
111  26.19522389 -080.16316766
111  26.19523259 -080.16323063
112  26.19523259 -080.16323063  26.19523512 -080.16323682
111  26.19524491 -080.16323835
111  26.19526822 -080.16323547
111  26.19530620 -080.16352675
111  26.19528641 -080.16352954
112  26.19528641 -080.16352954  26.19527853 -080.16353562
111  26.19527662 -080.16354878
111  26.19531051 -080.16381347
112  26.19531051 -080.16381347  26.19531529 -080.16382355
111  26.19532486 -080.16382524
111  26.19534568 -080.16382185
111  26.19538492 -080.16411791
111  26.19535694 -080.16412155
112  26.19535694 -080.16412155  26.19534835 -080.16412529
111  26.19534874 -080.16413544
111  26.19536238 -080.16421035
111  26.19534875 -080.16421438
111  26.19536635 -080.16429224
112  26.19536586 -080.16441507  26.19536007 -080.16445903
111  26.19536586 -080.16441507
111  26.19535068 -080.16450477
111  26.19560004 -080.16486538
111  26.19537565 -080.16511259
112  26.19537388 -080.16513822  26.19537880 -080.16515365
111  26.19537388 -080.16513822
111  26.19538064 -080.16515607 53
111  26.19542427 -080.16526756 53
111  26.19543819 -080.16530312
111  26.19547604 -080.16534177
111  26.19549266 -080.16519318
111  26.19550204 -080.16510933
111  26.19547477 -080.16506825
111  26.19562138 -080.16494152
111  26.19573830 -080.16512249
111  26.19628394 -080.16464731 3
111  26.19622733 -080.16456828
111  26.19654854 -080.16428819
112  26.19655941 -080.16424395  26.19655615 -080.16422742
111  26.19655941 -080.16424395
111  26.19653813 -080.16421483
111  26.19623502 -080.16380021
111  26.19620899 -080.16376460
111  26.19618406 -080.16378740
111  26.19614734 -080.16373883
111  26.19609914 -080.16378077
111  26.19607483 -080.16374484
111  26.19651602 -080.16336114
111  26.19638636 -080.16317783
111  26.19637679 -080.16316430
111  26.19640810 -080.16312734
111  26.19640730 -080.16310427
111  26.19637759 -080.16306494
111  26.19635795 -080.16306140
111  26.19626422 -080.16315597
111  26.19616341 -080.16300504
111  26.19623493 -080.16294219
111  26.19664672 -080.16306089
111  26.19667535 -080.16306244
111  26.19668972 -080.16307944
111  26.19667402 -080.16309718
111  26.19668928 -080.16311640
111  26.19667668 -080.16313045
111  26.19669105 -080.16315164
111  26.19667822 -080.16316520
111  26.19669216 -080.16318540
111  26.19667537 -080.16320123
111  26.19669211 -080.16322318
111  26.19667553 -080.16323732
111  26.19669134 -080.16325912
111  26.19667337 -080.16327530
111  26.19668946 -080.16329580
111  26.19667361 -080.16331110
111  26.19668899 -080.16333037
111  26.19667240 -080.16334967
111  26.19668825 -080.16336671
111  26.19668541 -080.16344865
111  26.19671346 -080.16344953
111  26.19718420 -080.16346409
111  26.19718659 -080.16311973
111  26.19710512 -080.16311635
111  26.19710497 -080.16301088
111  26.19726299 -080.16301939
111  26.19726452 -080.16297851
111  26.19728860 -080.16297851
111  26.19732173 -080.16264505
111  26.19753315 -080.16266993
111  26.19756810 -080.16230608
111  26.19738148 -080.16228768
111  26.19739032 -080.16220227
111  26.19737389 -080.16219844
111  26.19739920 -080.16192774
111  26.19767254 -080.16195791
111  26.19771777 -080.16146138
111  26.19784146 -080.16147336
111  26.19765126 -080.16338941
111  26.19769814 -080.16345655
111  26.19777559 -080.16356745 53 102
111  26.19781822 -080.16353557
112  26.19781822 -080.16353557  26.19782727 -080.16352652 53 102
111  26.19782873 -080.16351499 53 102
111  26.19784750 -080.16331772 53
111  26.19785503 -080.16323859 53
111  26.19788710 -080.16290150 53
111  26.19820471 -080.16261688 53 102
111  26.19834340 -080.16280623 53 102
111  26.19837168 -080.16284484 53 102
112  26.19849585 -080.16290770  26.19857309 -080.16290184
111  26.19849585 -080.16290770
112  26.19849585 -080.16290770  26.19851147 -080.16290651 53
112  26.19854630 -080.16289381  26.19856427 -080.16288534
111  26.19854630 -080.16289381 53 102
111  26.19862175 -080.16282873 53 102
111  26.19879028 -080.16268337 53 102
112  26.19901925 -080.16262113  26.19915367 -080.16262703
111  26.19901925 -080.16262113 53 102
111  26.19918184 -080.16263952
111  26.19923875 -080.16203151
111  26.19962438 -080.16207564
111  26.19956482 -080.16268419 53 102
111  26.20004345 -080.16273963 53 102
111  26.20021161 -080.16275911
112  26.20021161 -080.16275911  26.20029176 -080.16275913 53 102
111  26.20033162 -080.16273761 53 102
111  26.20059832 -080.16258543 53 102
111  26.20063700 -080.16256336 53 102
111  26.20085156 -080.16244094 53 102
111  26.20103304 -080.16233738
111  26.20116164 -080.16220424
112  26.20116164 -080.16220424  26.20118206 -080.16216303 53 102
111  26.20118384 -080.16211174 53 102
111  26.20122020 -080.16092596
111  26.20101937 -080.16091247
111  26.20105235 -080.15970941
111  26.20132106 -080.15971822
111  26.20143928 -080.15972210
111  26.20146066 -080.15972302
111  26.20140876 -080.15978902
111  26.20138475 -080.15984155 53
111  26.20135348 -080.16092910 53 102
111  26.20131962 -080.16204530
112  26.20131962 -080.16204530  26.20133049 -080.16213671 53 102
111  26.20140910 -080.16212297 53 102
111  26.20151830 -080.16206125
111  26.20151605 -080.16214668
111  26.20151384 -080.16223052 53 102
111  26.20122269 -080.16239542
112  26.20122269 -080.16239542  26.20119241 -080.16242252 53 102
111  26.20116743 -080.16247306
111  26.20116815 -080.16256985
111  26.20120048 -080.16269102 53
111  26.20122407 -080.16274138
111  26.20138225 -080.16263509
111  26.20145912 -080.16293699
111  26.20142680 -080.16467857
111  26.20119907 -080.16465454
111  26.20119468 -080.16476781
111  26.20120233 -080.16477704
111  26.20188774 -080.16486091
111  26.20190111 -080.16471328
111  26.20217464 -080.16472229
111  26.20215295 -080.16502426
111  26.20214813 -080.16508998
111  26.20210900 -080.16508572
111  26.20207415 -080.16554928
111  26.20172275 -080.16550483
111  26.20172936 -080.16545393
111  26.20170064 -080.16542216
111  26.20165944 -080.16542039
111  26.20168935 -080.16503646
111  26.20173245 -080.16504259
111  26.20173712 -080.16503309
111  26.20173712 -080.16501598
111  26.20173144 -080.16501239
111  26.20121473 -080.16494886
111  26.20115587 -080.16488935
112  26.20115587 -080.16488935  26.20110488 -080.16498143
