I
1050 Generated by WorldEditor 2.1.0r1

1   1243 1 0 KCHD Chandler Muni
111  33.26607493 -111.81762591
112  33.26607493 -111.81762591  33.26600142 -111.81757653
111  33.26590928 -111.81762604
111  33.26588314 -111.81760074
111  33.26610604 -111.81728333
111  33.26613356 -111.81731142
112  33.26613356 -111.81731142  33.26608824 -111.81741041
111  33.26614995 -111.81752046
111  33.26623136 -111.81760312
111  33.26634532 -111.81771882
112  33.26634532 -111.81771882  33.26643958 -111.81777735
111  33.26652631 -111.81768797
111  33.26758585 -111.81620285
112  33.26758585 -111.81620285  33.26763669 -111.81608872
111  33.26757737 -111.81599619
111  33.26746198 -111.81587897
111  33.26738240 -111.81579999
112  33.26738240 -111.81579999  33.26729068 -111.81574647
111  33.26721853 -111.81580618
111  33.26719234 -111.81578387
111  33.26741622 -111.81546078
111  33.26744327 -111.81548818
112  33.26744327 -111.81548818  33.26739576 -111.81560277
111  33.26745019 -111.81568827
111  33.26753741 -111.81577555
111  33.26765664 -111.81589489
112  33.26765664 -111.81589489  33.26775125 -111.81593738
111  33.26782227 -111.81587190
111  33.26905091 -111.81415136
112  33.26905091 -111.81415136  33.26911392 -111.81403592
111  33.26904955 -111.81393593
111  33.26893475 -111.81382088
111  33.26884656 -111.81373250
112  33.26884656 -111.81373250  33.26875715 -111.81369015
111  33.26868652 -111.81374991
111  33.26866146 -111.81372794
111  33.26888655 -111.81340089
111  33.26891223 -111.81343097
112  33.26891223 -111.81343097  33.26886882 -111.81353439
111  33.26892474 -111.81362782
111  33.26901083 -111.81371453
111  33.26912669 -111.81383122
112  33.26912669 -111.81383122  33.26922130 -111.81388545
111  33.26929858 -111.81380482
111  33.26990245 -111.81295791
112  33.26990245 -111.81295791  33.26994025 -111.81285528
111  33.26989998 -111.81277133
111  33.26977545 -111.81264306
111  33.26969287 -111.81255800
112  33.26969287 -111.81255800  33.26960675 -111.81250400
111  33.26953025 -111.81256626
111  33.26950608 -111.81254481
111  33.26973540 -111.81222135
111  33.26975870 -111.81224475
112  33.26975870 -111.81224475  33.26970327 -111.81236737
111  33.26977121 -111.81245344
111  33.26985334 -111.81253600
111  33.26997394 -111.81265722
112  33.26997394 -111.81265722  33.27007146 -111.81270088
111  33.27013779 -111.81263046
111  33.27119780 -111.81114077
112  33.27119780 -111.81114077  33.27122918 -111.81102188
111  33.27117570 -111.81095137
111  33.27106894 -111.81084205
111  33.27095043 -111.81072068
112  33.27095043 -111.81072068  33.27088583 -111.81069584
111  33.27083383 -111.81073951
111  33.27081153 -111.81071957
111  33.27101590 -111.81042841
111  33.27103954 -111.81045503
112  33.27103954 -111.81045503  33.27100233 -111.81055542
111  33.27105297 -111.81064521
111  33.27114264 -111.81073836
111  33.27124289 -111.81084250
112  33.27124289 -111.81084250  33.27135104 -111.81091165
111  33.27143736 -111.81081020
111  33.27224128 -111.80967631
112  33.27224128 -111.80967631  33.27229791 -111.80956651
111  33.27221940 -111.80945695
111  33.27212422 -111.80936112
111  33.27203116 -111.80926743
112  33.27203116 -111.80926743  33.27194969 -111.80922465
111  33.27187960 -111.80928112
111  33.27185717 -111.80926015
111  33.27200650 -111.80904282
111  33.27206721 -111.80910501
112  33.27206721 -111.80910501  33.27207736 -111.80911158
111  33.27208823 -111.80910992
111  33.27238146 -111.80900437
111  33.27240582 -111.80901765
111  33.27241255 -111.80903303
111  33.27248738 -111.80910977
112  33.27248738 -111.80910977  33.27249912 -111.80910558
111  33.27250654 -111.80909818
111  33.27270982 -111.80882119
112  33.27270982 -111.80882119  33.27286304 -111.80864887
111  33.27303253 -111.80862455
111  33.27318612 -111.80861157
112  33.27318612 -111.80861157  33.27330694 -111.80858958
111  33.27332110 -111.80846691
111  33.27333289 -111.80830347
111  33.27334135 -111.80792697
111  33.27402661 -111.80793682
111  33.27402657 -111.80794107
111  33.27399275 -111.81101320
111  33.27399179 -111.81110050
111  33.27345216 -111.81109352
111  33.27345198 -111.81110982
111  33.27241991 -111.81109414
111  33.27240307 -111.81109388
111  33.27240307 -111.81109016
111  33.27236585 -111.81108640
111  33.27236489 -111.81113129
111  33.27240063 -111.81113194
111  33.27240018 -111.81120056
111  33.27241180 -111.81120056
111  33.27241148 -111.81124180
111  33.27241934 -111.81124197
111  33.27241848 -111.81145440
111  33.27255026 -111.81145632
111  33.27256227 -111.81145650
111  33.27261142 -111.81145722
111  33.27261025 -111.81168892
111  33.27255211 -111.81168858
111  33.27253940 -111.81168850
111  33.27253952 -111.81174289
111  33.27252715 -111.81174277
111  33.27252717 -111.81177433
111  33.27252717 -111.81177874
111  33.27254502 -111.81177902
111  33.27254457 -111.81185965
111  33.27276180 -111.81186245
111  33.27290558 -111.81186431
111  33.27297792 -111.81186524
111  33.27297864 -111.81178494
111  33.27297878 -111.81176869
111  33.27297926 -111.81171530
111  33.27289070 -111.81171538
111  33.27289105 -111.81163728
111  33.27298012 -111.81163834
111  33.27298336 -111.81144266
111  33.27289339 -111.81143931
111  33.27289390 -111.81129036
111  33.27315764 -111.81129259
111  33.27314576 -111.81202052
111  33.27314549 -111.81203703
111  33.27314010 -111.81236706
111  33.27313353 -111.81236679
111  33.27313336 -111.81237198
111  33.27303813 -111.81236917
111  33.27303738 -111.81254162
111  33.27302458 -111.81254178
111  33.27301903 -111.81307613
111  33.27301842 -111.81313494
111  33.27247184 -111.81312649
111  33.27247356 -111.81225602
111  33.27220886 -111.81224874
111  33.27220656 -111.81238737
111  33.27220008 -111.81238717
111  33.27215366 -111.81238632
111  33.27215220 -111.81249651
111  33.27215091 -111.81259420
111  33.27219847 -111.81259377
111  33.27219888 -111.81264945
111  33.27223021 -111.81264951
111  33.27223009 -111.81271623
111  33.27229559 -111.81271693
111  33.27229613 -111.81323736
112  33.27229613 -111.81323736  33.27227621 -111.81324202
111  33.27226150 -111.81325811
111  33.27193260 -111.81372147
111  33.27192599 -111.81403143
111  33.27198002 -111.81408516
111  33.27256689 -111.81408758
111  33.27261643 -111.81403347
111  33.27263010 -111.81333910
111  33.27267476 -111.81328366
111  33.27312009 -111.81329006
111  33.27311674 -111.81363094
111  33.27307629 -111.81363061
111  33.27307645 -111.81359006
111  33.27305266 -111.81358968
111  33.27305240 -111.81363134
111  33.27299937 -111.81363168
111  33.27299880 -111.81367101
111  33.27296409 -111.81367017
111  33.27296395 -111.81367963
111  33.27299890 -111.81368023
111  33.27299843 -111.81370875
111  33.27296326 -111.81370830
111  33.27296060 -111.81384231
111  33.27296004 -111.81387054
111  33.27295947 -111.81389907
111  33.27295731 -111.81400766
111  33.27299109 -111.81400502
111  33.27321237 -111.81401363
111  33.27321873 -111.81374583
111  33.27317000 -111.81374318
111  33.27317048 -111.81371359
111  33.27321893 -111.81371379
111  33.27321939 -111.81363735
111  33.27332468 -111.81363793
111  33.27330970 -111.81449356
111  33.27276654 -111.81448387
111  33.27274000 -111.81448340
111  33.27274004 -111.81453405
111  33.27272569 -111.81453398
111  33.27272167 -111.81532254
111  33.27262283 -111.81531999
111  33.27262701 -111.81448445
111  33.27261696 -111.81448424
111  33.27261481 -111.81532009
111  33.27250743 -111.81531991
111  33.27250876 -111.81453346
112  33.27250876 -111.81453346  33.27250353 -111.81450602
111  33.27247950 -111.81447839
111  33.27240916 -111.81448248
111  33.27238220 -111.81448270
111  33.27238235 -111.81453262
111  33.27236841 -111.81453321
111  33.27236380 -111.81532325
111  33.27228473 -111.81533215
111  33.27228959 -111.81447548
111  33.27228051 -111.81447562
111  33.27227691 -111.81533303
111  33.27219283 -111.81534249
111  33.27219603 -111.81451544
112  33.27219603 -111.81451544  33.27219171 -111.81448071
111  33.27216625 -111.81447176
111  33.27208255 -111.81447097
112  33.27208255 -111.81447097  33.27206243 -111.81449217
111  33.27205453 -111.81451606
111  33.27204923 -111.81534257
112  33.27204923 -111.81534257  33.27202398 -111.81532128
111  33.27199073 -111.81531566
111  33.27199412 -111.81458176
111  33.27188158 -111.81452300
111  33.27186785 -111.81452324
111  33.27186780 -111.81453323
111  33.27187788 -111.81453317
111  33.27198531 -111.81458824
111  33.27198147 -111.81531558
111  33.27184195 -111.81531438
111  33.27184392 -111.81453182
111  33.27173363 -111.81453060
111  33.27172918 -111.81531644
111  33.27159331 -111.81531486
111  33.27159488 -111.81453416
112  33.27159488 -111.81453416  33.27159012 -111.81452345
111  33.27157632 -111.81452198
111  33.27157649 -111.81449709
111  33.27153447 -111.81449620
111  33.27153429 -111.81452758
111  33.27149199 -111.81452679
111  33.27149234 -111.81450399
112  33.27149234 -111.81450399  33.27147923 -111.81446521
111  33.27143382 -111.81444751
111  33.27130113 -111.81444631
111  33.27130107 -111.81443592
111  33.27099419 -111.81443432
111  33.27099409 -111.81444504
111  33.27093368 -111.81444355
111  33.27065710 -111.81483187
111  33.27065083 -111.81482615
111  33.27059833 -111.81489994
111  33.27060291 -111.81490485
111  33.27048442 -111.81506662
111  33.27048187 -111.81506422
111  33.27040010 -111.81517944
111  33.27027108 -111.81512881
112  33.27027108 -111.81512881  33.27002816 -111.81508030
111  33.26994540 -111.81533183
111  33.26992858 -111.81540351
111  33.26995078 -111.81540669
111  33.26996382 -111.81534395
112  33.26996382 -111.81534395  33.27007064 -111.81508413
111  33.27028182 -111.81515959
111  33.27039639 -111.81520678
111  33.27026410 -111.81539063
111  33.27026023 -111.81538778
111  33.27019128 -111.81547870
111  33.27019573 -111.81548452
111  33.27005056 -111.81569873
111  33.27003027 -111.81568321
111  33.27001594 -111.81571110
111  33.27003097 -111.81572154
111  33.26998279 -111.81581140
111  33.26989016 -111.81574417
111  33.26995069 -111.81563317
111  33.26994422 -111.81562797
111  33.26987975 -111.81574657
111  33.26997822 -111.81581992
111  33.26978666 -111.81617719
111  33.26977776 -111.81618673
111  33.26950406 -111.81655322
111  33.26874465 -111.81761428
111  33.26875045 -111.81762069
111  33.26952581 -111.81653737
111  33.26975249 -111.81623312
112  33.26975249 -111.81623312  33.26976179 -111.81623326
111  33.26975991 -111.81624575
111  33.26969264 -111.81636323
112  33.26969264 -111.81636323  33.26968899 -111.81637247
111  33.26969288 -111.81637789
111  33.26970734 -111.81639420
111  33.26968438 -111.81642437
111  33.26971571 -111.81645699
111  33.26973620 -111.81642802
111  33.26974639 -111.81643826
111  33.26971070 -111.81648651
111  33.26969666 -111.81650549
111  33.26968936 -111.81651536
111  33.26966409 -111.81648920
111  33.26964829 -111.81651129
111  33.26963094 -111.81653555
111  33.26883358 -111.81765030
111  33.26878749 -111.81760297
111  33.26855157 -111.81792198
111  33.26858509 -111.81795695
111  33.26861737 -111.81791120
111  33.26862992 -111.81792397
111  33.26879822 -111.81809522
111  33.26880249 -111.81809956
111  33.26867312 -111.81827798
111  33.26867123 -111.81827615
111  33.26849404 -111.81810376
111  33.26852463 -111.81806337
111  33.26854000 -111.81804308
111  33.26851590 -111.81801712
111  33.26848575 -111.81798465
111  33.26844555 -111.81801757
111  33.26841200 -111.81803230
111  33.26822806 -111.81829119
111  33.26827883 -111.81834486
111  33.26831916 -111.81828829
111  33.26832271 -111.81829186
111  33.26852097 -111.81849157
111  33.26852347 -111.81849409
111  33.26839423 -111.81867823
111  33.26839059 -111.81867459
111  33.26819151 -111.81847522
111  33.26818702 -111.81847072
111  33.26822588 -111.81841733
111  33.26817533 -111.81836322
111  33.26794587 -111.81868256
111  33.26800033 -111.81873739
111  33.26803649 -111.81868223
111  33.26804169 -111.81868746
111  33.26823872 -111.81888549
111  33.26824154 -111.81888833
111  33.26811403 -111.81907355
111  33.26810964 -111.81906918
111  33.26790952 -111.81887014
111  33.26790567 -111.81886631
111  33.26795078 -111.81880469
111  33.26789810 -111.81875059
111  33.26771214 -111.81900729
111  33.26776527 -111.81906366
111  33.26775595 -111.81907691
111  33.26776013 -111.81908110
111  33.26795843 -111.81928026
111  33.26796088 -111.81928273
111  33.26781354 -111.81949093
111  33.26781143 -111.81948882
111  33.26761740 -111.81929442
111  33.26761413 -111.81929114
111  33.26760579 -111.81930316
111  33.26759724 -111.81929467
111  33.26758992 -111.81930490
111  33.26759861 -111.81931360
111  33.26756566 -111.81936041
111  33.26755443 -111.81934957
112  33.26755443 -111.81934957  33.26754336 -111.81933488
111  33.26753983 -111.81932071
111  33.26762321 -111.81920159
111  33.26759261 -111.81916933
111  33.26756353 -111.81920794
111  33.26753228 -111.81917571
111  33.26743334 -111.81931536
111  33.26743376 -111.81933820
111  33.26746500 -111.81936705
111  33.26744558 -111.81939514
111  33.26741768 -111.81936787
111  33.26739562 -111.81936742
111  33.26731082 -111.81948685
111  33.26736681 -111.81954498
111  33.26747210 -111.81944377
111  33.26749125 -111.81946460
111  33.26744974 -111.81952350
111  33.26745272 -111.81952652
111  33.26764605 -111.81972265
111  33.26764846 -111.81972510
111  33.26750736 -111.81992509
111  33.26750328 -111.81992097
111  33.26746673 -111.81988411
111  33.26744908 -111.81986631
111  33.26743173 -111.81984881
111  33.26729581 -111.81971173
111  33.26728424 -111.81970006
111  33.26727640 -111.81969215
111  33.26732046 -111.81963350
112  33.26732046 -111.81963350  33.26732228 -111.81962871
111  33.26731968 -111.81962562
111  33.26725729 -111.81956311
111  33.26700703 -111.81991103
111  33.26695201 -111.81998751
111  33.26681972 -111.82017143
111  33.26689355 -111.82024952
111  33.26687330 -111.82027787
111  33.26679847 -111.82020383
111  33.26671769 -111.82031601
112  33.26671769 -111.82031601  33.26671381 -111.82036799
111  33.26672891 -111.82039780
111  33.26675410 -111.82042164
111  33.26678818 -111.82037614
111  33.26679255 -111.82038055
111  33.26680499 -111.82039311
111  33.26701499 -111.82060512
111  33.26701580 -111.82060590
111  33.26693712 -111.82070445
111  33.26685550 -111.82078591
111  33.26683124 -111.82076158
111  33.26666312 -111.82059292
111  33.26664967 -111.82057943
111  33.26664585 -111.82057559
111  33.26667783 -111.82053271
112  33.26667783 -111.82053271  33.26668070 -111.82052616
111  33.26667895 -111.82052111
111  33.26666058 -111.82050247
112  33.26666058 -111.82050247  33.26662786 -111.82048943
111  33.26658891 -111.82049605
111  33.26641028 -111.82074793
112  33.26641028 -111.82074793  33.26640679 -111.82079978
111  33.26642921 -111.82082664
111  33.26646818 -111.82082005
111  33.26650276 -111.82077514
111  33.26650620 -111.82078148
111  33.26651590 -111.82079938
111  33.26659957 -111.82095383
111  33.26659994 -111.82095453
111  33.26656032 -111.82097530
111  33.26646292 -111.82102637
111  33.26633890 -111.82105857
111  33.26633017 -111.82100737
111  33.26634331 -111.82100334
111  33.26636865 -111.82095942
112  33.26636865 -111.82095942  33.26638467 -111.82091029
111  33.26635995 -111.82089192
111  33.26630166 -111.82089013
112  33.26630166 -111.82089013  33.26622770 -111.82098118
111  33.26608853 -111.82100889
111  33.26546397 -111.82111244
112  33.26536211 -111.82111251  33.26532030 -111.82110598
111  33.26536211 -111.82111251
112  33.26536211 -111.82111251  33.26533838 -111.82110910
111  33.26529665 -111.82109688
112  33.26529665 -111.82109688  33.26522189 -111.82107173
111  33.26517701 -111.82103087
111  33.26512131 -111.82097508
111  33.26489968 -111.82075311
112  33.26489968 -111.82075311  33.26482128 -111.82070064
112  33.26471649 -111.82078878  33.26467283 -111.82084029
111  33.26471649 -111.82078878
111  33.26463931 -111.82071064
111  33.26463411 -111.82069365
113  33.26432785 -111.82038585
111  33.26744046 -111.81907531
111  33.26737327 -111.81900742
111  33.26734266 -111.81904993
111  33.26733803 -111.81904564
111  33.26668428 -111.81838139
111  33.26667416 -111.81837110
111  33.26666445 -111.81836123
111  33.26661918 -111.81831524
111  33.26664665 -111.81827678
111  33.26656832 -111.81820246
111  33.26646034 -111.81835246
111  33.26641684 -111.81841344
111  33.26639367 -111.81844594
111  33.26635230 -111.81850374
111  33.26626166 -111.81863065
111  33.26621816 -111.81869163
111  33.26619547 -111.81872336
111  33.26615424 -111.81878106
111  33.26606447 -111.81890675
111  33.26602110 -111.81896755
111  33.26599869 -111.81899895
111  33.26595708 -111.81905711
111  33.26586657 -111.81918385
111  33.26582431 -111.81924303
111  33.26580137 -111.81927518
111  33.26575758 -111.81933645
111  33.26566795 -111.81945880
111  33.26562518 -111.81951895
111  33.26560137 -111.81955233
111  33.26556024 -111.81961009
111  33.26547051 -111.81973655
111  33.26542901 -111.81979479
111  33.26540534 -111.81982805
111  33.26536287 -111.81988764
111  33.26528032 -111.82000438
111  33.26516624 -111.82016333
111  33.26514730 -111.82019026
111  33.26495126 -111.82046544
111  33.26494469 -111.82049344
112  33.26494469 -111.82049344  33.26493333 -111.82056018
111  33.26494811 -111.82060958
111  33.26498932 -111.82067063
112  33.26498932 -111.82067063  33.26504173 -111.82066756
111  33.26507689 -111.82062346
111  33.26515951 -111.82050628
111  33.26549124 -111.82084158
111  33.26553517 -111.82077986
111  33.26557983 -111.82082441
111  33.26561375 -111.82077603
